,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Theater counts:,Infl. Adj. Dom. BO,Production Budget:,Domestic Releases:,International Releases:,Video Release:,MPAA Rating:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production Countries:,Franchise:,Production/Financing Companies:,Languages:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
34,https://www.the-numbers.com/movie/Spaced-Invaders,[],"[['Patrick Read Johnson', 'Director']]","$4,474,336 (29.8% of total gross)",3.35 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,821 opening theaters/1,845 max. theaters, 4.2 weeks average run per theater","$32,594,783","$3,000,000 (worldwide box office is 5.0 times production budget)","April 27th, 1990 (Wide) by Walt Disney",,"September 15th, 2015 by Mill Creek Entertainment",PG,100 minutes,vs. Repo ManCreate your own comparison chart…,Alien Invasion,Original Screenplay,Adventure,Live Action,Science Fiction,United States,,,English,"$15,000,000",,,,
35,https://www.the-numbers.com/movie/Wild-Orchid-(1990),['Assumpta Serna'],"[['Zalman King', 'Director']]","$2,622,637 (23.8% of total gross)",4.19 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"819 opening theaters/822 max. theaters, 3.8 weeks average run per theater","$23,902,843",,"April 27th, 1990 (Wide) by Triumph Releasing",,"February 24th, 2015 by Olive",R,,Create your own comparison chart…,Erotic Thriller,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,United States,Wild Orchid,,,"$11,000,000",,,"$105,394","$105,394"
36,https://www.the-numbers.com/movie/Tales-from-the-Darkside-The-Movie,"['Julianne Moore', 'Steve Buscemi', 'James Remar', 'Deborah Harry', 'Christian Slater', 'David Johansen', 'William Hickey']","[['John Harrison', 'Director'], ['Stephen King', 'Screenwriter'], ['George A. Romero', 'Screenwriter'], ['Arthur Conan Doyle', 'Screenwriter'], ['Michael McDowell', 'Screenwriter']]","$5,028,096 (30.8% of total gross)",3.25 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,535 opening theaters/1,535 max. theaters, 4.1 weeks average run per theater","$35,473,063",,"May 4th, 1990 (Wide) by Paramount Pictures",,"August 1st, 2017 by Paramount Home Video",R,93 minutes,vs. Tales from the Crypt Presents: Bordello of BloodCreate your own comparison chart…,"Segments, Horror Comedy, Witches, Cannibalism, Framed, Revenge, Mummy, Hitmen, Animals Gone Bad, Artists, Death of a Best Friend, Romance, Interspecies Romance, Surprise Twist",Compilation,Horror,Live Action,Fantasy,United States,,,English,"$16,324,573",,,,
37,https://www.the-numbers.com/movie/Bird-on-a-Wire,"['David Carradine', 'Bill Duke', 'Mel Gibson', 'Goldie Hawn']","[['John Badham', 'Director'], ['Rob Cohen', 'Producer'], ['David Seltzer', 'Screenwriter'], ['Louis Venosta', 'Screenwriter'], ['Eric Lerner', 'Screenwriter'], ['Louis Venosta', 'Story Creator'], ['Eric Lerner', 'Story Creator'], ['Ted Field', 'Executive Producer'], ['Robert W. Cortm', 'Executive Producer'], ['Robert Primes', 'Cinematographer'], ['Philip Harrison', 'Production Designer'], ['Frank Morriss', 'Editor'], ['Hans Zimmer', 'Composer'], ['Louis Venosta', 'Co-Producer'], ['Eric Lerner', 'Co-Producer'], ['Fitch Cady', 'Co-Producer']]","$15,338,160 (21.6% of total gross)",4.63 (domestic box office/biggest weekend),51.2% (domestic box office/worldwide),"1,944 opening theaters/2,008 max. theaters, 5.5 weeks average run per theater","$154,234,210",,"May 18th, 1990 (Wide) by Universal",,"December 8th, 2006 by Universal Home Entertainment",PG-13,111 minutes,vs. About TimeCreate your own comparison chart…,"Film Noir, Action Comedy, Faked Death, Witness Protection, Corrupt Cops, DEA Agent, FBI",Original Screenplay,Action,Live Action,Contemporary Fiction,United States,,"Interscope Films, Badham/Cohen",English,"$70,978,012","$67,719,000","$138,697,012",,
38,https://www.the-numbers.com/movie/Cadillac-Man,[],"[['Roger Donaldson', 'Director'], ['Ken Friedman', 'Screenwriter'], ['J. Peter Robinson', 'Composer']]","$6,712,079 (24.6% of total gross)",4.06 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,826 opening theaters/1,878 max. theaters, 4.5 weeks average run per theater","$59,229,259",,"May 18th, 1990 (Wide) by Orion Pictures",,,R,97 minutes,vs. The Adventures of Ford FairlaneCreate your own comparison chart…,"Crime Comedy, Hostage, Romance, Relationships Gone Wrong, Infidelity, Dysfunctional Family, Money Troubles, Organized Crime",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,,,English,"$27,257,086",,,,
39,https://www.the-numbers.com/movie/Back-to-the-Future-Part-III,"['Thomas F. Wilson', 'Lea Thompson', 'Michael J. Fox', 'Christopher Lloyd', 'Mary Steenburgen']","[['Robert Zemeckis', 'Director'], ['Bob Gale', 'Producer'], ['Neil Canton', 'Producer'], ['Bob Gale', 'Screenwriter'], ['Bob Gale', 'Story Creator'], ['Robert Zemeckis', 'Story Creator'], ['Steven Spielberg', 'Executive Producer'], ['Frank Marshall', 'Executive Producer'], ['Kathleen Kennedy', 'Executive Producer'], ['Dean Cundey', 'Director of Photography'], ['Rick Carter', 'Production Designer'], ['Arthur Schmidt', 'Editor'], ['Harry Keramidas', 'Editor'], ['Alan Silvestri', 'Composer']]","$23,703,060 (26.9% of total gross)",3.71 (domestic box office/biggest weekend),36.1% (domestic box office/worldwide),"2,019 opening theaters/2,070 max. theaters, 5.5 weeks average run per theater","$191,342,871","$40,000,000 (worldwide box office is 6.1 times production budget)","May 24th, 1990 (Wide) by Universal","June 29th, 1990 (Wide), released as Back To The Future 3 (Australia)
August 6th, 2020 (Wide) (New Zealand)
April 20th, 2023 (Special Engagement), released as Volver al Futuro III (Mexico)
","September 12th, 1991 by Universal Home Entertainment",PG,119 minutes,vs. Back to the Future Part IICreate your own comparison chart…,"Time Travel, Same Actor, Multiple Roles",Original Screenplay,Adventure,Live Action,Science Fiction,United States,Back to the Future,"Amblin Entertainment, Universal Pictures",English,"$88,055,283","$156,031,976","$244,087,259",,
40,https://www.the-numbers.com/movie/Fire-Birds,[],"[['David Green', 'Director'], ['Dale Dye', 'Screenwriter'], ['John K. Swensson', 'Screenwriter'], ['Nick Thiel', 'Screenwriter'], ['David Newman', 'Composer']]","$6,358,761 (43.1% of total gross)",2.32 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,006 opening theaters/2,006 max. theaters, 2.8 weeks average run per theater","$32,074,248",,"May 24th, 1990 (Wide) by Walt Disney",,"February 3rd, 2004 by Walt Disney Home Entertainment",PG-13,87 minutes,vs. Iron EagleCreate your own comparison chart…,"Action Adventure, Set in South America, DEA Agent, Narcotics, Drug Cartels",Original Screenplay,Action,Live Action,Contemporary Fiction,United States,,,English,"$14,760,451",,,,
41,https://www.the-numbers.com/movie/Total-Recall,"['Rachel Ticotin', 'Sharon Stone', 'Michael Ironside', 'Ronny Cox', 'Arnold Schwarzenegger']","[['Paul Verhoeven', 'Director'], ['Buzz Feitshans', 'Producer'], ['Ronald Shusett', 'Producer'], ['Ronald Shusett', 'Screen Story by'], ['Dan O’Bannon', 'Screen Story by'], ['Jon Povill', 'Screen Story by'], ['Gary Goldman', 'Screenwriter'], ['Ronald Shusett', 'Screenwriter'], ['Dan O’Bannon', 'Screenwriter'], ['Philip K. Dick', 'Story inspired by the short story “We Can Remember It For You Wholesale” by'], ['Andrew G. Vajna', 'Executive Producer'], ['Mario Kassar', 'Executive Producer'], ['Jost Vacano', 'Director of Photography'], ['Frank J. Urioste', 'Editor'], ['Jerry Goldsmith', 'Composer']]","$25,533,700 (21.4% of total gross)",4.68 (domestic box office/biggest weekend),45.7% (domestic box office/worldwide),"2,060 opening theaters/2,131 max. theaters, 7.0 weeks average run per theater","$259,431,744","$65,000,000 (worldwide box office is 4.0 times production budget)","June 1st, 1990 (Wide) by Sony PicturesAugust 10th, 2012 (Limited) by Rialto Pictures","July 27th, 1990 (Wide) (United Kingdom)
June 6th, 1992 (Wide), released as Вспомнить всё (Russia (CIS))
November 5th, 2020 (Wide) (Australia)
November 20th, 2020 (Wide), released as Desafio total (Spain)
November 27th, 2020 (Limited) (United Kingdom)
... Show all releases
","June 18th, 1997 by TriStar Pictures Video",R,113 minutes,vs. Sin CityCreate your own comparison chart…,"Visual Effects, Faulty Memory, Mutants, Film Noir, Psychics, Rebellion, Corporate Malfeasance, Dwarfism, Prostitution, Double Agent, Dream Sequence, Surprise Twist, Remade",Based on Fiction Book/Short Story,Action,Live Action,Science Fiction,United States,,"Carolco Pictures, Ronald Shusett, Tri-Star Pictures",English,"$119,394,839","$142,004,991","$261,399,830",,
42,https://www.the-numbers.com/movie/Another-48-Hrs,"['Eddie Murphy', 'Nick Nolte']","[['Walter Hill', 'Director'], ['Lawrence Gordon', 'Producer'], ['Robert D. Wachs', 'Producer'], ['John Fasano', 'Screenwriter'], ['Larry Gross', 'Screenwriter'], ['Fred Braughton', 'Story by'], ['Mark Lipsky', 'Executive Producer'], ['Ralph Singleton', 'Executive Producer'], ['D. Constantine Conte', 'Co-Producer'], ['Raymond L. Murphy, Jr.', 'Associate Producer'], ['Matthew F. Leonetti', 'Director of Photography'], ['James Horner', 'Composer']]","$19,470,596 (24.3% of total gross)",4.11 (domestic box office/biggest weekend),52.4% (domestic box office/worldwide),"2,301 opening theaters/2,301 max. theaters, 5.5 weeks average run per theater","$198,221,671",,"June 8th, 1990 (Wide) by Paramount Pictures",,"September 12th, 2017 by Paramount Home Video",R,95 minutes,vs. Beverly Hills Cop IIICreate your own comparison chart…,"Buddy Cop, Buddy Comedy, African Americans",Original Screenplay,Action,Live Action,Contemporary Fiction,United States,48 Hrs.,"Paramount Pictures, Lawrence Gordon, Eddie Murphy Production",English,"$80,047,413","$72,700,000","$152,747,413",,
43,https://www.the-numbers.com/movie/Dick-Tracy,"['Warren Beatty', 'Madonna', 'William Forsythe', 'R.G. Armstrong']","[['Warren Beatty', 'Director'], ['Jim Cash', 'Screenwriter'], ['Jack Epps, Jr.', 'Screenwriter'], ['Warren Beatty', 'Producer'], ['Barrie M. Osborne', 'Executive Producer'], ['Art Linson', 'Executive Producer'], ['Floyd Mutrux', 'Executive Producer'], ['Richard Sylbert', 'Production Designer'], ['Richard Marks', 'Editor'], ['Danny Elfman', 'Composer'], ['Vittorio Storaro', 'Director of Photography']]","$22,543,911 (21.7% of total gross)",4.60 (domestic box office/biggest weekend),63.7% (domestic box office/worldwide),"2,332 opening theaters/2,332 max. theaters, 6.0 weeks average run per theater","$225,422,772","$47,000,000 (worldwide box office is 3.5 times production budget)","June 15th, 1990 (Wide) by Walt Disney",,"April 21st, 1994 by Buena Vista Home Entertainment",PG,103 minutes,vs. BatmanCreate your own comparison chart…,"Comic Strip, Orphan, Singers, Organized Crime, Wrongfully Convicted, Voiceover/Narration, Unnamed Character, False Identity, Surprise Twist, Kidnap, Rescue, Development Hell, Government Corruption, Framed",Based on Comic/Graphic Novel,Action,Live Action,Super Hero,United States,,Touchstone Pictures,English,"$103,738,726","$59,000,000","$162,738,726",,
44,https://www.the-numbers.com/movie/Gremlins-2-The-New-Batch,"['John Glover', 'Robert Prosky', 'Robert Picardo', 'Christopher Lee', 'Zach Galligan', 'Phoebe Cates']","[['Joe Dante', 'Director'], ['Michael Finnell', 'Producer'], ['Charlie Haas', 'Screenwriter'], ['Steven Spielberg', 'Executive Producer'], ['Kathleen Kennedy', 'Executive Producer'], ['Frank Marshall', 'Executive Producer'], ['Jerry Goldsmith', 'Composer'], ['Rick Baker', 'Co-Producer'], ['John Hora', 'Cinematographer'], ['James Spencer', 'Production Designer'], ['Kent Beyda', 'Editor']]","$9,702,804 (23.4% of total gross)",4.27 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,075 opening theaters/2,155 max. theaters, 3.8 weeks average run per theater","$90,126,969","$50,000,000 (worldwide box office is 0.8 times production budget)","June 15th, 1990 (Wide) by Warner Bros.",,"May 8th, 2012 by Warner Home Video",PG-13,106 minutes,vs. Jack FrostCreate your own comparison chart…,"Visual Effects, Monster, Horror Comedy, Delayed Sequel",Original Screenplay,Comedy,Live Action,Fantasy,United States,Gremlins,Warner Bros.,English,"$41,476,097",,,,
45,https://www.the-numbers.com/movie/Betsys-Wedding,"['Joey Bishop', ""Catherine O'Hara"", 'Joe Pesci', 'Ally Sheedy', 'Burt Young', 'Alan Alda', 'Madeline Kahn', 'Molly Ringwald']","[['Alan Alda', 'Director'], ['Alan Alda', 'Screenwriter'], ['Martin Bregman', 'Producer'], ['Louis A. Stroller', 'Producer'], ['John Jay Moore', 'Production Designer'], ['Michael Polakow', 'Editor'], ['Bruce Broughton', 'Composer'], ['Kelvin Pike', 'Director of Photography']]","$4,662,488 (23.6% of total gross)",4.23 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,048 opening theaters/1,058 max. theaters, 2.0 weeks average run per theater","$42,894,885",,"June 22nd, 1990 (Wide) by Walt Disney",,,R,94 minutes,vs. Charlie and the Chocolate FactoryCreate your own comparison chart…,"Romantic Comedy, Wedding Day, Money Troubles, Romance, Dysfunctional Family, Cross-Class Romance, Loan Shark, In-Laws / Future In-Laws, Directing Yourself, Screenplay Written By the Star",Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,United States,,"Betsy's Wedding, Inc.",English,"$19,740,070",,,,
46,https://www.the-numbers.com/movie/RoboCop-2,[],[],"$14,145,411 (31.0% of total gross)",3.23 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,768 opening theaters/1,806 max. theaters, 3.0 weeks average run per theater","$99,264,535",,"June 22nd, 1990 (Wide) by Orion Pictures",,"January 31st, 2006 by MGM Video",R,,vs. RoboCopCreate your own comparison chart…,"Robot, Dystopia, Narcotics, Gangs",Original Screenplay,Action,Live Action,Science Fiction,United States,RoboCop,,,"$45,681,173",,,,
47,https://www.the-numbers.com/movie/Days-of-Thunder,"['Robert Duvall', 'Randy Quaid', 'Nicole Kidman', 'Cary Elwes', 'Tom Cruise']","[['Tony Scott', 'Director'], ['Don Simpson', 'Producer'], ['Jerry Bruckheimer', 'Producer'], ['Robert Towne', 'Story Creator'], ['Tom Cruise', 'Story Creator'], ['Robert Towne', 'Screenwriter'], ['Gerald R. Molen', 'Executive Producer'], ['Billy Weber', 'Editor'], ['Chris Lebenzon', 'Editor'], ['Hans Zimmer', 'Composer']]","$15,490,445 (18.7% of total gross)",5.34 (domestic box office/biggest weekend),52.4% (domestic box office/worldwide),"2,307 opening theaters/2,307 max. theaters, 6.3 weeks average run per theater","$179,642,327","$60,000,000 (worldwide box office is 2.6 times production budget)","June 27th, 1990 (Wide) by Paramount Pictures","June 5th, 2020 (Wide) (Australia)
","May 25th, 1999 by Paramount Home Video",PG-13,107 minutes,vs. The EqualizerCreate your own comparison chart…,Auto Racing,Original Screenplay,Action,Live Action,Contemporary Fiction,United States,,Don Simpson and Jerry Bruckheimer,English,"$82,670,733","$75,000,000","$157,670,733",,
48,https://www.the-numbers.com/movie/Ghost-Dad,[],"[['Sidney Poitier', 'Director'], ['Brent Maddock', 'Screenwriter'], ['S.S. Wilson', 'Screenwriter'], ['Chris Reese*', 'Screenwriter']]","$4,803,480 (20.9% of total gross)",4.79 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,213 opening theaters/1,221 max. theaters, 2.0 weeks average run per theater","$49,994,207",,"June 29th, 1990 (Wide) by Universal",,,PG,83 minutes,Create your own comparison chart…,"Family Comedy, Famously Bad, Friendly Ghost, Haunting, Workaholic, Widow/Widower, Young Child Dealing with the Death of a Parent, Orphan, Single Parent, Near Death Experience",Original Screenplay,Comedy,Live Action,Fantasy,United States,,,English,"$23,007,150",,,,
49,https://www.the-numbers.com/movie/Die-Hard-2,"['Bonnie Bedelia', 'William Atherton', 'Reginald VelJohnson', 'Franco Nero', 'William Sadler', 'John Amos', 'Bruce Willis']","[['Renny Harlin', 'Director'], ['Lawrence Gordon', 'Producer'], ['Joel Silver', 'Producer'], ['Charles Gordon', 'Producer'], ['Walter Wager', 'Story Creator'], ['Doug Richardson', 'Screenwriter'], ['Steven E. de Souza', 'Screenwriter'], ['Steve Perry', 'Co-Producer'], ['Lloyd Levin', 'Executive Producer'], ['Michael Levy', 'Executive Producer'], ['Oliver Wood', 'Director of Photography'], ['John Vallone', 'Production Designer'], ['Stuart Baird', 'Editor'], ['Robert Ferretti', 'Editor'], ['Marilyn Vance-Straker*', 'Costume Designer'], ['Michael Kamen', 'Composer']]","$21,744,661 (18.5% of total gross)",5.40 (domestic box office/biggest weekend),48.9% (domestic box office/worldwide),"2,507 opening theaters/2,507 max. theaters, 5.7 weeks average run per theater","$254,943,111","$70,000,000 (worldwide box office is 3.4 times production budget)","July 3rd, 1990 (Wide) by 20th Century FoxFebruary 13th, 2013 (Special Engagement) by NCM Fathom","August 17th, 1990 (Wide) (New Zealand)
November 19th, 2020 (Limited) (Australia)
","December 16th, 2008 by Fox Home Entertainment",R,124 minutes,vs. Die Hard: With a VengeanceCreate your own comparison chart…,Terrorism,Based on Fiction Book/Short Story,Action,Live Action,Contemporary Fiction,United States,Die Hard,Silver Pictures,"English, Spanish","$117,323,878","$122,490,010","$239,813,888",,
50,https://www.the-numbers.com/movie/Jetsons-The-Movie,[],"[['Joseph Barbera', 'Director'], ['William Hanna', 'Director'], ['John Debney', 'Composer']]","$5,029,640 (25.7% of total gross)",3.89 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,562 opening theaters/1,566 max. theaters, 2.0 weeks average run per theater","$42,468,801",,"July 6th, 1990 (Wide) by Universal",,"January 15th, 1997 by Universal Home Entertainment",G,82 minutes,vs. The Transformers: The MovieCreate your own comparison chart…,,Based on TV,Adventure,Hand Animation,Science Fiction,United States,,,English,"$19,543,985",,,,
51,https://www.the-numbers.com/movie/Adventures-of-Ford-Fairlane-The,"['Andrew Dice Clay', 'Priscilla Presley', ""Ed O'Neill"", 'Robert Englund', 'Gilbert Gottfried', 'Lauren Holly', 'Maddie Corman', 'Tone Loc', 'Wayne Newton']","[['Renny Harlin', 'Director'], ['David Arnott', 'Screenwriter'], ['James Cappe', 'Screenwriter'], ['Daniel Waters', 'Screenwriter']]","$6,374,391 (31.2% of total gross)",3.20 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,245 opening theaters/1,263 max. theaters, 2.0 weeks average run per theater","$50,574,499","$49,000,000 (worldwide box office is 0.4 times production budget)","July 11th, 1990 (Wide) by 20th Century Fox",,,R,102 minutes,vs. ChappieCreate your own comparison chart…,"Private Investigator, Action Comedy, Music Industry, Relationships Gone Wrong, Non-Chronological, Heavy Metal, Singers, No Honor Among Thieves",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,,Silver Pictures,English,"$20,423,389",,,,
52,https://www.the-numbers.com/movie/Ghost,"['Whoopi Goldberg', 'Tony Goldwyn', 'Patrick Swayze', 'Demi Moore']","[['Jerry Zucker', 'Director'], ['Lisa Weinstein', 'Producer'], ['Bruce Joel Rubin', 'Screenwriter'], ['Steven-Charles Jaffe', 'Executive Producer'], ['Bruce Joel Rubin', 'Associate Producer'], ['Adam Greenberg', 'Director of Photography'], ['Jane Musky', 'Production Designer'], ['Walter Murch', 'Editor'], ['Ruth Morley', 'Costume Designer'], ['Maurice Jarre', 'Composer']]","$12,191,373 (5.6% of total gross)",17.38 (domestic box office/biggest weekend),42.0% (domestic box office/worldwide),"1,101 opening theaters/1,766 max. theaters, 21.9 weeks average run per theater","$472,909,729","$22,000,000 (worldwide box office is 23.5 times production budget)","July 13th, 1990 (Wide) by Paramount Pictures2020 (Canceled) by Fathom Events, released as Ghost (1990)","November 24th, 2009 (Wide) (South Korea)
February 14th, 2020 (Wide), released as Ghost: 40th Anniversary (Australia)
February 14th, 2020 (Wide), released as Ghost (30th Anniversary) (United Kingdom)
June 10th, 2021 (Wide) (New Zealand)
","April 24th, 2001 by Paramount Home Video",PG-13,127 minutes,vs. The Age of AdalineCreate your own comparison chart…,"Haunting, Supernatural, Romance, Romantic Drama, 1991 Oscars Best Picture Nominee",Original Screenplay,Drama,Live Action,Contemporary Fiction,United States,,Paramount Pictures,English,"$217,631,306","$299,968,682","$517,599,988",,
53,https://www.the-numbers.com/movie/Quick-Change,"['Geena Davis', 'Randy Quaid', 'Jason Robards, Jr.', 'Bill Murray']","[['Howard Franklin', 'Director'], ['Bill Murray', 'Director'], ['Howard Franklin', 'Screenwriter']]","$4,700,960 (30.8% of total gross)",3.25 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,595 opening theaters/1,595 max. theaters, 2.0 weeks average run per theater","$33,160,096",,"July 13th, 1990 (Wide) by Warner Bros.",,"February 14th, 2006 by Warner Home Video",R,89 minutes,vs. La Guerre du feuCreate your own comparison chart…,"Directing Yourself, Heist, Clowns, Hostage, Foreign-Language Remake, Crime Comedy, Actors Making Their Directorial Debut",Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction,United States,,"Warner Bros., Devoted",English,"$15,260,154",,,,
54,https://www.the-numbers.com/movie/Arachnophobia,[],"[['Frank Marshall', 'Director'], ['Don Jakoby', 'Screenwriter'], ['Wesley Strick', 'Screenwriter'], ['Don Jakoby', 'Story Creator'], ['Al Williams', 'Story Creator'], ['Kathleen Kennedy', 'Producer'], ['Richard Vane', 'Producer'], ['Steven Spielberg', 'Executive Producer'], ['Frank Marshall', 'Executive Producer'], ['James D. Bissell', 'Production Designer'], ['Michael Kahn', 'Editor'], ['Jimmy Buffett', 'Composer'], ['Michael Utley', 'Composer'], ['Jay Oliver', 'Composer'], ['Mikael Salomon', 'Director of Photography']]","$8,045,760 (15.1% of total gross)",6.52 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,479 opening theaters/2,005 max. theaters, 4.2 weeks average run per theater","$131,759,588","$31,000,000 (worldwide box office is 1.7 times production budget)","July 18th, 1990 (Wide) by Walt Disney",,"April 14th, 1994 by Walt Disney Home Entertainment",PG-13,105 minutes,vs. Side EffectsCreate your own comparison chart…,"Animals Gone Bad, Animal Lead, Academics, Field Scientists, Doctors, Prologue, Country Mouse, City Mouse, Creature Feature, Anxiety and Phobias, Horror Comedy",Original Screenplay,Horror,Live Action,Science Fiction,United States,,"Amblin Entertainment, Hollywood Pictures","English, Spanish","$53,208,180",,,,
55,https://www.the-numbers.com/movie/Freshman-The,[],"[['Andrew Bergman', 'Director'], ['Andrew Bergman', 'Screenwriter'], ['David Newman', 'Composer']]",,5.04 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),,"$46,261,834",,"July 20th, 1990 (Wide) by Sony Pictures",,"January 27th, 1998 by Sony Pictures Home Entertainment",PG,102 minutes,Create your own comparison chart…,"Mafia, Crime Comedy, Set in New York City, Set in New York, Organized Crime, Surprise Twist, Romance, FBI, Corrupt Cops, Step-Family, Confidence Men, Faked Romance",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,,,"English, French, German, Italian","$21,289,527",,,,
56,https://www.the-numbers.com/movie/Navy-SEALs,[],"[['Lewis Teague', 'Director'], ['Chuck Pfarrer', 'Screenwriter'], ['Gary Goldman', 'Screenwriter']]","$6,543,832 (26.4% of total gross)",3.79 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,341 opening theaters/1,355 max. theaters, 3.8 weeks average run per theater","$53,942,470",,"July 20th, 1990 (Wide) by Orion Pictures",,"October 5th, 1999 by MGM Video",R,113 minutes,vs. Olympus Has FallenCreate your own comparison chart…,"Action Adventure, POW, Rescue, Terrorism, Middle East, Investigative Journalist, Special Ops",Original Screenplay,Action,Live Action,Contemporary Fiction,United States,,,,"$24,824,126",,,,
57,https://www.the-numbers.com/movie/Presumed-Innocent,"['Brian Dennehy', 'Raul Julia', 'Bonnie Bedelia', 'Paul Winfield', 'Greta Scacchi', 'Harrison Ford']","[['Alan J. Pakula', 'Director'], ['Sydney Pollack', 'Producer'], ['Mark Rosenberg', 'Producer'], ['Susan Solt', 'Executive Producer'], ['Scott Turow', 'Story Creator'], ['Frank Pierson', 'Screenwriter'], ['Alan J. Pakula', 'Screenwriter'], ['John Williams', 'Composer'], ['Gordon Willis', 'Director of Photography'], ['George Jenkins', 'Production Designer'], ['Evan Lottman', 'Editor']]","$11,718,981 (13.6% of total gross)",7.36 (domestic box office/biggest weekend),39.0% (domestic box office/worldwide),"1,349 opening theaters/1,451 max. theaters, 9.9 weeks average run per theater","$187,535,597",,"July 27th, 1990 (Wide) by Warner Bros.",,,R,126 minutes,vs. Indiana Jones and the Last CrusadeCreate your own comparison chart…,"Lawyers, Surprise Twist, Erotic Thriller",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,United States,,Warner Bros.,English,"$86,303,188","$134,996,812","$221,300,000",,
58,https://www.the-numbers.com/movie/Problem-Child,[],"[['Dennis Dugan', 'Director']]","$10,026,900 (18.8% of total gross)",5.33 (domestic box office/biggest weekend),74.0% (domestic box office/worldwide),"1,714 opening theaters/1,769 max. theaters, 5.1 weeks average run per theater","$116,191,484",,"July 27th, 1990 (Wide) by Universal",,,PG,81 minutes,vs. The Hunchback of Notre DameCreate your own comparison chart…,"Black Comedy, Adopted Family, Dysfunctional Family, Inheritance, Serial Killer, Prison Break, Kidnap, Ransom, Rescue",Original Screenplay,Black Comedy,Live Action,Contemporary Fiction,United States,Problem Child,,,"$53,470,891","$18,800,004","$72,270,895",,
59,https://www.the-numbers.com/movie/Young-Guns-II,[],"[['Geoff Murphy', 'Director'], ['Alan Silvestri', 'Composer']]","$8,017,438 (18.2% of total gross)",5.51 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,770 opening theaters/1,770 max. theaters, 5.8 weeks average run per theater","$95,922,996",,"August 1st, 1990 (Wide) by 20th Century Fox",,"June 1st, 2004 by Warner Home Video",PG-13,,vs. Young GunsCreate your own comparison chart…,,Original Screenplay,Western,Live Action,Historical Fiction,United States,Young Guns,,English,"$44,143,410",,,,
60,https://www.the-numbers.com/movie/DuckTales-The-Movie-Treasure-of-the-Lost-Lamp,[],"[['Bob Hathcock', 'Director'], ['David Newman', 'Composer']]","$3,870,366 (21.4% of total gross)",4.67 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,549 opening theaters/1,558 max. theaters, 2.8 weeks average run per theater","$39,277,430",,"August 3rd, 1990 (Wide) by Walt Disney",,"January 13th, 2015 by Buena Vista Home Entertainment",G,,vs. A Goofy MovieCreate your own comparison chart…,,Based on TV,Adventure,Hand Animation,Kids Fiction,United States,,,English,"$18,075,331",,,,
