,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Theater counts:,Infl. Adj. Dom. BO,Production Budget:,Domestic Releases:,Video Release:,MPAA Rating:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production Countries:,Languages:,Production/Financing Companies:,International Releases:,Franchise:,Domestic Box Office,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales,International Box Office,Worldwide Box Office
119,https://www.the-numbers.com/movie/Associate-The,[],"[['Donald Petrie', 'Director'], ['Nick Thiel', 'Screenwriter']]","$4,261,304 (33.4% of total gross)",3.00 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,781 opening theaters/1,781 max. theaters, 4.0 weeks average run per theater","$26,469,095",,"October 25th, 1996 (Wide) by Walt Disney","July 17th, 2018 by Kino Lorber",PG-13 for sensuality and an exotic dance club scene,113 minutes,Create your own comparison chart…,"Satirical Comedy, Satire, Corporate Life, Wall Street, False Identity, African Americans, Bigotry",Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction,,,,,,"$12,772,657","$28,339","$28,339",,
120,https://www.the-numbers.com/movie/High-School-High,"['Tia Carrere', 'Louise Fletcher', 'Jon Lovitz', 'Mekhi Phifer', 'Malinda Williams', 'Brian Hooks', 'Guillermo Diaz']","[['Hart Bochner', 'Director'], ['Bill Johnson', 'Associate Producer']]","$6,311,786 (30.1% of total gross)",3.33 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,146 opening theaters/2,146 max. theaters, 5.0 weeks average run per theater","$43,548,935",,"October 25th, 1996 (Wide) by Sony Pictures",,"PG-13 for crude sexual humor, partial nudity and some drug references.",86 minutes,vs. HitchCreate your own comparison chart…,"Hood Film, Farcical / Slapstick Comedy, Set in Los Angeles, Bad Teachers, Inspirational Teacher, Teachers, Same Actor, Multiple Roles, Posthumous Release",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,,,,"$20,995,023",,,,
121,https://www.the-numbers.com/movie/Thinner,[],"[['Tom Holland', 'Director'], ['Michael McDowell', 'Screenwriter'], ['Tom Holland', 'Screenwriter']]","$5,679,046 (37.4% of total gross)",2.67 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,009 opening theaters/2,009 max. theaters, 4.3 weeks average run per theater","$31,447,671","$14,000,000 (worldwide box office is 1.1 times production budget)","October 25th, 1996 (Wide) by Paramount Pictures",,"R for horror violence and gore, language and sexuality",92 minutes,vs. Pet SemataryCreate your own comparison chart…,"Fat Suit, Body Horror, Curses, Romani",Based on Fiction Book/Short Story,Horror,Live Action,Fantasy,United States,,,,,"$15,171,475",,,,
122,https://www.the-numbers.com/movie/Dear-God,[],"[['Garry Marshall', 'Director'], ['Warren Leight', 'Screenwriter'], ['Ed Kaplan', 'Screenwriter']]","$3,213,045 (45.2% of total gross)",2.21 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,754 opening theaters/1,774 max. theaters, 3.4 weeks average run per theater","$14,742,838",,"November 1st, 1996 (Wide) by Paramount Pictures",,PG for language and mild thematic elements,112 minutes,Create your own comparison chart…,"Situational Comedy, Confidence Men, Money Troubles, Loan Shark, Postal Workers / Delivery Person, Lawyers, Religious",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,,,,,"$7,114,089",,,,
123,https://www.the-numbers.com/movie/Larger-Than-Life,[],[],"$3,779,504 (45.6% of total gross)",2.19 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,433 opening theaters/2,433 max. theaters, 3.1 weeks average run per theater","$17,211,182",,"November 1st, 1996 (Wide) by MGM",,PG for mild language and innuendos,93 minutes,Create your own comparison chart…,,Original Screenplay,Adventure,Live Action,Kids Fiction,United States,English,,,,"$8,295,903",,,,
124,https://www.the-numbers.com/movie/Romeo-and-Juliet-(1996),"['Brian Dennehy', 'John Leguizamo', 'Pete Postlethwaite', 'Paul Sorvino', 'Diane Venora', 'Harold Perrineau', 'Paul Rudd', 'Jesse Bradford', 'Dash Mihok', 'Vondie Curtis-Hall', 'M. Emmet Walsh', 'Leonardo DiCaprio', 'Claire Danes']","[['Baz Luhrmann', 'Director'], ['Craig Pearce', 'Screenwriter'], ['Baz Luhrmann', 'Screenwriter'], ['Gabriella Martinelli', 'Producer'], ['Baz Luhrmann', 'Producer'], ['Martin Brown', 'Co-Producer']]","$11,133,231 (24.0% of total gross)",4.16 (domestic box office/biggest weekend),31.4% (domestic box office/worldwide),"1,276 opening theaters/1,963 max. theaters, 7.0 weeks average run per theater","$96,018,777","$14,500,000 (worldwide box office is 10.2 times production budget)","November 1st, 1996 (Wide) by 20th Century Fox","November 10th, 1996 by Fox Home Entertainment, released as Romeo and Juliet (1996)",PG-13 for scenes of contemporary violence and some sensuality,120 minutes,vs. PredatorCreate your own comparison chart…,"Gangs, Modern Adaptation, Romance, Relationships Gone Wrong, Romantic Drama, Romeo and Juliet Romance, First Love",Based on Play,Drama,Live Action,Contemporary Fiction,United States,English,Bazmark,"December 26th, 1996 (Wide) (Australia)
December 28th, 1996 (Wide) (South Korea)
February 13th, 1997 (Wide), released as William Shakespeare’s Romeo+Juliet (New Zealand)
February 12th, 2021 (Limited) (United Kingdom)
",The Red Curtain Trilogy,"$46,338,728",,,"$101,203,653","$147,542,381"
125,https://www.the-numbers.com/movie/Set-It-Off,[],"[['F. Gary Gray', 'Director'], ['Christopher Young', 'Composer']]","$8,812,105 (24.4% of total gross)",4.09 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,014 opening theaters/1,016 max. theaters, 7.0 weeks average run per theater","$74,681,305","$9,000,000 (worldwide box office is 4.0 times production budget)","November 6th, 1996 (Wide) by New Line",,"R for strong graphic violence, pervasive language, some sex and drug use.",123 minutes,vs. CrossoverCreate your own comparison chart…,"African Americans, Hood Film, Crime Drama, Heist, Fired, Death of a Sibling, Child Protective Services, Set in Los Angeles, Set in California, LAPD, Fugitive / On the Run, Romance",Original Screenplay,Drama,Live Action,Contemporary Fiction,United States,,,,,"$36,049,108",,,,
126,https://www.the-numbers.com/movie/Ransom,"['Rene Russo', 'Gary Sinise', 'Delroy Lindo', 'Lili Taylor', 'Mel Gibson']","[['Ron Howard', 'Director'], ['Scott Rudin', 'Producer'], ['Brian Grazer', 'Producer'], ['B. Kipling Hagopian', 'Producer'], ['Richard Price', 'Screenwriter'], ['Alexander Ignon', 'Story Creator'], ['Todd Hallowell', 'Executive Producer'], ['Piotr Sobocinski', 'Director of Photography'], ['Michael Corenblith', 'Production Designer'], ['Dan Hanley', 'Editor'], ['Michael Hill', 'Editor'], ['Rita Ryack', 'Costume Designer'], ['Howard Shore', 'Composer'], ['Aldric Porter', 'Associate Producer']]","$34,216,088 (25.1% of total gross)",3.99 (domestic box office/biggest weekend),44.2% (domestic box office/worldwide),"2,676 opening theaters/2,768 max. theaters, 8.7 weeks average run per theater","$282,614,201","$70,000,000 (worldwide box office is 4.4 times production budget)","November 8th, 1996 (Wide) by Walt Disney",,R for graphic bloody violence and strong language,121 minutes,vs. RedCreate your own comparison chart…,"Kidnap, Corrupt Cops",Original Screenplay,Action,Live Action,Contemporary Fiction,United States,English,Touchstone Pictures,,,"$136,492,681",,,"$172,207,319","$308,700,000"
127,https://www.the-numbers.com/movie/English-Patient-The,"['Naveen Andrews', 'Colin Firth', 'Julian Wadham', 'Jurgen Prochnow', 'Ralph Fiennes', 'Juliette Binoche', 'Willem Dafoe', 'Kristin Scott Thomas']","[['Anthony Minghella', 'Director'], ['Saul Zaentz', 'Producer'], ['Anthony Minghella', 'Screenwriter'], ['Michael Ondaatje', 'Based on the book ""The English Patient""'], ['Bob Weinstein', 'Executive Producer'], ['Harvey Weinstein', 'Executive Producer'], ['Scott Greenstein', 'Executive Producer'], ['John Seale', 'Director of Photography'], ['Stuart Craig', 'Production Designer'], ['Gabriel Yared', 'Composer'], ['Ann Roth', 'Costume Designer'], ['Walter Murch', 'Supervising Film Editor']]","$278,439 (0.4% of total gross)",14.18 (domestic box office/biggest weekend),34.0% (domestic box office/worldwide),"10 opening theaters/1,409 max. theaters, 15.3 weeks average run per theater","$159,418,286","$35,000,000 (worldwide box office is 6.6 times production budget)","November 15th, 1996 (Wide) by Miramax",,"R for sexuality, some violence and language.",161 minutes,Best Picture Oscar Winnersvs. Out of AfricaCreate your own comparison chart…,"World War II, Oscars Best Picture Winner, Romantic Drama, 1997 Oscars Best Picture Nominee",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,"Italy, Tunisia",English,Tiger Moth Productions,"March 15th, 1997 (Wide) (South Korea)
July 21st, 2022 (Limited) (South Korea)
",,"$78,716,374",,,"$152,993,634","$231,710,008"
128,https://www.the-numbers.com/movie/Mirror-Has-Two-Faces-The,[],"[['Barbra Streisand', 'Director']]","$12,210,868 (29.6% of total gross)",3.38 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,489 opening theaters/2,489 max. theaters, 5.4 weeks average run per theater","$85,577,576","$42,000,000 (worldwide box office is 1.0 times production budget)","November 15th, 1996 (Wide) by Sony Pictures","September 30th, 1997 by Sony Pictures Home Entertainment","PG-13 for language, sensuality and some mature thematic material",,vs. The Big WeddingCreate your own comparison chart…,Romance,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,United States,,,,,"$41,267,469",,,,
129,https://www.the-numbers.com/movie/Space-Jam,['Michael Jordan'],"[['Joe Pytka', 'Director'], ['James Newton Howard', 'Composer']]","$27,528,529 (30.4% of total gross)",3.29 (domestic box office/biggest weekend),36.2% (domestic box office/worldwide),"2,650 opening theaters/2,650 max. theaters, 8.6 weeks average run per theater","$187,295,297","$80,000,000 (worldwide box office is 3.1 times production budget)","November 15th, 1996 (Wide) by Warner Bros.","March 11th, 1997 by Warner Home Video",PG for some mild cartoon language.,88 minutes,vs. Mission: ImpossibleCreate your own comparison chart…,Basketball,Original Screenplay,Adventure,Animation/Live Action,Kids Fiction,United States,English,,"December 13th, 1996 (Wide) (Australia)
September 10th, 2021 (Wide) (Argentina)
September 10th, 2021 (Wide) (Brazil)
September 10th, 2021 (Wide) (Colombia)
September 10th, 2021 (Wide) (France)
... Show all releases
",Space Jam,"$90,463,534",,,"$159,716,850","$250,180,384"
130,https://www.the-numbers.com/movie/Sling-Blade,[],"[['Billy Bob Thornton', 'Director'], ['Billy Bob Thornton', 'Screenwriter']]",,8.08 (domestic box office/biggest weekend),71.6% (domestic box office/worldwide),,"$48,908,278","$4,833,610 (worldwide box office is 7.1 times production budget)","November 20th, 1996 (Wide) by Miramax","February 4th, 1998 by Miramax Video",R,135 minutes,vs. Forrest GumpCreate your own comparison chart…,"Life Drama, Learning Disabilities, Actors Making Their Directorial Debut, Directing Yourself, Screenplay Written By the Star, Young Child Dealing with the Death of a Parent, Mental Hospital, Parricide, Relationships Gone Wrong, Domestic Abuse, Addiction",Based on Short Film,Drama,Live Action,Contemporary Fiction,,,,,,"$24,475,416",,,"$9,699,584","$34,175,000"
131,https://www.the-numbers.com/movie/Jingle-All-the-Way,[],"[['Brian Levant', 'Director'], ['David Newman', 'Composer']]","$12,112,267 (20.0% of total gross)",3.51 (domestic box office/biggest weekend),46.7% (domestic box office/worldwide),"2,401 opening theaters/2,404 max. theaters, 7.6 weeks average run per theater","$125,449,011","$60,000,000 (worldwide box office is 2.2 times production budget)","November 22nd, 1996 (Wide) by 20th Century Fox","November 3rd, 1998 by Fox Home Entertainment","PG for action violence, mild language and some thematic elements.",89 minutes,vs. George Of The JungleCreate your own comparison chart…,"Christmas, Family Movie",Original Screenplay,Comedy,Live Action,Kids Fiction,United States,English,"1492 Pictures, Twentieth Century Fox","November 28th, 1996 (Limited) (New Zealand)
December 15th, 2022 (Limited) (New Zealand)
",Jingle All the Way,"$60,592,389",,,"$69,240,000","$129,832,389"
132,https://www.the-numbers.com/movie/Star-Trek-First-Contact,"['Jonathan Frakes', 'LeVar Burton', 'Michael Dorn', 'Gates McFadden', 'Marina Sirtis', 'Alfre Woodard', 'James Cromwell', 'Patrick Stewart', 'Brent Spiner', 'Alice Krige']","[['Jonathan Frakes', 'Director']]","$30,716,131 (33.4% of total gross)",3.00 (domestic box office/biggest weekend),61.4% (domestic box office/worldwide),"2,812 opening theaters/2,812 max. theaters, 6.3 weeks average run per theater","$190,708,389","$46,000,000 (worldwide box office is 3.3 times production budget)","November 22nd, 1996 (Wide) by Paramount Pictures","November 4th, 1997 by Paramount Home Video",PG-13 for some sci-fi adventure violence,110 minutes,vs. Star Trek VI: The Undiscovered CountryCreate your own comparison chart…,"Visual Effects, Time Travel, First Contact, Alien Invasion",Based on TV,Adventure,Live Action,Science Fiction,United States,English,,,Star Trek,"$92,027,888",,,"$57,972,112","$150,000,000"
133,https://www.the-numbers.com/movie/101-Dalmatians-(1996),[],"[['Stephen Herek', 'Director'], ['Michael Kamen', 'Composer']]","$33,504,025 (24.6% of total gross)",4.06 (domestic box office/biggest weekend),44.8% (domestic box office/worldwide),"2,794 opening theaters/2,901 max. theaters, 9.3 weeks average run per theater","$281,440,569",,"November 27th, 1996 (Wide) by Walt Disney",,G,103 minutes,vs. 102 DalmatiansCreate your own comparison chart…,"Live Action Cartoon, Family Movie",Based on Fiction Book/Short Story,Adventure,Live Action,Kids Fiction,United States,English,,,101 Dalmatians,"$136,189,294",,,"$168,010,706","$304,200,000"
134,https://www.the-numbers.com/movie/Crucible-The,[],"[['George Fenton', 'Composer']]","$101,610 (1.4% of total gross)",5.57 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1 opening theaters/344 max. theaters, 4.9 weeks average run per theater","$15,047,071",,"November 29th, 1996 (Wide) by 20th Century Fox","September 13th, 2011 by Kino Lorber",PG-13 for intense depiction of the Salem witch trials,126 minutes,vs. MacbethCreate your own comparison chart…,"Religious, Historical Drama, 1600s",Based on Play,Drama,Live Action,Historical Fiction,,,,,,"$7,352,332",,,,
135,https://www.the-numbers.com/movie/Daylight-(1996),[],"[['Rob Cohen', 'Director']]","$10,015,875 (30.4% of total gross)",3.29 (domestic box office/biggest weekend),20.7% (domestic box office/worldwide),"2,175 opening theaters/2,189 max. theaters, 5.6 weeks average run per theater","$67,985,252","$80,000,000 (worldwide box office is 2.0 times production budget)","December 6th, 1996 (Wide) by Universal",,"PG-13 for disaster-related peril, death and destruction",115 minutes,vs. Demolition ManCreate your own comparison chart…,"Action Thriller, Disaster, Underground, Set in New York City",Original Screenplay,Action,Live Action,Contemporary Fiction,United States,English,Davis Entertainment,,,"$32,908,290",,,"$126,000,000","$158,908,290"
136,https://www.the-numbers.com/movie/Everyone-Says-I-Love-You,[],"[['Woody Allen', 'Director'], ['Woody Allen', 'Screenwriter']]","$131,678 (1.4% of total gross)",5.55 (domestic box office/biggest weekend),28.1% (domestic box office/worldwide),"3 opening theaters/276 max. theaters, 7.4 weeks average run per theater","$19,452,358","$20,000,000 (worldwide box office is 1.7 times production budget)","December 6th, 1996 (Wide) by Miramax",,R for one use of strong language,,vs. La La LandCreate your own comparison chart…,,Original Screenplay,Musical,Live Action,Contemporary Fiction,,,,,,"$9,725,847",,,"$24,874,153","$34,600,000"
137,https://www.the-numbers.com/movie/Jerry-Maguire,"['Cuba Gooding, Jr.', 'Renée Zellweger', 'Kelly Preston', ""Jerry O'Connell"", 'Jay Mohr', 'Bonnie Hunt', 'Tom Cruise']","[['Cameron Crowe', 'Director'], ['Cameron Crowe', 'Screenwriter'], ['James L. Brooks', 'Producer'], ['Richard Sakai', 'Producer'], ['Laurence Mark', 'Producer'], ['Cameron Crowe', 'Producer'], ['Bruce S. Pustin', 'Co-Producer'], ['John D. Schofield', 'Co-Producer'], ['Janusz Kaminski', 'Director of Photography'], ['Stephen Lineweaver', 'Production Designer'], ['Joe Hutshing', 'Editor'], ['Betsy Heimann', 'Costume Designer'], ['Danny Bramson', 'Music Supervisor']]","$17,084,296 (11.1% of total gross)",9.01 (domestic box office/biggest weekend),56.3% (domestic box office/worldwide),"2,531 opening theaters/2,531 max. theaters, 14.1 weeks average run per theater","$313,973,409","$50,000,000 (worldwide box office is 5.5 times production budget)","December 13th, 1996 (Wide) by Sony Pictures","May 29th, 1997 by Sony Pictures Home Entertainment",R for language and sexuality,135 minutes,vs. ScreamCreate your own comparison chart…,"Romance, Football, Fired, Romantic Comedy, 1997 Oscars Best Picture Nominee",Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,United States,English,Tri-Star Pictures,,,"$153,952,592",,,"$119,600,000","$273,552,592"
138,https://www.the-numbers.com/movie/Mars-Attacks,"['Martin Short', 'Sarah Jessica Parker', 'Michael J. Fox', 'Rod Steiger', 'Tom Jones', 'Lukas Haas', 'Natalie Portman', 'Jim Brown', 'Lisa Marie', 'Jack Nicholson', 'Glenn Close', 'Annette Bening', 'Pierce Brosnan']","[['Tim Burton', 'Director'], ['Tim Burton', 'Screenwriter'], ['Jonathan Gems', 'Story Creator'], ['Topps', 'Based on the trading cards created by'], ['Danny Elfman', 'Composer']]","$9,384,272 (24.8% of total gross)",4.02 (domestic box office/biggest weekend),37.3% (domestic box office/worldwide),"1,955 opening theaters/1,955 max. theaters, 5.6 weeks average run per theater","$78,056,645","$80,000,000 (worldwide box office is 1.3 times production budget)","December 13th, 1996 (Wide) by Warner Bros.","June 17th, 1997 by Warner Home Video, released as Mars Attacks",PG-13 for sci-fi fantasy violence and brief sexuality,103 minutes,vs. Men in BlackCreate your own comparison chart…,"Alien Invasion, Same Actor, Multiple Roles, White House Under Attack, Set on Mars, First Contact, Black Comedy",Based on Toy,Black Comedy,Live Action,Science Fiction,United States,English,Tim Burton,"September 24th, 2020 (Limited) (Australia)
",,"$37,771,017",,,"$63,600,000","$101,371,017"
139,https://www.the-numbers.com/movie/Preachers-Wife-The-(1996),"['Courtney B. Vance', 'Gregory Hines', 'Jenifer Lewis', 'Loretta Devine', 'Denzel Washington', 'Whitney Houston']","[['Penny Marshall', 'Director'], ['Samuel Goldwyn, Jr.', 'Producer'], ['Nat Mauldin', 'Screenwriter'], ['Allan Scott', 'Screenwriter'], ['Robert E. Sherwood', 'Based on the previous screenplay ""The Bishop\'s Wife"" by'], ['Leonardo Bercovici', 'Based on the previous screenplay ""The Bishop\'s Wife"" by'], ['Robert Greenhut', 'Executive Producer'], ['Elliot Abbott', 'Executive Producer'], ['Debra Martin Chase', 'Co-Producer'], ['Amy Lemisch', 'Co-Producer'], ['Timothy M. Bourne', 'Co-Producer'], ['Miroslav Ondříček', 'Cinematographer'], ['Bill Groom', 'Production Designer'], ['Stephen A. Rotter', 'Editor'], ['George Bowers', 'Editor'], ['Cynthia Flynt', 'Costume Designer'], ['Hans Zimmer', 'Composer'], ['Mervyn Warren', 'Music Supervisor']]","$7,649,752 (15.9% of total gross)",6.29 (domestic box office/biggest weekend),85.2% (domestic box office/worldwide),"1,783 opening theaters/2,008 max. theaters, 7.1 weeks average run per theater","$99,071,763",,"December 13th, 1996 (Wide) by Walt Disney","November 4th, 1997 by Walt Disney Home Entertainment",PG for brief mild language.,124 minutes,vs. The BodyguardCreate your own comparison chart…,"Supernatural, Christmas, Preacher, Angels, Comedy Drama, Remake",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,United States,English,"Touchstone Pictures, Samuel Goldwyn Films",,,"$48,102,795",,,"$8,329,851","$56,432,646"
140,https://www.the-numbers.com/movie/In-Love-and-War,[],"[['Richard Attenborough', 'Director'], ['Allan Scott', 'Screenwriter'], ['Clancy Sigal', 'Screenwriter'], ['Anna Hamilton Phelan', 'Screenwriter'], ['George Fenton', 'Composer'], ['Richard Attenborough', 'Producer']]","$2,515 (0.0% of total gross)",2.64 (domestic box office/biggest weekend),57.1% (domestic box office/worldwide),"1 opening theaters/1,612 max. theaters, 4.1 weeks average run per theater","$28,932,368",,"December 18th, 1996 (Wide) by New Line",,PG-13 for graphic war injuries and some sensuality,113 minutes,vs. Speed 2: Cruise ControlCreate your own comparison chart…,"Romantic Drama, Romance, 1910s, World War I, Set in Italy, Nurse",Based on Fiction Book/Short Story,Drama,Live Action,Dramatization,United States,,,,,"$14,481,231",,,"$10,891,063","$25,372,294"
141,https://www.the-numbers.com/movie/Beavis-and-Butt-head-Do-America,['Mike Judge'],"[['Mike Judge', 'Director']]","$20,114,233 (31.9% of total gross)",3.14 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,190 opening theaters/2,417 max. theaters, 5.4 weeks average run per theater","$130,263,701","$12,000,000 (worldwide box office is 5.3 times production budget)","December 20th, 1996 (Wide) by Paramount Pictures","November 23rd, 1999 by Paramount Home Video","PG-13 for continuous crude sex-related humor and language, and for a drug-related scene.",81 minutes,vs. Sausage PartyCreate your own comparison chart…,"Road Trip, Hallucinations",Based on TV,Adventure,Hand Animation,Contemporary Fiction,United States,English,,,,"$63,118,386",,,,
142,https://www.the-numbers.com/movie/Evita,[],"[['Alan Parker', 'Director']]","$195,085 (0.4% of total gross)",5.61 (domestic box office/biggest weekend),32.9% (domestic box office/worldwide),"2 opening theaters/1,045 max. theaters, 9.0 weeks average run per theater","$100,160,361","$55,000,000 (worldwide box office is 2.8 times production budget)","December 25th, 1996 (Wide) by Walt Disney","February 3rd, 1998 by Walt Disney Home Entertainment","PG for thematic elements, images of violence and some mild language",,vs. The Greatest ShowmanCreate your own comparison chart…,Biography,Based on Musical or Opera,Musical,Live Action,Dramatization,United States,"English, Spanish",,"December 20th, 1996 (Wide) (United Kingdom)
",,"$50,047,179",,,"$101,900,000","$151,947,179"
143,https://www.the-numbers.com/movie/Ghosts-of-Mississippi,[],"[['Rob Reiner', 'Director'], ['Lewis Colick', 'Screenwriter']]","$168,012 (1.3% of total gross)",2.60 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"21 opening theaters/1,268 max. theaters, 4.1 weeks average run per theater","$26,521,382","$36,000,000 (worldwide box office is 0.4 times production budget)","December 20th, 1996 (Wide) by Sony Pictures","January 6th, 1998 by Sony Pictures Home Entertainment",PG-13 for a strong scene of violence and for racial dialogue,130 minutes,vs. The Young VictoriaCreate your own comparison chart…,"Historical Drama, Bigotry, Civil Rights Movement, 1960s, Set in Mississippi, 1980s, 1990s",Based on Real Life Events,Drama,Live Action,Dramatization,United States,English,Castle Rock Entertainment,,,"$13,052,741",,,,
144,https://www.the-numbers.com/movie/Marvins-Room,"['Robert De Niro', 'Meryl Streep', 'Leonardo DiCaprio', 'Diane Keaton']","[['Jerry Zaks', 'Director'], ['Scott McPherson', 'Screenwriter'], ['Scott McPherson', 'Story Creator'], ['Scott Rudin', 'Producer'], ['Jane Rosenthal', 'Producer'], ['Robert De Niro', 'Producer'], ['Tod Scott Brody', 'Executive Producer'], ['Lori Steinberg', 'Executive Producer'], ['David Gropman', 'Production Designer'], ['Jim Clark', 'Editor'], ['Rachel Portman', 'Composer'], ['Piotr Sobocinski', 'Director of Photography']]","$59,739 (0.5% of total gross)",3.94 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"6 opening theaters/1,158 max. theaters, 4.2 weeks average run per theater","$25,601,182","$23,000,000 (worldwide box office is 0.6 times production budget)","December 20th, 1996 (Wide) by Miramax",,PG-13 for thematic elements and brief language,98 minutes,vs. Star Wars Ep. VIII: The Last JediCreate your own comparison chart…,"Family Drama, Stroke, Dysfunctional Family, Arson, Mental Illness, Cancer, Terminal Illness",Based on Play,Drama,Live Action,Contemporary Fiction,United States,English,Marvin Productions,,,"$12,803,305",,,,
145,https://www.the-numbers.com/movie/My-Fellow-Americans,"['John Heard', 'Wilford Brimley', 'Everett McGill', 'Bradley Whitford', 'Lauren Bacall', 'Jack Lemmon', 'James Garner', 'Dan Aykroyd']","[['Peter Segal', 'Director'], ['Jon Peters', 'Producer'], ['E Jack Kaplan', 'Screenwriter'], ['Richard Chapman', 'Screenwriter'], ['Peter Tolan', 'Screenwriter'], ['E Jack Kaplan', 'Story by'], ['Richard Chapman', 'Story by'], ['Craig Zadan', 'Executive Producer'], ['Neil Meron', 'Executive Producer'], ['Tracy Barone', 'Executive Producer'], ['Julio Macat', 'Director of Photography'], ['James D. Bissell', 'Production Designer'], ['William Kerr', 'Editor'], ['Jean Higgins', 'Co-Producer'], ['Michael Ewing', 'Co-Producer'], ['William Ross', 'Composer']]","$2,860,334 (12.8% of total gross)",5.36 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,915 opening theaters/1,915 max. theaters, 4.7 weeks average run per theater","$46,001,369","$21,500,000 (worldwide box office is 1.0 times production budget)","December 20th, 1996 (Wide) by Warner Bros.",,PG-13 for salty language and innuendo,102 minutes,vs. Tyler Perry's Madea's Witness ProtectionCreate your own comparison chart…,"Satirical Comedy, Satire, Political, Political Campaign, Government Corruption, Conspiracy Theory, Political Assassination, Surprise Twist, Professional Rivalry, Enemies Forced to Work Together",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,"Warner Bros., Peters Entertainment, Storyline Entertainment",,,"$22,331,846",,,,
146,https://www.the-numbers.com/movie/One-Fine-Day,[],"[['Michael Hoffman', 'Director']]","$6,226,430 (13.5% of total gross)",5.75 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,946 opening theaters/1,975 max. theaters, 6.8 weeks average run per theater","$94,720,956",,"December 20th, 1996 (Wide) by 20th Century Fox","January 14th, 2003 by 20th Century Studios",PG for language and mild sensuality,108 minutes,vs. Addicted To LoveCreate your own comparison chart…,Romance,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,United States,,,,,"$46,169,663",,,,
147,https://www.the-numbers.com/movie/Scream,"['David Arquette', 'Courteney Cox', 'Matthew Lillard', 'Rose McGowan', 'Skeet Ulrich', 'Drew Barrymore', 'Neve Campbell']","[['Wes Craven', 'Director'], ['Cary Woods', 'Producer'], ['Cathy Konrad', 'Producer'], ['Kevin Williamson', 'Screenwriter'], ['Harvey Weinstein', 'Executive Producer'], ['Bob Weinstein', 'Executive Producer'], ['Marianne Maddalena', 'Executive Producer'], ['Stuart M. Besser*', 'Co-Executive Producer'], ['Dixie J. Capp', 'Co-Producer'], ['Mark Irwin', 'Director of Photography'], ['Bruce Alan Miller', 'Production Designer'], ['Patrick Lussier', 'Editor'], ['Marco Beltrami', 'Composer']]","$6,354,586 (6.2% of total gross)",10.29 (domestic box office/biggest weekend),59.5% (domestic box office/worldwide),"1,413 opening theaters/1,994 max. theaters, 15.6 weeks average run per theater","$208,875,525","$15,000,000 (worldwide box office is 11.5 times production budget)","December 20th, 1996 (Wide) by MiramaxOctober 10th, 2021 (Special Engagement) by Fathom Events","December 8th, 1998 by Dimension Home","R for strong graphic horror violence and gore, and for language",111 minutes,vs. Scream 2Create your own comparison chart…,"Wrongfully Convicted, Relationships Gone Wrong, Revenge, Surprise Twist, Spoof, Slasher Horror",Original Screenplay,Horror,Live Action,Contemporary Fiction,United States,English,"Dimension Films, Woods Entertainment","February 14th, 1997 (Wide) (Australia)
May 28th, 2020 (Wide) (New Zealand)
October 28th, 2021 (Limited) (Australia)
",Scream,"$103,046,663",,,"$69,999,977","$173,046,640"
