,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Theater counts:,Infl. Adj. Dom. BO,Production Budget:,Domestic Releases:,Video Release:,MPAA Rating:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production Countries:,Languages:,Production/Financing Companies:,International Releases:,Franchise:,Domestic Box Office,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales,International Box Office,Worldwide Box Office
87,https://www.the-numbers.com/movie/Shine,[],"[['Scott Hicks', 'Director']]","$162,179 (0.5% of total gross)",10.19 (domestic box office/biggest weekend),97.6% (domestic box office/worldwide),"7 opening theaters/1,050 max. theaters, 10.0 weeks average run per theater","$72,059,382","$5,500,000 (worldwide box office is 6.7 times production budget)","November 22nd, 1996 (Wide) by Fine Line","July 16th, 1997 by New Line Home Video",PG-13 for nudity/sensuality and intense thematic elements,105 minutes,vs. WonderlandCreate your own comparison chart…,"Biography, Performing Arts, Musicians, Biographical Drama, Australia, 1970s, 1980s, Mental Illness, Mental Hospital, 1950s, Dysfunctional Family, Domestic Abuse, 1997 Oscars Best Picture Nominee",Based on Real Life Events,Drama,Live Action,Dramatization,Australia,English,,"August 15th, 1996 (Wide) (Australia)
January 25th, 1997 (Wide) (South Korea)
",,"$35,811,509",,,"$864,423","$36,675,932"
88,https://www.the-numbers.com/movie/Fan-The,"['John Leguizamo', 'Benicio del Toro', 'Ellen Barkin', 'Robert De Niro', 'Wesley Snipes']","[['Tony Scott', 'Director'], ['Wendy Finerman', 'Producer'], ['Phoef Sutton', 'Screenwriter'], ['Peter Abrahams', 'Story Creator'], ['Bill Unger', 'Executive Producer'], ['James W. Skotchdopole', 'Executive Producer'], ['Barrie M. Osborne', 'Executive Producer'], ['Dariusz Wolski', 'Director of Photography'], ['Ida Random', 'Production Designer'], ['Christian Wagner', 'Editor'], ['Claire Simpson', 'Editor'], ['Rita Ryack', 'Costume Designer'], ['Daniel Orlandi', 'Costume Designer'], ['Hans Zimmer', 'Composer']]","$6,271,406 (33.7% of total gross)",2.96 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,016 opening theaters/2,016 max. theaters, 3.4 weeks average run per theater","$38,553,339","$55,000,000 (worldwide box office is 0.3 times production budget)","August 16th, 1996 (Wide) by Sony Pictures","July 1st, 1997 by Sony Pictures Home Entertainment",R for strong violence throughout and some intense violence,120 minutes,vs. Premium RushCreate your own comparison chart…,"Psychological Thriller, Baseball, Obsessive Love, Dysfunctional Family, Kidnap, Fired, Anger Management Issues, Mental Illness",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,United States,,Tri-Star Pictures,,,"$18,582,965",,,,
89,https://www.the-numbers.com/movie/Tales-from-the-Crypt-Presents-Bordello-of-Blood,[],"[['Gilbert Adler', 'Director'], ['A.L. Katz', 'Screenwriter'], ['Gilbert Adler', 'Screenwriter']]","$2,634,170 (47.0% of total gross)",2.13 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,694 opening theaters/1,695 max. theaters, 2.2 weeks average run per theater","$11,620,765",,"August 16th, 1996 (Wide) by Universal",,"R for horror violence and gore, sexuality, nudity and strong language",87 minutes,vs. The Lost BoysCreate your own comparison chart…,"Prostitution, Vampire, Horror Comedy, Prologue, Breaking the Fourth Wall, Epilogue, Cult Movie, Development Hell, Missing Person",Based on TV,Horror,Live Action,Contemporary Fiction,,,,,Tales from the Crypt,"$5,601,285",,,,
90,https://www.the-numbers.com/movie/Tin-Cup,"['Cheech Marin', 'Don Johnson', 'Kevin Costner', 'Rene Russo']","[['Ron Shelton', 'Director'], ['Gary Foster', 'Producer'], ['David Lester', 'Producer'], ['John Norville', 'Screenwriter'], ['Ron Shelton', 'Screenwriter'], ['Russell Boyd', 'Director of Photography'], ['James D. Bissell', 'Production Designer'], ['Paul Seydor', 'Editor'], ['Kimberly Ray', 'Editor'], ['Arnon Milchan', 'Executive Producer'], ['William Ross', 'Composer']]","$10,128,834 (18.8% of total gross)",5.32 (domestic box office/biggest weekend),71.0% (domestic box office/worldwide),"2,012 opening theaters/2,102 max. theaters, 8.0 weeks average run per theater","$111,729,985","$45,000,000 (worldwide box office is 1.7 times production budget)","August 16th, 1996 (Wide) by Warner Bros.","April 30th, 1997 by Warner Home Video",R for language and brief nudity,133 minutes,vs. JackCreate your own comparison chart…,"Golf, Romance, Romantic Comedy, Underdog",Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,United States,English,"Warner Bros., Regency Enterprises, Hermits Glen",,,"$53,854,588",,,"$22,000,000","$75,854,588"
91,https://www.the-numbers.com/movie/Island-of-Dr-Moreau-The,[],"[['John Frankenheimer', 'Director']]","$9,101,987 (32.9% of total gross)",3.04 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,035 opening theaters/2,039 max. theaters, 5.3 weeks average run per theater","$57,432,233","$40,000,000 (worldwide box office is 0.7 times production budget)","August 23rd, 1996 (Wide) by New Line",,"PG-13 for sci-fi violence, horror and gore involving mutant creatures",,vs. Star Wars Ep. VI: Return of the JediCreate your own comparison chart…,"Mutants, Animal Hybrids, Mad Scientist",Based on Fiction Book/Short Story,Adventure,Live Action,Science Fiction,United States,,,,,"$27,682,712",,,,
92,https://www.the-numbers.com/movie/Shes-the-One,['Jennifer Aniston'],"[['Edward Burns', 'Director']]","$2,088,492 (22.0% of total gross)",4.54 (domestic box office/biggest weekend),68.7% (domestic box office/worldwide),"459 opening theaters/464 max. theaters, 6.7 weeks average run per theater","$19,673,125","$3,500,000 (worldwide box office is 3.9 times production budget)","August 23rd, 1996 (Wide) by Fox Searchlight","October 3rd, 2000 by Fox Home Entertainment","R for language, including sex-related dialogue",96 minutes,vs. ScoopCreate your own comparison chart…,Romance,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,United States,English,,,,"$9,482,579",,,"$4,312,474","$13,795,053"
93,https://www.the-numbers.com/movie/Spitfire-Grill-The,"['Alison Elliott', 'Ellen Burstyn']","[['Lee David Zlotoff', 'Director'], ['Lee David Zlotoff', 'Screenwriter']]","$150,049 (1.2% of total gross)",3.70 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"17 opening theaters/1,247 max. theaters, 4.6 weeks average run per theater","$26,124,541",,"August 23rd, 1996 (Wide) by Sony Pictures",,PG-13 for thematic elements,117 minutes,Create your own comparison chart…,"Life Drama, Life on the Outside, Life in a Small Town, Restaurants, Money Troubles, Ex-soldier, Dysfunctional Family",Original Screenplay,Drama,Live Action,Contemporary Fiction,,,,,,"$12,592,203",,,,
94,https://www.the-numbers.com/movie/Very-Brady-Sequel-A,[],"[['Arlene Sanford', 'Director'], ['Harry Elfont', 'Screenwriter'], ['Deborah Kaplan', 'Screenwriter'], ['James Berg', 'Screenwriter'], ['Stan Zimmerman', 'Screenwriter']]","$7,052,045 (32.9% of total gross)",3.04 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,147 opening theaters/2,147 max. theaters, 5.1 weeks average run per theater","$44,487,366",,"August 23rd, 1996 (Wide) by Paramount Pictures","June 10th, 2003 by Paramount Home Video",PG-13 for sex-related humor and some drug content,89 minutes,Create your own comparison chart…,"Farcical / Slapstick Comedy, Divorcée Romance, Dysfunctional Family, False Identity, Kidnap, Gratuitous Cameos",Based on TV,Comedy,Live Action,Historical Fiction,,,,,Brady Bunch,"$21,443,204",,,,
95,https://www.the-numbers.com/movie/Crow-City-of-Angels-The,"['Mia Kirshner', 'Richard Brooks', 'Thuy Trang', 'Iggy Pop', 'Thomas Jane', 'Vincent Perez']","[['Tim Pope', 'Director'], ['David S. Goyer', 'Screenwriter'], [""James O'Barr"", 'Story Creator'], ['Jeff Most', 'Producer'], ['Edward R. Pressman', 'Producer'], ['Harvey Weinstein', 'Executive Producer'], ['Bob Weinstein', 'Executive Producer'], ['Graeme Revell', 'Composer']]","$9,785,111 (54.7% of total gross)",1.83 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,423 opening theaters/2,423 max. theaters, 3.8 weeks average run per theater","$37,131,586",,"August 30th, 1996 (Wide) by Miramax",,"R for strong violence, drug content, language and sexuality",84 minutes,vs. The CrowCreate your own comparison chart…,"Independent/Other Comics, Action Thriller, Gangs, Crime Boss, Revenge, Death of a Spouse or Fiancée / Fiancé",Based on Comic/Graphic Novel,Action,Live Action,Fantasy,,,,,Crow,"$17,897,671",,,,
96,https://www.the-numbers.com/movie/First-Kid,"['Zachery Ty Bryan', 'Timothy Busfield', 'Sinbad', 'Robert Guillaume', 'Brock Pierce']","[['Mark Mothersbaugh', 'Composer']]","$8,434,651 (31.9% of total gross)",3.14 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,878 opening theaters/1,878 max. theaters, 8.2 weeks average run per theater","$54,895,022",,"August 30th, 1996 (Wide) by Walt Disney","September 2nd, 1997 by Buena Vista Home Entertainment","PG for some violence, language and brief partial nudity",101 minutes,vs. Tom and HuckCreate your own comparison chart…,,Original Screenplay,Adventure,Live Action,Kids Fiction,,English,,,,"$26,465,920",,,,
97,https://www.the-numbers.com/movie/Bulletproof,"['James Farentino', 'James Caan', 'Damon Wayans', 'Adam Sandler']","[['Ernest Dickerson', 'Director'], ['Joe Gayton', 'Screenwriter'], ['Lewis Colick', 'Screenwriter'], ['Joe Gayton', 'Story Creator'], ['Robert Simonds', 'Producer'], ['Brad Grey', 'Executive Producer'], ['Bernie Brillstein', 'Executive Producer'], ['Sandy Wernick', 'Executive Producer'], ['Eric L. Gold', 'Executive Producer'], ['George Folsey, Jr.', 'Editor'], ['Elmer Bernstein', 'Composer'], ['Steven Bernstein', 'Director of Photography']]","$6,014,400 (28.4% of total gross)",3.52 (domestic box office/biggest weekend),95.3% (domestic box office/worldwide),"2,240 opening theaters/2,242 max. theaters, 4.9 weeks average run per theater","$43,974,166",,"September 6th, 1996 (Wide) by Universal","June 30th, 1998 by Universal Home Entertainment","R for strong violence and language, some sexuality and drug use",85 minutes,vs. L.A. ConfidentialCreate your own comparison chart…,"Action Comedy, Buddy Cop, Undercover, Organized Crime, LAPD, Witness Protection, Road Trip, Corrupt Cops",Original Screenplay,Action,Live Action,Contemporary Fiction,United States,English,"Universal Pictures, Brillstein Entertianment Partners, Brad Grey, Robert Simonds Company, Gold-Miller",,,"$21,195,840",,,"$1,035,000","$22,230,840"
98,https://www.the-numbers.com/movie/Fly-Away-Home,[],"[['Carroll Ballard', 'Director'], ['Robert Rodat', 'Screenwriter'], ['Vince McKewin', 'Screenwriter'], ['Mark Isham', 'Composer']]","$4,708,044 (18.7% of total gross)",5.34 (domestic box office/biggest weekend),68.9% (domestic box office/worldwide),"1,320 opening theaters/1,401 max. theaters, 9.3 weeks average run per theater","$52,157,997",,"September 13th, 1996 (Wide) by Sony Pictures",,PG for an opening accident scene and some mild language,107 minutes,vs. FlubberCreate your own comparison chart…,"Coming of Age, Coming-of-Age Drama, Animal Lead, Car Accident, Young Child Dealing with the Death of a Parent, Single Parent, In a Plane, Autobiographical",Based on Real Life Events,Drama,Live Action,Contemporary Fiction,,,,,,"$25,143,818",,,"$11,325,504","$36,469,322"
99,https://www.the-numbers.com/movie/Maximum-Risk,[],"[['Ringo Lam', 'Director'], ['Larry Ferguson', 'Screenwriter']]","$5,612,707 (39.8% of total gross)",2.51 (domestic box office/biggest weekend),27.3% (domestic box office/worldwide),"2,358 opening theaters/2,358 max. theaters, 3.5 weeks average run per theater","$29,258,783","$25,000,000 (worldwide box office is 2.1 times production budget)","September 13th, 1996 (Wide) by Sony Pictures","August 12th, 2008 by Sony Pictures Home Entertainment","R for strong violence, and for some sexuality and language",100 minutes,vs. Knock OffCreate your own comparison chart…,"Twins, Action Thriller, Death of a Twin, Death of a Sibling, Same Actor, Multiple Roles, FBI, Russian Mafia, Organized Crime, Corrupt Cops, Fugitive / On the Run",Original Screenplay,Action,Live Action,Contemporary Fiction,United States,,,,,"$14,102,929",,,"$37,600,000","$51,702,929"
100,https://www.the-numbers.com/movie/Rich-Mans-Wife-The,"['Christopher McDonald', 'Clea Lewis', 'Halle Berry', 'Peter Greene', 'Clive Owen']","[['Amy Holden Jones', 'Director'], ['Amy Holden Jones', 'Screenwriter']]","$3,132,151 (36.7% of total gross)",2.73 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,006 opening theaters/1,009 max. theaters, 3.8 weeks average run per theater","$17,714,111",,"September 13th, 1996 (Wide) by Walt Disney","April 11th, 2000 by Walt Disney Home Entertainment",R for strong violence and language,95 minutes,Create your own comparison chart…,"Film Noir, Crime Thriller, Relationships Gone Wrong, Addiction, Workaholic, Death of a Spouse or Fiancée / Fiancé, Blackmail, Money Troubles, Surprise Twist, Unbelieving Police, F-Rated",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,United States,,,,,"$8,538,318",,,,
101,https://www.the-numbers.com/movie/Big-Night,[],"[['Campbell Scott', 'Director'], ['Stanley Tucci', 'Director'], ['Joseph Tropiano', 'Screenwriter'], ['Stanley Tucci', 'Screenwriter']]","$185,749 (1.5% of total gross)",9.71 (domestic box office/biggest weekend),84.6% (domestic box office/worldwide),"12 opening theaters/336 max. theaters, 9.6 weeks average run per theater","$24,870,993",,"September 20th, 1996 (Wide) by Goldwyn Entertainment","September 30th, 1997 by Sony Pictures Home Entertainment",R for language,107 minutes,Create your own comparison chart…,"Food, Gastronomy, Comedy Drama, Restaurants, Money Troubles, Set in New Jersey, 1950s, Directing Yourself, Screenplay Written By the Star, Dysfunctional Family, Relationships Gone Wrong, Romance",Original Screenplay,Drama,Live Action,Contemporary Fiction,,,,,,"$12,008,376",,,"$2,177,940","$14,186,316"
102,https://www.the-numbers.com/movie/First-Wives-Club-The,"['Bette Midler', 'Goldie Hawn', 'Diane Keaton']","[['Hugh Wilson', 'Director']]","$18,913,411 (17.9% of total gross)",5.58 (domestic box office/biggest weekend),58.1% (domestic box office/worldwide),"1,922 opening theaters/2,406 max. theaters, 10.3 weeks average run per theater","$218,791,340","$30,000,000 (worldwide box office is 6.0 times production budget)","September 20th, 1996 (Wide) by Paramount Pictures",,"PG for thematic elements, some mild language and sensuality",103 minutes,vs. How to Lose Friends & Alienate PeopleCreate your own comparison chart…,,Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction,United States,English,,,,"$105,489,203",,,"$76,000,000","$181,489,203"
103,https://www.the-numbers.com/movie/Last-Man-Standing,[],"[['Walter Hill', 'Director'], ['Walter Hill', 'Screenwriter']]","$7,010,333 (38.7% of total gross)",2.58 (domestic box office/biggest weekend),99.8% (domestic box office/worldwide),"2,561 opening theaters/2,579 max. theaters, 3.7 weeks average run per theater","$37,584,400","$67,000,000 (worldwide box office is 0.3 times production budget)","September 20th, 1996 (Wide) by New Line","September 23rd, 1997 by New Line Home Video",R for pervasive strong violence and some sexuality,101 minutes,vs. The Last of the MohicansCreate your own comparison chart…,"Film Noir, Action Thriller, Organized Crime, Prohibition Era, Texas, 1920s, Border Town, Remake, Foreign-Language Remake",Original Screenplay,Action,Live Action,Historical Fiction,United States,,,"September 27th, 1996 (Wide) (United Kingdom)
",,"$18,115,927",,,"$34,070","$18,149,997"
104,https://www.the-numbers.com/movie/Matilda-(Russia),[],"[['Alexei Uchitel', 'Director']]",,,,,,"$25,000,000 (worldwide box office is 0.4 times production budget)",,,,130 minutes,Create your own comparison chart…,,Based on Real Life Events,Drama,Live Action,Dramatization,Russian Federation,Russian,,"September 20th, 1996 (Wide) (Australia)
October 27th, 2017 (Wide) (Lithuania)
October 27th, 2017 (Wide), released as Матильда (Russia (CIS))
April 20th, 2018 (Limited), released as Mathilde (United Kingdom)
November 8th, 2018 (Wide), released as Mathilde (South Korea)
... Show all releases
",,n/a,,,"$9,755,282","$9,755,282"
105,https://www.the-numbers.com/movie/2-Days-In-The-Valley,"['Danny Aiello', 'Jeff Daniels', 'Teri Hatcher', 'Glenne Headly', 'James Spader', 'Charlize Theron', 'Eric Stoltz']","[['John Herzfeld', 'Director'], ['John Herzfeld', 'Screenwriter']]","$3,352,440 (30.2% of total gross)",3.31 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"769 opening theaters/855 max. theaters, 4.7 weeks average run per theater","$26,247,599",,"September 27th, 1996 (Wide) by MGM","August 7th, 2001 by Warner Home Video","R for violence, sexuality, and language",104 minutes,vs. Short CutsCreate your own comparison chart…,"Film Noir, Crime Drama, Relationships Gone Wrong, Hitmen, Hostage, Corrupt Cops, No Honor Among Thieves, Revenge, Set in Los Angeles",Original Screenplay,Drama,Live Action,Contemporary Fiction,United States,English,,,,"$11,101,856",,,,
106,https://www.the-numbers.com/movie/Extreme-Measures,[],"[['Michael Apted', 'Director'], ['Tony Gilroy', 'Screenwriter'], ['Danny Elfman', 'Composer']]","$6,906,546 (39.7% of total gross)",2.52 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,298 opening theaters/2,298 max. theaters, 3.6 weeks average run per theater","$36,053,845","$38,000,000 (worldwide box office is 0.5 times production budget)","September 27th, 1996 (Wide) by Sony Pictures",,"R for violence, some nudity and graphic ER activity",118 minutes,vs. Lions for LambsCreate your own comparison chart…,"Crime Drama, Crime, Doctors, Framed, Homeless, Human Experimentation, Medical Crimes",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,,,Castle Rock Entertainment,,,"$17,378,193",,,,
107,https://www.the-numbers.com/movie/Bound-(1996),[],"[['Andy Wachowski', 'Director'], ['Larry Wachowski*', 'Director'], ['Eve Cauley Turner*', 'Production Designer']]","$900,902 (23.7% of total gross)",4.22 (domestic box office/biggest weekend),54.2% (domestic box office/worldwide),"261 opening theaters/262 max. theaters, 5.3 weeks average run per theater","$7,888,392","$4,500,000 (worldwide box office is 1.6 times production budget)","October 4th, 1996 (Wide) by Gramercy","August 28th, 2018 by Olive","R for strong sexuality, violence and language.",,vs. Imagine Me & YouCreate your own comparison chart…,"Mafia, Film Noir, Erotic Thriller",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,United States,English,,,,"$3,802,260","$288,707","$288,707","$3,209,057","$7,011,317"
108,https://www.the-numbers.com/movie/D3-The-Mighty-Ducks,['Emilio Estevez'],"[['Robert Lieberman', 'Director'], ['Steven Brill', 'Screenwriter'], ['Jim Burnstein', 'Screenwriter']]","$6,170,358 (26.9% of total gross)",3.72 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,056 opening theaters/2,060 max. theaters, 6.6 weeks average run per theater","$47,550,806",,"October 4th, 1996 (Wide) by Walt Disney","January 21st, 1997 by Buena Vista Home Entertainment",PG for some hockey rough-housing and mild language,104 minutes,vs. That Thing You Do!Create your own comparison chart…,"Hockey, Sequels Without Their Original Stars, Underdog, Sports Comedy, Comeback",Original Screenplay,Comedy,Live Action,Kids Fiction,,English,,,Mighty Ducks,"$22,936,273",,,,
109,https://www.the-numbers.com/movie/Glimmer-Man-The,[],"[['John Gray', 'Director'], ['Kevin Brodbin', 'Screenwriter'], ['Trevor Rabin', 'Composer']]","$7,605,504 (37.3% of total gross)",2.68 (domestic box office/biggest weekend),56.0% (domestic box office/worldwide),"2,236 opening theaters/2,236 max. theaters, 4.0 weeks average run per theater","$42,333,112","$45,000,000 (worldwide box office is 0.8 times production budget)","October 4th, 1996 (Wide) by Warner Bros.",,"R for strong violence, language and some nudity",92 minutes,vs. Fire Down BelowCreate your own comparison chart…,"Action Comedy, Buddy Cop, C.I.A., LAPD, Corrupt Cops, Crime Boss, Organized Crime, Smuggler, Weapons of Mass Destruction",Original Screenplay,Action,Live Action,Contemporary Fiction,,,,,,"$20,404,841",,,"$16,000,000","$36,404,841"
110,https://www.the-numbers.com/movie/That-Thing-You-Do,"['Tom Everett Scott', 'Liv Tyler', 'Johnathon Schaech', 'Steve Zahn', 'Ethan Embry', 'Tom Hanks']","[['Tom Hanks', 'Director'], ['Tom Hanks', 'Screenwriter'], ['Gary Goetzman', 'Producer'], ['Jonathan Demme', 'Producer'], ['Edward Saxon', 'Producer'], ['Tak Fujimoto', 'Director of Photography'], ['Victor Kempster', 'Production Designer'], ['Richard Chew', 'Editor'], ['Colleen Atwood', 'Costume Designer'], ['Howard Shore', 'Composer']]","$6,208,595 (24.0% of total gross)",4.16 (domestic box office/biggest weekend),74.8% (domestic box office/worldwide),"1,870 opening theaters/1,887 max. theaters, 6.2 weeks average run per theater","$53,631,745","$2,500,000 (worldwide box office is 13.8 times production budget)","October 4th, 1996 (Wide) by 20th Century Fox","August 19th, 1997 by Fox Home Entertainment",PG for some language,101 minutes,vs. Napoleon DynamiteCreate your own comparison chart…,"Rock 'n' Roll, Musicians, Comedy Drama, 1960s, Music Industry, Jazz, Romance, Relationships Gone Wrong, Epilogue",Original Screenplay,Comedy,Live Action,Historical Fiction,United States,English,20th Century Fox,,,"$25,857,416",,,"$8,700,000","$34,557,416"
111,https://www.the-numbers.com/movie/Chamber-The,[],"[['James Foley', 'Director'], ['Carter Burwell', 'Composer'], ['William Goldman', 'Screenwriter'], ['Phil Alden Robinson', 'Chris Reese']]","$6,159,115 (42.7% of total gross)",2.34 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,026 opening theaters/2,032 max. theaters, 3.7 weeks average run per theater","$29,890,835",,"October 11th, 1996 (Wide) by Universal",,R for violent images and some language,112 minutes,vs. A Time to KillCreate your own comparison chart…,"Crime Thriller, Set in Mississippi, 1960s, Terrorism, Ku Klux Klan, Bigotry, Death Row, Conspiracy Theory, Family Secrets, The Past Catching up with You",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,,,Davis Entertainment,,,"$14,407,578",,,,
112,https://www.the-numbers.com/movie/Ghost-and-the-Darkness-The,"['Michael Douglas', 'Val Kilmer']","[['Stephen Hopkins', 'Director'], ['Jerry Goldsmith', 'Composer']]","$10,321,400 (26.8% of total gross)",3.74 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,142 opening theaters/2,202 max. theaters, 6.7 weeks average run per theater","$79,947,838","$55,000,000 (worldwide box office is 0.7 times production budget)","October 11th, 1996 (Wide) by Paramount Pictures",,R for some violence and gore involving animal attacks,109 minutes,vs. Pearl HarborCreate your own comparison chart…,"Animals Gone Bad, Action Thriller, Set in Africa, 1890s, Voiceover/Narration, Culture Clash, Hunting",Based on Real Life Events,Action,Live Action,Dramatization,United States,English,,,,"$38,564,422",,,,
113,https://www.the-numbers.com/movie/Long-Kiss-Goodnight-The,"['Patrick Malahide', 'Craig Bierko', 'Brian Cox', 'David Morse', 'Geena Davis', 'Samuel L. Jackson']","[['Renny Harlin', 'Director'], ['Shane Black', 'Screenwriter'], ['Renny Harlin', 'Producer'], ['Stephanie Austin', 'Producer'], ['Shane Black', 'Producer'], ['Steve Tisch', 'Executive Producer'], ['Richard Saperstein', 'Executive Producer'], ['Michael De Luca', 'Executive Producer'], ['Carla Fry', 'Co-Producer'], ['Guillermo Navarro', 'Director of Photography'], ['Howard Cummings', 'Production Designer'], ['William Goldenberg', 'Editor'], ['Michael Kaplan', 'Costume Designer'], ['Alan Silvestri', 'Composer'], ['Jeffrey A. Okun', 'Visual Effects Designer'], ['Bonnie Greenberg', 'Music Supervisor']]","$10,183,230 (30.4% of total gross)",3.28 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,247 opening theaters/2,404 max. theaters, 5.2 weeks average run per theater","$69,369,537","$65,000,000 (worldwide box office is 0.5 times production budget)","October 11th, 1996 (Wide) by New Line",,"R for a substantial amount of strong bloody violence, and for strong language",81 minutes,vs. 2 GunsCreate your own comparison chart…,"Action Thriller, Faulty Memory, The Past Catching up with You, Pregnant Women, Private Investigator, C.I.A., Hitmen, Kidnap, Rescue, Corrupt Cops, False Flag Operation, Epilogue",Original Screenplay,Action,Live Action,Contemporary Fiction,United States,English,LKG Production Services Limited Partnership,,,"$33,447,612",,,,
114,https://www.the-numbers.com/movie/Michael-Collins,[],"[['Neil Jordan', 'Director'], ['Neil Jordan', 'Screenwriter']]","$221,736 (2.0% of total gross)",4.60 (domestic box office/biggest weekend),40.2% (domestic box office/worldwide),"6 opening theaters/878 max. theaters, 4.9 weeks average run per theater","$23,005,247","$25,000,000 (worldwide box office is 1.1 times production budget)","October 11th, 1996 (Wide) by Warner Bros.",,R for violence and language,,vs. The Wind That Shakes the BarleyCreate your own comparison chart…,"Biographical Drama, Biography, 1910s, 1920s, Set in Ireland, Betrayal, Terrorism, Police Brutality",Based on Real Life Events,Drama,Live Action,Dramatization,United Kingdom,,Geffen Pictures,"March 18th, 2016 (Wide), released as Michael Collins (Re: 2016) (United Kingdom)
",,"$11,092,559",,,"$16,480,285","$27,572,844"
115,https://www.the-numbers.com/movie/Microcosmos,[],"[['Claude Nuridsany', 'Director'], ['Marie Perennou', 'Director']]",,9.49 (domestic box office/biggest weekend),22.6% (domestic box office/worldwide),,"$3,246,125",,"October 11th, 1996 (Wide) by Miramax","April 25th, 2017 by Kino Lorber",G,,Create your own comparison chart…,,Based on Real Life Events,Documentary,Live Action,Factual,Spain,,,,,"$1,573,842","$60,756","$60,756","$5,400,000","$6,973,842"
116,https://www.the-numbers.com/movie/Get-on-the-Bus,[],"[['Spike Lee', 'Director'], ['Reggie Rock Bythewood', 'Screenwriter'], ['Terence Blanchard', 'Composer']]","$2,156,409 (37.9% of total gross)",2.64 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,207 opening theaters/1,207 max. theaters, 2.5 weeks average run per theater","$11,808,658","$2,400,000 (worldwide box office is 2.4 times production budget)","October 16th, 1996 (Wide) by Sony Pictures",,R for language,120 minutes,vs. That Thing You Do!Create your own comparison chart…,"Political Drama, African Americans, Road Trip, Political Protest",Based on Real Life Events,Drama,Live Action,Historical Fiction,,,,,,"$5,691,854",,,,
117,https://www.the-numbers.com/movie/Sleepers-(1996),"['Kevin Bacon', 'Robert De Niro', 'Dustin Hoffman', 'Jason Patric', 'Brad Pitt']","[['Barry Levinson', 'Director'], ['Barry Levinson', 'Screenwriter'], ['Lorenzo Carcaterra', 'Story Creator'], ['Barry Levinson', 'Producer'], ['Steve Golin', 'Producer'], ['Peter Giuliano', 'Executive Producer'], ['Kristi Zea', 'Production Designer'], ['Stu Linder', 'Editor'], ['John Williams', 'Composer'], ['Michael Ballhaus', 'Director of Photography']]","$12,305,745 (23.1% of total gross)",4.33 (domestic box office/biggest weekend),32.2% (domestic box office/worldwide),"1,915 opening theaters/2,080 max. theaters, 7.4 weeks average run per theater","$110,549,916","$44,000,000 (worldwide box office is 3.8 times production budget)","October 18th, 1996 (Wide) by Warner Bros.",,"R for language, graphic violence and two scenes of strong sexual content.",147 minutes,vs. Mystic RiverCreate your own comparison chart…,Crime Drama,Based on Fiction Book/Short Story,Drama,Live Action,Dramatization,United States,English,Propaganda Films,,,"$53,300,852",,,"$112,300,000","$165,600,852"
118,https://www.the-numbers.com/movie/Swingers,[],"[['Doug Liman', 'Director'], ['Jon Favreau', 'Screenwriter'], ['Victor Simpkins', 'Producer']]","$74,118 (1.6% of total gross)",8.54 (domestic box office/biggest weekend),68.1% (domestic box office/worldwide),"8 opening theaters/164 max. theaters, 7.2 weeks average run per theater","$9,316,151","$200,000 (worldwide box office is 33.1 times production budget)","October 18th, 1996 (Wide) by Miramax","September 24th, 2002 by Lionsgate Home Entertainment",R,96 minutes,vs. ClerksCreate your own comparison chart…,"Relationships Gone Wrong, Performing Arts, Movie Business, Romance, Delayed Adulthood, Buddy Comedy, Relationship Advice, Screenplay Written By the Star",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,,,,"$4,505,922",,,"$2,112,656","$6,618,578"
