,year,movie,url,genre,release_type,revenue_to_date
46916,2019,Glass,https://www.the-numbers.com/movie/Glass-(2019),Thriller/Suspense,Theatrical,263793750.0
46936,2019,Eiga: Tôken ranbu,https://www.the-numbers.com/movie/Eiga-Token-ranbu-(Japan)-(2019),Action,Theatrical,7858150.0
46943,2019,L'incroyable histoire du facteur Cheval,https://www.the-numbers.com/movie/incroyable-histoire-du-facteur-Cheval-L-(France)-(2019),Drama,Theatrical,9971756.0
46948,2019,The Kid Who Would Be King,https://www.the-numbers.com/movie/Kid-Who-Would-Be-King-The-(UK)-(2019),Adventure,Theatrical,30587430.0
46950,2019,Masukarêdo hoteru,https://www.the-numbers.com/movie/Masukaredo-hoteru-(Japan)-(2019),Action,Theatrical,41885312.0
46964,2019,Boonie Bears: Blast Into The Past,https://www.the-numbers.com/movie/Boonie-Bears-Blast-Into-The-Past-(China)(2019),Adventure,Theatrical,112294128.0
46979,2019,Geukhanjikeob,https://www.the-numbers.com/movie/Geukhanjikeob-(S-Korea)-(2019),Action,Theatrical,116127561.0
46983,2019,Babushka lyogkogo povedeniya - 2,https://www.the-numbers.com/movie/Babushka-lyogkogo-povedeniya-2-(Russia)(2019),Comedy,Theatrical,7142802.0
46992,2019,Serenity,https://www.the-numbers.com/movie/Serenity-(2019),Thriller/Suspense,Theatrical,14730411.0
47000,2019,BTS World Tour: Love Yourself in Seoul,https://www.the-numbers.com/movie/BTS-World-Tour-Love-Yourself-in-Seoul-(South-Korea)-(2019),Concert/Performance,Theatrical,6587004.0
47015,2019,Jûni-nin no shinitai kodomo-tachi,https://www.the-numbers.com/movie/Juninin-no-shinitai-kodomotachi-(Japan)-(2019),Thriller/Suspense,Theatrical,11950916.0
47021,2019,Mirreyes contra Godinez,https://www.the-numbers.com/movie/Mirreyes-contra-Godinez-(Mexico)-(2019),Comedy,Theatrical,11949192.0
47022,2019,"Misz masz, czyli kogel-mogel 3",https://www.the-numbers.com/movie/Misz-masz-czyli-kogel-mogel-3-(Poland)-(2019),Romantic Comedy,Theatrical,13133367.0
47037,2019,Yao,https://www.the-numbers.com/movie/Yao-(France)-(2019),,Theatrical,5289292.0
47039,2019,Ženy v běhu,https://www.the-numbers.com/movie/Zeny-v-behu-(CZ)(2019),Comedy,Theatrical,10193358.0
47052,2019,bbaengban,https://www.the-numbers.com/movie/bbaengban-(South-Korea)-(2018),Action,Theatrical,13551495.0
47054,2019,Miss Bala,https://www.the-numbers.com/movie/Miss-Bala-(Remake)-(2019),Action,Theatrical,17155735.0
47055,2019,Qu'est-ce qu'on a encore fait au bon …,https://www.the-numbers.com/movie/Qu-est-ce-qu-on-a-encore-fait-au-bon-dieu-(France)-(2019),Comedy,Theatrical,86661493.0
47066,2019,Alita: Battle Angel,https://www.the-numbers.com/movie/Alita-Battle-Angel-(2019),Action,Theatrical,426123224.0
47077,2019,Fei Chi Ren Sheng,https://www.the-numbers.com/movie/Fei-Chi-Ren-Sheng-(China)(2019),Comedy,Theatrical,255832826.0
47078,2019,Feng Kuang De Wai Xing Ren,https://www.the-numbers.com/movie/Feng-Kuang-De-Wai-Xing-Ren-(China)(2019),Comedy,Theatrical,326150303.0
47085,2019,Liu Lang Di Qiu,https://www.the-numbers.com/movie/Liu-Lang-Di-Qiu-(China)-(2019),Action,Theatrical,701801455.0
47087,2019,Minuscule - Les mandibules du bout du…,https://www.the-numbers.com/movie/Minuscule-Les-mandibules-du-bout-du-monde-(France)(2019),Adventure,Theatrical,9484078.0
47088,2019,Nanatsu no kaigi,https://www.the-numbers.com/movie/Nanatsu-no-kaigi-(Japan)-(2019),Drama,Theatrical,16083213.0
47089,2019,Organize İşler Sazan Sarmalı,https://www.the-numbers.com/movie/Organize-Isler-Sazan-Sarmali-(Turkey)-(2019),Comedy,Theatrical,9767814.0
47099,2019,Yuki no Hana,https://www.the-numbers.com/movie/Yuki-no-Hana-(Japan)-(2019),Drama,Theatrical,7709399.0
47114,2019,Lian Zheng Feng Yun,https://www.the-numbers.com/movie/Lian-Zheng-Feng-Yun-(Hong-Kong)-(2019),Thriller/Suspense,Theatrical,17314737.0
47121,2019,Shéntàn púsōng líng,https://www.the-numbers.com/movie/Shentan-pusong-ling-(China)(2019),Action,Theatrical,22799838.0
47125,2019,Xiao zhu pei qi guo da nian,https://www.the-numbers.com/movie/Xiao-zhu-pei-qi-guo-da-nian-(China)-(2019),Adventure,Theatrical,18653041.0
47126,2019,Xīn xǐjù zhī wáng,https://www.the-numbers.com/movie/Xin-xiju-zhi-wang-(China)(2019),Comedy,Theatrical,92796952.0
47129,2019,The LEGO Movie 2: The Second Part,https://www.the-numbers.com/movie/Lego-Movie-2-The-Second-Part-The-(2019),Adventure,Theatrical,211458568.0
47130,2019,Nicky Larson: Le Parfum De Cupidon,https://www.the-numbers.com/movie/Nicky-Larson-Le-Parfum-De-Cupidon-(France)(2019),Multiple Genres,Theatrical,14866890.0
47132,2019,10 giorni senza mamma,https://www.the-numbers.com/movie/10-giorni-senza-mamma-(Italy)-(2019),Comedy,Theatrical,8304981.0
47134,2019,Cold Pursuit,https://www.the-numbers.com/movie/Cold-Pursuit-(2019),Thriller/Suspense,Theatrical,68181263.0
47149,2019,City Hunter: Shinjuku Private Eyes,https://www.the-numbers.com/movie/City-Hunter-Shinjuku-Private-Eyes-(Japan)-(2019),Action,Theatrical,11960955.0
47150,2019,Code Geass: Fukkatsu No Lelouch,https://www.the-numbers.com/movie/Code-Geass-Fukkatsu-No-Lelouch-(Japan)-(2019),Action,Theatrical,8501526.0
47169,2019,Planeta Singli 3,https://www.the-numbers.com/movie/Planeta-Singli-3-(Poland)-(2019),Romantic Comedy,Theatrical,7913305.0
47170,2019,The Prodigy,https://www.the-numbers.com/movie/Prodigy-The-(2019),Horror,Theatrical,23197338.0
47185,2019,What Men Want,https://www.the-numbers.com/movie/What-Men-Want-(2019),Romantic Comedy,Theatrical,73200142.0
47204,2019,Happy Death Day 2U,https://www.the-numbers.com/movie/Happy-Death-Day-2U-(2019),Thriller/Suspense,Theatrical,67053676.0
47205,2019,Isn’t it Romantic,https://www.the-numbers.com/movie/Isnt-it-Romantic-(2019),Romantic Comedy,Theatrical,51598580.0
47206,2019,Jeungin,https://www.the-numbers.com/movie/Jeungin-(S-Korea)(2019),Drama,Theatrical,17214392.0
47210,2019,La Boda de Mi Mejor Amigo,https://www.the-numbers.com/movie/Boda-de-Mi-Mejor-Amigo-La-(Mexico)-(2019),Comedy,Theatrical,5217163.0
47211,2019,Fighting With My Family,https://www.the-numbers.com/movie/Fighting-With-My-Family-(2019),Comedy,Theatrical,43978247.0
47212,2019,Gromkaya svyaz,https://www.the-numbers.com/movie/Gromkaya-svyaz-(Russia)-(2019),Comedy,Theatrical,8477186.0
47213,2019,Gully Boy,https://www.the-numbers.com/movie/Gully-Boy-(India)-(2019),Adventure,Theatrical,5269056.0
47215,2019,The Queen's Corgi,https://www.the-numbers.com/movie/Queens-Corgi-The-(Belgium)-(2019),Adventure,Theatrical,31550316.0
47218,2019,Yi wen ding qing,https://www.the-numbers.com/movie/Yi-wen-ding-qing-(China)(2019),Romantic Comedy,Theatrical,29083287.0
47229,2019,Fortuna's Eye,https://www.the-numbers.com/movie/Fortuna-s-Eye-(Japan)-(2019),Drama,Theatrical,9693268.0
47267,2019,Sabaha,https://www.the-numbers.com/movie/Sabaha-(S-Korea)(2019),Thriller/Suspense,Theatrical,16467544.0
47278,2019,Le chant du loup,https://www.the-numbers.com/movie/chant-du-loup-Le-(France)-(2019),Thriller/Suspense,Theatrical,12639190.0
47284,2019,Grâce à dieu,https://www.the-numbers.com/movie/Grace-a-dieu-(France)-(2019),Drama,Theatrical,7743625.0
47287,2019,Hotel Mumbai,https://www.the-numbers.com/movie/Hotel-Mumbai-(Australia)-(2019),Thriller/Suspense,Theatrical,21892177.0
47289,2019,Kobiety mafii 2,https://www.the-numbers.com/movie/Kobiety-mafii-2-(Poland)-(2019),Action,Theatrical,6276042.0
47306,2019,Run the Race,https://www.the-numbers.com/movie/Run-the-Race-(2019),Drama,Theatrical,7291730.0
47310,2019,Tonde Saitama,https://www.the-numbers.com/movie/Tonde-Saitama-(Japan)-(2019),Drama,Theatrical,32802348.0
47311,2019,Total Dhamaal,https://www.the-numbers.com/movie/Total-Dhamaal-(India)-(2019),Comedy,Theatrical,16688123.0
47334,2019,Hwanggeo: Yukwansun Iyagi,https://www.the-numbers.com/movie/Hwanggeo-Yukwansun-Iyagi-(S-korea)(2019),Drama,Theatrical,8148634.0
47338,2019,Tyler Perry’s A Madea Family Funeral,https://www.the-numbers.com/movie/Tyler-Perrys-A-Madea-Family-Funeral-(2019),Comedy,Theatrical,85390790.0
47342,2019,Greta,https://www.the-numbers.com/movie/Greta-(2019),Thriller/Suspense,Theatrical,18845519.0
47354,2019,The Aftermath,https://www.the-numbers.com/movie/Aftermath-The-(2019),Drama,Theatrical,8242415.0
47358,2019,Apollo 11,https://www.the-numbers.com/movie/Apollo-11-(Documentary)-(2019),Documentary,Theatrical,15697525.0
47369,2019,Eiga Doraemon: Nobita no Getsumen Tan…,https://www.the-numbers.com/movie/Eiga-Doraemon-Nobita-no-Getsumen-Tansaki-(South-Korea)-(2019),Adventure,Theatrical,63191904.0
47438,2019,Captain Marvel,https://www.the-numbers.com/movie/Captain-Marvel-(2019),Action,Theatrical,1197009424.0
47443,2019,Gloria Bell,https://www.the-numbers.com/movie/Gloria-Bell-(2019),Drama,Theatrical,9710517.0
47475,2019,Le mystère Henri Pick,https://www.the-numbers.com/movie/mystere-Henri-Pick-Le-(France)(2019),Drama,Theatrical,9654932.0
47512,2019,Five Feet Apart,https://www.the-numbers.com/movie/Five-Feet-Apart-(2019),Drama,Theatrical,96304007.0
47518,2019,Captive State,https://www.the-numbers.com/movie/Captive-State-(2019),Thriller/Suspense,Theatrical,9363210.0
47545,2019,Fisherman's Friends,https://www.the-numbers.com/movie/Fishermans-Friends-(2019-United-Kingdom),Comedy,Theatrical,11800370.0
47548,2019,Kimi wa Tsukiyo ni Hikarikagayaku,https://www.the-numbers.com/movie/Kimi-wa-Tsukiyo-ni-Hikarikagayaku-(Japan)-(2019),Drama,Theatrical,8513829.0
47561,2019,The Mustang,https://www.the-numbers.com/movie/Mustang-The-(2019),Drama,Theatrical,6699047.0
47564,2019,No Manches Frida 2,https://www.the-numbers.com/movie/No-Manches-Frida-2-(2019),Comedy,Theatrical,26377799.0
47569,2019,Precure Miracle Universe Movie,https://www.the-numbers.com/movie/Precure-Miracle-Universe-Movie-(Japan)-(2019),Adventure,Theatrical,7350621.0
47570,2019,The Professor and the Madman,https://www.the-numbers.com/movie/Professor-and-the-Madman-The-(2019-Ireland),Drama,Theatrical,6353847.0
47571,2019,Rebelles,https://www.the-numbers.com/movie/Rebelles-(France)(2019),Comedy,Theatrical,7260661.0
47588,2019,Wonder Park,https://www.the-numbers.com/movie/Wonder-Park-(2019),Adventure,Theatrical,121412658.0
47605,2019,Song of Youth,https://www.the-numbers.com/movie/Song-of-Youth-(China)-(2019),Drama,Theatrical,50885008.0
47614,2019,Don,https://www.the-numbers.com/movie/Don-(S-Korea)(2019),Drama,Theatrical,24945222.0
47619,2019,Us,https://www.the-numbers.com/movie/Us-(2019),Thriller/Suspense,Theatrical,264251255.0
47625,2019,Die Goldfische,https://www.the-numbers.com/movie/Goldfische-Die-(Germany)-(2019),Comedy,Theatrical,5961121.0
47644,2019,Di jiu tian chang,https://www.the-numbers.com/movie/Di-jiu-tian-chang-(China)-(2019),Documentary,Theatrical,8093136.0
47647,2019,Dolor y gloria,https://www.the-numbers.com/movie/Dolor-y-gloria-(Spain)-(2019),Drama,Theatrical,39837366.0
47682,2019,The White Crow,https://www.the-numbers.com/movie/White-Crow-The-(UK)-(2019),Drama,Theatrical,11115925.0
47710,2019,Dumbo,https://www.the-numbers.com/movie/Dumbo-(2019),Adventure,Theatrical,377470565.0
47770,2019,Shi Dai Kuang Ren,https://www.the-numbers.com/movie/Shi-Dai-Kuang-Ren-(China)(2019),Comedy,Theatrical,9345649.0
47776,2019,Unplanned,https://www.the-numbers.com/movie/Unplanned-(2019),Drama,Theatrical,24652776.0
47807,2019,Fan Tan Feng Bao 4,https://www.the-numbers.com/movie/Fan-Tan-Feng-Bao-4-(China)(2019),Action,Theatrical,115687407.0
47809,2019,Saengil,https://www.the-numbers.com/movie/Saengil-(S-Korea)(2019),Drama,Theatrical,8216550.0
47810,2019,Shazam!,https://www.the-numbers.com/movie/Shazam-(2019),Action,Theatrical,393715228.0
47815,2019,Feng Zhong You Duo Yu Zuo De Yun,https://www.the-numbers.com/movie/Feng-Zhong-You-Duo-Yu-Zuo-De-Yun-(China)(2019),Drama,Theatrical,9626679.0
47819,2019,Missing Link,https://www.the-numbers.com/movie/Missing-Link-(2019),Adventure,Theatrical,29069862.0
47827,2019,Amazing Grace,https://www.the-numbers.com/movie/Amazing-Grace-(2018),Documentary,Theatrical,10821927.0
47832,2019,The Best of Enemies,https://www.the-numbers.com/movie/Best-of-Enemies-The-(2019),Drama,Theatrical,10268749.0
47835,2019,Chamboultout,https://www.the-numbers.com/movie/Chamboultout-(France)(2019),Comedy,Theatrical,5682722.0
47854,2019,Mon inconnue,https://www.the-numbers.com/movie/Mon-inconnue-(France)-(2019),Romantic Comedy,Theatrical,6777328.0
47859,2019,Pet Sematary,https://www.the-numbers.com/movie/Pet-Sematary-(2019),Horror,Theatrical,118665230.0
47871,2019,Terra Willy: Planète inconnue,https://www.the-numbers.com/movie/Terra-Willy-Planete-inconnue-(France)-(2019),Adventure,Theatrical,5358141.0
47900,2019,Hellboy,https://www.the-numbers.com/movie/Hellboy-(2019),Horror,Theatrical,66088451.0
47904,2019,Little,https://www.the-numbers.com/movie/Little-(2019),Comedy,Theatrical,51997537.0
47910,2019,After,https://www.the-numbers.com/movie/After-(2019),Drama,Theatrical,59333598.0
47915,2019,The Big Trip,https://www.the-numbers.com/movie/Big-Trip-The-(Russia)-(2019),Adventure,Theatrical,7021041.0
47919,2019,Breakthrough,https://www.the-numbers.com/movie/Breakthrough-(2019),Drama,Theatrical,57730336.0
47923,2019,De Pernas pro Ar 3,https://www.the-numbers.com/movie/De-Pernas-pro-Ar-3-(Brazil)(2019),Comedy,Theatrical,7033642.0
47931,2019,Kalank,https://www.the-numbers.com/movie/Kalank-(India)-(2019),Drama,Theatrical,13932430.0
47938,2019,Lo dejo cuando a quiera,https://www.the-numbers.com/movie/Lo-dejo-cuando-a-quiera-(Spain)(2019),Comedy,Theatrical,12880024.0
47944,2019,Meitantei Conan: Konjo no Fisuto,https://www.the-numbers.com/movie/Meitantei-Conan-Konjo-no-Fisuto-(Japan)-(2019),Adventure,Theatrical,117888768.0
47958,2019,"Tanguy, le retour",https://www.the-numbers.com/movie/Tanguy-le-retour-(France)(2019),Comedy,Theatrical,8033866.0
47965,2019,Wild Rose,https://www.the-numbers.com/movie/Wild-Rose-(UK)-(2019),Drama,Theatrical,6826420.0
47998,2019,The Curse of La Llorona,https://www.the-numbers.com/movie/Curse-of-La-Llorona-The-(2019),Horror,Theatrical,128700292.0
48002,2019,Penguins,https://www.the-numbers.com/movie/Penguins-(Disneynature)-(2019),Documentary,Theatrical,7699452.0
48010,2019,Ma cosa ci dice il cervello,https://www.the-numbers.com/movie/Ma-cosa-ci-dice-il-cervello-(Italy)-(2019),Comedy,Theatrical,11227421.0
48011,2019,Milliard,https://www.the-numbers.com/movie/Milliard-(Russian)(2019),Thriller/Suspense,Theatrical,6472160.0
48022,2019,Crayon Shin-chan: Honeymoon Hurricane…,https://www.the-numbers.com/movie/Crayon-Shin-chan-Honeymoon-Hurricane-The-Lost-Hiroshi-(Japan)-(2019),Adventure,Theatrical,18321683.0
48024,2019,Der Fall Collini,https://www.the-numbers.com/movie/Fall-Collini-Der-(Germany)-(2019),Drama,Theatrical,6851235.0
48040,2019,Kingudamu,https://www.the-numbers.com/movie/Kingudamu-(Japan)-(2019),Drama,Theatrical,50573876.0
48067,2019,Avengers: Endgame,https://www.the-numbers.com/movie/Avengers-Endgame-(2019),Action,Theatrical,2902576238.0
48137,2019,Xia Yi Ren: Qian Ren,https://www.the-numbers.com/movie/Xia-Yi-Ren-Qian-Ren-(China)-(2019),Drama,Theatrical,19005956.0
48140,2019,The Intruder,https://www.the-numbers.com/movie/Intruder-The-(2019),Thriller/Suspense,Theatrical,44653479.0
48143,2019,Long Shot,https://www.the-numbers.com/movie/Long-Shot-(2019),Romantic Comedy,Theatrical,56749537.0
48145,2019,Naui Teukbyeolhan Hyungje,https://www.the-numbers.com/movie/Naui-Teukbyeolhan-Hyungje-(S-Korea)(2019),Drama,Theatrical,10207898.0
48147,2019,UglyDolls,https://www.the-numbers.com/movie/UglyDolls-(2019),Adventure,Theatrical,36070473.0
48172,2019,A Dog’s Journey,https://www.the-numbers.com/movie/Dogs-Journey-A-(2019),Drama,Theatrical,83609821.0
48191,2019,Nous finirons ensemble,https://www.the-numbers.com/movie/Nous-finirons-ensemble-(France)(2019),Romantic Comedy,Theatrical,23470091.0
48192,2019,Pokémon: Detective Pikachu,https://www.the-numbers.com/movie/Pokemon-Detective-Pikachu-(2019),Adventure,Theatrical,466476621.0
48202,2019,Tolkien,https://www.the-numbers.com/movie/Tolkien-(2019),Drama,Theatrical,8969227.0
48225,2019,The Hustle,https://www.the-numbers.com/movie/Hustle-The-(2019),Comedy,Theatrical,100127419.0
48233,2019,BrightBurn,https://www.the-numbers.com/movie/Brightburn-(2019),Horror,Theatrical,37835105.0
48235,2019,Girl Cops,https://www.the-numbers.com/movie/Girl-Cops-(South-Korea)-(2019),Comedy,Theatrical,12030796.0
48251,2019,The Biggest Little Farm,https://www.the-numbers.com/movie/Biggest-Little-Farm-The-(Documentary)-(2019),Documentary,Theatrical,7187128.0
48264,2019,Dulce Familia,https://www.the-numbers.com/movie/Dulce-Familia-(Mexico)-(2019),Comedy,Theatrical,5859826.0
48289,2019,Poms,https://www.the-numbers.com/movie/Poms-(UK)-(2019),Comedy,Theatrical,19005619.0
48327,2019,Akinjeon,https://www.the-numbers.com/movie/Akinjeon-(South-Korea)-(2019),Action,Theatrical,25561514.0
48329,2019,The Dead Don’t Die,https://www.the-numbers.com/movie/Dead-Dont-Die-The-(2019),Horror,Theatrical,18431393.0
48330,2019,John Wick: Chapter 3 — Parabellum,https://www.the-numbers.com/movie/John-Wick-Chapter-3-Parabellum-(2019),Action,Theatrical,397258138.0
48358,2019,Konfidensu Man JP The Movie,https://www.the-numbers.com/movie/Konfidensu-Man-JP-The-Movie-(Japan)-(2019),Drama,Theatrical,35762324.0
48381,2019,The Sun is Also a Star,https://www.the-numbers.com/movie/Sun-is-Also-a-Star-The-(2019),Drama,Theatrical,5680910.0
48398,2019,Yellow Rose,https://www.the-numbers.com/movie/Yellow-Rose-(China),Drama,Theatrical,11213147.0
48407,2019,Aladdin,https://www.the-numbers.com/movie/Aladdin-(2019),Adventure,Theatrical,1091004593.0
48411,2019,Rocketman,https://www.the-numbers.com/movie/Rocketman-(UK)-(2019),Drama,Theatrical,203755904.0
48425,2019,Il Traditore,https://www.the-numbers.com/movie/Traditore-Il-(Italy),Drama,Theatrical,8950946.0
48433,2019,Booksmart,https://www.the-numbers.com/movie/Booksmart-(2019),Comedy,Theatrical,26752642.0
48445,2019,Kubo Ibuki,https://www.the-numbers.com/movie/Kubo-Ibuki-(Japan),Drama,Theatrical,8611013.0
48450,2019,Mayday Life,https://www.the-numbers.com/movie/Mayday-Life-(Taiwan),Concert/Performance,Theatrical,7272220.0
48464,2019,Promare,https://www.the-numbers.com/movie/Promare-(Japan),Adventure,Theatrical,14240746.0
48468,2019,Sadako,https://www.the-numbers.com/movie/Sadako-(Japan)-(2019),Horror,Theatrical,5392758.0
48470,2019,The Secret Life of Pets 2,https://www.the-numbers.com/movie/Secret-Life-of-Pets-2-The-(2019),Adventure,Theatrical,473071061.0
48498,2019,Godzilla: King of the Monsters,https://www.the-numbers.com/movie/Godzilla-King-of-the-Monsters-(2019),Action,Theatrical,419891537.0
48500,2019,MA,https://www.the-numbers.com/movie/Ma-(2019),Horror,Theatrical,64512045.0
48505,2019,Gisaengchung (기생충),https://www.the-numbers.com/movie/Gisaengchung-(2019-South-Korea),Black Comedy,Theatrical,260589858.0
48517,2019,Bharat,https://www.the-numbers.com/movie/Bharat-(India)-(2019),Action,Theatrical,5254378.0
48581,2019,Dark Phoenix,https://www.the-numbers.com/movie/Dark-Phoenix-(2019),Action,Theatrical,268377558.0
48583,2019,Zhui Long 2: Zhui Ji Da Fu Hao,https://www.the-numbers.com/movie/Zhui-Long-2-Zhui-Ji-Da-Fu-Hao-(Hong-Kong)-(2019),Action,Theatrical,45738461.0
48598,2019,Wo Wei Xiong Di Kuang,https://www.the-numbers.com/movie/Wo-Wei-Xiong-Di-Kuang-(China),Drama,Theatrical,60006412.0
48622,2019,Kaijû no kodomo,https://www.the-numbers.com/movie/Kaiju-no-Kodomo-(Japan)-(2019),Adventure,Theatrical,6854270.0
48627,2019,Late Night,https://www.the-numbers.com/movie/Late-Night-(2019),Comedy,Theatrical,22373378.0
48633,2019,Pavarotti,https://www.the-numbers.com/movie/Pavarotti-(Documentary)-(2019),Documentary,Theatrical,8569065.0
48662,2019,Men in Black: International,https://www.the-numbers.com/movie/Men-in-Black-International-(2019),Adventure,Theatrical,267192093.0
48698,2019,Ma Ge Shi Zuo Cheng,https://www.the-numbers.com/movie/Ma-Ge-Shi-Zuo-Cheng-(China)-(2019),Romantic Comedy,Theatrical,7322128.0
48713,2019,Shaft,https://www.the-numbers.com/movie/Shaft-(2019),Comedy,Theatrical,25384052.0
48715,2019,Uta no Prince-sama - Maji Love Kingdo…,https://www.the-numbers.com/movie/Uta-no-Prince-sama-Maji-Love-Kingdom-Movie-(Japan),Musical,Theatrical,11597863.0
48739,2019,Anna,https://www.the-numbers.com/movie/Anna-(France)-(2019),Action,Theatrical,35823592.0
48741,2019,Child’s Play,https://www.the-numbers.com/movie/Childs-Play-(2019),Horror,Theatrical,46572873.0
48743,2019,Rong Ribeu Deo King; Mokpo Yeongung,https://www.the-numbers.com/movie/Rong-Ribeu-Deo-King-Mokpo-Yeongung-(S-Korea),Drama,Theatrical,7652406.0
48750,2019,Toy Story 4,https://www.the-numbers.com/movie/Toy-Story-4-(2019),Adventure,Theatrical,1131623259.0
48764,2019,Die Xian,https://www.the-numbers.com/movie/Die-Xian-(China),Horror,Theatrical,7489619.0
48768,2019,The Fable,https://www.the-numbers.com/movie/Fable-The-(Japan),Action,Theatrical,15184913.0
48795,2019,Yesterday,https://www.the-numbers.com/movie/Yesterday-(UK)-(2019),Romantic Comedy,Theatrical,162496924.0
48814,2019,Annabelle Comes Home,https://www.the-numbers.com/movie/Annabelle-Comes-Home-(2019),Horror,Theatrical,235514748.0
48822,2019,Spider-Man: Far From Home,https://www.the-numbers.com/movie/Spider-Man-Far-From-Home-(2019),Action,Theatrical,1203512612.0
48842,2019,J’accuse,https://www.the-numbers.com/movie/Jaccuse-(France),Drama,Theatrical,18875065.0
48862,2019,Shao Nian De Ni,https://www.the-numbers.com/movie/Shao-Nian-De-Ni-(China),Drama,Theatrical,230104810.0
48866,2019,Turma da Mônica: Laços,https://www.the-numbers.com/movie/Turma-da-Monica-Lacos-(Brazil),Adventure,Theatrical,7554706.0
48897,2019,Midsommar,https://www.the-numbers.com/movie/Midsommar-(2019),Horror,Theatrical,49595029.0
48904,2019,Ibiza,https://www.the-numbers.com/movie/Ibiza-(France),Comedy,Theatrical,6510082.0
48909,2019,The White Storm 2: Drug Lords,https://www.the-numbers.com/movie/White-Storm-2-The-Drug-Lords-(Hong-Kong),Action,Theatrical,185427900.0
48918,2019,Diner Dainâ,https://www.the-numbers.com/movie/Diner-Daina-(Japan),Thriller/Suspense,Theatrical,9673094.0
48960,2019,Crawl,https://www.the-numbers.com/movie/Crawl-(2019),Horror,Theatrical,98007616.0
48965,2019,The Lion King,https://www.the-numbers.com/movie/Lion-King-The-(Live-Action)-(2019),Adventure,Theatrical,1699772658.0
48967,2019,Stuber,https://www.the-numbers.com/movie/Stuber-(2019),Comedy,Theatrical,31662317.0
48981,2019,The Farewell,https://www.the-numbers.com/movie/Farewell-The-(2019),Drama,Theatrical,25466013.0
48983,2019,Gekijô-ban poketto monsutâ - Myûts…,https://www.the-numbers.com/movie/Gekijo-ban-poketto-monsuta-Myutsu-no-gyakushu-Evolution-(Japan),Action,Theatrical,29753435.0
49012,2019,Wei Da De Yuan Wang,https://www.the-numbers.com/movie/Wei-Da-De-Yuan-Wang-(China),Drama,Theatrical,39757804.0
49013,2019,Yin He Bu Xi Ban,https://www.the-numbers.com/movie/Yin-He-Bu-Xi-Ban-(China),Drama,Theatrical,127897924.0
49035,2019,The Current War: Director’s Cut,https://www.the-numbers.com/movie/Current-War-Directors-Cut-The,Drama,Theatrical,13262160.0
49036,2019,Ne Zha Zhi Mo Tong Jiang Shi,https://www.the-numbers.com/movie/Ne-Zha-Zhi-Mo-Tong-Jiang-Shi-(China),Adventure,Theatrical,742725556.0
49040,2019,La belle époque,https://www.the-numbers.com/movie/Belle-epoque-La-(France),Comedy,Theatrical,14162451.0
49049,2019,Ba Jie Chuan Shuo,https://www.the-numbers.com/movie/Ba-Jie-Chuan-Shuo-(China),Comedy,Theatrical,9023944.0
49078,2019,Tenki no Ko,https://www.the-numbers.com/movie/Tenki-no-Ko-(Japan),Drama,Theatrical,194663961.0
49086,2019,Xiao Q,https://www.the-numbers.com/movie/Xiao-Q-(Hong-Kong),Drama,Theatrical,16461652.0
49109,2019,Brittany Runs a Marathon,https://www.the-numbers.com/movie/Brittany-Runs-a-Marathon-(2019),Drama,Theatrical,7422058.0
49113,2019,Naratmalssami,https://www.the-numbers.com/movie/Naratmalssami-(South-Korea),Drama,Theatrical,6542844.0
49114,2019,Once Upon a Time…in Hollywood,https://www.the-numbers.com/movie/Once-Upon-a-Time-in-Hollywood-(2019),Thriller/Suspense,Theatrical,407196184.0
49122,2019,Red Shoes and the Seven Dwarfs,https://www.the-numbers.com/movie/Red-Shoes-and-the-Seven-Dwarfs-(South-Korea),Adventure,Theatrical,9293111.0
49128,2019,Archimedes no Taisen,https://www.the-numbers.com/movie/Archimedes-no-Taisen-(Japan),Action,Theatrical,16454674.0
49159,2019,A Rainy Day in New York,https://www.the-numbers.com/movie/Rainy-Day-in-New-York-A-(2018),Romantic Comedy,Theatrical,20229513.0
49164,2019,Tiao Wu Ba! Da Xiang,https://www.the-numbers.com/movie/Tiao-Wu-Ba-Da-Xiang-(China),Comedy,Theatrical,5544781.0
49168,2019,Lie huo ying xiong,https://www.the-numbers.com/movie/Lie-huo-ying-xiong-(China),Drama,Theatrical,245179530.0
49180,2019,ek-si-teu,https://www.the-numbers.com/movie/ek-si-teu-(South-Korea),Adventure,Theatrical,67043823.0
49181,2019,Fast & Furious Presents: Hobbs & Shaw,https://www.the-numbers.com/movie/Fast-and-Furious-Presents-Hobbs-and-Shaw-(2019),Action,Theatrical,809004046.0
49185,2019,Saja,https://www.the-numbers.com/movie/Saja-(South-Korea),Action,Theatrical,10776117.0
49192,2019,Friend Zone,https://www.the-numbers.com/movie/Friend-Zone-(Thailand),Romantic Comedy,Theatrical,12964399.0
49195,2019,Shu dan ying xiong,https://www.the-numbers.com/movie/Shu-dan-ying-xiong-(China),Drama,Theatrical,13994187.0
49198,2019,The Angry Birds Movie 2,https://www.the-numbers.com/movie/Angry-Birds-Movie-2-The-(2019),Adventure,Theatrical,159609632.0
49202,2019,Bring the Soul: The Movie,https://www.the-numbers.com/movie/Bring-the-Soul-The-Movie-(South-Korea),Documentary,Theatrical,12991032.0
