,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Theater counts:,Infl. Adj. Dom. BO,Production Budget:,Domestic Releases:,International Releases:,Video Release:,MPAA Rating:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production/Financing Companies:,Production Countries:,Languages:,Franchise:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic DVD Sales,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
174,https://www.the-numbers.com/movie/Halloween-Kills-(2021),"['Will Patton', 'Thomas Mann', 'Anthony Michael Hall', 'Jamie Lee Curtis', 'Judy Greer', 'Andi Matichak', 'Nick Castle', 'James Jude Courtney']","[['David Gordon Green', 'Director'], ['David Gordon Green', 'Screenwriter'], ['Danny McBride', 'Screenwriter'], ['Scott Teems', 'Screenwriter'], ['John Carpenter', 'Character Creator'], ['Debra Hill', 'Character Creator'], ['Malek Akkad', 'Producer'], ['Jason Blum', 'Producer'], ['Bill Block', 'Producer'], ['John Carpenter', 'Executive Producer'], ['Jamie Lee Curtis', 'Executive Producer'], ['Danny McBride', 'Executive Producer'], ['David Gordon Green', 'Executive Producer'], ['Ryan Freimann', 'Executive Producer'], ['Andrew Golov', 'Executive Producer'], ['Couper Samuelson', 'Executive Producer'], ['Bob Osher', 'Executive Producer'], ['John Carpenter', 'Composer'], ['Cody Carpenter', 'Composer'], ['Daniel Davies', 'Composer'], ['Michael Simmonds', 'Director of Photography'], ['Richard A. Wright', 'Production Designer'], ['Tim Alverson', 'Editor'], ['Emily Gunshor', 'Costume Designer']]","$49,404,980 (53.7% of total gross)",1.86 (domestic box office/biggest weekend),70.3% (domestic box office/worldwide),"3,705 opening theaters/3,727 max. theaters, 4.6 weeks average run per theater","$92,444,472","$20,000,000 (worldwide box office is 6.5 times production budget)","October 15th, 2021 (Wide) by Universal","October 14th, 2021 (Wide), released as Halloween Kills: La noche aún no termina (Argentina)
October 14th, 2021 (Wide), released as Halloween Kills: O Terror Continua (Brazil)
October 14th, 2021 (Wide), released as Halloween Kills, la noche aún no termina (Chile)
October 14th, 2021 (Wide) (Denmark)
October 14th, 2021 (Wide), released as Halloween Kills: La noche aún no termina (Ecuador)
... Show all releases
","October 15th, 2021 by Peacock","R for strong bloody violence throughout, grisly images, language and some drug use.(Rating bulletin 2659 (cert #52690), 12/9/2020)",105 minutes,vs. The First PurgeCreate your own comparison chart…,"Slasher Horror, Delayed Sequel, Sequels With Returning Stars, Halloween",Original Screenplay,Horror,Live Action,Contemporary Fiction,"Miramax Films, Blumhouse, Universal Pictures, Rough House Pictures",United States,English,Halloween,"$92,002,155","$38,849,007","$130,851,162","$2,743,651","$4,104,911","$6,848,562"
175,https://www.the-numbers.com/movie/loup-et-le-lion-Le-(2021-France),"['Graham Greene', 'Molly Kunz']","[['Gilles de Maistre', 'Director'], ['Prune de Maistre', 'Screenwriter'], ['Catherine Camborde', 'Producer']]",,,10.2% (domestic box office/worldwide),,"$2,072,173",,"February 4th, 2022 (Wide) by Blue Fox Entertainment, released as The Wolf and the Lion","October 14th, 2021 (Wide), released as Vlk a lev (Slovakia)
October 15th, 2021 (Wide), released as Vlk a lev: Nečekané přátelství (Czech Republic)
October 29th, 2021 (Wide), released as Lupul și leul: O prietenie ca-n povești (Romania)
November 5th, 2021 (Wide), released as El lobo y el leon (Spain)
November 12th, 2021 (Wide), released as Vilkas ir Liūtas (Lithuania)
... Show all releases
","July 19th, 2022 by Breaking Glass Pictures, released as The Wolf and the Lion","PG for thematic elements, language and some peril.(Rating bulletin 2706 (cert #53487), 11/10/2021)",99 minutes,Create your own comparison chart…,"Family Adventure, Animal Lead, Set in Canada",Original Screenplay,Adventure,Live Action,Contemporary Fiction,"Mai Juin Productions, StudioCanal","Canada, France",French,,"$2,072,173","$18,279,205","$20,351,378",,,
176,https://www.the-numbers.com/movie/Buen-Patron-El-(2021-Spain),[],"[['Fernando León de Aranoa', 'Director']]",,,,,,,"August 26th, 2022 (Limited) by Cohen Media Group, released as The Good Boss","October 15th, 2021 (Wide) (Spain)
December 23rd, 2021 (Wide), released as Il capo perfetto (Italy)
January 6th, 2022 (Wide), released as Самый лучший босс (Russia (CIS))
January 20th, 2022 (Wide), released as O Bom Patrão (Portugal)
February 10th, 2022 (Wide), released as 더 굿 보스 (South Korea)
... Show all releases
","November 1st, 2022 by Cohen Media Group, released as The Good Boss",,120 minutes,Create your own comparison chart…,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,,Spain,Spanish,,n/a,"$6,157,291","$6,157,291",,,
177,https://www.the-numbers.com/movie/French-Dispatch-The,"['Liev Schreiber', 'Elisabeth Moss', 'Edward Norton', 'Willem Dafoe', 'Lois Smith', 'Saoirse Ronan', 'Christoph Waltz', 'Cécile de France', 'Guillaume Gallienne', 'Jason Schwartzman', 'Tony Revolori', 'Rupert Friend', 'Henry Winkler', 'Bob Balaban', 'Hippolyte Girardot', 'Anjelica Huston', 'Bill Murray', 'Tilda Swinton', 'Frances McDormand', 'Jeffrey Wright', 'Adrien Brody', 'Benicio del Toro', 'Owen Wilson', 'Lea Seydoux', 'Timothée Chalamet', 'Lyna Khoudri', 'Mathieu Amalric', 'Stephen Park']","[['Wes Anderson', 'Director'], ['Wes Anderson', 'Screenwriter'], ['Wes Anderson', 'Story by'], ['Roman Coppola', 'Story by'], ['Jason Schwartzman', 'Story by'], ['Hugo Guinness', 'Story by'], ['Wes Anderson', 'Producer'], ['Steven Rales', 'Producer'], ['Jeremy Dawson', 'Producer'], ['Scott Rudin', 'Executive Producer'], ['Roman Coppola', 'Executive Producer'], ['Henning Molfenter', 'Executive Producer'], ['Christoph Fisser', 'Executive Producer'], ['Charlie Woebcken', 'Executive Producer'], ['Octavia Peissel', 'Co-Producer'], ['Frederic Blum', 'Line Producer'], ['Robert Yeoman', 'Director of Photography'], ['Alexandre Desplat', 'Composer'], ['Randall Poster', 'Music Supervisor'], ['Jina Jay', 'Casting Director']]","$1,348,804 (8.4% of total gross)",6.20 (domestic box office/biggest weekend),35.7% (domestic box office/worldwide),"52 opening theaters/1,225 max. theaters, 4.6 weeks average run per theater","$16,201,178",,"October 22nd, 2021 (Limited) by Searchlight PicturesOctober 29th, 2021 (Expands Wide) by Searchlight Pictures","October 21st, 2021 (Wide) (Australia)
October 21st, 2021 (Wide) (Austria)
October 21st, 2021 (Wide) (Denmark)
October 21st, 2021 (Limited) (Germany)
October 21st, 2021 (Wide) (Netherlands)
... Show all releases
","December 14th, 2021 by Fox Home Entertainment","R for graphic nudity, some sexual references and language.(Rating bulletin 2614 (Cert #52467), 1/29/2020)",108 minutes,vs. The Grand Budapest HotelCreate your own comparison chart…,"Set in Paris, 1950s, Comedy Drama, Segments, Prologue, Epilogue, Ensemble",Original Screenplay,Comedy,Live Action,Historical Fiction,"Searchlight Pictures      , Indian Paintbrush, American Empirical",United States,"English, French",,"$16,124,375","$29,016,973","$45,141,348","$196,308","$888,557","$1,084,865"
178,https://www.the-numbers.com/movie/Di-yi-lu-Xiang-(2020-China),['Sandra Ma'],"[['Ann Hui', 'Director'], ['Wang Anyi', 'Screenwriter'], ['Eileen Chang', 'Story based on the novel ‘Aloeswood Incense: The First Brazier’ by'], ['Danny Liu', 'Producer'], ['Zhao Hai', 'Production Designer'], ['Mary Stephen', 'Editor'], ['Kwong Chi-leung', 'Editor'], ['Ryuichi Sakamoto', 'Composer'], ['Christopher Doyle', 'Director of Photography']]",,,,,,,,"October 22nd, 2021 (Wide) (China)
",,,141 minutes,Create your own comparison chart…,"Hong Kong, 1930s, Romance",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,Blue Bird Film,China,Mandarin,,n/a,"$10,040,000","$10,040,000",,,
179,https://www.the-numbers.com/movie/Knock-Knock-(2021-China),[],"[['Xiang Liu ', 'Director']]",,,,,,,,"October 22nd, 2021 (Wide), released as Knock Knock (China)
",,,107 minutes,Create your own comparison chart…,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,,China,Mandarin,,n/a,"$10,520,000","$10,520,000",,,
180,https://www.the-numbers.com/movie/Antlers-(2020),"['Scott Haze', 'Rory Cochrane', 'Amy Madigan', 'Keri Russell', 'Jesse Plemons']","[['Scott Cooper', 'Director'], ['Nick Antosca', 'Screenwriter'], ['C. Henry Chaisson*', 'Screenwriter'], ['Scott Cooper', 'Screenwriter'], ['Nick Antosca', 'Story based upon the short story “The Quiet Boy” by'], ['Guillermo del Toro', 'Producer'], ['J. Miles Dale', 'Producer'], ['David S. Goyer', 'Producer'], ['Kevin Turan', 'Executive Producer'], ['Jim Rowe', 'Executive Producer'], ['Nick Antosca', 'Executive Producer'], ['Florian Hoffmeister', 'Director of Photography'], ['Tim Grimes', 'Production Designer'], ['Dylan Tichenor', 'Editor'], ['Javier Navarrete', 'Composer'], ['Karin Nosella', 'Costume Designer']]","$4,271,346 (40.2% of total gross)",2.49 (domestic box office/biggest weekend),29.8% (domestic box office/worldwide),"2,800 opening theaters/2,800 max. theaters, 3.1 weeks average run per theater","$10,670,725",,"October 29th, 2021 (Wide) by Searchlight Pictures","October 27th, 2021 (Wide) (Belgium)
October 28th, 2021 (Wide), released as Espíritus oscuros (Argentina)
October 28th, 2021 (Wide) (Australia)
October 28th, 2021 (Wide), released as Espíritos Obscuros (Brazil)
October 28th, 2021 (Wide), released as Espíritus oscuros (Colombia)
... Show all releases
","December 21st, 2021 by Walt Disney Home Entertainment","R for violence including gruesome images, and for language.(Rating bulletin 2583 (Cert #52260), 6/19/2019)",99 minutes,vs. Last Night in SohoCreate your own comparison chart…,"Supernatural, Supernatural Horror",Based on Fiction Book/Short Story,Horror,Live Action,Contemporary Fiction,"Fox Searchlight Pictures, Phantom Four, Double Dare You","Canada, Mexico, United States",English,,"$10,619,670","$25,060,732","$35,680,402","$361,273","$578,532","$939,805"
181,https://www.the-numbers.com/movie/Last-Night-in-Soho-(2021-United-Kingdom),"['Dame Diana Rigg*', 'Terence Stamp', 'Rita Tushingham', 'Synnøve Karlsen', 'Jessie Mei Li', 'Thomasin McKenzie', 'Anya Taylor-Joy', 'Matt Smith', 'Michael Ajao']","[['Edgar Wright', 'Director'], ['Edgar Wright', 'Story by'], ['Edgar Wright', 'Screenwriter'], ['Krysty Wilson-Cairns', 'Screenwriter'], ['Nira Park', 'Producer'], ['Tim Bevan', 'Producer'], ['Eric Fellner', 'Producer'], ['Edgar Wright', 'Producer'], ['James Biddle', 'Executive Producer'], ['Rachael Prior', 'Executive Producer'], ['Daniel Battsek', 'Executive Producer'], ['Ollie Madden', 'Executive Producer'], ['Chung Chung-hoon', 'Director of Photography'], ['Paul Machliss', 'Editor'], ['Steven Price', 'Music']]","$4,178,460 (41.3% of total gross)",2.42 (domestic box office/biggest weekend),44.3% (domestic box office/worldwide),"3,016 opening theaters/3,016 max. theaters, 2.6 weeks average run per theater","$10,176,315","$43,000,000 (worldwide box office is 0.5 times production budget)","October 29th, 2021 (Wide) by Focus Features","October 27th, 2021 (Wide) (France)
October 28th, 2021 (Wide), released as 苏豪的最后一夜 (Hong Kong)
October 28th, 2021 (Wide), released as El Misterio De Soho (Mexico)
October 28th, 2021 (Wide), released as A Noite Passada em Soho (Portugal)
October 28th, 2021 (Wide) (Saudi Arabia)
... Show all releases
","January 4th, 2022 by Universal Home Entertainment","R for bloody violence, sexual content, language, brief drug material and brief graphic nudity.(Rating bulletin 2700 (cert #52238), 9/29/2021)",116 minutes,vs. AntlersCreate your own comparison chart…,"Psychological Thriller, Set in London, 1960s, Time Travel, Body Swap, Posthumous Release",Original Screenplay,Thriller/Suspense,Live Action,Historical Fiction,"Focus Features, Film4, Working Title Films","United Kingdom, United States",English,,"$10,127,625","$12,749,323","$22,876,948","$235,134","$1,064,572","$1,299,706"
182,https://www.the-numbers.com/movie/Soshite-Baton-Wa-Watasareta-(2021-Japan),[],"[['Tetsu Maeda', 'Director']]",,,,,,,,"October 29th, 2021 (Wide), released as そして、バトンは渡された (Japan)
",,,137 minutes,Create your own comparison chart…,,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,,Japan,,,n/a,"$9,500,000","$9,500,000",,,
183,https://www.the-numbers.com/movie/Eternals-(2021),"['Kumail Nanjiani', 'Angelina Jolie', 'Richard Madden', 'Salma Hayek', 'Brian Tyree Henry', 'Lauren Ridloff', 'Barry Keoghan', 'Gemma Chan', 'Lia McHugh', 'Don Lee']","[['Chloé Zhao', 'Director'], ['Chloé Zhao', 'Screenwriter'], ['Patrick Burleigh', 'Screenwriter'], ['Ryan Firpo', 'Screenwriter'], ['Matthew K. Firpo', 'Screenwriter'], ['Ryan Firpo', 'Story by'], ['Kaz Firpo', 'Story by'], ['Kevin Feige', 'Producer'], ['Nate Moore', 'Producer'], ['Victoria Alonso', 'Executive Producer'], ['Louis D’Esposito', 'Executive Producer'], ['Kevin De La Noy', 'Executive Producer'], ['Dylan Tichenor', 'Editor'], ['Craig Wood', 'Editor'], ['Ramin Djawadi', 'Composer'], ['Ben Davis', 'Director of Photography']]","$71,297,219 (43.2% of total gross)",2.31 (domestic box office/biggest weekend),41.0% (domestic box office/worldwide),"4,090 opening theaters/4,090 max. theaters, 6.0 weeks average run per theater","$165,662,063","$200,000,000 (worldwide box office is 2.0 times production budget)","November 5th, 2021 (Wide) by Walt Disney","November 3rd, 2021 (Wide) (Austria)
November 3rd, 2021 (Wide) (Belgium)
November 3rd, 2021 (Wide) (Denmark)
November 3rd, 2021 (Wide) (Finland)
November 3rd, 2021 (Wide), released as Les Éternels (France)
... Show all releases
","January 11th, 2022 by Walt Disney Home Entertainment","PG-13 for fantasy violence and action, some language and brief sexuality.(Rating bulletin 2699 (cert #53410), 9/22/2021)",156 minutes,vs. Black WidowCreate your own comparison chart…,"IMAX: DMR, Disrupted by COVID-19 pandemic, Action Adventure, Friendly Alien on Earth",Based on Comic/Graphic Novel,Action,Live Action,Super Hero,Marvel Studios,United States,English,Marvel Cinematic Universe,"$164,870,264","$236,861,495","$401,731,759","$1,722,849","$4,236,776","$5,959,625"
184,https://www.the-numbers.com/movie/Spencer-(2021-United-Kingdom),"['Kristen Stewart', 'Sean Harris', 'Jack Farthing', 'Timothy Spall', 'Sally Hawkins']","[['Pablo Larrain', 'Director'], ['Steven Knight', 'Screenwriter'], ['Juan De Dios Larrain', 'Producer'], ['Jonas Dornbach', 'Producer'], ['Janine Jackowski', 'Producer'], ['Paul Webster', 'Producer'], ['Maren Ade', 'Producer'], ['Claire Mathon', 'Director of Photography'], ['Guy Hendrix Dyas', 'Production Designer'], ['Sebastian Sepulveda', 'Editor'], ['Jonny Greenwood', 'Composer'], ['Jacqueline Durran', 'Costume Designer']]","$2,104,767 (29.7% of total gross)",3.37 (domestic box office/biggest weekend),42.8% (domestic box office/worldwide),"996 opening theaters/1,265 max. theaters, 3.3 weeks average run per theater","$7,120,693",,"November 5th, 2021 (Wide) by Neon","November 4th, 2021 (Wide) (Portugal)
November 5th, 2021 (Wide) (United Kingdom)
November 11th, 2021 (Wide) (Netherlands)
November 19th, 2021 (Wide) (Spain)
November 19th, 2021 (Wide) (Turkey)
... Show all releases
","November 5th, 2021 by Neon","R for some language.(Rating bulletin 2700 (cert #53430), 9/29/2021)",116 minutes,vs. House of GucciCreate your own comparison chart…,"Prince/Princess, Royalty, 1990s, Set in England, Filmed in United Kingdom, Filmed in Germany, Biographical Drama, Biography",Based on Real Life Events,Drama,Live Action,Dramatization,"FilmNation Entertainment, Neon Films, The German Federal Film Fund, Medienboard Berlin-Brandenburg, The German Federal Film Board, Film- und Medienstiftung NRW, HessenFilm und Medien, Komplizen, Fabula, Shoebox Films, Topic Studios, Deutscher Filmfoerderfonds","Chile, Germany, United Kingdom, United States",English,,"$7,086,632","$9,460,226","$16,546,858","$225,701","$115,379","$341,080"
185,https://www.the-numbers.com/movie/Lao-Qi-Shi-Bu-(2021-China),[],"[['Chao Xu', 'Director']]",,,,,,,,"November 5th, 2021 (Wide), released as 不老奇事 (China)
",,,110 minutes,Create your own comparison chart…,Romance,Original Screenplay,Drama,Live Action,Historical Fiction,,China,Mandarin,,n/a,"$5,630,000","$5,630,000",,,
186,https://www.the-numbers.com/movie/Clifford-the-Big-Red-Dog-(2020),"['Tony Hale', 'Sienna Guillory', 'David Alan Grier', 'Russell Wong', 'John Cleese', 'Jack Whitehall', 'Darby Camp']","[['David Bowers', 'Director'], ['Matt Lopez', 'Screenwriter'], ['Norman Bridwell', 'Based on the Bood Series by'], ['Jordan Kerner', 'Producer'], ['Iole Lucchese', 'Producer'], ['Brian Oliver', 'Executive Producer'], ['Bradley J. Fischer', 'Executive Producer'], ['Valerii An', 'Executive Producer'], ['Brian Bell', 'Executive Producer'], ['Caitlin Friedman', 'Executive Producer'], ['Deborah Forte', 'Executive Producer'], ['Lisa Crnic', 'Executive Producer'], ['Sabrina Plisco', 'Editor'], ['John Debney', 'Composer'], ['Peter Lyons Collister', 'Director of Photography']]","$16,627,491 (34.0% of total gross)",2.94 (domestic box office/biggest weekend),62.4% (domestic box office/worldwide),"3,700 opening theaters/3,700 max. theaters, 4.9 weeks average run per theater","$49,182,685","$64,000,000 (worldwide box office is 1.2 times production budget)","November 10th, 2021 (Wide) by Paramount Pictures","December 2nd, 2021 (Wide) (Germany)
December 2nd, 2021 (Wide), released as Clifford — Il Grande Cane Rosso (Italy)
December 2nd, 2021 (Wide), released as Большой красный пёс Клиффорд (Russia (CIS))
December 3rd, 2021 (Wide), released as Clifford, el gran perro rojo (Spain)
December 3rd, 2021 (Wide), released as Clifford Büyük Kırmızı Köpek (Turkey)
... Show all releases
","November 10th, 2021 by Paramount +","PG for impolite humor, thematic elements and mild action.(Rating bulletin 2684 (cert #52592), 6/9/2021)",97 minutes,vs. Alvin and the ChipmunksCreate your own comparison chart…,"Family Adventure, Animal Lead, Corporate Malfeasance, Fugitive / On the Run, Disrupted by COVID-19 pandemic",Based on Fiction Book/Short Story,Adventure,Animation/Live Action,Kids Fiction,"Entertainment One, New Republic Pictures, Kerner Entertainment Company, Scholastic Entertainment Inc., Paramount Pictures",United States,English,,"$48,947,356","$29,470,745","$78,418,101","$1,955,944","$1,428,816","$3,384,760"
187,https://www.the-numbers.com/movie/Mei-Yanfang-(2021-Hong-Kong),[],"[['Longman Leung', 'Director']]","$82,421 (15.4% of total gross)",5.21 (domestic box office/biggest weekend),2.9% (domestic box office/worldwide),"13 opening theaters/15 max. theaters, 3.9 weeks average run per theater","$538,165",,"November 12th, 2021 (Limited) by CMC Pictures, released as Anita","November 11th, 2021 (Limited), released as Anita (Australia)
November 12th, 2021 (Wide), released as 梅艷芳 (China)
November 12th, 2021 (Limited), released as Anita (United Kingdom)
",,,90 minutes,Create your own comparison chart…,,Based on Real Life Events,Drama,Live Action,Dramatization,,Hong Kong,Cantonese,,"$535,596","$17,879,703","$18,415,299",,,
188,https://www.the-numbers.com/movie/Yang-Ming-Li-Wan-(2021-China),[],"[['Liuxun Zimo', 'Director']]",,,,,,,"December 3rd, 2021 (Limited) by Self Distributed, released as Be Somebody","November 11th, 2021 (Wide), released as 扬名立万 (China)
January 20th, 2022 (Limited), released as Be Somebody (Australia)
January 20th, 2022 (Limited), released as Be Somebody (New Zealand)
",,,90 minutes,Create your own comparison chart…,,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,,China,Mandarin,,n/a,"$145,775,168","$145,775,168",,,
189,https://www.the-numbers.com/movie/Belfast-(2021-United-Kingdom),"['Caitriona Balfe', 'Judi Dench', 'Jamie Dornan', 'Ciaran Hinds', 'Colin Morgan', 'Jude Hill']","[['Kenneth Branagh', 'Director'], ['Kenneth Branagh', 'Screenwriter'], ['Laura Berwick', 'Producer'], ['Kenneth Branagh', 'Producer'], ['Becca Kovacik', 'Producer'], ['Tamar Thomas', 'Producer'], ['Haris Zambarloukos', 'Director of Photography'], ['Jim Clay', 'Production Designer'], ['Una Ni Dhonghaile', 'Editor'], ['Charlotte Walter', 'Costume Designer'], ['Wakana Yoshihara', 'Make-up and Hair Designer'], ['Van Morrison', 'Music '], ['Celia Duval', 'Co-Producer'], ['Martin Curry', 'First Assistant Director'], ['Matthew Glen Johnson', 'Visual Effects Supervisor'], ['Simon Chase', 'Sound Supervisor'], ['James Mather', 'Sound Supervisor'], ['Lucy Bevan', 'Casting'], ['Emily Brockmann', 'Casting']]","$1,779,410 (19.2% of total gross)",5.20 (domestic box office/biggest weekend),18.7% (domestic box office/worldwide),"580 opening theaters/1,255 max. theaters, 8.2 weeks average run per theater","$9,283,968",,"November 12th, 2021 (Limited) by Focus Features","January 21st, 2022 (Wide) (United Kingdom)
January 27th, 2022 (Wide) (Greece)
January 28th, 2022 (Wide) (Spain)
February 3rd, 2022 (Wide) (Australia)
February 3rd, 2022 (Wide) (New Zealand)
... Show all releases
","February 8th, 2022 by Universal Home Entertainment","PG-13 for some violence and strong language.(Rating bulletin 2702 (cert #53038), 10/13/2021)",97 minutes,vs. Licorice PizzaCreate your own comparison chart…,"1960s, Set in Northern Ireland, Coming of Age, Retro Black and White, Comedy Drama, Inspired by a True Story, Autobiographical, 2022 Oscars Best Picture Nominee",Original Screenplay,Drama,Live Action,Historical Fiction,"Focus Features, TKBC, Northern Ireland Screen",United Kingdom,English,,"$9,250,870","$40,256,112","$49,506,982","$364,038","$297,543","$661,581"
190,https://www.the-numbers.com/movie/Ghostbusters-Afterlife,"['Annie Potts', 'Carrie Coon', 'Finn Wolfhard', 'Mckenna Grace', 'Paul Rudd', 'Celeste O’ Conner', 'Logan Kim']","[['Jason Reitman', 'Director'], ['Gil Kenan', 'Screenwriter'], ['Jason Reitman', 'Screenwriter'], ['Ivan Reitman', 'Producer'], ['Jason Blumenfeld', 'Executive Producer'], ['Michael Beugg', 'Executive Producer'], ['Dan Aykroyd', 'Executive Producer'], ['Gil Kenan', 'Executive Producer'], ['Aaron L. Gilbert', 'Executive Producer'], ['Jason Cloth', 'Executive Producer'], ['Dana E. Glauberman', 'Editor'], ['Nathan Orloff', 'Editor'], ['Rob Simonsen', 'Composer'], ['Eric Steelberg', 'Director of Photography']]","$44,008,406 (34.0% of total gross)",2.94 (domestic box office/biggest weekend),63.5% (domestic box office/worldwide),"4,315 opening theaters/4,315 max. theaters, 6.9 weeks average run per theater","$129,948,937","$75,000,000 (worldwide box office is 2.7 times production budget)","November 19th, 2021 (Wide) by Sony Pictures","November 18th, 2021 (Wide), released as Ghostbusters: Legacy (Germany)
November 18th, 2021 (Wide), released as Ghostbusters: Legacy (Italy)
November 18th, 2021 (Wide), released as Ghostbusters: El Legado (Mexico)
November 18th, 2021 (Wide) (Netherlands)
November 18th, 2021 (Wide), released as Caça-Fantasmas: O Legado (Portugal)
... Show all releases
","January 4th, 2022 by Sony Pictures Home Entertainment","PG-13 for supernatural action and some suggestive references.(Rating bulletin 2668 (cert #52045), 2/17/2021)",125 minutes,vs. GhostbustersCreate your own comparison chart…,"Supernatural, Delayed Sequel, Horror Comedy",Original Screenplay,Comedy,Live Action,Science Fiction,"Montecito Picture Company, Columbia Pictures, Bron Creative",United States,English,Ghostbusters,"$129,360,575","$74,253,563","$203,614,138","$7,254,340","$12,212,361","$19,466,701"
191,https://www.the-numbers.com/movie/King-Richard-(2020),"['Aunjanue Ellis', 'Jon Bernthal', 'Saniyya Sidney', 'Demi Singleton', 'Tony Goldwyn', 'Will Smith']","[['Reinaldo Marcus Green', 'Director'], ['Zach Baylin', 'Screenwriter'], ['Tim White', 'Producer'], ['Trevor White', 'Producer'], ['James Lassiter', 'Producer'], ['Isha Price', 'Executive Producer'], ['Serena Williams', 'Executive Producer'], ['Venus Williams', 'Executive Producer'], ['James Lassiter', 'Executive Producer'], ['Jada Pinkett Smith', 'Executive Producer'], ['Adam Merims', 'Executive Producer'], ['Lynn Harris', 'Executive Producer'], ['Allan Mandelbaum', 'Executive Producer'], ['Jon Monett', 'Executive Producer'], ['Peter Dodd', 'Executive Producer'], ['Robert Elswit', 'Director of Photography']]","$5,406,033 (35.7% of total gross)",2.80 (domestic box office/biggest weekend),39.8% (domestic box office/worldwide),"3,302 opening theaters/3,302 max. theaters, 4.0 weeks average run per theater","$15,209,149","$50,000,000 (worldwide box office is 0.8 times production budget)","November 19th, 2021 (Wide) by Warner Bros.","November 18th, 2021 (Wide) (Israel)
November 18th, 2021 (Wide) (Kazakhstan)
November 18th, 2021 (Wide) (Kuwait)
November 18th, 2021 (Wide), released as King Richard: Para Além do Jogo (Portugal)
November 18th, 2021 (Wide), released as Король Ричард (Russia (CIS))
... Show all releases
","November 19th, 2021 by Max","PG-13 some violence, strong language, a sexual reference and brief drug references.(Rating bulletin 2696 (cert #53299), 9/1/2021)",138 minutes,vs. RadioCreate your own comparison chart…,"Biographical Drama, Tennis, Disrupted by COVID-19 pandemic, African Americans, 2022 Oscars Best Picture Nominee",Based on Real Life Events,Drama,Live Action,Dramatization,"Star Thrower Entertainment, Overbrook Entertainment",United States,English,,"$15,138,334","$22,856,532","$37,994,866","$516,610","$515,332","$1,031,942"
192,https://www.the-numbers.com/movie/Men-Suo-(2021-China),[],"[['Orkenbek Baysenbay', 'Director']]",,,,,,,,"November 19th, 2021 (Wide), released as 门锁 (China)
",,,90 minutes,Create your own comparison chart…,,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,,China,Mandarin,,n/a,"$38,000,000","$38,000,000",,,
193,https://www.the-numbers.com/movie/Tie-Dao-Ying-Xiong-(2021-China),[],"[['Yang Feng', 'Director']]",,,,,,,,"November 19th, 2021 (Wide), released as Railway Heroes (Australia)
November 19th, 2021 (Wide), released as 铁道英雄 (China)
November 25th, 2021 (Wide), released as Railway Heroes (New Zealand)
",,,124 minutes,Create your own comparison chart…,,Based on Real Life Events,Drama,Live Action,Dramatization,,China,,,n/a,"$22,323,657","$22,323,657",,,
194,https://www.the-numbers.com/movie/Encanto-(2021),"['María Cecilia Botero', 'John Leguizamo', 'Mauro Castillo', 'Jessica Darrow', 'Angie Cepeda', 'Carolina Gaitán', 'Stephanie Beatriz']","[['Jared Bush', 'Director'], ['Byron Howard', 'Director'], ['Charise Castro Smith', 'Co-Director'], ['Yvett Merino', 'Producer'], ['Clark Spencer', 'Producer'], ['Charise Castro Smith', 'Screenwriter'], ['Jared Bush', 'Screenwriter'], ['Jared Bush', 'Story Creator'], ['Byron Howard', 'Story Creator'], ['Charise Castro Smith', 'Story Creator'], ['Jason Hand', 'Story Creator'], ['Nancy Kruse', 'Story Creator'], ['Lin-Manuel Miranda', 'Story Creator'], ['Lin-Manuel Miranda', 'Original Songs'], ['Germaine Franco', 'Original Score'], ['Jeremy Milton', 'Editor'], ['Jennifer Lee', 'Executive Producer'], ['Bradford Simonsen', 'Associate Producer']]","$27,206,494 (28.3% of total gross)",3.53 (domestic box office/biggest weekend),41.6% (domestic box office/worldwide),"3,980 opening theaters/3,980 max. theaters, 7.0 weeks average run per theater","$96,529,325","$150,000,000 (worldwide box office is 1.5 times production budget)","November 24th, 2021 (Wide) by Walt Disney","November 24th, 2021 (Wide) (Belgium)
November 24th, 2021 (Wide) (Colombia)
November 24th, 2021 (Wide), released as Encanto, la fantastique famille Madrigal (France)
November 24th, 2021 (Wide) (Indonesia)
November 24th, 2021 (Wide) (Italy)
... Show all releases
","December 24th, 2021 by Disney+","PG for some thematic elements and mild peril.(Rating bulletin 2700 (cert #53378), 9/29/2021)",109 minutes,vs. LightyearCreate your own comparison chart…,"Family Adventure, Sibling Rivalry, Disrupted by COVID-19 pandemic",Original Screenplay,Adventure,Digital Animation,Kids Fiction,"Walt Disney Pictures, Walt Disney Animation Studios",United States,English,,"$96,093,622","$135,020,523","$231,114,145","$6,126,009","$6,168,340","$12,294,349"
