,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Theater counts:,Infl. Adj. Dom. BO,Production Budget:,Domestic Releases:,Video Release:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production Countries:,Languages:,MPAA Rating:,International Releases:,Franchise:,Production/Financing Companies:,Domestic Box Office,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales,International Box Office,Worldwide Box Office
79,https://www.the-numbers.com/movie/Yentl,[],"[['Barbra Streisand', 'Director']]","$341,768 (0.9% of total gross)",8.71 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"13 opening theaters/747 max. theaters, 12.1 weeks average run per theater","$109,869,420","$12,000,000 (worldwide box office is 3.3 times production budget)","November 18th, 1983 (Wide) by MGM/UA Classics","February 3rd, 2009 by MGM Video",,vs. Gory Gory HallelujahCreate your own comparison chart…,"Cross-Dressing, Religious",Based on Fiction Book/Short Story,Musical,Live Action,,"United Kingdom, United States","English, Hebrew",,"March 29th, 1984 (Wide) (Australia)
August 6th, 2023 (Limited) (Australia)
",,,"$39,012,241",,,,
80,https://www.the-numbers.com/movie/Terms-of-Endearment,[],"[['James L. Brooks', 'Director']]","$3,498,813 (3.2% of total gross)",11.97 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"260 opening theaters/1,259 max. theaters, 16.6 weeks average run per theater","$303,723,733",,"November 23rd, 1983 (Wide) by Paramount Pictures",,131 minutes,Best Picture Oscar Winnersvs. GandhiCreate your own comparison chart…,"Dysfunctional Family, Oscars Best Picture Winner, Comedy Drama, 1984 Oscars Best Picture Nominee",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,United States,,PG (On appeal.),"May 6th, 2021 (Wide) (New Zealand)
September 28th, 2022 (Wide), released as Tendres Passions (France)
",Terms of Endearment,,"$108,423,489",,,$260,"$108,423,749"
81,https://www.the-numbers.com/movie/Dresser-The,[],"[['Peter Yates', 'Director'], ['Ronald Harwood', 'Screenwriter']]","$43,132 (0.8% of total gross)",8.40 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"3 opening theaters/241 max. theaters, 5.7 weeks average run per theater","$14,542,804",,"December 6th, 1983 (Wide) by Sony Pictures",,118 minutes,Create your own comparison chart…,"Life Drama, Theater Actor, Theater, Novel or Other Work Adapted by Author, Inspired by a True Story, Autumn Years, Autobiographical, 1984 Oscars Best Picture Nominee",Based on Play,Drama,Live Action,Historical Fiction,United Kingdom,,,,,,"$5,310,748",,,,
82,https://www.the-numbers.com/movie/Christine,[],"[['John Carpenter', 'Director'], ['Bill Phillips', 'Screenwriter'], ['Stephen King', 'Story Creator']]","$3,408,904 (16.1% of total gross)",6.22 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,045 opening theaters/1,101 max. theaters, 7.8 weeks average run per theater","$60,354,794",,"December 9th, 1983 (Wide) by Sony Pictures","September 28th, 2004 by Sony Pictures Home Entertainment",110 minutes,vs. Maximum OverdriveCreate your own comparison chart…,"Possessed, Supernatural Horror, Supernatural, Killer Inanimate Objects, 1950s, 1970s, Prologue, Bullies, Revenge, Romance, Love Triangle, Unrequited Love",Based on Fiction Book/Short Story,Horror,Live Action,Fantasy,United States,English,,"November 30th, 2018 (Limited) (South Korea)
March 2nd, 2023 (Limited) (New Zealand)
October 20th, 2023 (Special Engagement) (40th Anniversary)
 (United Kingdom)
",,,"$21,200,000",,,"$4,305","$21,204,305"
83,https://www.the-numbers.com/movie/Scarface,['Al Pacino'],"[['Brian De Palma', 'Director'], ['Martin Bregman', 'Producer'], ['Louis A. Stroller', 'Executive Producer'], ['Giorgio Moroder', 'Composer'], ['Oliver Stone', 'Screenwriter']]","$4,597,536 (10.2% of total gross)",9.78 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"996 opening theaters/1,008 max. theaters, 9.5 weeks average run per theater","$121,855,774","$25,000,000 (worldwide box office is 1.8 times production budget)","December 9th, 1983 (Wide) by UniversalNovember 12th, 2023 (Special Engagement) by Fathom Events (40th Anniversary)
","March 31st, 1998 by Universal Home Entertainment",170 minutes,vs. BlowCreate your own comparison chart…,"Mafia, Film Noir, Narcotics, Intertitle, Organized Crime, Corrupt Cops, Relationships Gone Wrong, Addiction, Hitmen, Revenge, Foreign Language, Dysfunctional Family, Set in Miami, 1980s, Drug Cartels, Crime Drama",Remake,Drama,Live Action,Historical Fiction,United States,English,R Appeal Overturned,"December 1st, 2023 (Special Engagement) (40th Anniversary)
 (United Kingdom)
",,Martin Bregman,"$44,942,821",,,,
84,https://www.the-numbers.com/movie/Sudden-Impact,[],"[['Clint Eastwood', 'Director'], ['Lalo Schifrin', 'Composer']]","$9,688,561 (14.3% of total gross)",6.98 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,530 opening theaters/1,602 max. theaters, 10.0 weeks average run per theater","$192,223,026",,"December 9th, 1983 (Wide) by Warner Bros.",,,vs. Magnum ForceCreate your own comparison chart…,"Action Thriller, 1970s, Sex Crimes, Rape Revenge, Police Detective, Police Brutality, Gangs, Suicide, Revenge",Original Screenplay,Action,Live Action,Contemporary Fiction,United States,,R,,Dirty Harry,,"$67,642,693",,,,
85,https://www.the-numbers.com/movie/Silkwood,[],"[['Mike Nichols', 'Director']]","$1,218,322 (3.4% of total gross)",10.04 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"257 opening theaters/843 max. theaters, 10.0 weeks average run per theater","$98,645,908",,"December 14th, 1983 (Wide) by 20th Century Fox","July 25th, 2017 by Kino Lorber",,vs. Sudden ImpactCreate your own comparison chart…,"Whistleblowers, Biographical Drama, Corporate Malfeasance, Unions, Political Activist",Original Screenplay,Drama,Live Action,Dramatization,United States,,,,,,"$35,615,609","$121,126","$121,126",,
86,https://www.the-numbers.com/movie/D-C-Cab,"['Adam Baldwin', 'Charlie Barnett', 'Irene Cara', 'Anne De Salvo', 'Max Gail', 'Mr. T', 'Jose Perez', 'Paul Rodriguez', 'Gary Busey']","[['Joel Schumacher', 'Director'], ['Joel Schumacher', 'Screenwriter']]","$1,564,530 (9.7% of total gross)",6.20 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"862 opening theaters/908 max. theaters, 5.7 weeks average run per theater","$46,020,571",,"December 16th, 1983 (Wide) by Universal","January 15th, 1997 by Universal Home Entertainment",100 minutes,Create your own comparison chart…,"Farcical / Slapstick Comedy, Relationships Gone Wrong, Taxi Driver, Kidnap, Rescue",Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction,United States,English,,,,,"$16,134,000",,,,
87,https://www.the-numbers.com/movie/Gorky-Park,[],"[['Michael Apted', 'Director'], ['Dennis Potter', 'Screenwriter'], ['James Horner', 'Composer']]","$1,290,754 (8.1% of total gross)",7.12 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"629 opening theaters/631 max. theaters, 8.5 weeks average run per theater","$44,679,248",,"December 16th, 1983 (Wide) by Orion Pictures","October 21st, 2014 by Kino Lorber",,vs. Out of AfricaCreate your own comparison chart…,"Mystery Drama, Murder Mystery, Moscow, KGB, Romance, Double-Crossed, Smuggler",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,United States,,,,,,"$15,900,000","$178,895","$178,895",,
88,https://www.the-numbers.com/movie/Man-Who-Loved-Women-The,[],"[['Blake Edwards', 'Director'], ['Blake Edwards', 'Screenwriter'], ['Milton Wexler', 'Screenwriter'], ['Geoffrey Edwards', 'Screenwriter']]","$1,347,032 (12.2% of total gross)",4.96 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"802 opening theaters/845 max. theaters, 5.8 weeks average run per theater","$31,247,527",,"December 16th, 1983 (Wide) by Sony Pictures",,110 minutes,Create your own comparison chart…,"Comedy Drama, Romance, Relationships Gone Wrong, Artists, Addiction, Sex Addiction, Funeral Reunions, Epilogue, Non-Chronological, Therapists / Therapy, Remake, Foreign-Language Remake",Remake,Comedy,Live Action,Contemporary Fiction,United States,,,,,,"$11,000,000",,,,
89,https://www.the-numbers.com/movie/To-Be-or-Not-to-Be,[],"[['John Morris', 'Composer']]","$1,020,958 (7.8% of total gross)",5.40 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"638 opening theaters/645 max. theaters, 7.5 weeks average run per theater","$36,844,436",,"December 16th, 1983 (Wide) by 20th Century Fox","August 27th, 2013 by Criterion",107 minutes,Create your own comparison chart…,"World War II, 1930s, Set in Poland, Backstage, Theater, Theater Actor, LGBTQ+, Jewish, Nazi, Romance, Comedy Drama",Based on Movie,Comedy,Live Action,Historical Fiction,United States,,,,,,"$13,030,214",,,,
90,https://www.the-numbers.com/movie/Two-of-a-Kind,[],"[['John Herzfeld', 'Director'], ['John Herzfeld', 'Screenwriter']]","$3,344,942 (14.1% of total gross)",5.54 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,244 opening theaters/1,278 max. theaters, 6.8 weeks average run per theater","$67,365,782",,"December 16th, 1983 (Wide) by 20th Century Fox",,88 minutes,vs. Saturday Night FeverCreate your own comparison chart…,"Romantic Comedy, Romance, Angels, Gods and Goddesses, Inventor, Loan Shark, Money Troubles, Bank Robbery, No Honor Among Thieves",Original Screenplay,Romantic Comedy,Live Action,Fantasy,United States,,,,,,"$23,700,000",,,,
91,https://www.the-numbers.com/movie/Uncommon-Valor,[],"[['Ted Kotcheff', 'Director'], ['James Horner', 'Composer']]","$3,144,367 (11.3% of total gross)",6.71 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"989 opening theaters/1,076 max. theaters, 8.0 weeks average run per theater","$78,687,110",,"December 16th, 1983 (Wide) by Paramount Pictures","April 25th, 2017 by Paramount Home Video",105 minutes,vs. UnbrokenCreate your own comparison chart…,"War, Vietnam War, Action Thriller, POW, Rescue, Mercenaries, PTSD",Original Screenplay,Action,Live Action,Contemporary Fiction,United States,English,,,,"Paramount Pictures, Milius, Feitshans","$27,900,000",,,,
