,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Production Budget:,Theater counts:,Infl. Adj. Dom. BO,Domestic Releases:,Video Release:,MPAA Rating:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production Countries:,Languages:,Franchise:,Production/Financing Companies:,International Releases:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
110,https://www.the-numbers.com/movie/Billy-Elliot,[],"[['Stephen Daldry', 'Director'], ['Lee Hall', 'Screenwriter']]","$215,681 (1.0% of total gross)",8.45 (domestic box office/biggest weekend),20.1% (domestic box office/worldwide),"$5,000,000 (worldwide box office is 21.9 times production budget)","10 opening theaters/510 max. theaters, 11.7 weeks average run per theater","$37,022,830","October 13th, 2000 (Limited) by Focus Features","April 20th, 2001 by Universal Home Entertainment","R for language.PG-13 for some thematic material.
Rating is for 2001 Edited Version Video",110 minutes,vs. Shaun of the DeadCreate your own comparison chart…,"LGBTQ+, Dancing, Performing Arts, Coming-of-Age Drama, Coming of Age",Original Screenplay,Drama,Live Action,Contemporary Fiction,United Kingdom,English,,Working Title Films,"February 16th, 2001 (Limited) (South Korea)
April 10th, 2020 (Limited) (United Kingdom)
","$21,995,263","$87,257,709","$109,252,972",,
111,https://www.the-numbers.com/movie/Contender-The,[],"[['Rod Lurie', 'Director'], ['Rod Lurie', 'Screenwriter'], ['Larry Groupe', 'Composer']]","$5,363,900 (30.1% of total gross)",3.32 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$9,000,000 (worldwide box office is 2.0 times production budget)","1,516 opening theaters/1,639 max. theaters, 4.5 weeks average run per theater","$30,290,381","October 13th, 2000 (Wide) by Dreamworks SKG",,R for strong sexual content and language,126 minutes,vs. Pulp FictionCreate your own comparison chart…,"Political Thriller, The Past Catching up with You, Accidental Death, Political, Politicians",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,,,,DreamWorks Pictures,,"$17,804,273",,,,
112,https://www.the-numbers.com/movie/Dr-T-and-the-Women,[],"[['Robert Altman', 'Director']]","$5,012,867 (38.4% of total gross)",2.61 (domestic box office/biggest weekend),57.3% (domestic box office/worldwide),,"1,489 opening theaters/1,489 max. theaters, 4.1 weeks average run per theater","$22,228,419","October 13th, 2000 (Wide) by Artisan",,R for graphic nudity and some sexuality,,vs. Eye of the BeholderCreate your own comparison chart…,Romance,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,,,,,,"$13,065,561","$9,731,250","$22,796,811",,
113,https://www.the-numbers.com/movie/Ladies-Man-The-(2000),"['Karyn Parsons', 'Billy Dee Williams', 'Tiffani Thiessen', 'Will Ferrell', 'Tim Meadows']","[['Reginald Hudlin', 'Director'], ['Tim Meadows', 'Screenwriter'], ['Dennis McNicholas', 'Screenwriter'], ['Andrew Steele', 'Screenwriter'], ['Lorne Michaels', 'Producer'], ['Erin Fraser', 'Executive Producer'], ['Thomas K Levine', 'Executive Producer'], ['Robert K. Weiss', 'Executive Producer'], ['Franco De Cotiis', 'Production Designer'], ['Earl Watson', 'Editor'], ['Marcus Miller', 'Composer'], ['Johnny Jensen', 'Director of Photography']]","$5,426,390 (39.9% of total gross)",2.50 (domestic box office/biggest weekend),99.1% (domestic box office/worldwide),"$11,000,000 (worldwide box office is 1.2 times production budget)","2,022 opening theaters/2,043 max. theaters, 4.3 weeks average run per theater","$23,125,530","October 13th, 2000 (Wide) by Paramount Pictures","April 17th, 2001 by Paramount Home Video",R for sexual content and language.,87 minutes,vs. BoratCreate your own comparison chart…,Saturday Night Live,Based on TV,Comedy,Live Action,Contemporary Fiction,United States,English,,"Paramount Pictures, SNL Studios",,"$13,592,872","$126,602","$13,719,474",,
114,https://www.the-numbers.com/movie/Little-Vampire-The,"['Richard E. Grant', 'Jim Carter', 'Alice Krige', 'Pamela Gidley', 'Tommy Hinkley', 'Anna Popplewell', 'Dean Cook', 'Rollo Weeks', 'John Wood', 'Jonathan Lipnicki']","[['Uli Edel', 'Director'], ['Richard Claus', 'Producer']]","$5,719,627 (42.2% of total gross)",2.37 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$22,000,000 (worldwide box office is 0.6 times production budget)","2,009 opening theaters/2,009 max. theaters, 3.5 weeks average run per theater","$23,062,779","October 27th, 2000 (Wide) by New Line","March 6th, 2001 by New Line Home Video",PG for some mild peril,95 minutes,vs. The Santa ClauseCreate your own comparison chart…,Vampire,Based on Fiction Book/Short Story,Adventure,Live Action,Kids Fiction,Germany,English,,,"October 13th, 2000 (Limited) (United Kingdom)
October 30th, 2020 (Limited) (United Kingdom)
","$13,555,988","$4,794","$13,560,782",,
115,https://www.the-numbers.com/movie/Lost-Souls,[],"[['Janusz Kaminski', 'Director'], ['Pierce Gardner', 'Screenwriter'], ['Mauro Fiore', 'Cinematographer']]","$7,954,766 (47.4% of total gross)",2.11 (domestic box office/biggest weekend),53.6% (domestic box office/worldwide),"$28,000,000 (worldwide box office is 1.1 times production budget)","1,970 opening theaters/1,970 max. theaters, 3.5 weeks average run per theater","$28,547,173","October 13th, 2000 (Wide) by New Line",,R for violence/terror and some language,97 minutes,vs. RenditionCreate your own comparison chart…,"Religious, Supernatural Horror, Supernatural, Satan, Atheism, Catholic",Original Screenplay,Horror,Live Action,Contemporary Fiction,United States,,,,,"$16,779,636","$14,540,657","$31,320,293",,
116,https://www.the-numbers.com/movie/Bedazzled,"['Frances O’Connor', 'Brendan Fraser', 'Elizabeth Hurley']","[['Harold Ramis', 'Director'], ['Rick Heinrichs', 'Production Designer'], ['David Newman', 'Composer']]","$13,106,526 (34.6% of total gross)",2.89 (domestic box office/biggest weekend),41.9% (domestic box office/worldwide),"$48,000,000 (worldwide box office is 1.9 times production budget)","2,568 opening theaters/2,571 max. theaters, 5.1 weeks average run per theater","$64,415,903","October 20th, 2000 (Wide) by 20th Century Fox",,"PG-13 for sex-related humor, language and some drug content.",93 minutes,vs. What Lies BeneathCreate your own comparison chart…,"Same Actor, Multiple Roles, Wish Granters, Farcical / Slapstick Comedy, Romance, Unrequited Love",Remake,Comedy,Live Action,Contemporary Fiction,United States,English,,"20th Century Fox, Regency Enterprises","January 25th, 2001 (Wide) (Australia)
","$37,879,996","$52,496,228","$90,376,224",,
117,https://www.the-numbers.com/movie/Dolphins-(2000),[],[],,,77.6% (domestic box office/worldwide),,,"$91,870,122","October 20th, 2000 (IMAX) by MacGillivray Freeman Films",,Not Rated,39 minutes,vs. Space StationCreate your own comparison chart…,"Nature Documentary, Underwater, Animal Lead",Based on Real Life Events,Documentary,Live Action,Factual,United States,English,,,,"$54,000,000","$15,600,000","$69,600,000",,
118,https://www.the-numbers.com/movie/Legend-of-Drunken-Master-The,[],"[['Edward Tang', 'Screenwriter'], ['Man-Ming Tong', 'Screenwriter'], ['Kai-Chi Yuen', 'Screenwriter']]","$3,845,278 (33.3% of total gross)",3.00 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$10,000,000 (worldwide box office is 1.2 times production budget)","1,342 opening theaters/1,345 max. theaters, 3.9 weeks average run per theater","$19,644,112","October 20th, 2000 (Wide) by Miramax","May 18th, 2021 by Warner Home Video",R for violent content,102 minutes,vs. BloodsportCreate your own comparison chart…,"Martial Arts, Training Montage, Action Comedy, Set in China, Addiction, Delayed Sequel, Dysfunctional Family",Original Screenplay,Action,Live Action,Contemporary Fiction,Hong Kong,Cantonese,,,,"$11,546,543",,,"$411,644","$411,644"
119,https://www.the-numbers.com/movie/Pay-it-Forward,"['Jay Mohr', 'James Caviezel', 'Jon Bon Jovi', 'Angie Dickinson', 'Kevin Spacey', 'Helen Hunt', 'Haley Joel Osment']","[['Mimi Leder', 'Director'], ['Thomas Newman', 'Composer']]","$9,631,359 (28.7% of total gross)",3.48 (domestic box office/biggest weekend),60.2% (domestic box office/worldwide),"$40,000,000 (worldwide box office is 1.4 times production budget)","2,130 opening theaters/2,130 max. theaters, 5.7 weeks average run per theater","$56,964,618","October 20th, 2000 (Wide) by Warner Bros.","May 15th, 2001 by Warner Home Video, released as Pay It Forward","PG-13 for mature thematic elements including substance abuse/recovery, some sexual situations, language and brief violence",122 minutes,vs. The MatrixCreate your own comparison chart…,"Life Drama, Romance, Dysfunctional Family, Addiction, Relationships Gone Wrong, Homeless, Inspirational Teacher, Investigative Journalist, Non-Chronological",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,United States,English,,,,"$33,508,922","$22,187,783","$55,696,705",,
120,https://www.the-numbers.com/movie/Book-of-Shadows-Blair-Witch-2,[],"[['Joe Berlinger', 'Director'], ['Dick Beebe', 'Screenwriter'], ['Joe Berlinger', 'Screenwriter'], ['Carter Burwell', 'Composer']]","$13,223,887 (50.1% of total gross)",2.00 (domestic box office/biggest weekend),55.4% (domestic box office/worldwide),"$15,000,000 (worldwide box office is 3.2 times production budget)","3,317 opening theaters/3,320 max. theaters, 3.2 weeks average run per theater","$44,950,542","October 27th, 2000 (Wide) by Artisan",,"R for violence, language, sexuality and drug use",90 minutes,vs. The Blair Witch ProjectCreate your own comparison chart…,"Supernatural Horror, Supernatural, Archival Footage of Previous Installment, Archive Footage, Gratuitous Cameos, Sequels Without Their Original Stars, Hallucinations, Witches, Possessed",Original Screenplay,Horror,Live Action,Contemporary Fiction,,,Blair Witch Project,,,"$26,421,314","$21,300,000","$47,721,314",,
121,https://www.the-numbers.com/movie/Lucky-Numbers,[],"[['Nora Ephron', 'Director'], ['Adam Resnick', 'Screenwriter'], ['George Fenton', 'Composer']]","$4,536,625 (45.3% of total gross)",2.21 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$65,000,000 (worldwide box office is 0.2 times production budget)","2,497 opening theaters/2,528 max. theaters, 3.6 weeks average run per theater","$17,037,200","October 27th, 2000 (Wide) by Paramount Pictures",,"R for language, sexuality, some drug use and brief violence",105 minutes,vs. The Guilt TripCreate your own comparison chart…,"News, Black Comedy, 1980s, Money Troubles, No Honor Among Thieves, Relationships Gone Wrong, Love Triangle, Blackmail, Police Detective",Original Screenplay,Black Comedy,Live Action,Contemporary Fiction,,,,,,"$10,014,234",,,,
122,https://www.the-numbers.com/movie/Charlies-Angels,"['Cameron Diaz', 'Drew Barrymore', 'Lucy Liu*']","[['McG*', 'Director'], ['Ryan Rowe', 'Screenwriter'], ['Ed Solomon', 'Screenwriter'], ['John August', 'Screenwriter'], ['Ben Roberts', 'Based on the television series created by'], ['Leonard Goldberg', 'Producer'], ['Drew Barrymore', 'Producer'], ['Nancy Juvonen', 'Producer'], ['Betty Thomas', 'Executive Producer'], ['Jenno Topping', 'Executive Producer'], ['Joseph M. Caracciolo', 'Executive Producer']]","$40,128,550 (32.0% of total gross)",3.12 (domestic box office/biggest weekend),48.2% (domestic box office/worldwide),"$90,000,000 (worldwide box office is 2.9 times production budget)","3,037 opening theaters/3,037 max. theaters, 7.1 weeks average run per theater","$212,979,027","November 3rd, 2000 (Wide) by Sony Pictures","June 26th, 2001 by Sony Pictures Home Entertainment, released as Charlies Angels","PG-13 for action violence, innuendo and some sensuality/nudity",98 minutes,vs. Spy!Create your own comparison chart…,Visual Effects,Based on TV,Action,Live Action,Contemporary Fiction,United States,English,Charlie's Angels,"Columbia Pictures, Leonard Goldberg, Flower Films, Tall Trees",,"$125,305,545","$134,430,545","$259,736,090",,
123,https://www.the-numbers.com/movie/Legend-of-Bagger-Vance-The,"['Will Smith', 'Matt Damon', 'Charlize Theron']","[['Robert Redford', 'Director'], ['Jeremy Leven', 'Screenwriter'], ['Steven Pressfield', 'Story Creator'], ['Robert Redford', 'Producer'], ['Michael Nozik', 'Producer'], ['Jake Eberts', 'Producer'], ['Karen Tenkhoff', 'Executive Producer'], ['Chris Brigham', 'Co-Producer'], ['Joseph Reidy', 'Co-Producer'], ['Michael Ballhaus', 'Director of Photography'], ['Stuart Craig', 'Production Designer'], ['Hank Corwin', 'Editor'], ['Judianna Makovsky', 'Costume Designer'], ['Rachel Portman', 'Composer']]","$11,516,712 (37.5% of total gross)",2.67 (domestic box office/biggest weekend),78.2% (domestic box office/worldwide),"$60,000,000 (worldwide box office is 0.7 times production budget)","2,061 opening theaters/2,162 max. theaters, 5.0 weeks average run per theater","$52,221,747","November 3rd, 2000 (Wide) by Dreamworks SKG","April 3rd, 2001 by Dreamworks Video",PG-13 for some sexual content.,123 minutes,vs. Flags of Our FathersCreate your own comparison chart…,"Golf, Sports Drama, Underdog, Comeback, World War I, PTSD, Addiction, Relationships Gone Wrong, Exes in Love, Great Depression, Money Troubles, Tournament",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,United States,English,,"Wildwood Enterprises, Allied",,"$30,695,227","$8,540,259","$39,235,486",,
124,https://www.the-numbers.com/movie/Little-Nicky-(2000),['Adam Sandler'],"[['Teddy Castellucci', 'Composer'], ['Charles Grosvenor', 'Director'], ['Mark H. Young', 'Screenwriter'], ['Kelly Ward', 'Screenwriter'], ['Rae Lambert', 'Story Creator'], ['David Kirschner', 'Producer'], ['Jerry Mills', 'Producer'], ['William Hanna', 'Executive Producer'], ['Paul Gertz', 'Executive Producer'], ['Carol Holman', 'Production Designer'], ['Bill Proctor', 'Production Designer'], ['Pat A. Foley', 'Editor'], ['James Horner', 'Composer']]","$16,063,904 (40.7% of total gross)",2.46 (domestic box office/biggest weekend),67.7% (domestic box office/worldwide),"$80,000,000 (worldwide box office is 0.7 times production budget)","2,910 opening theaters/2,910 max. theaters, 4.8 weeks average run per theater","$67,055,863","November 10th, 2000 (Wide) by New Line","April 24th, 2001 by New Line Home Video","PG-13 for crude sexual humor, some drug content, language and thematic material",91 minutes,vs. Little NickyCreate your own comparison chart…,"Demons, Heaven and Hell, Angels, The Devil, Supernatural, Horror Comedy",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,,"Happy Madison, RSC Media",,"$39,442,871","$18,827,520","$58,270,391",,
125,https://www.the-numbers.com/movie/Men-of-Honor,"['Hal Holbrook', 'David Keith', 'Michael Rapaport', 'Powers Boothe', 'Aunjanue Ellis', 'Charlize Theron', 'Robert De Niro', 'Cuba Gooding, Jr.']","[['George Tillman, Jr', 'Director'], ['Scott Marshall Smith', 'Screenwriter'], ['Robert Teitel', 'Producer'], ['Bill Badalato', 'Producer'], ['Stanley Robertson', 'Executive Producer'], ['Anthony B. Richmond', 'Cinematographer'], ['Leslie Dilley', 'Production Designer'], ['John Carter', 'Editor'], ['Salvador Perez', 'Costume Designer'], ['Mark Isham', 'Composer']]","$13,339,465 (27.3% of total gross)",3.66 (domestic box office/biggest weekend),59.3% (domestic box office/worldwide),"$32,000,000 (worldwide box office is 2.6 times production budget)","2,092 opening theaters/2,190 max. theaters, 6.4 weeks average run per theater","$82,943,035","November 10th, 2000 (Wide) by 20th Century Fox","May 21st, 2002 by Fox Home Entertainment",R for language.,128 minutes,vs. Mission: Impossible 2Create your own comparison chart…,"Biography, Biographical Drama",Based on Real Life Events,Drama,Live Action,Dramatization,United States,English,,,,"$48,814,909","$33,524,574","$82,339,483",,
126,https://www.the-numbers.com/movie/Red-Planet,[],"[['Antony Hoffman', 'Director'], ['Chuck Pfarrer', 'Screenwriter'], ['Jonathan Lemkin', 'Screenwriter'], ['Graeme Revell', 'Composer'], ['Bruce Berman', 'Producer']]","$8,721,296 (49.9% of total gross)",2.00 (domestic box office/biggest weekend),52.2% (domestic box office/worldwide),"$80,000,000 (worldwide box office is 0.4 times production budget)","2,703 opening theaters/2,703 max. theaters, 3.6 weeks average run per theater","$29,722,712","November 10th, 2000 (Wide) by Warner Bros.","March 27th, 2001 by Warner Home Video","PG-13 for sci-fi violence, brief nudity and language",106 minutes,vs. SurrogatesCreate your own comparison chart…,"Set on Mars, Action Thriller, Space Program, Robot, Environment",Original Screenplay,Action,Live Action,Science Fiction,United States,,,,,"$17,480,890","$15,983,079","$33,463,969",,
127,https://www.the-numbers.com/movie/You-Can-Count-on-Me,[],"[['Kenneth Lonergan', 'Director'], ['Kenneth Lonergan', 'Screenwriter']]","$118,170 (1.3% of total gross)",17.84 (domestic box office/biggest weekend),84.8% (domestic box office/worldwide),"$1,200,000 (worldwide box office is 9.0 times production budget)","8 opening theaters/150 max. theaters, 17.5 weeks average run per theater","$15,182,989","November 10th, 2000 (Limited) by Paramount Vantage","June 26th, 2001 by Paramount Home Video","R for language, some drug use and a scene sexuality",111 minutes,vs. Que Horas Ela Volta?Create your own comparison chart…,"Family Drama, Dysfunctional Family, Single Parent, Money Troubles, Life on the Outside, Suicide, Infidelity, Young Child Dealing with the Death of a Parent, Car Accident",Original Screenplay,Drama,Live Action,Contemporary Fiction,United States,English,,,,"$9,180,275","$1,647,081","$10,827,356",,
128,https://www.the-numbers.com/movie/6th-Day-The,[],"[['Roger Spottiswoode', 'Director'], ['Cormac Wibberley', 'Screenwriter'], ['Marianne Wibberley', 'Screenwriter'], ['Trevor Rabin', 'Composer']]","$13,020,883 (37.7% of total gross)",2.65 (domestic box office/biggest weekend),36.0% (domestic box office/worldwide),"$82,000,000 (worldwide box office is 1.2 times production budget)","2,516 opening theaters/2,518 max. theaters, 4.3 weeks average run per theater","$58,750,796","November 17th, 2000 (Wide) by Sony Pictures","August 5th, 2008 by Sony Pictures Home Entertainment","PG-13 for strong action violence, brief strong language and some sensuality.",124 minutes,vs. 9Create your own comparison chart…,"Cloning, Action Thriller, Near Future, Human Experimentation",Original Screenplay,Action,Live Action,Science Fiction,United States,English,,,,"$34,543,701","$61,481,197","$96,024,898",,
129,https://www.the-numbers.com/movie/Bounce,"['Joe Morton', 'Natasha Henstridge', 'Tony Goldwyn', 'Johnny Galecki', 'David Paymer (uncredited)*', 'Alex D. Linz', 'Jennifer Grey', 'Ben Affleck', 'Gwyneth Paltrow']","[['Don Roos', 'Director'], ['Don Roos', 'Screenwriter'], ['Steve Golin', 'Producer'], ['Michael Besman', 'Producer'], ['Bob Weinstein', 'Executive Producer'], ['Harvey Weinstein', 'Executive Producer'], ['Bob Osher', 'Executive Producer'], ['Meryl Poster', 'Executive Producer'], ['Alan C. Blomquist', 'Co-Producer'], ['Bobby Cohen', 'Co-Producer'], ['Robert Elswit', 'Director of Photography'], ['David Wasco', 'Production Designer'], ['David Codron', 'Editor'], ['Mychael Danna', 'Composer'], ['Randall Poster', 'Music Supervisor'], ['Peter Mitchell', 'Costume Designer'], ['Patrick J. Rush', 'Casting Director'], ['Sharon Klein', 'Casting Director']]","$11,423,716 (31.0% of total gross)",3.22 (domestic box office/biggest weekend),68.9% (domestic box office/worldwide),"$35,000,000 (worldwide box office is 1.5 times production budget)","1,918 opening theaters/2,028 max. theaters, 5.1 weeks average run per theater","$62,606,240","November 17th, 2000 (Wide) by Miramax",,PG-13 for some language and sensuality,106 minutes,vs. Men of HonorCreate your own comparison chart…,"Romantic Drama, Plane Crash, Advertising and Marketing, Addiction, Rehab / Former Addict",Original Screenplay,Drama,Live Action,Contemporary Fiction,United States,English,,Steve Golin/Michael Besman,,"$36,805,288","$16,620,004","$53,425,292",,
130,https://www.the-numbers.com/movie/How-the-Grinch-Stole-Christmas-(2000),"['Jeffrey Tambor', 'Christine Baranski', 'Bill Irwin', 'Molly Shannon', 'Clint Howard', 'Taylor Momsen', 'Jim Carrey']","[['Ron Howard', 'Director'], ['Todd Hallowell', 'Executive Producer'], ['Brian Grazer', 'Producer'], ['Jeffrey Price', 'Screenwriter'], ['Peter S. Seaman', 'Screenwriter'], ['Dr Seuss', 'Story Creator'], ['Donald Peterman', 'Cinematographer'], ['Michael Corenblith', 'Production Designer'], ['Daniel P. Hanley', 'Editor'], ['Mike Hill', 'Editor'], ['James Horner', 'Composer']]","$55,820,330 (21.4% of total gross)",4.66 (domestic box office/biggest weekend),75.4% (domestic box office/worldwide),"$123,000,000 (worldwide box office is 2.8 times production budget)","3,127 opening theaters/3,256 max. theaters, 8.7 weeks average run per theater","$442,175,988","November 17th, 2000 (Wide) by Universal","November 20th, 2001 by Universal Home Entertainment",PG for some crude humor.,105 minutes,vs. Miss CongenialityCreate your own comparison chart…,"Visual Effects, Christmas, Live Action Cartoon",Based on Fiction Book/Short Story,Adventure,Live Action,Kids Fiction,United States,English,,"Universal Pictures, Imagine Entertainment, Brian Grazer Productions","November 30th, 2000 (Wide), released as The Grinch (Australia)
December 1st, 2000 (Wide), released as The Grinch (2000) (United Kingdom)
November 20th, 2020 (Limited) (Australia)
November 26th, 2021 (Wide), released as The Grinch (2000) (Re: 2021) (United Kingdom)
","$260,348,825","$85,096,578","$345,445,403",,
131,https://www.the-numbers.com/movie/Rugrats-in-Paris,[],"[['Mark Mothersbaugh', 'Composer'], ['J. David Stem', 'Screenwriter']]","$22,718,184 (29.7% of total gross)",3.37 (domestic box office/biggest weekend),74.1% (domestic box office/worldwide),"$30,000,000 (worldwide box office is 3.4 times production budget)","2,934 opening theaters/2,957 max. theaters, 8.1 weeks average run per theater","$129,721,993","November 17th, 2000 (Wide) by Paramount Pictures","March 27th, 2001 by Paramount Home Video",G,78 minutes,vs. The Rugrats MovieCreate your own comparison chart…,Family Vacations,Based on TV,Adventure,Hand Animation,Kids Fiction,United States,English,Rugrats Movie,,,"$76,501,438","$26,783,375","$103,284,813",,
132,https://www.the-numbers.com/movie/102-Dalmatians,[],"[['Kevin Lima', 'Director'], ['Kristen Buckley', 'Screenwriter'], ['Brian Regan', 'Screenwriter'], ['Bob Tzudiker', 'Screenwriter'], ['Noni White', 'Screenwriter'], ['Dodie Smith', 'Based on the Novel ""The One Hundred and One Dalmations"" By'], ['Kristen Buckley', 'Story Creator'], ['Brian Regan', 'Story Creator'], ['Edward S. Feldman', 'Producer'], ['David Newman', 'Composer']]","$19,883,351 (29.7% of total gross)",3.37 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$85,000,000 (worldwide box office is 0.8 times production budget)","2,704 opening theaters/2,704 max. theaters, 7.5 weeks average run per theater","$128,988,749","November 22nd, 2000 (Wide) by Walt Disney",,G,100 minutes,vs. 101 DalmatiansCreate your own comparison chart…,Live Action Cartoon,Based on Fiction Book/Short Story,Adventure,Live Action,Kids Fiction,United States,English,101 Dalmatians,Walt Disney Pictures,,"$66,941,559",,,,
133,https://www.the-numbers.com/movie/Quills,[],"[['Philip Kaufman', 'Director']]","$249,383 (3.5% of total gross)",11.47 (domestic box office/biggest weekend),60.2% (domestic box office/worldwide),"$13,500,000 (worldwide box office is 0.9 times production budget)","9 opening theaters/223 max. theaters, 8.9 weeks average run per theater","$11,711,557","November 22nd, 2000 (Limited) by Fox Searchlight",,"R for strong sexual content including dialogue, violence and language",,vs. The White CountessCreate your own comparison chart…,"Biography, Writing and Writers, Erotic Drama",Based on Play,Drama,Live Action,Historical Fiction,United States,,,,,"$7,060,876","$4,671,212","$11,732,088",,
134,https://www.the-numbers.com/movie/Unbreakable,"['Robin Wright', 'Bruce Willis', 'Samuel L. Jackson']","[['M. Night Shyamalan', 'Director'], ['M. Night Shyamalan', 'Screenwriter'], ['M. Night Shyamalan', 'Producer'], ['Barry Mendel', 'Producer'], ['Sam Mercer', 'Producer'], ['Gary Barber', 'Executive Producer'], ['Roger Birnbaum', 'Executive Producer'], ['Eduardo Serra', 'Director of Photography'], ['Larry Fulton', 'Production Designer'], ['Dylan Tichenor', 'Editor'], ['Joanna Johnston', 'Costume Designer'], ['James Newton Howard', 'Composer']]","$30,330,771 (31.9% of total gross)",3.13 (domestic box office/biggest weekend),38.3% (domestic box office/worldwide),"$73,243,106 (worldwide box office is 3.4 times production budget)","2,708 opening theaters/2,790 max. theaters, 6.0 weeks average run per theater","$161,218,935","November 22nd, 2000 (Wide) by Walt Disney","June 21st, 2001 by Buena Vista Home Entertainment","PG-13 for mature themes, some disturbing content and a sexual reference",107 minutes,vs. SignsCreate your own comparison chart…,"Surprise Twist, Epilogue, Origin Story",Original Screenplay,Thriller/Suspense,Live Action,Super Hero,United States,English,Unbreakable,"Touchstone Pictures, Blinding Edge Pictures","November 30th, 2000 (Wide) (Australia)
","$94,999,143","$153,100,000","$248,099,143",,
135,https://www.the-numbers.com/movie/Crouching-Tiger-Hidden-Dragon,[],"[['Ang Lee', 'Director']]","$663,205 (0.5% of total gross)",12.28 (domestic box office/biggest weekend),60.1% (domestic box office/worldwide),"$15,000,000 (worldwide box office is 14.3 times production budget)","16 opening theaters/2,027 max. theaters, 12.9 weeks average run per theater","$208,988,051","December 8th, 2000 (Wide) by Sony Pictures ClassicsDecember 6th, 2020 (Special Engagement) by Fathom EventsFebruary 17th, 2023 (Limited) by Sony Pictures Classics","June 5th, 2001 by Sony Pictures Home Entertainment",PG-13 for martial arts violence and some sexuality,120 minutes,vs. The Great WallCreate your own comparison chart…,"Wire Fu, Secret Identity, Martial Arts, Underwater, Non-Chronological, 1600s, Romance, Doomed Romance, 2001 Oscars Best Picture Nominee",Based on Fiction Book/Short Story,Action,Live Action,Fantasy,"China, Hong Kong, Taiwan, Province of China, United States",Mandarin,"Crouching Tiger, Hidden Dragon","United China Vision, Asia Union Film and Entertainment LTD, Sony Pictures Classics, Edko Films, Good Machine, Columbia Pictures, China Film Co. LTD","January 4th, 2001 (Wide) (Australia)
June 18th, 2023 (Limited) (Australia)
","$128,519,357","$85,446,864","$213,966,221",,
136,https://www.the-numbers.com/movie/Dungeons-and-Dragons,[],[],"$7,237,422 (47.7% of total gross)",2.10 (domestic box office/biggest weekend),45.0% (domestic box office/worldwide),"$35,000,000 (worldwide box office is 1.0 times production budget)","2,078 opening theaters/2,078 max. theaters, 3.5 weeks average run per theater","$25,758,778","December 8th, 2000 (Wide) by New Line",,PG-13 for fantasy action violence,,vs. Indiana Jones and the Last CrusadeCreate your own comparison chart…,"Sword & Sorcerer, Voiceover/Narration, Prologue, Dragon",Based on Game,Adventure,Live Action,Fantasy,,,Dungeons & Dragons,Silver Pictures,,"$15,185,241","$18,586,724","$33,771,965",,
137,https://www.the-numbers.com/movie/Proof-of-Life,"['David Morse', 'Pamela Reed', 'David Caruso', 'Meg Ryan', 'Russell Crowe']","[['Taylor Hackford', 'Director'], ['Tony Gilroy', 'Screenwriter'], ['Taylor Hackford', 'Producer'], ['Charles Mulvehill', 'Producer'], ['Steven Reuther', 'Executive Producer'], ['Tony Gilroy', 'Executive Producer'], ['Slawomir Idziak', 'Director of Photography'], ['Bruno Rubeo', 'Production Designer'], ['John Smith', 'Editor'], ['Sheldon Kahn', 'Editor'], ['Danny Elfman', 'Composer'], ['Nancy Klopper', 'Casting Director']]","$10,207,869 (31.3% of total gross)",3.19 (domestic box office/biggest weekend),51.9% (domestic box office/worldwide),"$65,000,000 (worldwide box office is 1.0 times production budget)","2,705 opening theaters/2,705 max. theaters, 4.5 weeks average run per theater","$55,172,772","December 8th, 2000 (Wide) by Warner Bros.",,"R for violence, language and some drug material",135 minutes,vs. The Family ManCreate your own comparison chart…,"Kidnap, Action Thriller, Rescue, Special Ops, Hostage, Ransom, Infidelity, Relationships Gone Wrong, Set in South America",Based on Factual Book/Article,Action,Live Action,Contemporary Fiction,United States,English,,Castle Rock Entertainment,,"$32,598,931","$30,162,074","$62,761,005",,
