,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Production Budget:,Theater counts:,Infl. Adj. Dom. BO,International Releases:,Running Time:,Comparisons:,Source:,Genre:,Production Method:,Creative Type:,Production Countries:,Languages:,Domestic Releases:,Production/Financing Companies:,Video Release:,MPAA Rating:,Keywords:,Franchise:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic DVD Sales,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
65,https://www.the-numbers.com/movie/Bobs-Burgers-Movie-The-(2022),"['Dan Mintz', 'Eugene Mirman', 'John Roberts', 'Kristen Schaal', 'H. Jon Benjamin']","[['Loren Bouchard', 'Director'], ['Nora Smith', 'Screenwriter'], ['Loren Bouchard', 'Screenwriter']]","$12,416,819 (38.9% of total gross)",2.57 (domestic box office/biggest weekend),93.6% (domestic box office/worldwide),,"3,425 opening theaters/3,425 max. theaters, 3.5 weeks average run per theater","$31,933,830","May 25th, 2022 (Wide), released as Bob's Burgers - Il Film (Italy)
May 26th, 2022 (Wide), released as Bob’s Burgers: La película (Argentina)
May 26th, 2022 (Wide) (Australia)
May 26th, 2022 (Wide), released as Bob’s Burgers: La película (Chile)
May 26th, 2022 (Wide), released as Bob’s Burgers: La película (Colombia)
... Show all releases
",,vs. Downton Abbey: A New EraCreate your own comparison chart…,Based on TV,Comedy,Digital Animation,Contemporary Fiction,United States,English,"May 27th, 2022 (Wide) by 20th Century Studios",20th Century Fox Animation,"July 12th, 2022 by 20th Century Studios","PG-13 for rude/suggestive material and language.(Rating bulletin 2708 (cert #53341), 11/24/2021)","Disrupted by COVID-19 pandemic, Dysfunctional Family, Posthumous Release",,"$31,933,830","$2,187,812","$34,121,642","$636,014","$938,087","$1,574,101"
66,https://www.the-numbers.com/movie/Milyang,[],"[['Lee Chang-dong', 'Director']]",,,,,,,"May 27th, 2022 (Wide) (South Korea)
June 16th, 2022 (Limited) (South Korea)
",141 minutes,Create your own comparison chart…,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,Republic of Korea,Korean,,,,,Foreign Language,,n/a,"$10,031,302","$10,031,302",,,
67,https://www.the-numbers.com/movie/Doraemon-the-Movie-Nobita-s-Little-Star-Wars-2021-(2022-Japan),[],"[['Shin Yamaguchi', 'Director']]",,,,,,,"May 28th, 2022 (Wide) (China)
August 3rd, 2022 (Wide) (South Korea)
August 5th, 2022 (Wide) (Turkey)
",108 minutes,Create your own comparison chart…,Remake,Adventure,Digital Animation,Kids Fiction,Japan,Japanese,,,,,Spoof,,n/a,"$15,012,353","$15,012,353",,,
68,https://www.the-numbers.com/movie/Detective-Conan-The-Bride-of-Halloween-(2022-Japan),[],"[['Gosho Aoyama', 'Director']]",,,,,,,"May 31st, 2022 (Limited), released as Detektiv Conan - The Movie: Die Halloween-Braut (Germany)
June 2nd, 2022 (Limited) (Australia)
June 2nd, 2022 (Limited) (New Zealand)
July 8th, 2022 (Limited) (South Korea)
July 8th, 2022 (Limited), released as Detective Conan La novia de Halloween (Spain)
... Show all releases
",,Create your own comparison chart…,Based on Comic/Graphic Novel,Action,Digital Animation,Kids Fiction,Japan,Japanese,,,,,,Detective Conan,n/a,"$33,777,282","$33,777,282",,,
69,https://www.the-numbers.com/movie/Jurassic-World-Dominion-(2022),"['Laura Dern', 'Jeff Goldblum', 'Sam Neill', 'DeWanda Wise', 'Mamoudou Athie', 'B.D. Wong', 'Omar Sy', 'Isabella Sermon', 'Campbell Scott', 'Justice Smith', 'Scott Haze', 'Dichen Lachman', 'Daniella Pineda', 'Chris Pratt', 'Bryce Dallas Howard']","[['Colin Trevorrow', 'Director'], ['Emily Carmichael', 'Screenwriter'], ['Colin Trevorrow', 'Screenwriter'], ['Derek Connolly', 'Story by'], ['Colin Trevorrow', 'Story by'], ['Michael Crichton', 'based on characters created by'], ['Frank Marshall', 'Producer'], ['Patrick Crowley', 'Producer'], ['Steven Spielberg', 'Executive Producer'], ['Alexandra Derbyshire*', 'Executive Producer'], ['Colin Trevorrow', 'Executive Producer']]","$145,075,625 (38.5% of total gross)",2.60 (domestic box office/biggest weekend),37.5% (domestic box office/worldwide),"$165,000,000 (worldwide box office is 6.1 times production budget)","4,676 opening theaters/4,697 max. theaters, 7.0 weeks average run per theater","$376,851,080","June 1st, 2022 (Wide), released as Jurassic World: Dominio (Mexico)
June 1st, 2022 (Wide), released as Jurassic World: Dominion (쥬라기 월드: 도미니언) (South Korea)
June 2nd, 2022 (Wide), released as Jurassic World Dominio (Argentina)
June 2nd, 2022 (Wide), released as Jurassic World Dominio (Bolivia)
June 2nd, 2022 (Wide), released as Jurassic World Domínio (Brazil)
... Show all releases
",146 minutes,vs. Top Gun: MaverickCreate your own comparison chart…,Original Screenplay,Action,Live Action,Science Fiction,United States,English,"June 10th, 2022 (Wide) by UniversalJune 10th, 2022 (IMAX) by Universal","Amblin Entertainment, The Kennedy/Marshall Company, Perfect World Pictures","July 14th, 2022 by Universal Home Entertainment","PG-13 for intense sequences of action, some violence and language.(Rating bulletin 2709 (cert #53509), 12/1/2021)","Cloning, Dinosaurs, Dinosaurs in the Modern World, Animals Gone Bad, Action Adventure",Jurassic Park,"$376,851,080","$626,849,524","$1,003,700,604","$9,889,625","$20,655,413","$30,545,038"
70,https://www.the-numbers.com/movie/An-Lian-Ju-Sheng-Huai-Nari-(2022-China),[],"[['Bin Huang', 'Director']]",,,,,,,"June 2nd, 2022 (Wide) (China)
",90 minutes,Create your own comparison chart…,Original Screenplay,Drama,Live Action,Dramatization,China,Mandarin,,,,,Romance,,n/a,"$7,200,000","$7,200,000",,,
71,https://www.the-numbers.com/movie/Ju-sheng-huai-nan-(2022-China),[],"[['Bin Huang', 'Director']]",,,,,,,"June 2nd, 2022 (Wide), released as My Blue Summer (China)
",,Create your own comparison chart…,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,China,Mandarin,,,,,,,n/a,"$20,050,000","$20,050,000",,,
72,https://www.the-numbers.com/movie/beurokeo-(2022-South-Korea),"['Dong-won Gang', 'Song Kang-ho', 'Ji Eun Lee (이지은)', 'Joo-Young Lee', 'Doona Bae']","[['Hirokazu Kore-eda', 'Director'], ['Hirokazu Kore-eda', 'Screenwriter'], ['Eugene Lee', 'Producer']]","$28,482 (2.7% of total gross)",3.32 (domestic box office/biggest weekend),8.5% (domestic box office/worldwide),,"4 opening theaters/271 max. theaters, 2.2 weeks average run per theater","$1,046,898","June 8th, 2022 (Wide) (South Korea)
October 13th, 2022 (Limited), released as Le Buone Stelle (Italy)
October 24th, 2022 (Limited), released as Broker (ベイビー・ブローカー) (Japan)
October 28th, 2022 (Limited) (Turkey)
December 6th, 2022 (Limited), released as Les Bonnes Étoiles (France)
... Show all releases
",129 minutes,Create your own comparison chart…,Original Screenplay,Drama,Live Action,Contemporary Fiction,Republic of Korea,Korean,"December 26th, 2022 (Limited) by Neon, released as Broker",,"February 21st, 2023 by Decal, released as Broker","R for some language.(Rating bulletin 2759 (cert #54148), 11/23/2022)","Life Drama, Orphan, Human-Trafficking, Fugitive / On the Run, Poverty",,"$1,046,898","$11,273,451","$12,320,349",,,
73,https://www.the-numbers.com/movie/Odna-(2022-Russia),[],"[['Dmitriy Suvorov', 'Director']]",,,,,,,"June 9th, 2022 (Wide) (Russia (CIS))
",,Create your own comparison chart…,,Adventure,Live Action,,Russian Federation,Russian,,,,,,,n/a,"$5,730,088","$5,730,088",,,
74,https://www.the-numbers.com/movie/Doragon-boru-supa-supa-hiro-(2022-Japan),[],"[['Tetsuro Kodama', 'Director'], ['Akira Toriyama', 'Screenwriter']]","$21,124,049 (65.7% of total gross)",1.52 (domestic box office/biggest weekend),46.2% (domestic box office/worldwide),,"3,018 opening theaters/3,018 max. theaters, 2.0 weeks average run per theater","$32,132,374","June 11th, 2022 (Wide) (Japan)
August 18th, 2022 (Wide), released as Dragon Ball Super: Super Hero (Argentina)
August 18th, 2022 (Wide), released as Dragon Ball Super: Super Hero (Australia)
August 18th, 2022 (Wide), released as Dragon Ball Super: Superhéroe (Bolivia)
August 18th, 2022 (Wide), released as Dragon Ball Super: Super-Herói (Brazil)
... Show all releases
",99 minutes,vs. Dragon Ball Super: BrolyCreate your own comparison chart…,Based on Comic/Graphic Novel,Action,Digital Animation,Science Fiction,Japan,"English, Japanese","August 19th, 2022 (Wide) by Crunchyroll, released as Dragon Ball Super: Super HeroAugust 19th, 2022 (IMAX) by Crunchyroll, released as Dragon Ball Super: Super Hero",,"March 14th, 2023 by Crunchyroll, released as Dragon Ball Super: Super Hero","PG-13 for some action/violence and smoking.(Rating bulletin 2742 (cert #53893) (Dubbed), 7/27/2022)PG-13 for some action/violence and smoking.(Rating bulletin 2742 (cert #53894) (Subbed), 7/27/2022)","Anime, Action Adventure",Dragon Ball,"$32,132,374","$37,364,422","$69,496,796",,,
75,https://www.the-numbers.com/movie/Lightyear-(2022),"['Keke Palmer', 'Peter Sohn', 'Taika Waititi', 'Dale Soules', 'James Brolin', 'Uzo Aduba', 'Mary McDonald-Lewis', 'Isiah Whitlock, Jr.', 'Efren Ramirez', 'Chris Evans']","[['Angus Maclane', 'Director'], ['Angus Maclane', 'Screenwriter'], ['Jason Headley', 'Screenwriter'], ['Angus Maclane', 'Story by'], ['Matthew Aldrich', 'Story by'], ['Jason Headley', 'Story by'], ['Galyn Susman', 'Producer'], ['Andrew Stanton', 'Executive Producer'], ['Pete Docter', 'Executive Producer'], ['Michael Giacchino', 'Composer'], ['Jeremy Lasky', 'Director of Photography'], ['Ian Megibben', 'Director of Photography'], ['Jane Yen', 'Visual Effects Supervisor'], ['Tim Evatt', 'Production Designer'], ['Dean Kelly', 'Story Supervisor'], ['David DeVan', 'Animation Supervisor'], ['Anthony J. Greenberg', 'Editor']]","$50,577,961 (42.8% of total gross)",2.34 (domestic box office/biggest weekend),54.1% (domestic box office/worldwide),"$200,000,000 (worldwide box office is 1.1 times production budget)","4,255 opening theaters/4,255 max. theaters, 4.1 weeks average run per theater","$118,307,188","June 15th, 2022 (Wide) (Belgium)
June 15th, 2022 (Wide) (Finland)
June 15th, 2022 (Wide), released as Lightyear - La vera storia di Buzz (Italy)
June 15th, 2022 (Wide) (Netherlands)
June 15th, 2022 (Wide) (Norway)
... Show all releases
",110 minutes,vs. ElementalCreate your own comparison chart…,Spin-Off,Adventure,Digital Animation,Kids Fiction,United States,English,"June 17th, 2022 (Wide) by Walt DisneyJune 17th, 2022 (IMAX) by Walt Disney","Walt Disney Pictures, Disney-Pixar","August 3rd, 2022 by Disney+","PG for action/peril.(Rating bulletin 2731 (cert #53706), 5/11/2022)","Family Adventure, Set in Outer Space, Prequel, Origin Story",Toy Story,"$118,307,188","$100,461,111","$218,768,299","$1,424,999","$1,966,715","$3,391,714"
76,https://www.the-numbers.com/movie/Manyeo-2-(2022-South-Korea),[],"[['Park Hoon-jung', 'Director']]","$47,552 (33.1% of total gross)",3.02 (domestic box office/biggest weekend),0.6% (domestic box office/worldwide),,"12 opening theaters/12 max. theaters, 2.3 weeks average run per theater","$143,723","June 15th, 2022 (Wide) (South Korea)
May 26th, 2023 (Limited), released as The Witch (魔女　－増殖－) (Japan)
2023 (Limited), released as The Witch 2: The Other Witch (Mexico)
",137 minutes,Create your own comparison chart…,Original Screenplay,Horror,Live Action,Contemporary Fiction,Republic of Korea,Korean,"June 17th, 2022 (Limited) by Well Go USA, released as The Witch 2: The Other One",,,,,The Witch    ,"$143,723","$22,161,508","$22,305,231",,,
77,https://www.the-numbers.com/movie/Minions-The-Rise-of-Gru-(2021),"['Taraji P. Henson', 'Michelle Yeoh', 'RZA', 'Jean-Claude Van Damme', 'Lucy Lawless', 'Dolph Lundgren', 'Danny Trejo', 'Russell Brand', 'Julie Andrews', 'Alan Arkin', 'Steve Carell']","[['Kyle Balda', 'Director'], ['Brad Ableson', 'Co-Director'], ['Jonathan Del Val', 'Co-Director'], ['Matthew Fogel', 'Screenwriter'], ['Brian Lynch', 'Story by'], ['Matthew Fogel', 'Story by'], ['Christopher Meledandri', 'Producer'], ['Janet Healy', 'Producer'], ['Chris Renaud', 'Producer'], ['Brett Hoffman', 'Executive Producer'], ['Jean Luc Florinda', 'Co-Producer'], ['Claire Dodgson', 'Editor'], ['Heitor Pereira', 'Composer'], ['Pharrell Williams', 'Song Writer']]","$107,010,140 (28.9% of total gross)",3.45 (domestic box office/biggest weekend),39.4% (domestic box office/worldwide),"$80,000,000 (worldwide box office is 11.7 times production budget)","4,391 opening theaters/4,427 max. theaters, 10.4 weeks average run per theater","$369,695,210","June 16th, 2022 (Wide) (Australia)
June 24th, 2022 (Wide) (Finland)
June 29th, 2022 (Wide), released as Minions: Nace Un Villano (Central America)
June 29th, 2022 (Wide), released as Minions: Nace Un Villano (Colombia)
June 29th, 2022 (Wide) (Egypt)
... Show all releases
",88 minutes,vs. The Super Mario Bros. MovieCreate your own comparison chart…,Spin-Off,Comedy,Digital Animation,Kids Fiction,United States,English,"July 1st, 2022 (Wide) by UniversalJuly 1st, 2022 (IMAX) by Universal","Universal Pictures, Illumination Entertainment","August 1st, 2022 by Universal Home Entertainment","PG for some action/violence and rude humor.(Rating bulletin 2636 (Cert #52775), 7/1/2020)","Disrupted by COVID-19 pandemic, Prequel, Inbetwequel, Origin Story, Super Villains, Family Comedy",Despicable MeMinions,"$369,695,210","$569,406,977","$939,102,187","$6,790,968","$7,308,947","$14,099,915"
78,https://www.the-numbers.com/movie/Good-Luck-to-You-Leo-Grande-(2022-United-Kingdom),"['Isabella Laughland', 'Emma Thompson', 'Daryl McCormack']","[['Sophie Hyde', 'Director'], ['Katy Brand', 'Screenwriter'], ['Debbie Gray', 'Producer'], ['Adrian Politowski', 'Producer']]",,,,,,,"June 17th, 2022 (Wide) (United Kingdom)
July 8th, 2022 (Limited), released as Good Luck to You, Leo Grande (굿 럭 투 유, 레오 그란데) (South Korea)
July 14th, 2022 (Limited) (Germany)
July 15th, 2022 (Limited), released as Hodně štěstí, pane Veliký (Czech Republic)
July 15th, 2022 (Limited), released as Veľa šťastia, pán Veľký (Slovakia)
... Show all releases
",97 minutes,Create your own comparison chart…,Original Screenplay,Comedy,Live Action,Contemporary Fiction,United Kingdom,English,"June 17th, 2022 (Limited) by Searchlight Pictures","Genesius Pictures, Cornerstone Films, CAA Media Finance","June 17th, 2022 by Hulu","R R for sexual content, graphic nudity and some language.(Rating bulletin 2722 (cert #53641), 3/9/2022)","Sundance Film Festival 2022, Comedy Drama, Romance",,n/a,"$7,334,793","$7,334,793",,,
79,https://www.the-numbers.com/movie/One-Week-Friends-(2022-China),[],[],,,,,,,"June 18th, 2022 (Wide), released as One Week Friends (China)
July 14th, 2022 (Limited), released as One Week Friends (New Zealand)
July 15th, 2022 (Limited) (Australia)
",,Create your own comparison chart…,,,,,,,,,,,,,n/a,"$18,014,349","$18,014,349",,,
80,https://www.the-numbers.com/movie/Black-Phone-The-(2022),"['Mason Thames', 'Madeleine McGraw', 'James Ransone', 'Jeremy Davies', 'Ethan Hawke']","[['Scott Derrickson', 'Director'], ['Scott Derrickson', 'Screenwriter'], ['C. Robert Cargill', 'Screenwriter'], ['Joe Hill', 'Story based on the short story by'], ['Scott Derrickson', 'Producer'], ['C. Robert Cargill', 'Producer'], ['Jason Blum', 'Producer'], ['Christopher H. Warner', 'Executive Producer'], ['Ryan Turek', 'Executive Producer'], ['Brett Jutkiewicz', 'Director of Photography'], ['Patti Podesta', 'Production Designer'], ['Amy Andrews', 'Costume Designer'], ['Frederic Thoraval', 'Editor'], ['Mark Korven', 'Composer']]","$23,633,220 (26.2% of total gross)",3.81 (domestic box office/biggest weekend),55.8% (domestic box office/worldwide),,"3,150 opening theaters/3,156 max. theaters, 5.9 weeks average run per theater","$90,123,235","June 22nd, 2022 (Wide) (Belgium)
June 22nd, 2022 (Wide) (Egypt)
June 22nd, 2022 (Wide), released as Black Phone (France)
June 22nd, 2022 (Wide) (Hong Kong)
June 22nd, 2022 (Wide) (Iceland)
... Show all releases
",102 minutes,vs. SmileCreate your own comparison chart…,Based on Fiction Book/Short Story,Horror,Live Action,Contemporary Fiction,United States,English,"June 24th, 2022 (Wide) by Universal","Blumhouse, Crooked Highway Productions, Universal Pictures","July 14th, 2022 by Universal Home Entertainment","R for violence, bloody images, language and some drug use.(Rating bulletin 2693 (cert #53351), 8/11/2021)","Psychological Horror, Serial Killer, Kidnap, Trapped, Escape",,"$90,123,230","$71,317,836","$161,441,066",,"$1,835,421","$1,835,421"
81,https://www.the-numbers.com/movie/Elvis-(2021),"['Tom Hanks', 'Helen Thomson', 'Richard Roxburgh', 'Olivia DeJonge', 'Yola Quartey', 'Shonka Dukureh', 'Alton Mason', 'Kelvin Harrison Jr', 'Gary Clark, Jr.', 'David Wenham', 'Luke Bracey', 'Dacre Montgomery', 'Austin Butler']","[['Baz Luhrmann', 'Director'], ['Baz Luhrmann', 'Screenwriter'], ['Craig Pearce', 'Screenwriter'], ['Sam Bromell', 'Screenwriter'], ['Jeremy Doner', 'Screenwriter'], ['Baz Luhrmann', 'Story by'], ['Jeremy Doner', 'Story Creator'], ['Baz Luhrmann', 'Producer'], ['Catherine Martin', 'Producer'], ['Gail Berman', 'Producer'], ['Patrick McCormick', 'Producer'], ['Schuyler Weiss', 'Producer'], ['Toby Emmerich', 'Executive Producer'], ['Courtenay Valenti', 'Executive Producer'], ['Kevin McCormick', 'Executive Producer'], ['Catherine Martin', 'Production Designer'], ['Karen Murphy', 'Production Designer'], ['Matt Villa', 'Editor'], ['Jonathan Redmond', 'Editor'], ['Elliott Wheeler', 'Composer'], ['Mandy Walker', 'Director of Photography'], ['Catherine Martin', 'Costume Designer'], ['Elliott Wheeler', 'Executive Music Producer']]","$31,211,579 (20.7% of total gross)",4.84 (domestic box office/biggest weekend),54.0% (domestic box office/worldwide),"$85,000,000 (worldwide box office is 3.3 times production budget)","3,906 opening theaters/3,932 max. theaters, 8.3 weeks average run per theater","$151,040,048","June 22nd, 2022 (Wide) (Belgium)
June 22nd, 2022 (Wide) (France)
June 23rd, 2022 (Wide) (Australia)
June 23rd, 2022 (Wide) (Czech Republic)
June 23rd, 2022 (Wide) (Denmark)
... Show all releases
",159 minutes,vs. Bohemian RhapsodyCreate your own comparison chart…,Based on Real Life Events,Drama,Live Action,Dramatization,"Australia, United States",English,"June 24th, 2022 (Wide) by Warner Bros.January 27th, 2023 (Wide) by Warner Bros.","Warner Bros., Bazmark, The Jackal Group","August 8th, 2022 by Warner Home Video","PG-13 for substance abuse, strong language, suggestive material and smoking.(Rating bulletin 2731 (cert #53746), 5/11/2022)","Rock 'n' Roll, 1950s, Set in Mississippi, Set in Memphis, Rhythm and Blues, Biographical Drama, Same Role, Multiple Actors, 2023 Oscars Best Picture Nominee",,"$151,040,048","$128,522,481","$279,562,529","$5,224,425","$6,534,113","$11,758,538"
82,https://www.the-numbers.com/movie/Marcel-the-Shell-with-Shoes-On-(2022),"['Isabella Rossellini', 'Rosa Salazar', 'Thomas Mann', 'Lesley Stahl', 'Jenny Slate']","[['Dean Fleischer-Camp', 'Director'], ['Dean Fleischer-Camp', 'Screenwriter'], ['Nick Paley', 'Screenwriter'], ['Jenny Slate', 'Screenwriter']]","$159,403 (2.5% of total gross)",7.24 (domestic box office/biggest weekend),90.7% (domestic box office/worldwide),,"6 opening theaters/821 max. theaters, 4.0 weeks average run per theater","$6,333,703","July 28th, 2022 (Limited) (New Zealand)
January 5th, 2023 (Limited) (Australia)
February 9th, 2023 (Limited) (Italy)
February 17th, 2023 (Wide) (United Kingdom)
June 14th, 2023 (Limited), released as Marcel, le Coquillage (avec ses chaussures) (France)
... Show all releases
",89 minutes,vs. Bodies Bodies BodiesCreate your own comparison chart…,Based on Short Film,Comedy,Stop-Motion Animation,Contemporary Fiction,United States,English,"June 24th, 2022 (Limited) by A24July 29th, 2022 (Expands Wide) by A24","A24, Cinereach Films, You Want I Should, Sunbeam TV and Films, Human Woman, Chiodo Bros Productions","September 6th, 2022 by A24","PG for some suggestive material and thematic elements.(Rating bulletin 2711 (cert #53496), 12/15/2021)","Comedy Drama, Mockumentary, Internet, Media Circus, Missing Person, Faulty Memory",,"$6,333,703","$645,912","$6,979,615",,,
