,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Production Budget:,Theater counts:,Infl. Adj. Dom. BO,Domestic Releases:,International Releases:,Video Release:,MPAA Rating:,Running Time:,Franchise:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production/Financing Companies:,Production Countries:,Languages:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic DVD Sales,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
10,https://www.the-numbers.com/movie/Deliha-2-(Turkey),[],[],,,,,,,,"January 12th, 2018 (Wide) (Turkey)
",,,106 minutes,Deliha,Create your own comparison chart…,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,,Turkey,Turkish,n/a,"$6,429,949","$6,429,949",,,
11,https://www.the-numbers.com/movie/Jai-Simha-(India),[],[],,,,,,,,"January 12th, 2018 (Wide) (Australia)
January 12th, 2018 (Wide) (India)
",,,159 minutes,,Create your own comparison chart…,,Original Screenplay,Action,Live Action,Contemporary Fiction,,India,Telugu,n/a,"$6,763,950","$6,763,950",,,
12,https://www.the-numbers.com/movie/Mujer-sin-Filtro-Una-(Mexico),[],[],,,,,,,,"January 12th, 2018 (Wide) (Mexico)
",,,90 minutes,,Create your own comparison chart…,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,,Mexico,Spanish,n/a,"$5,413,420","$5,413,420",,,
13,https://www.the-numbers.com/movie/Narzeczony-na-Niby-(Poland),['Julia Kaminska'],"[['Bartosz Prokopowicz', 'Director'], ['Katarzyna Priwieziencew', 'Screenwriter'], ['Katarzyna Sarnowska', 'Screenwriter'], ['Agnieszka Odorowicz', 'Producer'], ['Andrzej Papis', 'Producer']]",,,,,,,,"January 12th, 2018 (Wide) (Poland)
May 4th, 2018 (Wide), released as Bride and Groom (United Kingdom)
September 4th, 2020 (Wide) (Russia (CIS))
",,,110 minutes,,Create your own comparison chart…,Romance,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,,Poland,Polish,n/a,"$6,384,591","$6,384,591",,,
14,https://www.the-numbers.com/movie/Normandie-nue-(France)-(2018),[],"[['Philippe Le Guay', 'Director']]",,,,,,,,"January 12th, 2018 (Wide) (France)
June 8th, 2018 (Wide), released as Normandia al desnudo (Spain)
July 13th, 2018 (Wide), released as Normandy Nude (Australia)
November 30th, 2018 (Wide), released as Tudo a Nu na Normandia (Portugal)
",,,105 minutes,,Create your own comparison chart…,,,Drama,Live Action,Contemporary Fiction,,France,French,n/a,"$5,358,786","$5,358,786",,,
15,https://www.the-numbers.com/movie/Thaanaa-Serndha-Koottam-(India),[],[],,,,,,,,"January 12th, 2018 (Wide) (Australia)
January 12th, 2018 (Wide) (India)
January 12th, 2018 (Wide), released as Thaana Serndha Kootam (New Zealand)
January 12th, 2018 (Limited), released as Thaana Serndha Kootam (United Kingdom)
",,,138 minutes,,Create your own comparison chart…,,Based on Fiction Book/Short Story,Action,Live Action,Contemporary Fiction,,India,"Tamil, Telugu",n/a,"$11,383,175","$11,383,175",,,
16,https://www.the-numbers.com/movie/Wo-Di-Ju-Xing-(Hong-Kong),[],[],,,,,,,,"January 12th, 2018 (Wide) (China)
",,,90 minutes,,Create your own comparison chart…,,Original Screenplay,Action,Live Action,Contemporary Fiction,,China,Cantonese,n/a,"$6,168,544","$6,168,544",,,
17,https://www.the-numbers.com/movie/12-Strong,"['Chris Hemsworth', 'Michael Shannon', 'Michael Peña', 'Trevante Rhodes']","[['Nicolai Fuglsig', 'Director'], ['Peter Craig', 'Screenwriter'], ['Ted Tally', 'Screenwriter'], ['Doug Stanton', 'Story based on the book “Horse Soldiers” by'], ['Jerry Bruckheimer', 'Producer'], ['Molly Smith', 'Producer'], ['Trent Luckinbill', 'Producer'], ['Thad Luckinbill', 'Producer'], ['Andrew Kosove', 'Executive Producer'], ['Broderick Johnson', 'Executive Producer'], ['Chad Oman', 'Executive Producer'], ['Mike Stenson', 'Executive Producer'], ['Ellen H. Schwartz', 'Executive Producer'], ['Garrett Grant', 'Executive Producer'], ['Yale Badik', 'Executive Producer'], ['Val Hill', 'Executive Producer'], ['Doug Stanton', 'Executive Producer'], ['Christopher Glass', 'Production Designer'], ['Lisa Lassek', 'Editor'], ['Lorne Balfe', 'Composer'], ['Rasmus Videbaek', 'Director of Photography']]","$15,815,025 (34.5% of total gross)",2.90 (domestic box office/biggest weekend),64.4% (domestic box office/worldwide),"$35,000,000 (worldwide box office is 2.0 times production budget)","3,002 opening theaters/3,018 max. theaters, 4.2 weeks average run per theater","$52,559,383","January 19th, 2018 (IMAX) by Warner Bros.January 19th, 2018 (Wide) by Warner Bros.","January 16th, 2018 (Wide) (United Kingdom)
January 17th, 2018 (Wide) (Egypt)
January 17th, 2018 (Wide) (Philippines)
January 18th, 2018 (Wide) (Cyprus)
January 18th, 2018 (Wide) (Greece)
... Show all releases
","April 10th, 2018 by Warner Home Video","R for war violence and language throughout.(Rating bulletin 2502 (Cert #51285), 11/15/2017)",90 minutes,,vs. 13 Hours: The Secret Soldiers of BenghaziCreate your own comparison chart…,"2000s, 9/11, C.I.A., Taliban, Set in Afghanistan, Afghanistan War, Special Ops, IMAX: DMR, War Drama",Based on Factual Book/Article,Drama,Live Action,Historical Fiction,"Alcon Entertainment, Black Label Media, Jerry Bruckheimer Films, Torridon Films",United States,English,"$45,819,713","$25,298,665","$71,118,378","$4,770,936","$6,088,575","$10,859,511"
18,https://www.the-numbers.com/movie/Hilfe-Ich-Hab-Meine-Eltern-Geschrumpft-(Germany),[],"[['Tim Trageser', 'Director']]",,,,,,,,"January 17th, 2018 (Wide) (Belgium)
January 18th, 2018 (Wide) (Switzerland)
January 19th, 2018 (Wide) (Austria)
January 19th, 2018 (Wide) (Germany)
May 27th, 2021 (Wide), released as Помогите, я уменьшил своих родителей (Russia (CIS))
... Show all releases
",,,96 minutes,Help,Create your own comparison chart…,,Original Screenplay,Adventure,Live Action,Kids Fiction,,Germany,German,n/a,"$8,351,626","$8,351,626",,,
19,https://www.the-numbers.com/movie/Maze-Runner-The-Death-Cure,"['Nathalie Emmanuel', 'Giancarlo Esposito', 'Aidan Gillen', 'Walton Goggins', 'Barry Pepper', 'Will Poulter', 'Patricia Clarkson', 'Jacob Lofland', 'Katherine McNamara', 'Dylan O’Brien', 'Kaya Scodelario', 'Thomas Brodie-Sangster', 'Dexter Darden', 'Ki Hong Lee', 'Rosa Salazar']","[['Wes Ball', 'Director'], ['T.S. Nowlin', 'Screenwriter'], ['James Dashner', 'Story based on “The Death Cure” by'], ['Ellen Goldsmith-Vein', 'Producer'], ['Wyck Godfrey', 'Producer'], ['Lee Stollman', 'Producer'], ['Lorenzo di Bonaventura', 'Executive Producer'], ['Edward Gamarra', 'Executive Producer'], ['T.S. Nowlin', 'Executive Producer'], ['Daniel M. Stillman', 'Executive Producer'], ['Lindsay Williams', 'Executive Producer'], ['Dan Zimmerman', 'Editor'], ['John Paesano', 'Composer'], ['Gyula Pados', 'Director of Photography']]","$24,167,011 (41.6% of total gross)",2.40 (domestic box office/biggest weekend),21.8% (domestic box office/worldwide),"$61,000,000 (worldwide box office is 4.4 times production budget)","3,787 opening theaters/3,793 max. theaters, 3.9 weeks average run per theater","$66,568,496","January 26th, 2018 (Wide) by 20th Century Fox","January 17th, 2018 (Wide) (South Korea)
January 19th, 2018 (Wide) (Australia)
January 19th, 2018 (Wide) (New Zealand)
January 19th, 2018 (Wide) (Taiwan)
January 25th, 2018 (Wide) (China)
... Show all releases
","April 10th, 2018 by Fox Home Entertainment","PG-13 for intense sequences of sci-fi violence and action, language, and some thematic elements.",114 minutes,The Maze Runner,vs. The Maze RunnerCreate your own comparison chart…,"Post Apocalypse, Zombies, Dystopia, Young Adult Book Adaptation, Development Hell, 3-D, 3-D - Post-production Conversion, IMAX: DMR, Action Adventure",Based on Fiction Book/Short Story,Action,Live Action,Science Fiction,"Gotham Group, Temple Hill Entertainment, TSG Entertainment",United States,English,"$58,032,443","$207,846,093","$265,878,536","$4,978,922","$7,229,212","$12,208,134"
20,https://www.the-numbers.com/movie/Ying-Xiong-Ben-Se-2018-(China)-(2018),[],[],,,,,,,,"January 18th, 2018 (Wide), released as A Better Tomorrow 2018 (China)
January 26th, 2018 (Wide), released as A Better Tomorrow (Australia)
January 26th, 2018 (Wide), released as The Better Tomorrow 2018 (New Zealand)
March 22nd, 2018 (Wide), released as A Better Tomorrow 4 (South Korea)
",,,90 minutes,,Create your own comparison chart…,,Original Screenplay,Action,Live Action,Contemporary Fiction,,China,Mandarin,n/a,"$10,079,961","$10,079,961",,,
21,https://www.the-numbers.com/movie/7-Guardians-of-the-Tomb-(Australia),"['Wu Chun', 'Shane Jacobson', 'Stef Dawson', 'Jason Chong', 'Eva Liu', 'Li Bingbing', 'Kellan Lutz', 'Kelsey Grammer']","[['Kimble Rendall', 'Director'], ['Kimble Rendall', 'Screenwriter'], ['Paul Staheli', 'Screenwriter'], ['Gary Hamilton', 'Story by'], ['Jonathan Scanlon', 'Story by'], ['Kimble Rendall', 'Story by'], ['Gary Hamilton', 'Producer'], ['Shi Guirong', 'Producer'], ['Ying Ye', 'Producer'], ['Serena Deng', 'Producer'], ['Mark Lazarus', 'Producer'], ['Li Bingbing', 'Producer'], ['Mike Gabrawy', 'Executive Producer'], ['Elliot Tong', 'Executive Producer'], ['Todd Fellman', 'Executive Producer'], ['Brian Beckmann', 'Executive Producer'], ['He Lewei', 'Executive Producer'], ['Helen Ye Zhong', 'Co-Executive Producer'], ['Kewen Wu', 'Co-Executive Producer'], ['Jonathan Scanlon', 'Co-Executive Producer'], ['Wade Zhong', 'Co-Producer'], ['Jason Guo', 'Co-Producer'], ['Chen Wei', 'Co-Producer'], ['Zhang Qiang', 'Associate Producer'], ['Zhou Keren', 'Associate Producer'], ['Chen Yiwei', 'Associate Producer'], ['Jaeson Ma', 'Associate Producer'], ['Chen Guoxing', 'Production Supervisor'], ['Lesley Parker', 'Line Producer'], ['Marc Varisco', 'Visual Effects Supervisor'], ['Roc Chen', 'Composer'], ['Richard Learoyd', 'Editor'], ['Mathew Evans', 'Editor'], ['Brad Shield', 'Director of Photography'], ['Nicholas McCallum', 'Production Designer'], ['Ann Fay', 'Casting Director'], ['Leigh Pickford', 'Casting Director'], ['Maura Fay', 'Casting Director']]",,,,,,,"February 23rd, 2018 (Limited) by Gravitas Ventures","January 19th, 2018 (Wide) (China)
February 2nd, 2018 (Wide), released as 7 Guardians Of The Tomb (Australia)
February 2nd, 2018 (Wide) (New Zealand)
May 11th, 2018 (Wide), released as Guardiãs do Túmulo (Portugal)
","April 23rd, 2018 by Gravitas Ventures",,90 minutes,,Create your own comparison chart…,"Early / Simultaneous Video-on-Demand release, Treasure Hunters, Fountain of Youth, Set in China, Archaeology, Missing Person, Rescue, Animal Lead, Animals Gone Bad",Original Screenplay,Action,Live Action,Science Fiction,"Gravitas Ventures, Arclight Films International, Grand Canal Pictures, Aurora Alliance, Screen Australia, Screen Queensland, Sleeping Otters Productions, Hamilton Entertainment, Kimble Rendall","Australia, China, Russian Federation, Thailand","English, Mandarin",n/a,"$7,835,554","$7,835,554",,,
22,https://www.the-numbers.com/movie/Brillantissime-(France),[],"[['Michele Laroque', 'Director']]",,,,,,,,"January 19th, 2018 (Wide) (France)
April 26th, 2018 (Wide), released as ВЕЛИКОЛЕПНАЯ (Russia (CIS))
September 14th, 2018 (Wide), released as Pronta Para a Luta (Portugal)
",,,95 minutes,,Create your own comparison chart…,,Based on Play,Comedy,Live Action,Contemporary Fiction,,"Belgium, France",French,n/a,"$5,154,515","$5,154,515",,,
23,https://www.the-numbers.com/movie/Den-of-Thieves,"['Gerard Butler', 'Pablo Schreiber', ""O'Shea Jackson, Jr."", 'Curtis ""50 Cent"" Jackson']","[['Christian Gudegast', 'Director'], ['Christian Gudegast', 'Screenwriter'], ['Christian Gudegast', 'Story by'], ['Paul Scheuring', 'Story by'], ['Tucker Tooley', 'Producer'], ['Gerard Butler', 'Producer'], ['Mark Canton', 'Producer'], ['Alan Siegel', 'Producer'], ['Meadow Williams', 'Executive Producer'], ['Christian Gudegast', 'Executive Producer'], ['D. Scott Lumpkin', 'Executive Producer'], ['Glenn D. Feig', 'Executive Producer'], ['Jamie Marsh', 'Executive Producer'], ['Robert Simonds', 'Executive Producer'], ['Adam Fogelson', 'Executive Producer'], ['Terry Stacey', 'Director of Photography'], ['Kara Lindstrom', 'Production Designer'], ['Joel Cox', 'Editor'], ['David Cox', 'Editor'], ['Nathan Godley', 'Editor'], ['Cliff Martinez', 'Composer'], ['Jason Markey', 'Music Supervisor'], ['Terry Anderson', 'Costume Designer'], ['John Papsidera', 'Casting Director']]","$15,206,108 (33.8% of total gross)",2.96 (domestic box office/biggest weekend),56.1% (domestic box office/worldwide),"$30,000,000 (worldwide box office is 2.7 times production budget)","2,432 opening theaters/2,432 max. theaters, 4.1 weeks average run per theater","$51,559,015","January 19th, 2018 (Wide) by STX Entertainment","January 19th, 2018 (Wide), released as Бърлога на крадци (Bulgaria)
January 26th, 2018 (Wide), released as Covil de Ladrões (Portugal)
February 2nd, 2018 (Wide) (Australia)
February 2nd, 2018 (Wide) (Germany)
February 2nd, 2018 (Wide) (India)
... Show all releases
","April 10th, 2018 by Universal Home Entertainment","R for violence, language and some sexuality/nudity.(Rating bulletin 2505 (Cert #51350), 12/6/2017)",140 minutes,,vs. The Hurricane HeistCreate your own comparison chart…,"Set in Los Angeles, Heist, Bank Robbery, Cops and Robbers, Corrupt Cops, Crime, Action Thriller",Original Screenplay,Action,Live Action,Contemporary Fiction,"Diamond Film Productions, Tooley Productions, G-Base, Mark Canton, STX Entertainment",United States,English,"$44,947,622","$35,199,544","$80,147,166","$3,337,855","$3,937,232","$7,275,087"
24,https://www.the-numbers.com/movie/Forever-My-Girl-(2017),"['Abby Ryder Fortson', 'Travis Tritt', 'John Benjamin Hickey', 'Alex Roe', 'Jessica Rothe']","[['Bethany Ashton Wolf', 'Director'], ['Bethany Ashton Wolf', 'Screenwriter'], ['Heidi McLaughlin', 'Story based on the novel by'], ['Mickey Liddell', 'Producer'], ['Pete Shilaimon', 'Producer'], ['Jennifer Monroe', 'Producer'], ['Alison Semenza King', 'Executive Producer'], ['Nicole Stojkovich', 'Executive Producer'], ['Zach Tann', 'Executive Producer'], ['Duane Charles Manwiller*', 'Director of Photography'], ['John Collins', 'Production Designer'], ['Priscilla Nedd Friendly', 'Editor'], ['Eulyn Womble', 'Costume Designer'], ['Brett Boyett', 'Executive Music Producer'], ['Brett Boyett', 'Composer'], ['Brett Boyett', 'Song Writer'], ['Jeanie Bacharach', 'Casting Director']]","$4,245,630 (25.9% of total gross)",3.86 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$3,500,000 (worldwide box office is 4.7 times production budget)","1,114 opening theaters/1,427 max. theaters, 4.2 weeks average run per theater","$18,784,836","January 19th, 2018 (Wide) by Roadside Attractions",,"April 10th, 2018 by Lionsgate Home Entertainment","PG for thematic elements including drinking, and language.(Rating bulletin 2471 (Cert #50737), 4/12/2017)",104 minutes,,vs. Letters to GodCreate your own comparison chart…,"Romance, Country and Western Music, Musicians, Left at the Altar, Life in a Small Town, Relationships Gone Wrong, Exes in Love, Single Parent, Unexpected Families, You Can't Go Home Again, Funeral Reunions, Romantic Drama",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,"LD Entertainment, Liddell Entertainment",United States,English,"$16,376,066",,,"$3,859,374","$1,338,363","$5,197,737"
25,https://www.the-numbers.com/movie/Leyenda-del-Charro-Negro-La-(Mexico),[],[],,,,,,,,"January 19th, 2018 (Wide) (Mexico)
",,,85 minutes,,Create your own comparison chart…,,Original Screenplay,Adventure,Digital Animation,Kids Fiction,,Mexico,Spanish,n/a,"$5,365,299","$5,365,299",,,
