,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Theater counts:,Infl. Adj. Dom. BO,Production Budget:,International Releases:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production Countries:,Languages:,Domestic Releases:,Video Release:,MPAA Rating:,Production/Financing Companies:,Running Time:,Franchise:,Domestic Box Office,International Box Office,Worldwide Box Office
34,https://www.the-numbers.com/movie/Marlowe-(2023),"['Ian Hart', 'Colm Meaney', 'Daniela Melchior', 'Seána Kerslake', 'Liam Neeson', 'Diane Kruger', 'Jessica Lange', 'Adewale Akinnuoye-Agbaje', 'Francois Arnaud', 'Danny Huston', 'Alan Cumming']","[['Neil Jordan', 'Director'], ['William Monahan', 'Screenwriter'], ['Neil Jordan', 'Screenwriter'], ['John Banville', 'Based on the Novel by'], ['Raymond Chandler', 'Character by'], ['Alan Moloney', 'Producer'], ['Gary Levinsohn', 'Producer'], ['Mark Fasano', 'Producer'], ['Billy Hines', 'Producer'], ['Philip Kim', 'Producer'], ['Patrick Hibler', 'Producer'], ['Colette Aguilar', 'Spanish Producer'], ['Victor Hadida', 'French Producer'], ['Elisabeth Costa de Beauregard Segel*', 'Executive Producer'], ['Patrick Muldoon', 'Executive Producer'], ['Harris Tulchin', 'Executive Producer'], ['Tobias Weymar', 'Executive Producer'], ['Michael Mullner', 'Executive Producer'], ['Christopher Hines', 'Executive Producer'], ['Steven Sims', 'Executive Producer'], ['Jeff Rice', 'Executive Producer'], ['Juan Antonio García Peredo', 'Executive Producer'], ['Alberto Burgueño', 'Executive Producer'], ['Andreas Wentz', 'Executive Producer'], ['Celine Haddad', 'Executive Producer'], ['Monte Lipman', 'Executive Producer'], ['Dana Sano', 'Executive Producer'], ['Jared D. Underwood', 'Executive Producer'], ['Andrew C. Robinson', 'Executive Producer'], ['Slava Vladimirov', 'Executive Producer'], ['Peter M. Lenkov', 'Executive Producer'], ['A.J. Buckley', 'Executive Producer'], ['James Masciello', 'Executive Producer'], ['Matthew Sidari', 'Executive Producer'], ['Tom Ortenberg', 'Executive Producer'], ['Mitchell Zhang', 'Executive Producer'], ['Redmond Morris', 'Co-Producer'], ['Susan Mullen', 'Co-Producer'], ['Xavi Gimenez', 'Director of Photography'], ['John Beard', 'Production Designer'], ['Mick Mahon', 'Editor'], ['David Holmes', 'Composer'], ['Betsy Heimann', 'Costume Designer'], ['Steve Fanagan', 'Sound Designer'], ['Dan Hubbard', 'Casting Director']]","$1,811,549 (41.6% of total gross)",2.40 (domestic box office/biggest weekend),75.8% (domestic box office/worldwide),"2,281 opening theaters/2,281 max. theaters, 2.1 weeks average run per theater","$4,350,243",,"February 15th, 2023 (Limited) (France)
February 24th, 2023 (Limited), released as Marlowe (Марлоу) (Russia (CIS))
March 16th, 2023 (Limited) (Netherlands)
March 17th, 2023 (Wide) (United Kingdom)
March 30th, 2023 (Limited), released as Sombras de Um Crime (Brazil)
... Show all releases
",vs. KandaharCreate your own comparison chart…,"Set in Los Angeles, Private Investigator, Crime Thriller, Film Noir, Missing Person, 1930s",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Historical Fiction,"France, Ireland, Spain, United States",English,"February 15th, 2023 (Wide) by Open Road","April 4th, 2023 by Universal Home Entertainment","R for language, violent content, some sexual material and brief drug use.(Rating bulletin 2752 (cert #54050), 10/5/2022)","Nickel City Pictures, Storyboard Media, Aperture Media Partners, Federal Films , Elipsis Capital, Jeff Rice Films, FIS Eireann, Screen Ireland, Parallel Films, Hills Productions, Davis Films, H2L Media Group",110 minutes,,"$4,350,243","$1,389,769","$5,740,012"
35,https://www.the-numbers.com/movie/Winnie-The-Pooh-Blood-and-Honey-(2023-United-Kingdom),[],"[['Rhys Frake-Waterfield', 'Director']]","$652,482 (31.5% of total gross)",3.17 (domestic box office/biggest weekend),39.6% (domestic box office/worldwide),"434 opening theaters/1,652 max. theaters, 0.3 weeks average run per theater","$2,068,834",,"January 26th, 2023 (Special Engagement) (Mexico)
February 15th, 2023 (Limited) (Netherlands)
February 15th, 2023 (Special Engagement) (United Kingdom)
February 16th, 2023 (Limited) (Australia)
February 16th, 2023 (Special Engagement) (New Zealand)
... Show all releases
",vs. Ant-Man and the Wasp: QuantumaniaCreate your own comparison chart…,,Based on Fiction Book/Short Story,Horror,Live Action,Contemporary Fiction,United Kingdom,English,"February 15th, 2023 (Limited) by Fathom Events","April 11th, 2023 by Prime Video",,,90 minutes,,"$2,068,834","$3,160,061","$5,228,895"
36,https://www.the-numbers.com/movie/Pravednik-(2022-Russia),[],"[['Sergei Ursuliak', 'Director']]",,,,,,,"February 16th, 2023 (Wide) (Russia (CIS))
",Create your own comparison chart…,,Based on Real Life Events,Drama,Live Action,Historical Fiction,Russian Federation,Russian,,,,,140 minutes,,n/a,"$7,800,584","$7,800,584"
37,https://www.the-numbers.com/movie/Cocaine-Bear-(2023),"['Keri Russell', ""O'Shea Jackson, Jr."", 'Christian Convery', 'Alden Ehrenreich', 'Jesse Tyler Ferguson', 'Brooklynn Prince', 'Isiah Whitlock, Jr.', 'Kristofer Hivju', 'Hannah Hoekstra', 'Aaron Holliday', 'Margo Martindale', 'Ray Liotta']","[['Elizabeth Banks', 'Director'], ['Jimmy Warden', 'Screenwriter'], ['Phil Lord', 'Producer'], ['Chris Miller', 'Producer'], ['Elizabeth Banks', 'Producer'], ['Max Handelman', 'Producer'], ['Brian Duffield', 'Producer'], ['Aditya Sood', 'Producer'], ['Robin Fischella', 'Executive Producer'], ['Alison Small', 'Executive Producer'], ['Nikki Baida', 'Executive Producer']]","$23,260,790 (36.1% of total gross)",2.77 (domestic box office/biggest weekend),72.1% (domestic box office/worldwide),"3,534 opening theaters/3,571 max. theaters, 4.7 weeks average run per theater","$64,388,510",,"February 22nd, 2023 (Wide) (Belgium)
February 22nd, 2023 (Wide) (Egypt)
February 22nd, 2023 (Wide) (Saudi Arabia)
February 22nd, 2023 (Wide) (Slovenia)
February 22nd, 2023 (Wide) (Sweden)
... Show all releases
",vs. SmileCreate your own comparison chart…,"Set in Kentucky, United States, 1980s, Drug Trafficking, Animal Lead, Animals Gone Bad, Posthumous Release, Horror Comedy",Based on Real Life Events,Black Comedy,Live Action,Historical Fiction,United States,English,"February 24th, 2023 (Wide) by Universal","March 14th, 2023 by Universal Home Entertainment","R for bloody violence and gore, drug content and language throughout.(Rating bulletin 2759 (Cert #54139), 11/23/2022)","Brownstone, Universal Pictures, Lord Miller, Jurassic Party Productions",91 minutes,,"$64,388,510","$24,912,595","$89,301,105"
38,https://www.the-numbers.com/movie/Jesus-Revolution-(2022),"['Joel Courtney', 'Anna Barlow', 'Kimberly Williams-Paisley', 'Jonathan Roumie', 'Kelsey Grammer', 'DeVon Franklin']","[['Jon Erwin', 'Director'], ['Brent McCorkle', 'Director'], ['Jon Erwin', 'Screenwriter'], ['Jon Gunn', 'Screenwriter'], ['Ellen Santilli Vaughn', 'Story based on the book by'], ['Greg Laurie', 'Story based on the book by'], ['Kevin Downes', 'Producer'], ['Jon Erwin', 'Producer'], ['Andrew Erwin', 'Producer'], ['Josh Walsh*', 'Producer'], ['Daryl Lefever', 'Producer'], ['Jerilyn Esquibel', 'Producer'], ['Tony Young', 'Executive Producer'], ['Jon Gunn', 'Executive Producer'], ['Akis Konstantakopoulos', 'Director of Photography'], ['Aimee Holmberg', 'Production Designer'], ['John Puckett', 'Editor'], ['Anna Redmon', 'Costume Designer'], ['Brent McCorkle', 'Composer'], ['Kevin Edelman', 'Music Supervisor'], ['Anthony J. Kraus', 'Casting Director'], ['Jill Anthony Thomas', 'Casting Director']]","$15,882,067 (30.5% of total gross)",3.28 (domestic box office/biggest weekend),98.1% (domestic box office/worldwide),"2,475 opening theaters/2,575 max. theaters, 5.5 weeks average run per theater","$52,102,987","$15,000,000 (worldwide box office is 3.5 times production budget)","April 20th, 2023 (Wide) (Australia)
April 20th, 2023 (Wide) (New Zealand)
June 9th, 2023 (Limited) (United Kingdom)
July 27th, 2023 (Wide) (Mexico)
",vs. God’s Not DeadCreate your own comparison chart…,"Set in California, 1970s, Christian Contemporary Music, Christians, Singers, Musicians, Faith-Based Drama, Faith-Based Film",Based on Real Life Events,Drama,Live Action,Dramatization,United States,English,"February 24th, 2023 (Wide) by Lionsgate","April 10th, 2023 by Lionsgate Home Entertainment","PG-13 for strong drug content involving teens and some thematic elements.(Rating bulletin 2770 (cert #54166), 2/15/2023)","Lionsgate, Kingdom Story Company",120 minutes,,"$52,102,987","$1,035,078","$53,138,065"
39,https://www.the-numbers.com/movie/Creed-III-(2023),"['Tessa Thompson', 'Jonathan Majors', 'Wood Harris', 'Mila Davis-Kent', 'Florian Munteanu', 'Phylicia Rashad', 'Michael B. Jordan']","[['Michael B. Jordan', 'Director'], ['Ryan Coogler', 'Screenwriter'], ['Zach Baylin', 'Screenwriter'], ['Ryan Coogler', 'Story by'], ['Keenan Coogler', 'Story by'], ['Zach Baylin', 'Story by'], ['William Chartoff*', 'Producer'], ['Charles Winkler', 'Producer'], ['David Winkler', 'Producer'], ['Irwin Winkler', 'Producer'], ['Ryan Coogler', 'Producer'], ['Michael B. Jordan', 'Producer'], ['Elizabeth Raposo', 'Producer'], ['Jonathan Glickman', 'Producer'], ['Sylvester Stallone', 'Producer'], ['Sev Ohanian', 'Executive Producer'], ['Zinzi Coogler', 'Executive Producer'], ['Nicolas Stern', 'Executive Producer'], ['Adam Rosenberg', 'Executive Producer'], ['Kramer Morgenthau', 'Director of Photography'], ['Jahmin Assa', 'Production Designer'], ['Jessica Baclesse', 'Editor'], ['Tyler Nelson', 'Editor'], ['Joseph Shirley', 'Composer']]","$58,370,007 (37.4% of total gross)",2.68 (domestic box office/biggest weekend),56.9% (domestic box office/worldwide),"4,007 opening theaters/4,007 max. theaters, 5.5 weeks average run per theater","$156,248,615","$75,000,000 (worldwide box office is 3.7 times production budget)","March 1st, 2023 (Wide) (Belgium)
March 1st, 2023 (Wide) (France)
March 1st, 2023 (Wide) (South Korea)
March 2nd, 2023 (Wide) (Australia)
March 2nd, 2023 (Wide), released as Credo III (Brazil)
... Show all releases
",vs. Creed IICreate your own comparison chart…,"Sports Drama, Boxing, Actors Making Their Directorial Debut, Directing Yourself, Filmed in Georgia, United States",Original Screenplay,Drama,Live Action,Contemporary Fiction,United States,English,"March 3rd, 2023 (Wide) by United ArtistsMarch 3rd, 2023 (IMAX) by United Artists","April 1st, 2023 by MGM Video","PG-13 for intense sports action, violence and some strong language.(Rating bulletin 2765 (cert #54179), 1/11/2023)","Chartoff Productions, Inc., Winkler Films, Metro-Goldwyn-Mayer Pictures, Proximity Media, Outlier Productions",116 minutes,RockyCreed,"$156,248,615","$118,200,000","$274,448,615"
40,https://www.the-numbers.com/movie/Daeoebi-Gwonlyeogui-Tansaeng-(2023-South-Korea),[],"[['Hee Won Do (도희원)', 'Director']]",,,,,,,"March 1st, 2023 (Limited) (South Korea)
",Create your own comparison chart…,,Original Screenplay,Drama,Live Action,Contemporary Fiction,Republic of Korea,Korean,,,,,116 minutes,,n/a,"$5,629,480","$5,629,480"
41,https://www.the-numbers.com/movie/Demon-Slayer-Kimetsu-No-Yaiba-To-the-Swordsmith-Village-(2023-Japan),[],"[['Haruo Sotozaki', 'Director']]","$10,117,806 (100.0% of total gross)",1.00 (domestic box office/biggest weekend),43.6% (domestic box office/worldwide),"1,774 opening theaters/1,774 max. theaters, 1.0 weeks average run per theater","$10,117,806",,"March 2nd, 2023 (Wide) (Australia)
March 2nd, 2023 (Limited), released as Demon Slayer: Kimetsu No Yaiba—Verso Il Villaggio Dei Forgiatori Di Katana (Italy)
March 2nd, 2023 (Wide) (New Zealand)
March 2nd, 2023 (Limited) (South Korea)
March 3rd, 2023 (Limited) (United Kingdom)
... Show all releases
",vs. Suzume no tojimari (すずめの戸締まり)Create your own comparison chart…,"Action Adventure, Anime, Demons",Based on Comic/Graphic Novel,Adventure,Digital Animation,Fantasy,Japan,Japanese,"March 3rd, 2023 (Wide) by Crunchyroll",,"R for violence and bloody images.(Rating bulletin 2771 (cert #54115) (Dubbed), 2/22/2023)R for violence and bloody images.(Rating bulletin 2771 (cert #54116) (Subtitled), 2/22/2023)",,110 minutes,Demon Slayer: Kimetsu no YaibaDemon Slayer,"$10,117,806","$13,088,540","$23,206,346"
42,https://www.the-numbers.com/movie/Dungeons-and-Dragons-Honor-Among-Thieves-(2023),"['Chris Pine', 'Michelle Rodriguez', 'Rege-Jean Page', 'Justice Smith', 'Sophia Lillis', 'Chloe Coleman', 'Daisy Head', 'Hugh Grant']","[['Jonathan Goldstein', 'Director'], ['John Francis Daley', 'Director'], ['Jonathan Goldstein', 'Screenwriter'], ['John Francis Daley', 'Screenwriter'], ['Michael Gilio', 'Screenwriter'], ['Chris McKay', 'Story Creator'], ['Michael Gilio', 'Story Creator'], ['Brian Goldner', 'Producer'], ['Jeremy Latcham', 'Producer'], ['Nick Meyer', 'Producer'], ['Denis L. Stewart', 'Executive Producer'], ['Jonathan Goldstein', 'Executive Producer'], ['John Francis Daley', 'Executive Producer'], ['Chris Pine', 'Executive Producer'], ['Zev Foreman', 'Executive Producer'], ['Greg Mooradian', 'Executive Producer']]","$37,205,784 (39.9% of total gross)",2.51 (domestic box office/biggest weekend),44.9% (domestic box office/worldwide),"3,855 opening theaters/3,856 max. theaters, 5.2 weeks average run per theater","$93,277,026","$150,000,000 (worldwide box office is 1.4 times production budget)","March 2nd, 2023 (Wide), released as Dungeons & Dragons: Ehre Unter Dieben (Germany)
March 29th, 2023 (Wide), released as Dungeons and Dragons: Ehre unter Dieben (Austria)
March 29th, 2023 (Wide) (Belgium)
March 29th, 2023 (Wide), released as Calabozos & Dragones: Honor Entre Ladrones (Colombia)
March 29th, 2023 (Wide) (Indonesia)
... Show all releases
",vs. Shazam! Fury of the GodsCreate your own comparison chart…,"Action Adventure, Disrupted by COVID-19 pandemic, Ensemble, Good vs. Evil",Based on Game,Adventure,Live Action,Fantasy,United States,English,"March 31st, 2023 (Wide) by Paramount PicturesMarch 31st, 2023 (IMAX) by Paramount Pictures","May 2nd, 2023 by Paramount Home Video","PG-13 for fantasy action/violence and some language.(Rating bulletin 2773 (cert #53662), 3/8/2023)","Hasbro Studios, Entertainment One, Paramount Pictures",134 minutes,,"$93,277,026","$114,617,744","$207,894,770"
43,https://www.the-numbers.com/movie/Dyun-Mong-(2023-China),"['Patrick Tam', 'Kenny Wong', 'Megan Lai', 'Tong Tsz Tung Wu (胡子彤)', 'Terry Zou (邹文正)', 'Man Wai Wong (黄文慧)', 'Kathy Tong (汤怡)', 'Terrence Wong (黄耀辉)', 'Ting Wo Kwong (邝庭和)', 'Wiyona Yeung (杨柳青)', 'Zeno Koo (顾定轩)', 'Brian Lee (李凯贤)', 'Aaron Kwok', 'Simon Yam', 'Lam Ka Tung']","[['Hing Fan Wong', 'Director'], ['Guannan Lv (吕冠南)', 'Screenwriter'], ['Ja Poon', 'Screenwriter'], ['Ming Ho Yip (叶铭浩)', 'Screenwriter'], ['Yiu Kwong But (毕耀光)', 'Screenwriter'], ['Chen Yiqi', 'Pre-Production Producer']]",,,,,,,"March 3rd, 2023 (Wide) (China)
March 9th, 2023 (Limited), released as Cyber Heist (Australia)
March 9th, 2023 (Limited), released as Cyber Heist (New Zealand)
April 7th, 2023 (Limited), released as Cyber Heist (United Kingdom)
",Create your own comparison chart…,,Original Screenplay,Action,Live Action,Contemporary Fiction,"China, Hong Kong","Cantonese, Mandarin",,,,,,,n/a,"$9,605,591","$9,605,591"
44,https://www.the-numbers.com/movie/Eiga-Doraemon-Nobita-to-Sora-no-Utopia-(2023-Japan),[],"[['Takumi Doyama', 'Director']]",,,,,,,"March 3rd, 2023 (Limited) (Japan)
June 1st, 2023 (Wide) (China)
July 8th, 2023 (Wide), released as Eiga Doraemon: Nobita to Sora no Utopia (극장판 도라에몽-진구와 하늘의 유토피아) (South Korea)
",vs. Fast XCreate your own comparison chart…,,Original Screenplay,Drama,Digital Animation,Contemporary Fiction,Japan,Japanese,,,,,,,n/a,"$15,534,128","$15,534,128"
45,https://www.the-numbers.com/movie/Air-(2023),"['Matt Damon', 'Ben Affleck', 'Jason Bateman', 'Marlon Wayans', 'Chris Messina', 'Chris Tucker', 'Viola Davis']","[['Ben Affleck', 'Director'], ['Alex Convery', 'Screenwriter'], ['Ben Affleck', 'Producer'], ['Matt Damon', 'Producer'], ['Peter Guber', 'Producer'], ['Jason Michael Berman', 'Producer'], ['David Ellison', 'Producer'], ['Jeff Robinov', 'Producer'], ['Madison Ainley', 'Producer'], ['Jesse Sisgold', 'Producer'], ['Jon Weinbach', 'Producer']]","$14,456,279 (27.6% of total gross)",3.63 (domestic box office/biggest weekend),58.6% (domestic box office/worldwide),"3,507 opening theaters/3,507 max. theaters, 4.5 weeks average run per theater","$52,460,106",,"March 5th, 2023 (Limited) (Finland)
April 5th, 2023 (Wide) (Australia)
April 5th, 2023 (Wide) (South Korea)
April 5th, 2023 (Wide) (Spain)
April 5th, 2023 (Wide) (Taiwan)
... Show all releases
",vs. Dungeons & Dragons: Honor Among ThievesCreate your own comparison chart…,"Biographical Drama, Biography, Screenplay Written By the Star, Directing Yourself, Fashion, Basketball, 1980s",Based on Real Life Events,Drama,Live Action,Dramatization,United States,English,"April 5th, 2023 (Wide) by Amazon Studios","May 12th, 2023 by Prime Video","R for language throughout.(Rating bulletin 2756 (cert #54110), 11/2/2022)",,112 minutes,,"$52,460,106","$36,988,160","$89,448,266"
46,https://www.the-numbers.com/movie/Hui-Lang-Ting-(2023-China),"['Fangsheng Lu (芦芳生)', 'Wenyuan Hou (侯雯元)', 'Min Tang (汤敏)', 'Gongliang Wang (王宫良)', 'Xing Ming (明星)', 'Ke Hu (胡可)', 'Haochen Wu (吴昊宸)', 'Juanyi Zhang (张隽溢)', 'Suxi Ren (任素汐)', 'Mintao Liu (刘敏涛)', 'Chuanying Li (李传缨)']","[['Mukuan Lai (来牧宽)', 'Director'], ['Ning Wen (文宁)', 'Screenwriter'], ['Luyang Xu (许渌洋)', 'Screenwriter'], ['Shidong Zhang (张仕栋)', 'Screenwriter'], ['Mukuan Lai (来牧宽)', 'Screenwriter'], ['Ma Ke', 'Producer'], ['Fei Xiao (萧飞)', 'Producer'], ['Qi Ben (贲琪)', 'Producer'], ['Bo Zhang (张博)', 'Producer'], ['Meng Deng', 'Producer'], ['Xiaohang Zhou (周晓航)', 'Producer'], ['You Li (李优)', 'Director of Photography'], ['Zhaoshuo Fan (范肇硕)', 'Editor'], ['Björn Shen', 'Composer'], ['Yuri Goto', 'Composer']]",,,,,,,"March 5th, 2023 (Wide), released as Revival (China)
March 10th, 2023 (Wide) (China)
",Create your own comparison chart…,,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,China,Mandarin,,,,,95 minutes,,n/a,"$30,350,000","$30,350,000"
47,https://www.the-numbers.com/movie/Poyekhavshaya-(2023-Russia),[],"[['Anton Maslov', 'Director']]",,,,,,,"March 8th, 2023 (Wide) (Russia (CIS))
",Create your own comparison chart…,,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,Russian Federation,Russian,,,,,,,n/a,"$6,520,318","$6,520,318"
48,https://www.the-numbers.com/movie/Scream-VI-(2023),"['Courteney Cox', 'Dermot Mulroney', 'Melissa Barrera', 'Jenna Ortega', 'Jasmin Savoy Brown', 'Mason Gooding', 'Hayden Panettiere', 'Tony Revolori', 'Samara Weaving', 'Jack Champion', 'Liana Liberato', 'Devyn Nekoda', 'Roger L. Jackson', 'Josh Segarra']","[['Matt Bettinelli-Olpin', 'Director'], ['Tyler Gillett', 'Director'], ['James Vanderbilt', 'Screenwriter'], ['Guy Busick', 'Screenwriter'], ['Kevin Williamson', 'Based on Characters Created by'], ['William Sherak', 'Producer'], ['James Vanderbilt', 'Producer'], ['Paul Neinstein', 'Producer'], ['Kevin Williamson', 'Executive Producer'], ['Gary Barber', 'Executive Producer'], ['Peter Oillataguerre', 'Executive Producer'], ['Chad Villella', 'Executive Producer'], ['Courteney Cox', 'Executive Producer'], ['Jay Prychidny', 'Editor'], ['Brian Tyler', 'Composer'], ['Brett Jutkiewicz', 'Director of Photography']]","$44,447,270 (41.1% of total gross)",2.43 (domestic box office/biggest weekend),64.1% (domestic box office/worldwide),"3,675 opening theaters/3,676 max. theaters, 4.9 weeks average run per theater","$108,161,389","$35,000,000 (worldwide box office is 4.8 times production budget)","March 8th, 2023 (Wide) (Belgium)
March 8th, 2023 (Wide) (France)
March 9th, 2023 (Wide) (Australia)
March 9th, 2023 (Wide), released as Pânico VI (Brazil)
March 9th, 2023 (Limited), released as Vřískot 6 (Czech Republic)
... Show all releases
",vs. ScreamCreate your own comparison chart…,"Slasher Horror, Set in New York City, Set in New York",Original Screenplay,Horror,Live Action,Contemporary Fiction,United States,English,"March 10th, 2023 (Wide) by Paramount Pictures","April 25th, 2023 by Paramount Home Video","R for strong bloody violence and language throughout, and brief drug use.(Rating bulletin 2772 (cert #54218), 3/1/2023)","Paramount Pictures, Project X Entertainment, Spyglass Media Group",123 minutes,Scream,"$108,161,389","$60,672,743","$168,834,132"
49,https://www.the-numbers.com/movie/65-(2022),"['Chloe Coleman', 'Adam Driver', 'Ariana Greenblatt']","[['Scott Beck', 'Director'], ['Bryan Woods', 'Director'], ['Scott Beck', 'Screenwriter'], ['Bryan Woods', 'Screenwriter'], ['Sam Raimi', 'Producer'], ['Zainab Azizi', 'Producer'], ['Deborah Liebling', 'Producer'], ['Scott Beck', 'Producer'], ['Bryan Woods', 'Producer'], ['Doug Merrifield', 'Executive Producer'], ['Maryann Brandon', 'Executive Producer'], ['Jason Cloth', 'Executive Producer'], ['Aaron L. Gilbert', 'Executive Producer'], ['Salvatore Totino', 'Director of Photography'], ['Kevin Ishioka', 'Production Designer'], ['Jane Tones', 'Editor'], ['Josh Schaeffer', 'Editor'], ['Michael Kaplan', 'Costume Designer'], ['Chris Harvey', 'Visual Effects Supervisor'], ['Mark Hawker', 'Special Effects Supervisor'], ['Chris Bacon', 'Composer']]","$12,328,361 (38.5% of total gross)",2.60 (domestic box office/biggest weekend),57.0% (domestic box office/worldwide),"3,405 opening theaters/3,405 max. theaters, 3.8 weeks average run per theater","$32,062,904","$45,000,000 (worldwide box office is 1.2 times production budget)","March 9th, 2023 (Wide) (Australia)
March 9th, 2023 (Wide) (Brazil)
March 9th, 2023 (Wide), released as 65: Al Borde De La Extinción (Mexico)
March 9th, 2023 (Wide) (New Zealand)
March 9th, 2023 (Wide) (Portugal)
... Show all releases
",vs. Escape RoomCreate your own comparison chart…,"Action Thriller, Dinosaurs",Original Screenplay,Thriller/Suspense,Live Action,Science Fiction,United States,English,"March 10th, 2023 (Wide) by Sony Pictures","May 2nd, 2023 by Sony Pictures Home Entertainment","PG-13 for intense sci-fi action and peril, and brief bloody images.(Rating bulletin 2772 (cert #53044), 3/1/2023)","Columbia Pictures, Bron Creative, Raimi Productions, Beck    , Woods    ",93 minutes,,"$32,062,904","$24,178,123","$56,241,027"
50,https://www.the-numbers.com/movie/Champions-(2023),"['Woody Harrelson', 'Kaitlin Olson', 'Ernie Hudson', 'Cheech Marin']","[['Bobby Farrelly', 'Director'], ['Mark Rizzo', 'Screenwriter'], ['David Marques', 'Story by'], ['David Marques', 'Screenwriter'], ['Javier Fesser', 'Screenwriter'], ['Paul Brooks', 'Producer'], ['Scott Niemeyer', 'Producer'], ['Jeremy Plager', 'Producer'], ['Woody Harrelson', 'Executive Producer'], ['Brad Kessell', 'Executive Producer'], ['Alexander Jooss', 'Executive Producer'], ['Alvaro Longoria', 'Executive Producer'], ['Javier Fesser', 'Executive Producer'], ['Luis Manso', 'Executive Producer'], ['C. Kim Miles', 'Director of Photography'], ['Jean Andre Carriere', 'Production Designer'], ['Julie Garces', 'Editor'], ['Maria Livingstone', 'Costume Designer'], ['Michael Franti', 'Composer'], ['Natasha Duprey', 'Music Supervisor'], ['Jonathan Shore', 'Co-Producer'], ['Cary Davies', 'Co-Producer'], ['Rick Montgomery', 'Casting Director']]","$5,148,740 (31.6% of total gross)",3.16 (domestic box office/biggest weekend),86.1% (domestic box office/worldwide),"3,030 opening theaters/3,039 max. theaters, 3.3 weeks average run per theater","$16,271,910",,"March 9th, 2023 (Wide) (Australia)
March 9th, 2023 (Wide) (New Zealand)
March 10th, 2023 (Wide) (United Kingdom)
March 23rd, 2023 (Wide) (Chile)
March 23rd, 2023 (Wide) (Peru)
... Show all releases
",vs. 80 for BradyCreate your own comparison chart…,"Sports Comedy, Community Service, Learning Disabilities, Basketball, Inspirational Coach",Based on Movie,Comedy,Live Action,Contemporary Fiction,United States,English,"March 10th, 2023 (Wide) by Focus Features","April 28th, 2023 by Universal Home Entertainment","PG-13 for strong language and crude/sexual references.(Rating bulletin 2767 (cert #53610), 1/25/2023)","Focus Features, Gold Circle Entertainment",123 minutes,,"$16,271,910","$2,619,276","$18,891,186"
51,https://www.the-numbers.com/movie/Bao-Ni-Ping-An-(2023-China),"['Ma Li', 'Qian Song', 'Yu Bai (白宇)', 'Jia Bing (贾冰)', 'Di Yang (杨迪)', 'Pan Binlong', 'Hongjie Ni (倪虹洁)', 'Qiao Shan', 'Yang Yu (于洋)', 'Jinshan Liu (刘金山)', 'Bingkun Cao (曹炳琨)', 'Chao Liang (梁超)', 'Chengpeng Dong (董成鹏)', 'Xueqin Li (李雪琴)', 'Yin Zheng', 'Wang Xun', 'Shengdi Wang (王圣迪)']","[['Chengpeng Dong (董成鹏)', 'Director'], ['Su Biao', 'Screenwriter'], ['Chengpeng Dong (董成鹏)', 'Screenwriter'], ['Tiantian Qian (钱添添)', 'Director of Photography'], ['Zenghongchen Huang (黄曾鸿辰)', 'Editor'], ['Zhixi Chen (陈祉希)', 'Producer']]",,,,,,,"March 10th, 2023 (Wide) (China)
March 30th, 2023 (Wide), released as Post Truth (China)
",Create your own comparison chart…,"Middle Ages, Comedy Drama",Original Screenplay,Comedy,Live Action,Contemporary Fiction,China,Mandarin,,,,,,,n/a,"$103,840,000","$103,840,000"
