,url,cast,crew,Domestic Share:,Infl. Adj. Dom. BO,Production Budget:,Opening Weekend:,Legs:,Theater counts:,Domestic Releases:,Video Release:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production/Financing Companies:,Production Countries:,Languages:,International Releases:,Franchise:,MPAA Rating:,Domestic Box Office,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales,International Box Office,Worldwide Box Office
0,https://www.the-numbers.com/movie/Cruising,"['Paul Sorvino', 'Karen Allen', 'Al Pacino']","[['William Friedkin', 'Director'], ['William Friedkin', 'Screenwriter'], ['Gerald Walker', 'Story based upon the novel by'], ['Jerry Weintraub', 'Producer'], ['Jack Nitzsche', 'Composer']]",100.0% (domestic box office/worldwide),"$67,442,865",,,,,"January 1st, 1980 (Wide) by United Artists",2007 by Warner Home Video,102 minutes,vs. Dressed to KillCreate your own comparison chart…,"Film Noir, Serial Killer, Set in New York, Set in New York City, NYPD, Police Detective, Undercover, Sexual Fetishism, LGBTQ+, Police Brutality, Erotic Thriller",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,"Lorimar Film Entertainment, Jerry Weintraub","Germany, United States",English,,,,"$19,784,223",,,,
1,https://www.the-numbers.com/movie/Dressed-to-Kill,[],"[['Brian De Palma', 'Director'], ['Pino Donaggio', 'Composer']]",100.0% (domestic box office/worldwide),"$108,741,198","$6,500,000 (worldwide box office is 4.9 times production budget)",,,,"January 1st, 1980 (Wide) by Filmways Pictures","September 8th, 2015 by Criterion",104 minutes,vs. CruisingCreate your own comparison chart…,"Mental Illness, Faulty Memory, Cross-Dressing, Prostitution, Surprise Twist, Erotic Thriller, Nightmare, Unbelieving Police, Revenge, LGBTQ+, Therapists / Therapy, Young Child Dealing with the Death of a Parent",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,,United States,English,,,,"$31,899,000","$1,059,554","$1,059,554",,
2,https://www.the-numbers.com/movie/Hollywood-Knights-The,[],[],100.0% (domestic box office/worldwide),"$34,089,218",,,,,"January 1st, 1980 (Wide) by Columbia",,,Create your own comparison chart…,,,,,,,United States,,,,,"$10,000,000",,,,
3,https://www.the-numbers.com/movie/How-to-Beat-the-High-Cost-of-Living,[],[],100.0% (domestic box office/worldwide),"$25,566,914",,,,,"January 1st, 1980 (Wide) by Filmways Pictures",,,Create your own comparison chart…,,,,,,,United States,,,,,"$7,500,000",,,,
4,https://www.the-numbers.com/movie/Mirror-Crackd-The,"['Angela Lansbury', 'Edward Fox', 'Kim Novak', 'Rock Hudson', 'Geraldine Chaplin', 'Tony Curtis', 'Elizabeth Taylor']","[['Guy Hamilton', 'Director'], ['John Brabourne', 'Producer'], ['Richard Goodwin', 'Producer'], ['Jonathan Hales', 'Screenwriter'], ['Barry Sandler', 'Screenwriter'], ['John Cameron', 'Composer'], ['Agatha Christie', 'Story by']]",100.0% (domestic box office/worldwide),"$37,498,138",,,,,"January 1st, 1980 (Wide) by Associated Film Distributors","January 29th, 2006 by Starz / Anchor Bay",105 minutes,Create your own comparison chart…,"Crime Thriller, Murder Mystery, Film Actor, Movie Business, Troubled Pregnancy or Miscarriage, Pregnant Women, Revenge, Suicide, Surprise Twist, Set in England, Inspired by a True Story",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Historical Fiction,,United Kingdom,English,"April 21st, 2018 (Wide) (New Zealand)
",,,"$11,000,000",,,$414,"$11,000,414"
5,https://www.the-numbers.com/movie/Changeling-The,[],"[['Peter Medak', 'Director']]",100.0% (domestic box office/worldwide),"$40,907,058",,,,,1980 (Wide) by Associated Film Distributors,"September 6th, 2005 by HBO Home Video",107 minutes,vs. PoltergeistCreate your own comparison chart…,"Supernatural, Psychological Horror, Death of a Spouse or Fiancée / Fiancé, Death of a Son or Daughter, Dysfunctional Family, Familial Murder, False Identity, Politicians, Surprise Twist, Haunting, Haunted House, Séance",Original Screenplay,Horror,Live Action,Fantasy,Malpaso Productions,Canada,English,,,,"$12,000,000",,,,
6,https://www.the-numbers.com/movie/Exterminator-The,[],[],100.0% (domestic box office/worldwide),"$17,044,609",,,,,1980 (Wide) by Avco Embassy,,,vs. Terminator: Dark FateCreate your own comparison chart…,,,,,,,United States,,,Exterminator,,"$5,000,000",,,,
7,https://www.the-numbers.com/movie/Final-Countdown-The,"['Katharine Ross', 'Ron O’Neal', 'Charles Durning', 'Kirk Douglas', 'Martin Sheen', 'James Farentino']","[['Don Taylor', 'Director'], ['Peter Vincent Douglas', 'Producer'], ['Richard R. St. Johns', 'Executive Producer'], ['David Ambrose', 'Screenwriter'], ['Gerry Davis', 'Screenwriter'], ['Thomas Hunter', 'Screenwriter'], ['Peter Powell', 'Screenwriter'], ['Thomas Hunter', 'Story by'], ['Peter Powell', 'Story by'], ['David Ambrose', 'Story by'], ['Victor J. Kemper', 'Director of Photography'], ['John Scott', 'Composer'], ['Lloyd Kaufman', 'Associate Producer'], ['Robert K. Lambert', 'Editor'], ['John W. Hyde', 'Executive in Charge of Production']]",29.4% (domestic box office/worldwide),"$56,751,048",,,,,1980 (Wide) by United Artists,"March 30th, 2004 by WEA Corp DVD",103 minutes,vs. The Spy Who Loved MeCreate your own comparison chart…,"Time Travel, Action Adventure, 1940s, World War II, On a Boat, Ensemble",Original Screenplay,Action,Live Action,Science Fiction,Bryna Productions,United States,English,,,,"$16,647,800",,,"$40,000,000","$56,647,800"
8,https://www.the-numbers.com/movie/Hangar-18,[],[],100.0% (domestic box office/worldwide),"$37,498,138",,,,,1980 (Wide) by Sunn Classics Pictures,,,Create your own comparison chart…,,,,,,,United States,,,,,"$11,000,000",,,,
9,https://www.the-numbers.com/movie/Hardly-Working,[],[],100.0% (domestic box office/worldwide),"$61,360,587",,,,,1980 (Wide) by 20th Century Fox,,,Create your own comparison chart…,,,,,,,United States,,,,,"$18,000,000",,,,
10,https://www.the-numbers.com/movie/Herbie-Goes-Bananas,[],[],100.0% (domestic box office/worldwide),"$57,951,667",,,,,"1980 (Wide)June 12th, 1981 (Wide) by Walt Disney","November 6th, 1985 by Buena Vista Home Entertainment, released as Herbie Goes Bananas ",,vs. Herbie Goes to Monte CarloCreate your own comparison chart…,,,,,,,United States,,,Herbie,,"$17,000,000",,,,
11,https://www.the-numbers.com/movie/Hopscotch,[],"[['Ronald Neame', 'Director']]",100.0% (domestic box office/worldwide),"$44,315,978",,,,,1980 (Wide) by Avco Embassy,"August 15th, 2017 by Criterion",104 minutes,Create your own comparison chart…,,Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction,,United States,English,,,R,"$13,000,000","$160,288","$160,288",,
12,https://www.the-numbers.com/movie/Hunter-The,[],"[['Buzz Kulik', 'Director']]",100.0% (domestic box office/worldwide),"$56,751,048",,,,,1980 (Wide) by Paramount Pictures,"August 14th, 2001 by Warner Home Video",97 minutes,Create your own comparison chart…,,Original Screenplay,Action,Live Action,Contemporary Fiction,,United States,English,,,,"$16,647,800",,,,
13,https://www.the-numbers.com/movie/In-Search-of-Historic-Jesus,[],[],100.0% (domestic box office/worldwide),"$74,996,276",,,,,1980 (Wide) by Sunn Classics Pictures,,,vs. The OctagonCreate your own comparison chart…,,,,,,,United States,,,,,"$22,000,000",,,,
14,https://www.the-numbers.com/movie/Its-My-Turn,[],[],100.0% (domestic box office/worldwide),"$37,498,138",,,,,1980 (Wide) by Columbia,,,Create your own comparison chart…,,,,,,,United States,,,,,"$11,000,000",,,,
15,https://www.the-numbers.com/movie/Maniac,"['Joe Spinell', 'Caroline Munro']","[['William Lustig', 'Director'], ['Andrew W. Garroni', 'Producer'], ['William Lustig', 'Producer'], ['Joe Spinell', 'Executive Producer'], ['Judd Hamilton', 'Executive Producer'], ['C.A. Rosenberg', 'Screenwriter'], ['Joe Spinell', 'Screenwriter'], ['Jay Chattaway', 'Composer'], ['Tom Savini', 'Special Make-up Effects'], ['John Packard', 'Associate Producer']]",100.0% (domestic box office/worldwide),"$34,089,218","$350,000 (worldwide box office is 28.6 times production budget)",,,,1980 (Wide) by Analysis,"July 1st, 2016 by Blue Underground",88 minutes,vs. ScreamCreate your own comparison chart…,"Slasher Horror, Child Abuse, Serial Killer, Hallucinations, Prostitution, Romance, Relationships Gone Wrong, Dysfunctional Family, Cult Movie",Original Screenplay,Horror,Live Action,Contemporary Fiction,"Magnum Motion Pictures, Analysis Film Corporation",United States,English,,,R,"$10,000,000",,,,
16,https://www.the-numbers.com/movie/Middle-Age-Crazy,[],[],100.0% (domestic box office/worldwide),"$44,315,978",,,,,1980 (Wide) by 20th Century Fox,,,vs. A Change of SeasonsCreate your own comparison chart…,,,,,,,Canada,,,,,"$13,000,000",,,,
17,https://www.the-numbers.com/movie/Mountain-Men-The,[],[],100.0% (domestic box office/worldwide),"$20,453,529",,,,,1980 (Wide) by Columbia,,,Create your own comparison chart…,,,,,,,United States,,,,,"$6,000,000",,,,
18,https://www.the-numbers.com/movie/Octagon-The,[],"[['Eric Karson', 'Director'], ['Leigh Chapman', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$64,769,516",,,,,1980 (Wide) by American Cinema Releasing,,103 minutes,vs. In Search of Historic JesusCreate your own comparison chart…,"Terrorism, Martial Arts, Action Thriller, Ninja, Assassination, Revenge",Original Screenplay,Action,Live Action,Contemporary Fiction,,United States,,,,,"$19,000,000",,,,
19,https://www.the-numbers.com/movie/Saturn-3,[],"[['Stanley Donen', 'Director'], ['Martin Amis', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$30,680,289",,,,,1980 (Wide),"December 3rd, 2013 by Shout Factory",88 minutes,vs. Star Wars Ep. V: The Empire Strikes BackCreate your own comparison chart…,"Psychological Thriller, Robot, Mental Illness, Obsessive Love, Set in Outer Space",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,,United Kingdom,English,,,,"$9,000,000","$1,100,956","$1,100,956",,
20,https://www.the-numbers.com/movie/Simon,[],[],100.0% (domestic box office/worldwide),"$20,453,529",,,,,1980 (Wide),,,vs. The ChangelingCreate your own comparison chart…,,,,,,,United States,,,,Not Rated,"$6,000,000",,,,
21,https://www.the-numbers.com/movie/Terror-Train,[],"[['Roger Spottiswoode', 'Director'], ['T.Y. Drake', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$27,271,369","$3,500,000 (worldwide box office is 2.3 times production budget)",,,,1980 (Wide),"September 29th, 1993 by Fox Home Entertainment",97 minutes,Create your own comparison chart…,"Slasher Horror, Trains, Prologue, New Year's Day, Prank Gone Wrong, Mental Illness, Mental Hospital, False Identity, Revenge, Cross-Dressing",Original Screenplay,Horror,Live Action,Contemporary Fiction,,"Canada, United States",English,,,,"$8,000,000",,,,
22,https://www.the-numbers.com/movie/Tom-Horn,[],[],100.0% (domestic box office/worldwide),"$30,680,289",,,,,1980 (Wide),,,vs. The Long RidersCreate your own comparison chart…,,,,,,,United States,,,,,"$9,000,000",,,,
23,https://www.the-numbers.com/movie/Windwalker,[],[],100.0% (domestic box office/worldwide),"$61,360,587",,,,,1980 (Wide) by Pacific International,,,vs. In Search of Historic JesusCreate your own comparison chart…,,,,,,,United States,,,,,"$18,000,000",,,,
24,https://www.the-numbers.com/movie/American-Gigolo,[],"[['Paul Schrader', 'Director'], ['Paul Schrader', 'Screenwriter']]",43.1% (domestic box office/worldwide),"$88,353,674",,"$3,559,930 (15.7% of total gross)",6.39 (domestic box office/biggest weekend),"570 opening theaters/570 max. theaters, 1.0 weeks average run per theater","February 1st, 1980 (Wide) by Paramount Pictures","May 23rd, 2000 by Warner Home Video",117 minutes,vs. A Room with a ViewCreate your own comparison chart…,"LGBTQ+, Prostitution, Film Noir, Framed, Murder Mystery, Infidelity, Erotic Thriller",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,,United States,,,,,"$22,743,674",,,"$30,000,000","$52,743,674"
25,https://www.the-numbers.com/movie/Fatso,[],[],100.0% (domestic box office/worldwide),"$23,862,449",,,,,"February 1st, 1980 (Wide) by 20th Century Fox","June 13th, 2006 by Anchor Bay Home Entertainment",,Create your own comparison chart…,,,,,,,United States,,,,,"$7,000,000",,,,
26,https://www.the-numbers.com/movie/Fog-The-(1980),"['Jamie Lee Curtis', 'John Houseman', 'Janet Leigh', 'Hal Holbrook', 'Tommy Atkins*', 'Nancy Loomis', 'Adrienne Barbeau']","[['John Carpenter', 'Director'], ['Debra Hill', 'Producer'], ['John Carpenter', 'Screenwriter'], ['Debra Hill', 'Screenwriter'], ['Charles R. Bloch', 'Executive Producer'], ['Dean Cundey', 'Cinematographer'], ['Tommy Lee Wallace', 'Production Designer'], ['Charles Bornstein', 'Editor'], ['Tommy Lee Wallace', 'Editor'], ['John Carpenter', 'Composer']]",100.0% (domestic box office/worldwide),"$21,586,556","$1,100,000 (worldwide box office is 19.5 times production budget)",,546.31 (domestic box office/biggest weekend),,"February 1st, 1980 (Wide) by Avco EmbassyOctober 26th, 2018 (Limited) by Rialto Pictures, released as The Fog (1980) (Re-Release)",1980 by MGM Video,89 minutes,vs. HalloweenCreate your own comparison chart…,"Zombies, Revenge, Life in a Small Town, Surprise Twist, Hitchhiker, Supernatural Horror, Supernatural, Cult Movie, On a Boat, Extreme Weather",Original Screenplay,Horror,Live Action,Science Fiction,Debra Hill Productions,United States,English,"October 31st, 2018 (Limited) (United Kingdom)
December 14th, 2018 (Limited), released as The Fog (re:2018) (Australia)
October 29th, 2020 (Limited) (New Zealand)
December 24th, 2021 (Limited) (New Zealand)
",,,"$21,445,318",,,$550,"$21,445,868"
27,https://www.the-numbers.com/movie/Caligula,[],"[['Tinto Brass', 'Principal Photographer']]",100.0% (domestic box office/worldwide),"$79,620,891",,,"1,271.39 (domestic box office/biggest weekend)",,"February, 1980 (Wide) by AnalysisOctober 16th, 1981 (Wide)September 17th, 1999 (Wide)",,156 minutes,vs. The Wild BunchCreate your own comparison chart…,"Historical Drama, Dysfunctional Family, Ancient Rome, Incest, Government Corruption, Political Assassination, Death of a Sibling, Development Hell, Famously Bad",Based on Real Life Events,Drama,Live Action,Historical Fiction,,"Italy, United States",,,,,"$23,400,000",,,,
28,https://www.the-numbers.com/movie/Hero-At-Large,[],"[['Martin Davidson', 'Director'], ['A. J. Carothers', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$54,320,274",,"$1,850,725 (11.6% of total gross)",8.61 (domestic box office/biggest weekend),"486 opening theaters/486 max. theaters, 1.0 weeks average run per theater","February 8th, 1980 (Wide) by MGM",,,vs. Mystery MenCreate your own comparison chart…,"Action Comedy, Romance, Vigilante, Aspiring Actress / Actor",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,,,,,"$15,934,737",,,,
29,https://www.the-numbers.com/movie/Last-Married-Couple-in-America-The,[],"[['Gilbert Cates', 'Director'], ['John Herman Shaner', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$43,755,361",,"$2,454,289 (19.1% of total gross)",5.23 (domestic box office/biggest weekend),"488 opening theaters/488 max. theaters, 1.0 weeks average run per theater","February 8th, 1980 (Wide) by Universal","November 15th, 2011 by Universal Home Entertainment",104 minutes,vs. SerialCreate your own comparison chart…,"Satirical Comedy, Satire, Relationships Gone Wrong",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,English,,,,"$12,835,544",,,,
30,https://www.the-numbers.com/movie/Foxes,[],"[['Adrian Lyne', 'Director'], ['Gerald Ayres', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$25,465,833",,"$221,141 (3.0% of total gross)",33.78 (domestic box office/biggest weekend),"34 opening theaters/34 max. theaters, 1.0 weeks average run per theater","February 29th, 1980 (Wide) by United Artists","January 13th, 2015 by Kino Lorber",106 minutes,Create your own comparison chart…,"Coming of Age, Coming-of-Age Drama, 1970s, Set in California, Runaway, Child Abuse, Beat Cops, Death of a Best Friend, Car Accident",Original Screenplay,Drama,Live Action,Contemporary Fiction,,United States,English,,,,"$7,470,348","$26,237","$26,237",,
31,https://www.the-numbers.com/movie/Coal-Miners-Daughter-(1980),[],"[['Michael Apted', 'Director']]",100.0% (domestic box office/worldwide),"$229,020,869","$15,000,000 (worldwide box office is 4.5 times production budget)","$3,366,443 (5.0% of total gross)",19.96 (domestic box office/biggest weekend),"437 opening theaters/437 max. theaters, 1.0 weeks average run per theater","March 7th, 1980 (Wide) by Universal, released as Coal Miner's Daughter","March 1st, 1992 by Universal Home Entertainment",124 minutes,vs. Smokey and the Bandit IICreate your own comparison chart…,"Biography, Performing Arts, Musicians, Biographical Drama, 1981 Oscars Best Picture Nominee",Based on Real Life Events,Drama,Live Action,Dramatization,,United States,English,,,PG,"$67,182,787",,,,
32,https://www.the-numbers.com/movie/Little-Darlings,[],[],100.0% (domestic box office/worldwide),"$117,015,500",,,,,"March 21st, 1980 (Wide) by Paramount Pictures",,,vs. The Night the Lights Went Out in GeorgiaCreate your own comparison chart…,Coming of Age,,,,,,United States,,,,,"$34,326,249",,,,
