,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Theater counts:,Infl. Adj. Dom. BO,Production Budget:,Domestic Releases:,MPAA Rating:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Franchise:,Production Countries:,Languages:,International Releases:,Video Release:,Production/Financing Companies:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
67,https://www.the-numbers.com/movie/Shadow-The,[],"[['Russell Mulcahy', 'Director'], ['David Koepp', 'Screenwriter'], ['Jerry Goldsmith', 'Composer']]","$11,713,845 (36.8% of total gross)",2.72 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,677 opening theaters/1,769 max. theaters, 3.7 weeks average run per theater","$71,552,070","$40,000,000 (worldwide box office is 0.8 times production budget)","July 1st, 1994 (Wide) by Universal",PG-13 for fantasy action violence,108 minutes,vs. BladeCreate your own comparison chart…,"Film Noir, 1920s, Set in Tibet, Set in New York City, Set in New York, Secret Identity, Hypnotism, Vigilante, Origin Story, Action Adventure",Based on Comic/Graphic Novel,Action,Live Action,Super Hero,,United States,English,,"February 25th, 2014 by Shout Factory",,"$31,835,600",,,"$1,215,724","$1,215,724"
68,https://www.the-numbers.com/movie/Forrest-Gump,"['Robin Wright', 'Gary Sinise', 'Mykelti Williamson', 'Sally Field', 'Tom Hanks']","[['Robert Zemeckis', 'Director'], ['Wendy Finerman', 'Producer'], ['Steve Tisch', 'Producer'], ['Steve Starkey', 'Producer'], ['Eric Roth', 'Screenwriter'], ['Winston Groom', 'Story Creator'], ['Don Burgess', 'Director of Photography'], ['Rick Carter', 'Production Designer'], ['Arthur Schmidt', 'Editor'], ['Joel Sill', 'Executive Music Producer'], ['Alan Silvestri', 'Composer'], ['Joanna Johnston', 'Costume Designer'], ['Charles Newirth', 'Co-Producer']]","$24,450,602 (7.4% of total gross)",13.50 (domestic box office/biggest weekend),48.6% (domestic box office/worldwide),"1,595 opening theaters/2,365 max. theaters, 23.8 weeks average run per theater","$737,087,424","$55,000,000 (worldwide box office is 12.4 times production budget)","July 6th, 1994 (Wide) by Paramount PicturesMarch 6th, 2013 (Special Engagement) by CinemarkSeptember 5th, 2014 (Limited) by Paramount PicturesJune 23rd, 2019 (Special Engagement) by Fathom Events","PG-13 for drug content, some sensuality and war violence.",142 minutes,Best Picture Oscar Winnersvs. PredatorCreate your own comparison chart…,"Visual Effects, Vietnam War, 1960s, 1970s, 1980s, Oscars Best Picture Winner, IMAX: DMR, Comedy Drama, 1995 Oscars Best Picture Nominee",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,,United States,English,"October 15th, 1994 (Limited) (South Korea)
October 28th, 1994 (Wide) (New Zealand)
November 1st, 2019 (Wide), released as Forrest Gump 25th Anniversary (Australia)
February 13th, 2020 (Wide), released as ФОРРЕСТ ГАМП (Russia (CIS))
","April 27th, 1995 by Paramount Home Video","Steve Tisch Productions, Wendy Fineman Productions, Paramount Pictures","$330,151,138","$349,683,999","$679,835,137",,
69,https://www.the-numbers.com/movie/Angels-in-the-Outfield,[],"[['William Dear', 'Director']]","$8,916,463 (17.7% of total gross)",5.63 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,894 opening theaters/1,921 max. theaters, 5.2 weeks average run per theater","$112,909,733",,"July 15th, 1994 (Wide) by Walt Disney",PG for mild language,,vs. Rookie of the YearCreate your own comparison chart…,"Baseball, Family Comedy, Dysfunctional Family, Angels, Underdog, Foster Family, Young Child Dealing with the Death of a Parent, Widow/Widower",Remake,Comedy,Live Action,Fantasy,,United States,,,"April 23rd, 2002 by Walt Disney Home Entertainment",,"$50,236,831",,,,
70,https://www.the-numbers.com/movie/True-Lies,"['Jamie Lee Curtis', 'Tom Arnold', 'Bill Paxton', 'Tia Carrere', 'Art Malik', 'Eliza Dushku', 'Grant Heslov', 'Charlton Heston', 'Arnold Schwarzenegger']","[['James Cameron', 'Director'], ['James Cameron', 'Screenwriter'], ['Claude Zidi', 'Screenwriter'], ['Simon Michael', 'Screenwriter'], ['Didier Kamika', 'Screenwriter'], ['James Cameron', 'Producer'], ['Stephanie Austin', 'Producer'], ['Rae Sanchini', 'Executive Producer'], ['Robert Shriver', 'Executive Producer'], ['Lawrence Kasanoff', 'Executive Producer']]","$25,869,770 (17.7% of total gross)",5.65 (domestic box office/biggest weekend),40.0% (domestic box office/worldwide),"2,369 opening theaters/2,561 max. theaters, 9.9 weeks average run per theater","$328,776,888","$100,000,000 (worldwide box office is 3.7 times production budget)","July 15th, 1994 (Wide) by 20th Century Fox",R for a lot of action/violence and some language,141 minutes,vs. Starship TroopersCreate your own comparison chart…,"Secret Agent, Terrorism, Visual Effects",Remake,Action,Live Action,Contemporary Fiction,,United States,English,,"August 22nd, 1997 by 20th Century Studios",Lightstorm Entertainment,"$146,282,411","$219,017,589","$365,300,000",,
71,https://www.the-numbers.com/movie/Client-The-(1994),[],"[['Joel Schumacher', 'Director'], ['Howard Shore', 'Composer']]","$17,174,262 (18.6% of total gross)",5.36 (domestic box office/biggest weekend),78.3% (domestic box office/worldwide),"2,052 opening theaters/2,365 max. theaters, 9.9 weeks average run per theater","$207,033,447","$45,000,000 (worldwide box office is 2.6 times production budget)","July 20th, 1994 (Wide) by Warner Bros.",PG-13 for a child in jeopardy and brief language.,121 minutes,vs. FlightCreate your own comparison chart…,"Lawyers, Mafia",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,,United States,English,,"June 27th, 1995 by Warner Home Video","Regency Enterprises, Warner Bros., Alcor Films","$92,115,211","$25,500,000","$117,615,211",,
72,https://www.the-numbers.com/movie/Lassie,[],"[['Daniel Petrie', 'Director'], ['Basil Poledouris', 'Composer']]","$3,201,843 (32.2% of total gross)",3.11 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,785 opening theaters/1,785 max. theaters, 2.0 weeks average run per theater","$22,347,272",,"July 22nd, 1994 (Wide) by Paramount Pictures","PG for some pre-teen mischief, mild language and suspenseful action",92 minutes,vs. FlickaCreate your own comparison chart…,"Coming of Age, Animal Lead, Family Adventure, Young Child Dealing with the Death of a Parent, Step-Family, Dysfunctional Family, Life on a Farm, Life in a Small Town",Based on TV,Adventure,Live Action,Contemporary Fiction,,United States,English,,"April 25th, 2017 by Paramount Home Video",,"$9,942,954",,,,
73,https://www.the-numbers.com/movie/North,[],"[['Rob Reiner', 'Director'], ['Alan Zweibel', 'Screenwriter'], ['Alan Zweibel', 'Story based on the novel by']]","$3,036,050 (46.1% of total gross)",2.17 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,481 opening theaters/1,481 max. theaters, 1.0 weeks average run per theater","$14,796,116",,"July 22nd, 1994 (Wide) by Sony Pictures",PG for a few words,87 minutes,vs. The PacifierCreate your own comparison chart…,,Based on Fiction Book/Short Story,Adventure,Live Action,Contemporary Fiction,,United States,English,,,,"$6,583,223",,,,
74,https://www.the-numbers.com/movie/Barcelona,"['Mira Sorvino', 'Thomas Gibson', 'Chris Eigeman', 'Taylor Nichols']","[['Whit Stillman', 'Director'], ['Whit Stillman', 'Screenwriter']]",,,100.0% (domestic box office/worldwide),,"$16,237,007",,"July 29th, 1994 (Wide) by Fine Line",PG-13 for drug content and a brief sex scene,101 minutes,Create your own comparison chart…,"Comedy Drama, Romance, 1980s, Dysfunctional Family, Relationships Gone Wrong",Original Screenplay,Drama,Live Action,Historical Fiction,,,,,"April 19th, 2016 by Criterion",Castle Rock Entertainment,"$7,224,321",,,"$14,861","$14,861"
75,https://www.the-numbers.com/movie/It-Could-Happen-To-You,[],"[['Andrew Bergman', 'Director'], ['Carter Burwell', 'Composer']]","$8,112,822 (21.5% of total gross)",4.66 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,506 opening theaters/1,544 max. theaters, 3.3 weeks average run per theater","$84,922,215",,"July 29th, 1994 (Wide) by Sony Pictures",PG for mild language and a scene of cop action,,Create your own comparison chart…,Romance,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,,United States,,,"August 25th, 1998 by Sony Pictures Home Entertainment, released as It Could Happen to You",,"$37,784,369",,,,
76,https://www.the-numbers.com/movie/Mask-The,"['Peter Riegert', 'Peter Greene', 'Amy Yasbeck', 'Richard Jeni', 'Cameron Diaz', 'Jim Carrey']","[['Chuck Russell', 'Director'], ['Bob Engleman', 'Producer'], ['Michael Fallon', 'Story Creator'], ['Mark Verheiden', 'Story Creator'], ['Mike Webb', 'Screenwriter'], ['Mike Richardson', 'Executive Producer'], ['Charles Russell', 'Executive Producer'], ['Michael De Luca', 'Executive Producer'], ['Carla Fry', 'Associate Producer'], ['John R. Leonetti', 'Director of Photography'], ['Craig Stearns', 'Production Designer'], ['Arthur Coburn', 'Editor'], ['Randy Edelman', 'Composer'], ['Ha Nguyen', 'Costume Designer'], ['Ken Ralston', 'Visual Effects Consultant'], ['Bonnie Greenberg', 'Music Supervisor'], ['Fern Champion', 'Casting Director'], ['Mark Paladini', 'Casting Director']]","$23,117,068 (19.3% of total gross)",5.19 (domestic box office/biggest weekend),34.1% (domestic box office/worldwide),"2,360 opening theaters/2,516 max. theaters, 10.8 weeks average run per theater","$269,379,323","$18,000,000 (worldwide box office is 19.5 times production budget)","July 29th, 1994 (Wide) by New Line",PG-13 for some stylized violence,101 minutes,vs. Dumb & DumberCreate your own comparison chart…,"Organized Crime, Visual Effects, Dark Horse Comics",Based on Comic/Graphic Novel,Comedy,Live Action,Super Hero,Mask,United States,English,"November 5th, 2020 (Wide) (Australia)
","March 26th, 1997 by New Line Home Video",Katja Motion Picture Corporation,"$119,920,129","$231,700,000","$351,620,129",,
77,https://www.the-numbers.com/movie/Clear-and-Present-Danger,"['Willem Dafoe', 'Anne Archer', 'James Earl Jones', 'Harrison Ford']","[['Phillip Noyce', 'Director'], ['Mace Neufeld', 'Producer'], ['Robert Rehme', 'Producer'], ['Donald Stewart', 'Screenwriter'], ['Steven Zaillian', 'Screenwriter'], ['John Milius', 'Screenwriter'], ['Tom Clancy', 'Story Creator'], ['Ralph Singleton', 'Co-Producer'], ['Donald M. McAlpine', 'Director of Photography'], ['Terence Marsh', 'Production Designer'], ['Neil Travis', 'Editor'], ['Bernie Pollack', 'Costume Designer'], ['Tim Sexton', 'Music Supervisor'], ['James Horner', 'Composer']]","$20,348,017 (16.7% of total gross)",6.00 (domestic box office/biggest weekend),58.8% (domestic box office/worldwide),"2,378 opening theaters/2,433 max. theaters, 9.3 weeks average run per theater","$274,219,001","$62,000,000 (worldwide box office is 3.3 times production budget)","August 3rd, 1994 (Wide) by Paramount Pictures",PG-13 for some intense action/violence and language,144 minutes,vs. The Sum of All FearsCreate your own comparison chart…,"Terminal Illness, Cancer, Intertitle, Narcotics, Government Corruption, Revenge, Organized Crime, Whistleblowers",Based on Fiction Book/Short Story,Action,Live Action,Contemporary Fiction,Jack Ryan,United States,English,,"October 21st, 1998 by Paramount Home Video","Mace Neufeld, Robert Rehme","$122,012,656","$85,487,344","$207,500,000",,
78,https://www.the-numbers.com/movie/Eat-Drink-Man-Woman,[],"[['Ang Lee', 'Director'], ['Ang Lee', 'Screenwriter'], ['James Schamus', 'Screenwriter'], ['Hui-Ling Wang', 'Screenwriter']]",,241.42 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),,"$16,394,520",,"August 3rd, 1994 (Wide) by Goldwyn Entertainment",Not Rated,123 minutes,vs. TanpopoCreate your own comparison chart…,"Taiwan, Comedy Drama, Single Parent, Widow/Widower, Death of a Spouse or Fiancée / Fiancé, Young Child Dealing with the Death of a Parent, Dysfunctional Family, Chef, Restaurants",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,,,,,,"$7,294,403",,,,
79,https://www.the-numbers.com/movie/Airheads,[],"[['Michael Lehmann', 'Director'], ['Rich Wilkes', 'Screenwriter'], ['Robert Simonds', 'Producer'], ['Mark Burg', 'Producer'], ['Ira Shuman', 'Co-Producer'], ['Todd Baker', 'Executive Producer'], ['David Nichols', 'Production Designer'], ['Stephen Semel', 'Editor'], ['Carter Burwell', 'Composer'], ['John Schwartzman', 'Cinematographer']]","$1,911,739 (38.1% of total gross)",2.63 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,228 opening theaters/1,228 max. theaters, 1.0 weeks average run per theater","$12,862,383",,"August 5th, 1994 (Wide) by 20th Century Fox",PG-13 for crude dialogue and some sexuality,92 minutes,vs. Son in LawCreate your own comparison chart…,"Rock 'n' Roll, Hostage, Stoner Comedy, Radio Industry, Boss From Hell, Prison, Epilogue",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,,,,,,"$5,021,868",,,,
80,https://www.the-numbers.com/movie/Little-Rascals-The,"['Bug Hall', 'Travis Tedford', 'Kevin Jamal Woods', 'Jordan Warkol', 'Zachary Mabry', 'Ross Bagley', 'Courtland Mead', 'Sam Saletta', 'Brittany Ashton Holmes']","[['Penelope Spheeris', 'Director']]","$10,028,065 (19.4% of total gross)",5.16 (domestic box office/biggest weekend),77.3% (domestic box office/worldwide),"1,726 opening theaters/1,927 max. theaters, 6.3 weeks average run per theater","$116,344,256",,"August 5th, 1994 (Wide) by Universal",PG for some rude dialogue,82 minutes,vs. Schindler’s ListCreate your own comparison chart…,Gangs,Based on TV,Comedy,Live Action,Contemporary Fiction,,United States,English,,"February 23rd, 1999 by Universal Home Entertainment","Universal Pictures, King World","$51,764,950","$15,183,000","$66,947,950",,
81,https://www.the-numbers.com/movie/Adventures-of-Priscilla-Queen-of-the-Desert-The,[],"[['Stephan Elliott', 'Director'], ['Stephan Elliott', 'Screenwriter']]","$219,433 (2.0% of total gross)",50.40 (domestic box office/biggest weekend),89.1% (domestic box office/worldwide),"7 opening theaters/53 max. theaters, 6.2 weeks average run per theater","$28,261,064",,"August 10th, 1994 (Wide) by Gramercy",R for sex-related situations and language,103 minutes,vs. Killing GroundCreate your own comparison chart…,"Cross-Dressing, LGBTQ+, Musicians, Performing Arts, Road Trip, Dysfunctional Family, Scene in End Credits, Buddy Comedy, Bigotry, Hate Crime",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,,,"September 9th, 1994 (Wide), released as Adventures Of Priscilla: Queen Of The Desert, The (Australia)
June 7th, 2019 (Limited), released as The Adventures of Priscillla, Queen Of The Desert (25th Anniversary) (United Kingdom)
April 7th, 2022 (Limited) (New Zealand)
June 13th, 2023 (Limited) (Australia)
","March 28th, 2000 by MGM Video",,"$11,059,000","$1,355,564","$12,414,564",,
82,https://www.the-numbers.com/movie/Corrina-Corrina,[],"[['Jessie Nelson', 'Director'], ['Jessie Nelson', 'Screenwriter'], ['Thomas Newman', 'Composer']]",,5.14 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),,"$45,280,231",,"August 12th, 1994 (Limited) by New Line",PG for thematic material,,Create your own comparison chart…,"Comedy Drama, Young Child Dealing with the Death of a Parent, Widow/Widower, Romance, Interracial Romance, 1950s",Original Screenplay,Comedy,Live Action,Historical Fiction,,,,,,,"$20,146,496",,,,
83,https://www.the-numbers.com/movie/In-the-Army-Now,[],[],"$6,367,194 (22.0% of total gross)",4.54 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,444 opening theaters/1,452 max. theaters, 4.4 weeks average run per theater","$64,912,055",,"August 12th, 1994 (Wide) by Walt Disney","PG for some war action, mild language and comic sensuality",88 minutes,vs. Buffalo SoldiersCreate your own comparison chart…,"Military Life, Farcical / Slapstick Comedy, Delayed Adulthood, Fired, War, POW",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,,,,,"$28,881,266",,,,
84,https://www.the-numbers.com/movie/Next-Karate-Kid-The,[],"[['Christopher Cain', 'Director'], ['Mark Lee', 'Screenwriter']]",,3.34 (domestic box office/biggest weekend),55.2% (domestic box office/worldwide),,"$19,668,806",,"August 12th, 1994 (Wide) by Sony Pictures",PG for violence and some mild language,107 minutes,"vs. The Karate Kid, Part IIICreate your own comparison chart…","Martial Arts, Sports Action, Juvenile Delinquent, Orphan, Young Child Dealing with the Death of a Parent, Sequels Without Their Original Stars",Original Screenplay,Action,Live Action,Contemporary Fiction,Karate Kid,United States,,,"August 28th, 2001 by Sony Pictures Home Entertainment",,"$8,751,228","$7,100,000","$15,851,228",,
85,https://www.the-numbers.com/movie/Andre,[],[],"$4,020,760 (24.0% of total gross)",4.17 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,469 opening theaters/1,469 max. theaters, 1.0 weeks average run per theater","$37,701,951",,"August 17th, 1994 (Wide) by Paramount Pictures","PG for teen mischief, mild violence and language",,Create your own comparison chart…,Animal Lead,Based on Fiction Book/Short Story,Adventure,Live Action,Dramatization,,,,,,,"$16,774,699",,,,
86,https://www.the-numbers.com/movie/Blankman,[],"[['Mike Binder', 'Director'], ['Damon Wayans', 'Screenwriter'], ['J.F. Lawton', 'Screenwriter']]","$3,715,480 (50.2% of total gross)",1.99 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,615 opening theaters/1,615 max. theaters, 1.0 weeks average run per theater","$16,621,716",,"August 19th, 1994 (Wide) by Sony Pictures",PG-13 for off-color humor,96 minutes,vs. The Meteor ManCreate your own comparison chart…,"Action Comedy, Spoof, Young Child Dealing with the Death of a Parent, Vigilante, Narcotics, Politicians, Inventor, Tabloid Journalism, Investigative Journalist, Organized Crime, Mafia, Hostage, Rescue, Revenge, Secret Identity, Screenplay Written By the Star",Original Screenplay,Comedy,Live Action,Super Hero,,,,,"June 2nd, 1998 by Columbia Pictures Home Entertainment",,"$7,395,486",,,,
87,https://www.the-numbers.com/movie/Color-of-Night,[],"[['Richard Rush', 'Director'], ['Billy Ray', 'Screenwriter'], ['Matthew Chapman', 'Screenwriter']]","$6,610,488 (33.5% of total gross)",2.99 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,740 opening theaters/1,740 max. theaters, 4.4 weeks average run per theater","$44,386,734",,"August 19th, 1994 (Wide) by Walt Disney","R for strong sexuality, violence and language",121 minutes,vs. ProfileCreate your own comparison chart…,"Erotic Thriller, Serial Killer, Depression, Suicide, Therapists / Therapy, Dysfunctional Family, Child Abuse, Abusive Therapists, Surprise Twist",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,,,English,,"August 21st, 2018 by Kino Lorber",,"$19,750,470",,,"$77,965","$77,965"
88,https://www.the-numbers.com/movie/Fresh,"['Sean Nelson', 'Giancarlo Esposito', ""N'Bushe Wright"", 'Samuel L. Jackson']","[['Boaz Yakin', 'Director'], ['Boaz Yakin', 'Screenwriter'], ['Lawrence Bender', 'Producer'], ['Randy Ostrow', 'Producer'], ['Lila Cazes', 'Executive Producer'], ['Adam Holender', 'Director of Photography'], ['Dan Leigh', 'Production Designer'], ['Dorian Harris', 'Editor'], ['Chrisann Verges', 'Co-Producer'], ['Joann F. Jansen', 'Associate Producer'], ['Stewart Copeland', 'Composer']]",,3.40 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),,"$18,193,042",,"August 19th, 1994 (Wide) by Miramax","R for intense, realistic depiction of urban violence, and for drug content, pervasive language, and some sexuality",113 minutes,vs. Boyz n the HoodCreate your own comparison chart…,"Black Urban, African Americans, Hood Film, Crime Drama, Crime, Dysfunctional Family, Coming of Age, Narcotics, Drug Dealer, Gangs, Gang Warfare",Original Screenplay,Drama,Live Action,Contemporary Fiction,,United States,English,,"October 10th, 2000 by Buena Vista Home Entertainment",Fresh Production,"$8,094,616",,,,
89,https://www.the-numbers.com/movie/Camp-Nowhere,[],"[['Jonathan Prince', 'Director'], ['Andrew Kurtzman', 'Screenwriter'], ['Eliot Wald', 'Screenwriter'], ['Andrew Kurtzman', 'Producer'], ['David Streit', 'Producer'], ['Eliot Wald', 'Producer'], ['Gloria Lopez', 'Producer'], ['Janet Graham', 'Producer']]","$2,755,661 (26.4% of total gross)",3.79 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,358 opening theaters/1,358 max. theaters, 1.0 weeks average run per theater","$23,470,340",,"August 26th, 1994 (Wide) by Walt Disney",PG for some mild adolescent language and sensuality,96 minutes,vs. Lost & FoundCreate your own comparison chart…,,Original Screenplay,Adventure,Live Action,Contemporary Fiction,,United States,English,,"August 5th, 2003 by Walt Disney Home Entertainment",,"$10,442,641",,,,
90,https://www.the-numbers.com/movie/Natural-Born-Killers,"['Robert Downey, Jr.', 'Tommy Lee Jones', 'Woody Harrelson', 'Juliette Lewis']","[['Oliver Stone', 'Director'], ['Jane Hamsher', 'Producer'], ['Dan Murphy', 'Producer'], ['Clayton Townsend', 'Producer'], ['David Veloz', 'Screenwriter'], ['Richard Rutkowski', 'Screenwriter'], ['Oliver Stone', 'Screenwriter'], ['Quentin Tarantino', 'Story Creator'], ['Arnon Milchan', 'Executive Producer'], ['Thom Mount', 'Executive Producer'], ['Oliver Stone', 'Executive Producer'], ['Rand Vossler', 'Co-Producer'], ['Robert Richardson', 'Director of Photography'], ['Victor Kempster', 'Production Designer'], ['Hank Corwin', 'Editor'], ['Brian Berdan', 'Editor']]","$11,166,687 (22.2% of total gross)",4.50 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,510 opening theaters/1,904 max. theaters, 7.3 weeks average run per theater","$113,012,978",,"August 26th, 1994 (Wide) by Warner Bros.","R for extreme violence and graphic carnage, for shocking images, and for strong language and sexuality",120 minutes,vs. Starship TroopersCreate your own comparison chart…,Film Noir,Original Screenplay,Black Comedy,Live Action,Contemporary Fiction,,United States,English,"November 5th, 2020 (Wide) (Australia)
","January 25th, 2000 by Lionsgate Home Entertainment","NBK, Regency Enterprises, Warner Bros., Alcor Films, New Regency, Ixtlan Productions, JD Productions","$50,282,766",$797,"$50,283,563",,
91,https://www.the-numbers.com/movie/Milk-Money,"['Melanie Griffith', 'Ed Harris']","[['Richard Benjamin', 'Director'], ['Kathleen Kennedy', 'Producer'], ['Frank Marshall', 'Producer'], ['John Mattson', 'Screenwriter'], ['Patrick Palmer', 'Executive Producer'], ['Michael Finnell', 'Executive Producer'], ['David Watkin', 'Director of Photography'], ['Paul Sylbert', 'Production Designer'], ['Jacqueline Cambas', 'Editor'], ['Michael Convertino', 'Composer']]","$5,846,533 (32.3% of total gross)",3.10 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,361 opening theaters/1,361 max. theaters, 4.4 weeks average run per theater","$40,711,435",,"August 31st, 1994 (Wide) by Paramount Pictures",PG-13 for sexual themes and situations involving adolescents,110 minutes,Create your own comparison chart…,Romance,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,,United States,English,,,The Kennedy/Marshall Company,"$18,121,466",,,,
92,https://www.the-numbers.com/movie/Trial-by-Jury,[],"[['Heywood Gould', 'Director'], ['Jordan Katz', 'Screenwriter'], ['Heywood Gould', 'Screenwriter'], ['Christopher Meledandri', 'Producer'], ['Terence Blanchard', 'Composer']]","$2,855,852 (41.0% of total gross)",2.44 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,401 opening theaters/1,401 max. theaters, 2.0 weeks average run per theater","$15,669,403",,"September 9th, 1994 (Wide) by Warner Bros.",R for violence and language,107 minutes,Create your own comparison chart…,"Crime Thriller, Mafia, Crime Boss, Jury Duty, Jury Tampering",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,,United States,English,,"August 1st, 2000 by Warner Home Video",,"$6,971,777",,,,
