,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Theater counts:,Infl. Adj. Dom. BO,Production Budget:,Domestic Releases:,MPAA Rating:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Franchise:,Production Countries:,Languages:,International Releases:,Video Release:,Production/Financing Companies:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
0,https://www.the-numbers.com/movie/Air-Up-There-The,[],"[['Paul Michael Glaser', 'Director'], ['Max Apple', 'Screenwriter'], ['David Newman', 'Composer']]","$5,240,859 (25.2% of total gross)",3.97 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,507 opening theaters/1,721 max. theaters, 2.8 weeks average run per theater","$53,229,531",,"January 7th, 1994 (Wide) by Walt Disney",PG for some violence and language,107 minutes,vs. Like MikeCreate your own comparison chart…,"Basketball, Sports Comedy, Culture Clash",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,,,,,,"$20,782,439",,,,
1,https://www.the-numbers.com/movie/House-Party-3,[],"[['Eric Meza', 'Director'], ['David Toney', 'Screenwriter'], ['Takashi Bufford', 'Screenwriter']]","$6,781,716 (35.3% of total gross)",2.83 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"848 opening theaters/855 max. theaters, 3.0 weeks average run per theater","$43,140,733",,"January 12th, 1994 (Wide) by New Line",R for strong language and some strong sexuality,100 minutes,vs. BlinkCreate your own comparison chart…,"Farcical / Slapstick Comedy, Music Industry, Sequels Without Their Original Stars",Original Screenplay,Comedy,Live Action,Contemporary Fiction,House Party,United States,English,,,,"$19,194,572",,,,
2,https://www.the-numbers.com/movie/Iron-Will,[],"[['Charles Haid', 'Director'], ['John Michael Hayes', 'Screenwriter'], ['Djordje Milićević', 'Screenwriter'], ['Jeff Arch', 'Screenwriter']]","$5,313,406 (25.8% of total gross)",3.88 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,901 opening theaters/2,036 max. theaters, 3.6 weeks average run per theater","$46,351,361",,"January 14th, 1994 (Wide) by Walt Disney",PG for adventure action,108 minutes,vs. Soul FoodCreate your own comparison chart…,"Family Adventure, Miscellaneous Racing, Animal Lead, 1910s, Set in Manitoba, Set in Minnesota",Based on Real Life Events,Adventure,Live Action,Dramatization,,United States,,,,,"$20,623,071",,,,
3,https://www.the-numbers.com/movie/Intersection,"['Martin Landau', 'Richard Gere', 'Sharon Stone', 'Lolita Davidovich']","[['Mark Rydell', 'Director'], ['David Rayfiel', 'Screenwriter'], ['Marshall Brickman', 'Screenwriter'], ['James Newton Howard', 'Composer']]","$7,818,502 (37.9% of total gross)",2.64 (domestic box office/biggest weekend),93.2% (domestic box office/worldwide),"1,300 opening theaters/1,300 max. theaters, 3.0 weeks average run per theater","$46,396,229",,"January 21st, 1994 (Wide) by Paramount Pictures",R for some language and sexuality,98 minutes,vs. JuniorCreate your own comparison chart…,"Life Drama, Non-Chronological, Car Accident, Relationships Gone Wrong, Dysfunctional Family, Architecture, Remake, Foreign-Language Remake",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,,United States,English,"November 5th, 2020 (Wide) (Australia)
","February 19th, 2002 by Paramount Home Video",,"$20,643,034","$1,514,243","$22,157,277",,
4,https://www.the-numbers.com/movie/Blink,[],"[['Michael Apted', 'Director'], ['Dana Stevens', 'Screenwriter']]","$4,410,077 (26.5% of total gross)",3.78 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,527 opening theaters/1,540 max. theaters, 2.0 weeks average run per theater","$37,463,384",,"January 26th, 1994 (Wide) by New Line","R for sexuality, language and violence",106 minutes,vs. House Party 3Create your own comparison chart…,"Film Noir, Crime Thriller, Blindness, Musicians, Witnessing a Crime, Serial Killer, Police Detective",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,,,,,,,"$16,668,552",,,,
5,https://www.the-numbers.com/movie/Red-Rock-West,[],[],"$11,562 (0.5% of total gross)",216.45 (domestic box office/biggest weekend),26.3% (domestic box office/worldwide),"1 opening theaters/1 max. theaters, 1.0 weeks average run per theater","$5,624,603",,1994 (Limited) by Walt Disney,"R for language and violence, and for sexuality.",,Create your own comparison chart…,Film Noir,,,,,,United States,,,,,"$2,502,551","$7,000,000","$9,502,551",,
6,https://www.the-numbers.com/movie/Ace-Ventura-Pet-Detective,"['Sean Young', 'Courteney Cox', 'Tone Loc', 'Dan Marino', 'Jim Carrey']","[['Tom Shadyac', 'Director'], ['James G. Robinson', 'Producer'], ['Jack Bernstein', 'Screenwriter'], ['Tom Shadyac', 'Screenwriter'], ['Jim Carrey', 'Screenwriter'], ['Jack Bernstein', 'Story by'], ['Gary Barber', 'Executive Producer'], ['William A. Elliott', 'Production Designer'], ['Julio Macat', 'Director of Photography'], ['Don Zimmerman', 'Editor'], ['Bob Israel', 'Co-Producer'], ['Ira Newborn', 'Composer']]","$12,115,105 (16.8% of total gross)",5.96 (domestic box office/biggest weekend),67.4% (domestic box office/worldwide),"1,750 opening theaters/1,963 max. theaters, 7.6 weeks average run per theater","$162,312,136","$12,000,000 (worldwide box office is 8.9 times production budget)","February 4th, 1994 (Wide) by Warner Bros.",PG-13 for off-color humor and some nudity,86 minutes,vs. Dumb & DumberCreate your own comparison chart…,"Farcical / Slapstick Comedy, Animal Lead, Missing Pet, Kidnap, Fictionalized Version of Yourself, Football, Private Investigator, Revenge",Original Screenplay,Comedy,Live Action,Contemporary Fiction,Ace Ventura,United States,English,,"August 26th, 1997 by Warner Home Video",Morgan Creek Productions,"$72,217,396","$35,000,000","$107,217,396",,
7,https://www.the-numbers.com/movie/Ill-Do-Anything,[],"[['James L. Brooks', 'Director'], ['James L. Brooks', 'Screenwriter']]","$4,702,625 (46.1% of total gross)",2.17 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,205 opening theaters/1,205 max. theaters, 1.0 weeks average run per theater","$22,945,477",,"February 4th, 1994 (Wide) by Sony Pictures",PG-13 for sexual language and situations,115 minutes,Create your own comparison chart…,"Comedy Drama, Dysfunctional Family, Unexpected Families, TV Industry, TV Actor, 1980s, 1990s, Prologue, Relationships Gone Wrong",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,,,,,"$10,209,111",,,,
8,https://www.the-numbers.com/movie/My-Father-the-Hero,[],"[['Steve Miner', 'Director'], ['David Newman', 'Composer']]","$5,645,251 (22.2% of total gross)",4.51 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,193 opening theaters/1,373 max. theaters, 3.8 weeks average run per theater","$57,266,549",,"February 4th, 1994 (Wide) by Miramax",PG for language and elements of sensuality,,vs. Ace Ventura: Pet DetectiveCreate your own comparison chart…,"Coming of Age, Comedy Drama, Remake, Foreign-Language Remake, Remake with Returning Cast Member",Remake,Comedy,Live Action,Contemporary Fiction,,"France, United States",,,"April 8th, 2003 by Mill Creek Entertainment",,"$25,479,558",,,,
9,https://www.the-numbers.com/movie/Blank-Check,[],"[['Rupert Wainwright', 'Director']]","$5,411,897 (17.7% of total gross)",4.86 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,698 opening theaters/1,732 max. theaters, 4.7 weeks average run per theater","$68,716,046",,"February 11th, 1994 (Wide) by Walt Disney","PG for language, and for some threatening situations",94 minutes,vs. Sky HighCreate your own comparison chart…,"Crime Comedy, Crime, Car Accident, Found Money, Money Troubles, Bullies, Fugitive / On the Run, Prison Break, Dysfunctional Family, Sibling Rivalry",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,,,,"March 21st, 1995 by Buena Vista Home Entertainment",,"$30,573,770",,,,
10,https://www.the-numbers.com/movie/Getaway-The-(1994),"['Jennifer Tilly', 'Richard Farnsworth', 'Alec Baldwin', 'Kim Basinger', 'Michael Madsen', 'James Woods']","[['Roger Donaldson', 'Director'], ['David Foster', 'Producer'], ['Lawrence Turman', 'Producer'], ['John Alan Simon', 'Producer'], ['Walter Hill', 'Screenwriter'], ['Amy Jones', 'Screenwriter'], ['Jim Thompson', 'Story based on the novel by'], ['Peter Menzies Jr.', 'Director of Photography'], ['Joseph Nemec III', 'Production Designer'], ['Conrad Buff', 'Editor'], ['Mark Isham', 'Composer'], ['Danny Bramson', 'Music Supervisor'], ['Marilyn Vance', 'Associate Producer']]","$5,806,515 (37.4% of total gross)",2.68 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,659 opening theaters/1,659 max. theaters, 1.0 weeks average run per theater","$34,938,406",,"February 11th, 1994 (Wide) by Universal","R for violence, sexuality and language",115 minutes,vs. Get HardCreate your own comparison chart…,"Film Noir, Action Thriller, Heist, Prison Break, No Honor Among Thieves, Left for Dead, Infidelity, Suicide, Confidence Men, Fugitive / On the Run, Border Town",Remake,Action,Live Action,Contemporary Fiction,,"Japan, United States",English,,"May 26th, 1998 by Universal Home Entertainment","Largo Entertainment, JVC Entertainment, Turman-Foster","$15,545,115",,,,
11,https://www.the-numbers.com/movie/My-Girl-2,"['Dan Aykroyd', 'Jamie Lee Curtis', 'Anna Chlumsky', 'Austin O’Brien']","[['Howard Zieff', 'Director'], ['Brian Grazer', 'Producer'], ['Janet Kovalcik', 'Screenwriter'], ['David T. Friendly', 'Executive Producer'], ['Howard Zieff', 'Executive Producer'], ['Joseph M. Caracciolo', 'Executive Producer'], ['Paul Elliot', 'Director of Photography'], ['Charles Rosen', 'Production Designer'], ['Wendy Greene Bricmont', 'Editor'], ['Cliff Eidelman', 'Composer']]","$5,012,295 (30.3% of total gross)",3.30 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,841 opening theaters/1,853 max. theaters, 2.0 weeks average run per theater","$37,217,380",,"February 11th, 1994 (Wide) by Sony Pictures",PG for thematic elements and mild language,99 minutes,Create your own comparison chart…,"Coming of Age, Comedy Drama, 1970s, Single Parent, Step-Family, Pregnant Women, Set in Los Angeles, Family Secrets",Original Screenplay,Comedy,Live Action,Historical Fiction,My Girl,United States,English,,"December 3rd, 2002 by Sony Pictures Home Entertainment","Columbia Pictures, Imagine Films","$16,559,100",,,,
12,https://www.the-numbers.com/movie/Blue-Chips,[],"[['William Friedkin', 'Director']]","$10,123,605 (45.3% of total gross)",2.21 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,980 opening theaters/1,980 max. theaters, 3.0 weeks average run per theater","$50,253,040",,"February 18th, 1994 (Wide) by Paramount Pictures",PG-13 for language,108 minutes,vs. Above the RimCreate your own comparison chart…,Basketball,Original Screenplay,Drama,Live Action,Contemporary Fiction,,United States,English,,"June 27th, 2006 by Paramount Home Video",,"$22,359,041",,,,
13,https://www.the-numbers.com/movie/On-Deadly-Ground,[],"[['Steven Seagal', 'Director'], ['Basil Poledouris', 'Composer']]","$12,679,573 (32.9% of total gross)",3.04 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,010 opening theaters/2,010 max. theaters, 3.9 weeks average run per theater","$86,733,941","$50,000,000 (worldwide box office is 0.8 times production budget)","February 18th, 1994 (Wide) by Warner Bros.",R for strong violence and language,,vs. Bangkok DangerousCreate your own comparison chart…,"Action Adventure, Set in Alaska",Original Screenplay,Action,Live Action,Contemporary Fiction,,United States,,,,,"$38,590,458",,,,
14,https://www.the-numbers.com/movie/Reality-Bites,[],"[['Ben Stiller', 'Director']]","$6,003,525 (29.9% of total gross)",3.34 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,149 opening theaters/1,175 max. theaters, 2.0 weeks average run per theater","$45,130,439",,"February 18th, 1994 (Wide) by Universal","PG-13 for some language, drug content and sensuality",,Create your own comparison chart…,"Romance, Love Triangle",Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,,United States,English,,"April 15th, 2014 by Universal Home Entertainment",Jersey Films,"$20,079,850",,,"$188,402","$188,402"
15,https://www.the-numbers.com/movie/8-Seconds,"['Stephen Baldwin', 'Cynthia Geary', 'James Rebhorn', 'Luke Perry']","[['John G. Avildsen', 'Director'], ['Monte Merrick', 'Screenwriter'], ['Michael Shamberg', 'Producer'], ['Cyd LeVin', 'Executive Producer'], ['Jeffrey Swab', 'Executive Producer'], ['William J. Cassidy', 'Production Designer'], ['J. Douglas Seelig', 'Editor'], ['Bill Conti', 'Composer'], ['Victor Hammer', 'Director of Photography']]","$3,369,037 (17.2% of total gross)",5.81 (domestic box office/biggest weekend),91.8% (domestic box office/worldwide),"836 opening theaters/838 max. theaters, 3.0 weeks average run per theater","$44,012,525",,"February 25th, 1994 (Wide) by New Line",PG-13 for language,104 minutes,vs. House Party 3Create your own comparison chart…,"Biography, Rodeo, 1980s, Biographical Drama, Accidental Death, Death of a Colleague, Sports Injury",Based on Real Life Events,Drama,Live Action,Dramatization,,United States,English,"February 27th, 2015 (Wide) (Turkey)
","February 14th, 2006 by Warner Home Video",Jersey Films,"$19,582,455","$1,759,935","$21,342,390",,
16,https://www.the-numbers.com/movie/Sugar-Hill,[],"[['Leon Ichaso', 'Director'], ['Terence Blanchard', 'Composer'], ['Barry Michael Cooper', 'Screenwriter']]","$5,712,485 (31.3% of total gross)",3.20 (domestic box office/biggest weekend),99.2% (domestic box office/worldwide),"845 opening theaters/859 max. theaters, 5.6 weeks average run per theater","$41,068,212","$10,000,000 (worldwide box office is 1.8 times production budget)","February 25th, 1994 (Wide) by 20th Century Fox","R for intense drug related violence, graphic heroin use and strong language",123 minutes,vs. The Ultimate GiftCreate your own comparison chart…,"Mafia, Film Noir, Hood Film, Crime Thriller, Non-Chronological, Drug Dealer, Gangs, Set in New York, Set in New York City, Set in Harlem",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,,United States,,,,,"$18,272,447","$151,467","$18,423,914",,
17,https://www.the-numbers.com/movie/Angie,[],"[['Martha Coolidge', 'Director'], ['Todd Graff', 'Screenwriter'], ['Jerry Goldsmith', 'Composer']]","$2,779,640 (30.0% of total gross)",3.33 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"808 opening theaters/1,169 max. theaters, 1.7 weeks average run per theater","$20,795,102",,"March 4th, 1994 (Wide) by Walt Disney",R for language,107 minutes,vs. What's Eating Gilbert GrapeCreate your own comparison chart…,"Comedy Drama, Pregnant Women, Relationships Gone Wrong, Romance, Single Parent",Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction,,United States,English,,"February 6th, 2018 by Kino Lorber",Caravan Pictures,"$9,252,349",,,"$5,283","$5,283"
18,https://www.the-numbers.com/movie/Chase-The,[],[],"$3,421,028 (43.7% of total gross)",2.29 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,633 opening theaters/1,633 max. theaters, 1.0 weeks average run per theater","$17,612,883",,"March 4th, 1994 (Wide) by 20th Century Fox","PG-13 for violence, a scene of sensuality and some language",,vs. AngieCreate your own comparison chart…,,Original Screenplay,Adventure,Live Action,Contemporary Fiction,,,,,,,"$7,836,488",,,,
19,https://www.the-numbers.com/movie/Greedy,[],"[['Jonathan Lynn', 'Director'], ['Lowell Ganz', 'Screenwriter'], ['Babaloo Mandel', 'Screenwriter']]","$4,805,115 (36.6% of total gross)",2.73 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,710 opening theaters/1,732 max. theaters, 2.9 weeks average run per theater","$29,527,134",,"March 4th, 1994 (Wide) by Universal",PG-13 for language,113 minutes,vs. The Great GatsbyCreate your own comparison chart…,"Inheritance, Surprise Twist, Wheelchair User, Wheelchair Hoax, Family Comedy, Dysfunctional Family, Bowling, Sports Injury, Career-Ending Injury, Ensemble",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,,,,"December 15th, 1998 by Universal Home Entertainment",,"$13,137,484",,,,
20,https://www.the-numbers.com/movie/Sirens,[],"[['John Duigan', 'Director'], ['Sue Milliken', 'Producer'], ['Sarah Radclyffe', 'Producer']]",,10.88 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),,"$17,465,090",,"March 4th, 1994 (Wide) by Miramax","R for abundant nudity and sex-related scenes, and for language",94 minutes,Create your own comparison chart…,"Erotic Drama, Australia, 1930s",Based on Real Life Events,Drama,Live Action,Dramatization,,"Australia, United Kingdom",English,,,,"$7,770,731",,,,
21,https://www.the-numbers.com/movie/Four-Weddings-and-a-Funeral,"['Kristin Scott Thomas', 'Simon Callow', 'James Fleet', 'John Hannah', 'Charlotte Coleman', 'David Bower', 'Corin Redgrave', 'Rowan Atkinson', 'Hugh Grant', 'Andie MacDowell']","[['Mike Newell', 'Director'], ['Richard Curtis', 'Screenwriter'], ['Duncan Kennedy', 'Producer'], ['Jon Gregory', 'Editor'], ['Richard Rodney Bennett', 'Composer'], ['Michael Coulter', 'Director of Photography']]",,12.03 (domestic box office/biggest weekend),21.7% (domestic box office/worldwide),,"$118,447,698","$4,500,000 (worldwide box office is 54.0 times production budget)","March 9th, 1994 (Wide) by Gramercy","R for language, and for some sexuality",116 minutes,vs. About a BoyCreate your own comparison chart…,"Romance, Wedding Day, Intertitle, Epilogue, LGBTQ+, Relationships Gone Wrong, Deaf, Wedding Day Disasters, Romantic Comedy, 1995 Oscars Best Picture Nominee",Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,,United Kingdom,"English, Sign Language","June 10th, 1994 (Wide) (New Zealand)
February 10th, 2023 (Limited) (United Kingdom)
","September 7th, 1999 by MGM Video","Working Title Films, PolyGram Filmed Entertainment, Channel Four Films","$52,700,832","$190,194,977","$242,895,809",,
22,https://www.the-numbers.com/movie/Ref-The,[],"[['Ted Demme', 'Director'], ['Richard LaGravenese', 'Screenwriter'], ['Marie Weiss', 'Screenwriter']]","$3,044,097 (26.9% of total gross)",3.72 (domestic box office/biggest weekend),91.9% (domestic box office/worldwide),"701 opening theaters/797 max. theaters, 1.9 weeks average run per theater","$25,455,480",,"March 9th, 1994 (Wide) by Walt Disney",R for language,97 minutes,vs. What's Eating Gilbert GrapeCreate your own comparison chart…,"Christmas, Dysfunctional Family, Black Comedy, Infidelity, Heist, Kidnap, Christmas in November",Original Screenplay,Black Comedy,Live Action,Contemporary Fiction,,United States,,,,,"$11,325,885","$1,000,000","$12,325,885",,
23,https://www.the-numbers.com/movie/Guarding-Tess,[],"[['Hugh Wilson', 'Director']]","$7,065,213 (26.1% of total gross)",3.82 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,601 opening theaters/1,614 max. theaters, 3.9 weeks average run per theater","$60,736,138",,"March 11th, 1994 (Wide) by Sony Pictures",PG-13 for some language,95 minutes,vs. Gung HoCreate your own comparison chart…,"Comedy Drama, Political, Boss From Hell, Kidnap, Dysfunctional Family, Terminal Illness, Cancer, Autumn Years",Original Screenplay,Drama,Live Action,Contemporary Fiction,,,,,,,"$27,023,278",,,,
24,https://www.the-numbers.com/movie/Hudsucker-Proxy-The,[],"[['Joel Coen', 'Director'], ['Ethan Coen', 'Producer'], ['Ethan Coen', 'Screenwriter'], ['Joel Coen', 'Screenwriter'], ['Sam Raimi', 'Screenwriter'], ['Carter Burwell', 'Composer']]",,,18.9% (domestic box office/worldwide),,"$6,330,262","$40,000,000 (worldwide box office is 0.4 times production budget)","March 11th, 1994 (Wide) by Warner Bros.",PG for mild language and thematic elements,111 minutes,vs. True GritCreate your own comparison chart…,Non-Chronological,Original Screenplay,Comedy,Live Action,Historical Fiction,,"Germany, United Kingdom, United States",English,,"February 26th, 2013 by Warner Home Video",Hudsucker Pictures,"$2,816,518","$12,121,631","$14,938,149",,
25,https://www.the-numbers.com/movie/Lightning-Jack,[],"[['Simon Wincer', 'Director']]","$5,401,743 (32.1% of total gross)",3.11 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,710 opening theaters/1,733 max. theaters, 2.9 weeks average run per theater","$37,806,635",,"March 11th, 1994 (Wide) by Savoy",PG-13 for sexual content,98 minutes,vs. Life of the PartyCreate your own comparison chart…,,Original Screenplay,Western,Live Action,Historical Fiction,,United States,,,,,"$16,821,273",,,,
26,https://www.the-numbers.com/movie/Monkey-Trouble,[],"[['Franco Amurri', 'Director'], ['Mimi Polk', 'Producer'], ['Mark Mancina', 'Composer']]","$4,523,597 (27.7% of total gross)",3.61 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,412 opening theaters/1,413 max. theaters, 2.0 weeks average run per theater","$36,735,103",,"March 18th, 1994 (Wide) by New Line",PG for a moment of menace,96 minutes,vs. Above the RimCreate your own comparison chart…,Animal Lead,Original Screenplay,Adventure,Live Action,Contemporary Fiction,,United States,,,,,"$16,344,520",,,,
27,https://www.the-numbers.com/movie/Naked-Gun-33-1-3-The-Final-Insult,[],"[['Peter Segal', 'Director']]","$13,216,531 (25.9% of total gross)",3.86 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,361 opening theaters/2,383 max. theaters, 5.2 weeks average run per theater","$114,719,066","$30,000,000 (worldwide box office is 1.7 times production budget)","March 18th, 1994 (Wide) by Paramount Pictures",PG-13 for off-color humor,,vs. The Guilt TripCreate your own comparison chart…,"Spoof, Prison, Farcical / Slapstick Comedy, Prison Break, Relationships Gone Wrong, Undercover, Retirement, Out of Retirement, Terrorism",Based on TV,Comedy,Live Action,Contemporary Fiction,Naked Gun,United States,English,,"December 1st, 2015 by Warner Bros / Paramount",,"$51,041,856",,,"$13,066","$13,066"
28,https://www.the-numbers.com/movie/Paper-The,"['Michael Keaton', 'Glenn Close', 'Marisa Tomei', 'Randy Quaid', 'Robert Duvall']","[['Ron Howard', 'Director'], ['David Koepp', 'Screenwriter'], ['Stephen Koepp', 'Screenwriter'], ['Brian Grazer', 'Producer'], ['Frederick Zollo', 'Producer'], ['David Koepp', 'Co-Producer'], ['Todd Hallowell', 'Executive Producer'], ['Dylan Sellers', 'Executive Producer'], ['John Seale', 'Director of Photography'], ['Todd Hallowell', 'Production Designer'], ['Daniel Hanley', 'Editor'], ['Michael Hill', 'Editor'], ['Rita Ryack', 'Costume Designer'], ['Randy Newman', 'Composer'], ['Randy Newman', 'Song ""Make Up Your Mind"" words and music']]",,5.25 (domestic box office/biggest weekend),79.3% (domestic box office/worldwide),,"$82,638,573",,"March 18th, 1994 (Wide) by Universal",R for strong language,112 minutes,vs. Apollo 13Create your own comparison chart…,"News, Comedy Drama, Newspaper Industry, Investigative Journalist, One Day, Falsely Accused, Pregnant Women, Organized Crime",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,English,,"November 18th, 1997 by Universal Home Entertainment",Imagine Entertainment,"$36,768,310","$9,600,000","$46,368,310",,
29,https://www.the-numbers.com/movie/Above-the-Rim,[],"[['Jeff Pollack', 'Director'], ['Barry Michael Cooper', 'Screenwriter'], ['Jeff Pollack', 'Screenwriter'], ['Marcus Miller', 'Composer']]","$3,738,800 (23.3% of total gross)",4.29 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"863 opening theaters/891 max. theaters, 2.9 weeks average run per theater","$36,020,274",,"March 23rd, 1994 (Wide) by New Line","R for pervasive strong language, and for violence",96 minutes,vs. Blue ChipsCreate your own comparison chart…,"Basketball, Hood Film, Family Drama, Former Professional Athlete, Dysfunctional Family, Drug Dealer, Narcotics, High School Sports, Take a Dive, Gangs",Original Screenplay,Drama,Live Action,Contemporary Fiction,,,,,"October 1st, 1996 by New Line Home Video",,"$16,026,469",,,,
30,https://www.the-numbers.com/movie/D2-The-Mighty-Ducks,[],[],"$10,356,748 (22.7% of total gross)",4.40 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,182 opening theaters/2,223 max. theaters, 6.1 weeks average run per theater","$102,497,684",,"March 25th, 1994 (Wide) by Walt Disney",PG for some mild language and rouch hockey action,,vs. Daddy Day CareCreate your own comparison chart…,"Hockey, Family Comedy",Original Screenplay,Comedy,Live Action,Contemporary Fiction,Mighty Ducks,United States,,,"August 17th, 1994 by Buena Vista Home Entertainment, released as D2 The Mighty Ducks",,"$45,604,206",,,,
31,https://www.the-numbers.com/movie/Major-League-II,"['Dennis Haysbert', 'James Gammon', 'Omar Epps', 'Eric Bruskotter', 'Bob Uecker', 'David Keith', 'Alison Doody', 'Michelle Burke', 'Takaaki Ishibashi', 'Margaret Whitton', 'Charlie Sheen', 'Tom Berenger', 'Corbin Bernsen']","[['David S. Ward', 'Director'], ['David S. Ward', 'Screenwriter'], ['Jim Jennewein', 'Screenwriter'], ['R.J. Stewart', 'Screenwriter'], ['Tom S. Parker', 'Screenwriter'], ['David S. Ward', 'Producer'], ['Edward D. Markley', 'Producer'], ['Gary Barber', 'Producer'], ['James Newton Howard', 'Composer']]","$7,040,777 (23.0% of total gross)",4.35 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,167 opening theaters/2,167 max. theaters, 3.8 weeks average run per theater","$68,833,844",,"March 30th, 1994 (Wide) by Warner Bros.",PG for some rude language,105 minutes,vs. Major LeagueCreate your own comparison chart…,"Baseball, Sports Comedy, Delayed Sequel",Original Screenplay,Comedy,Live Action,Contemporary Fiction,Major League,United States,English,,"May 16th, 2000 by Warner Home Video",Morgan Creek Productions,"$30,626,182",,,,
32,https://www.the-numbers.com/movie/Thumbelina,[],"[['Don Bluth', 'Director']]","$2,318,822 (20.4% of total gross)",4.90 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,502 opening theaters/1,502 max. theaters, 2.0 weeks average run per theater","$25,562,494",,"March 30th, 1994 (Wide) by Warner Bros.",G,86 minutes,vs. Rock-a-DoodleCreate your own comparison chart…,"Prologue, Voiceover/Narration, Animal Lead, Talking Animals, Romance, Kidnap, Rescue, Tiny Worlds, Fairies, Scene in End Credits, Epilogue, Unexpected Families, Breaking the Fourth Wall, Intertitle",Based on Fiction Book/Short Story,Musical,Hand Animation,Fantasy,,"Ireland, United States",English,,,,"$11,373,501",,,,
33,https://www.the-numbers.com/movie/Clifford,[],"[['Paul Flaherty', 'Director'], ['Jay Dee Rock*', 'Screenwriter'], ['Bobby Von Hayes*', 'Screenwriter']]","$2,541,043 (34.6% of total gross)",2.89 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,014 opening theaters/1,023 max. theaters, 2.0 weeks average run per theater","$16,514,244",,"April 1st, 1994 (Wide) by Orion Pictures",PG,90 minutes,vs. We're Back! A Dinosaur's StoryCreate your own comparison chart…,"Farcical / Slapstick Comedy, Unexpected Families, Dysfunctional Family, Famously Bad, Cult Movie, Romance, Relationships Gone Wrong, Religious, Prologue, Epilogue, Non-Chronological",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,,English,,,,"$7,347,669",,,,
34,https://www.the-numbers.com/movie/House-of-the-Spirits-The,"['Meryl Streep', 'Jeremy Irons', 'Glenn Close', 'Winona Ryder', 'Antonio Banderas']","[['Bille August', 'Director'], ['Bille August', 'Screenwriter'], ['Isabel Allende', 'Story Creator'], ['Bernd Eichinger', 'Producer'], ['Anna Asp', 'Production Designer'], ['Janus Billeskov Jansen', 'Editor'], ['Hans Zimmer', 'Composer'], ['Jorgen Persson', 'Director of Photography']]",,,100.0% (domestic box office/worldwide),,"$13,973,934",,"April 1st, 1994 (Wide) by Miramax","R for strong sexuality, and for violence",132 minutes,Create your own comparison chart…,"Historical Drama, Dysfunctional Family, 1920s, 1940s, 1960s, 1970s, Epilogue, Sex Crimes, Single Parent, Boarding School, Emotional Abuse, Domestic Abuse, Prostitution, Political, Political Activist, Class Warfare, Coup d’Etat, Family Affair, Same Role, Multiple Actors",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,,United States,,,,Neue Constantin,"$6,217,413",,,,
