,url,cast,crew,Legs:,Domestic Share:,Infl. Adj. Dom. BO,Opening Weekend:,Theater counts:,Production Budget:,Domestic Releases:,International Releases:,Video Release:,MPAA Rating:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production Countries:,Languages:,Production/Financing Companies:,Franchise:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
64,https://www.the-numbers.com/movie/Single-White-Female-(1992),"['Steven Weber', 'Peter Friedman', 'Stephen Tobolowsky', 'Bridget Fonda', 'Jennifer Jason Leigh']","[['Barbet Schroeder', 'Director'], ['Don Roos', 'Screenwriter'], ['Barbet Schroeder', 'Producer'], ['Jack Baran', 'Executive Producer'], ['Milena Canonero', 'Production Designer'], ['Lee Percy', 'Editor'], ['Howard Shore', 'Composer'], ['Luciano Tovoli', 'Director of Photography']]",4.70 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$106,101,100","$10,212,401 (21.3% of total gross)","1,744 opening theaters/1,744 max. theaters, 6.0 weeks average run per theater",,"August 14th, 1992 (Wide) by Sony Pictures",,"March 17th, 1998 by Sony Pictures Home Entertainment","R for strong sexuality, and for violence and language.",107 minutes,vs. Black SwanCreate your own comparison chart…,"Death of a Sibling, Survivor's Guilt, Relationships Gone Wrong, Sex Crimes, Death of a Pet, Mental Illness, Twins, False Identity, Erotic Thriller",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,United States,English,Columbia Pictures,,"$48,017,402",,,,
65,https://www.the-numbers.com/movie/Stay-Tuned,[],"[['Peter Hyams', 'Director'], ['Bruce Broughton', 'Composer']]",3.04 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$23,723,560","$3,532,540 (32.9% of total gross)","1,605 opening theaters/1,605 max. theaters, 2.0 weeks average run per theater",,"August 14th, 1992 (Wide) by Warner Bros.",,,PG for some off-color humor and language.,88 minutes,vs. Howard the DuckCreate your own comparison chart…,,Original Screenplay,Adventure,Live Action,Fantasy,United States,,,,"$10,736,401",,,,
66,https://www.the-numbers.com/movie/Christopher-Columbus-The-Discovery,[],"[['John Glen', 'Director'], ['Mario Puzo', 'Story Creator']]",2.66 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$18,231,877","$3,101,563 (37.6% of total gross)","1,506 opening theaters/1,506 max. theaters, 1.0 weeks average run per theater",,"August 21st, 1992 (Wide) by Warner Bros.",,,"PG-13 for some action violence, and for nudity.",,Create your own comparison chart…,Biography,Based on Real Life Events,Adventure,Live Action,Dramatization,,,,,"$8,251,071",,,,
67,https://www.the-numbers.com/movie/Rapid-Fire,[],"[['Dwight H. Little', 'Director'], ['Alan McElroy', 'Screenwriter'], ['Christopher Young', 'Composer']]",2.98 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$31,722,625","$4,815,850 (33.5% of total gross)","1,828 opening theaters/1,829 max. theaters, 2.8 weeks average run per theater",,"August 21st, 1992 (Wide) by 20th Century Fox",,,"R for violence, language and sexuality.",95 minutes,Create your own comparison chart…,"Mafia, Action Thriller, Set in Thailand, Witness Protection, Narcotics, Crime Boss, Corrupt Cops, Romance",Original Screenplay,Action,Live Action,Contemporary Fiction,United States,,,,"$14,356,479",,,,
68,https://www.the-numbers.com/movie/Strictly-Ballroom,[],"[['Baz Luhrmann', 'Director'], ['Baz Luhrmann', 'Screenwriter'], ['Craig Pearce', 'Screenwriter'], ['Andrew Bovell', 'Screenwriter']]",18.99 (domestic box office/biggest weekend),93.4% (domestic box office/worldwide),"$25,999,380",,,,"February 1st, 1993 (Wide) by Miramax","August 21st, 1992 (Wide) (Australia)
","April 30th, 2013 by Lionsgate Home Entertainment",PG for mild language and sensuality.,95 minutes,vs. Romeo+JulietCreate your own comparison chart…,"Performing Arts, Dancing, Intertitle, Breaking the Fourth Wall, Posthumous Release, Underdog, Tournament, Romance, Non-Chronological, Ugly Duckling, Novel or Other Work Adapted by Author, Comedy Drama",Based on Play,Comedy,Live Action,Contemporary Fiction,Australia,"English, Spanish","M & A Film, AFFC, Beyond Films   ",The Red Curtain Trilogy,"$11,738,000","$829,770","$12,567,770",,
69,https://www.the-numbers.com/movie/Honeymoon-in-Vegas,[],"[['Andrew Bergman', 'Director'], ['David Newman', 'Composer']]",3.84 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$77,798,839","$7,318,157 (20.8% of total gross)","1,637 opening theaters/1,765 max. theaters, 4.8 weeks average run per theater",,"August 28th, 1992 (Wide) by Sony Pictures",,,"PG-13 for language, and some sensuality.",,"vs. Honey, I Shrunk the KidsCreate your own comparison chart…","Romance, Elvis Impersonators",Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,United States,,,,"$35,208,854",,,,
70,https://www.the-numbers.com/movie/Pet-Sematary-II,[],"[['Mary Lambert', 'Director'], ['Ralph Singleton', 'Producer']]",3.54 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$37,768,140","$4,825,100 (28.2% of total gross)","1,852 opening theaters/1,852 max. theaters, 3.0 weeks average run per theater",,"August 28th, 1992 (Wide) by Paramount Pictures",,"August 15th, 2017 by Paramount Home Video","R for strong horror violence, and for sexuality and language.",100 minutes,vs. Pet SemataryCreate your own comparison chart…,"Supernatural, Supernatural Horror",Based on Fiction Book/Short Story,Horror,Live Action,Contemporary Fiction,United States,English,,Pet Sematary,"$17,092,453",,,,
71,https://www.the-numbers.com/movie/Twin-Peaks-Fire-Walk-With-Me,[],"[['David Lynch', 'Director'], ['David Lynch', 'Screenwriter'], ['Robert Engels', 'Screenwriter']]",2.29 (domestic box office/biggest weekend),98.9% (domestic box office/worldwide),"$9,193,970","$1,813,559 (43.6% of total gross)","691 opening theaters/691 max. theaters, 1.0 weeks average run per theater",,"August 28th, 1992 (Wide) by New Line","November 14th, 1992 (Wide), released as Twin Peaks Os Últimos 7 Dias De Laura Palmer (Portugal)
May 7th, 1993 (Wide), released as İkiz Tepeler: Ateşte Benimle Yürü (Turkey)
December 3rd, 1993 (Wide) (New Zealand)
March 25th, 1995 (Wide) (South Korea)
May 19th, 2017 (Limited), released as Twin Peaks: Fire Walk With Me (Re-release) (Russia (CIS))
... Show all releases
","October 17th, 2017 by Criterion","R for strong violence, sex, and drug content, and for language.",134 minutes,vs. BeethovenCreate your own comparison chart…,"Film Noir, Psychological Horror, Prequel, Prologue, Murder Mystery, FBI, Directing Yourself, Director Cameo, Non-Chronological, Incest, Double Life, Surrealism / Absurdism, Child Abuse, Sex Crimes, Dysfunctional Family, Narcotics, Prostitution",Based on TV,Horror,Live Action,Fantasy,"France, United States",English,New Line Cinema,,"$4,160,851","$47,515","$4,208,366","$1,741,992","$1,741,992"
72,https://www.the-numbers.com/movie/Sneakers,[],"[['Phil Alden Robinson', 'Director'], ['James Horner', 'Composer']]",5.13 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$113,648,331","$10,031,145 (19.5% of total gross)","1,731 opening theaters/2,062 max. theaters, 6.8 weeks average run per theater",,"September 9th, 1992 (Wide) by Universal",,,PG-13 for brief sexual references.,,vs. DelgoCreate your own comparison chart…,Heist,Original Screenplay,Action,Live Action,Contemporary Fiction,United States,,,,"$51,433,000",,,,
73,https://www.the-numbers.com/movie/Hellraiser-III-Hell-on-Earth,"['Terry Farrell', 'Paula Marshall', 'Doug Bradley']","[['Anthony Hickox', 'Director'], ['Peter Atkins', 'Screenwriter'], ['Clive Barker', 'Characters By']]",3.90 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$27,676,903","$3,208,009 (25.6% of total gross)","862 opening theaters/898 max. theaters, 2.0 weeks average run per theater",,"September 11th, 1992 (Wide) by Dimension Pictures",,,"R for strong violence and sexuality, and for language.",93 minutes,vs. HellraiserCreate your own comparison chart…,"Supernatural Horror, Supernatural, Demons, Investigative Journalist",Based on Fiction Book/Short Story,Horror,Live Action,Fantasy,,,,Hellraiser,"$12,525,537",,,,
74,https://www.the-numbers.com/movie/Wind,"['Jennifer Grey', 'Stellan Skarsgård', 'Rebecca Miller', 'Cliff Robertson', 'Jack Thompson', 'Matthew Modine']","[['Carroll Ballard', 'Director'], ['Mata Yamamoto', 'Producer'], ['Tom Luddy', 'Producer'], ['Rudy Wurlitzer', 'Screenwriter'], ['Mac Gudgeon', 'Screenwriter'], ['Jeff Benjamin', 'Story Creator'], ['Roger Vaughan', 'Story Creator'], ['Kimball Livingston', 'Story Creator'], ['Francis Ford Coppola', 'Executive Producer'], ['Fred Fuchs', 'Executive Producer'], ['John Toll', 'Director of Photography'], ['Laurence Eastwood', 'Production Designer'], ['Michael Chandler', 'Editor'], ['Marit Allen', 'Costume Designer'], ['Betsy Pollock', 'Associate Producer'], ['Basil Poledouris', 'Composer']]",2.50 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$12,196,247","$2,204,590 (39.9% of total gross)","982 opening theaters/985 max. theaters, 2.0 weeks average run per theater",,"September 11th, 1992 (Wide) by Sony/TriStar",,,PG-13,126 minutes,Create your own comparison chart…,"Miscellaneous Sports, Sports Drama, On a Boat, Miscellaneous Racing, Inspired by a True Story, Romance, Underdog",Original Screenplay,Drama,Live Action,Historical Fiction,United States,English,Filmlink International,,"$5,519,569",,,,
75,https://www.the-numbers.com/movie/Captain-Ron,"['Kurt Russell', 'Martin Short', 'Mary Kay Place', 'Meadow Sisto', 'Ben Salisbury']","[['Thom Eberhardt', 'Director'], ['John Dwyer', 'Screenwriter']]",4.60 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$49,757,447","$4,893,112 (21.7% of total gross)","1,414 opening theaters/1,533 max. theaters, 4.0 weeks average run per theater",,"September 18th, 1992 (Wide) by Walt Disney",,"September 3rd, 2002 by Buena Vista Home Entertainment","PG-13 for elements of sensuality, and for some language.",90 minutes,vs. Captain Underpants: The First Epic MovieCreate your own comparison chart…,"On a Boat, Farcical / Slapstick Comedy, Pirates, Set in the Caribbean",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,"Touchstone Pictures, Touchwood Pacific Partners ",,"$22,518,097",,,,
76,https://www.the-numbers.com/movie/Husbands-and-Wives,[],"[['Woody Allen', 'Director'], ['Woody Allen', 'Screenwriter']]",3.00 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$23,324,097","$3,520,550 (33.4% of total gross)","865 opening theaters/868 max. theaters, 2.0 weeks average run per theater",,"September 18th, 1992 (Wide) by Sony Pictures",,,R for language and a scene of sexuality.,108 minutes,Create your own comparison chart…,"Mockumentary, Comedy Drama, Relationships Gone Wrong, Directing Yourself, Screenplay Written By the Star",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,,,,"$10,555,619",,,,
77,https://www.the-numbers.com/movie/Sarafina,"['Miriam Makeba', 'Mbongeni Ngema', 'John Kani', 'Whoopi Goldberg', 'Leleti Khumalo']","[['Darrell Roodt', 'Director'], ['William Nicholson', 'Screenwriter'], ['Mbongeni Ngema', 'Screenwriter'], ['Mbongeni Ngema', 'Story Creator']]",3.39 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$16,144,152","$2,156,678 (29.5% of total gross)","686 opening theaters/686 max. theaters, 1.0 weeks average run per theater",,"September 18th, 1992 (Exclusive) by Walt DisneySeptember 25th, 1992 (Expands Wide) by Walt Disney",,"May 31st, 2011 by Miramax Video",PG-13 for scenes of apartheid-driven violence.R for strong scenes of violence. (Edited home video release version.),98 minutes,vs. Across the UniverseCreate your own comparison chart…,"Set in South Africa, Apartheid, Bigotry, Political Activist, Political Protest, Dysfunctional Family, Political Prisoner, Novel or Other Work Adapted by Author, Screenplay Written By the Star",Based on Musical or Opera,Musical,Live Action,Historical Fiction,"France, South Africa, United Kingdom, United States",,,,"$7,306,242",,,,
78,https://www.the-numbers.com/movie/School-Ties,[],"[['Robert Mandel', 'Director'], ['Dick Wolf', 'Screenwriter'], ['Darryl Ponicsan', 'Screenwriter']]",4.87 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$32,514,977","$3,020,071 (20.5% of total gross)","595 opening theaters/806 max. theaters, 2.7 weeks average run per theater",,"September 18th, 1992 (Wide) by Paramount Pictures",,"June 29th, 1999 by Paramount Home Video",PG-13 for language.,110 minutes,vs. Dead Poets SocietyCreate your own comparison chart…,"Boarding School, Religious, Football, Descrimination, Jewish, 1950s, Class Warfare, Historical Drama",Original Screenplay,Drama,Live Action,Historical Fiction,United States,,,,"$14,715,067",,,,
79,https://www.the-numbers.com/movie/Singles,"['Bridget Fonda', 'Campbell Scott', 'Kyra Sedgwick', 'Sheila Kelley', 'Jim True', 'Bill Pullman', 'Matt Dillon']","[['Cameron Crowe', 'Director'], ['Cameron Crowe', 'Screenwriter'], ['Cameron Crowe', 'Producer'], ['Richard Hashimoto', 'Producer'], ['Art Linson', 'Executive Producer'], ['Ueli Steiger', 'Director of Photography'], ['Stephen Lineweaver', 'Production Designer'], ['Richard Chew', 'Editor'], ['Paul Westerberg', 'Composer']]",4.41 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$40,816,110","$4,184,875 (22.7% of total gross)","1,073 opening theaters/1,330 max. theaters, 2.9 weeks average run per theater",,"September 18th, 1992 (Wide) by Warner Bros.",,"April 7th, 2015 by Warner Home Video","PG-13 for language, sex related dialogue and scenes of sensuality.",99 minutes,Create your own comparison chart…,"Romantic Comedy, Romance, Relationships Gone Wrong, Ensemble, Set in Seattle, WA, Segments, Gratuitous Cameos",Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,United States,English,Warner Bros.,,"$18,471,850",,,"$111,941","$111,941"
80,https://www.the-numbers.com/movie/Mr-Saturday-Night,[],"[['Billy Crystal', 'Director'], ['Billy Crystal', 'Screenwriter'], ['Babaloo Mandel', 'Screenwriter'], ['Lowell Ganz', 'Screenwriter']]",2.96 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$29,501,669","$4,514,027 (33.8% of total gross)","1,687 opening theaters/1,687 max. theaters, 3.0 weeks average run per theater",,"September 23rd, 1992 (Wide) by Sony Pictures",,,R for language.,119 minutes,Create your own comparison chart…,"About a Stand Up Comedian, Comedy Drama, Actors Making Their Directorial Debut, Directing Yourself, Screenplay Written By the Star, Non-Chronological, Dysfunctional Family, TV Industry, Comeback",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,,,,"$13,351,357",,,,
81,https://www.the-numbers.com/movie/Last-of-the-Mohicans-The,[],"[['Michael Mann', 'Director']]",6.88 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$166,845,702","$10,976,661 (14.5% of total gross)","1,491 opening theaters/1,856 max. theaters, 10.2 weeks average run per theater","$40,000,000 (worldwide box office is 1.9 times production budget)","September 25th, 1992 (Wide) by 20th Century Fox",,"November 23rd, 1999 by Fox Home Entertainment",R for violence.,112 minutes,vs. Dances with WolvesCreate your own comparison chart…,"War, Revenge, Romance, Cross-Class Romance, 1700s, Historical Drama",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,United States,,,,"$75,505,856",,,,
82,https://www.the-numbers.com/movie/Glengarry-Glen-Ross,"['Al Pacino', 'Jack Lemmon', 'Alec Baldwin', 'Ed Harris', 'Alan Arkin', 'Jonathan Pryce']","[['James Foley', 'Director'], ['James Newton Howard', 'Composer'], ['David Mamet', 'Screenwriter'], ['David Mamet', 'Story Creator']]",5.10 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$23,699,837","$2,104,402 (19.6% of total gross)","416 opening theaters/417 max. theaters, 3.3 weeks average run per theater","$12,500,000 (worldwide box office is 0.9 times production budget)","September 30th, 1992 (Wide) by New Line","May 27th, 2021 (Wide) (New Zealand)
","November 19th, 2002 by Lionsgate Home Entertainment",R for language.,100 minutes,vs. ScreamCreate your own comparison chart…,"Novel or Other Work Adapted by Author, Life Drama, Boss From Hell, Money Troubles, Fired, Medical and Hospitals, Heist, Blackmail",Based on Play,Drama,Live Action,Contemporary Fiction,United States,English,,,"$10,725,228",$422,"$10,725,650",,
83,https://www.the-numbers.com/movie/Hero,[],"[['Stephen Frears', 'Director'], ['George Fenton', 'Composer']]",3.74 (domestic box office/biggest weekend),29.2% (domestic box office/worldwide),"$43,059,606","$5,210,875 (26.7% of total gross)","1,826 opening theaters/1,826 max. theaters, 4.0 weeks average run per theater","$42,000,000 (worldwide box office is 1.6 times production budget)","October 2nd, 1992 (Wide) by Sony Pictures","September 11th, 2015 (Wide) (United Kingdom)
",,PG-13 for uses of strong language.,,"vs. Crouching Tiger, Hidden DragonCreate your own comparison chart…",News,Original Screenplay,Comedy,Live Action,Contemporary Fiction,,,,,"$19,487,173","$47,300,000","$66,787,173",,
84,https://www.the-numbers.com/movie/Mighty-Ducks-The,[],"[['Stephen Herek', 'Director'], ['David Newman', 'Composer']]",7.20 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$112,152,410","$6,035,133 (11.9% of total gross)","1,280 opening theaters/1,873 max. theaters, 9.2 weeks average run per theater","$10,000,000 (worldwide box office is 5.1 times production budget)","October 2nd, 1992 (Wide) by Walt Disney","July 1st, 1993 (Wide) (Australia)
","April 14th, 1993 by Buena Vista Home Entertainment",PG for mild language.,104 minutes,vs. A League of Their OwnCreate your own comparison chart…,"Hockey, Family Comedy, Underdog",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,,,Mighty Ducks,"$50,752,337",,,,
85,https://www.the-numbers.com/movie/Mr-Baseball,[],"[['Fred Schepisi', 'Director'], ['Jeffrey Silver', 'Producer'], ['Jerry Goldsmith', 'Composer']]",3.99 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$46,143,981","$5,240,375 (25.1% of total gross)","1,855 opening theaters/1,866 max. theaters, 5.5 weeks average run per theater",,"October 2nd, 1992 (Wide) by Universal",,,PG-13 for sensuality and language.,,Create your own comparison chart…,"Baseball, Sports Comedy, Culture Clash, Set in Japan, Athletes Past Their Prime, Romance, Interracial Romance",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,,,,"$20,883,046",,,,
86,https://www.the-numbers.com/movie/Of-Mice-and-Men,[],"[['Gary Sinise', 'Director'], ['Horton Foote', 'Screenwriter'], ['John Steinbeck', 'Story Creator'], ['Mark Isham', 'Composer']]",12.77 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$11,272,754",,,,"October 2nd, 1992 (Wide) by MGM",,,PG-13 for some scenes of violence.,111 minutes,vs. Piranha 3DDCreate your own comparison chart…,"Historical Drama, 1920s, Great Depression, Fugitive / On the Run, Learning Disabilities, Accidental Death",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,United States,,,,"$5,101,632",,,,
87,https://www.the-numbers.com/movie/1492-Conquest-of-Paradise,"['Armand Assante', 'Sigourney Weaver', 'Gerard Depardieu']","[['Ridley Scott', 'Director'], ['Roselyn Bosch', 'Screenwriter'], ['Ridley Scott', 'Producer'], ['Alain Goldman', 'Producer'], ['Mimi Polk Sotela*', 'Executive Producer'], ['Iain Smith', 'Executive Producer'], ['Norris Spencer', 'Production Designer'], ['William Anderson', 'Editor'], ['Francoise Bonnot', 'Editor'], ['Leslie Healey', 'Editor'], ['Deborah Zeitman', 'Editor'], ['Vangelis', 'Composer'], ['Adrian Biddle', 'Director of Photography']]",2.79 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$17,877,129","$2,542,210 (35.8% of total gross)","1,008 opening theaters/1,008 max. theaters, 2.0 weeks average run per theater",,"October 9th, 1992 (Wide) by Walt Disney",,"June 6th, 2017 by Kino Lorber",PG-13,153 minutes,vs. 300Create your own comparison chart…,,Based on Real Life Events,Adventure,Live Action,Dramatization,"France, Spain, United Kingdom, United States",English,"Percy Main, Legende Films, Cyrk",,"$7,099,531",,,"$201,266","$201,266"
88,https://www.the-numbers.com/movie/River-Runs-Through-It-A,"['Craig Sheffer', 'Tom Skerritt', 'Brenda Blethyn', 'Emily Lloyd', 'Brad Pitt']","[['Robert Redford', 'Director'], ['Robert Redford', 'Producer'], ['Patrick Markey', 'Producer'], ['Richard Friedenberg', 'Screenwriter'], ['Norman MacLean', 'Story Creator'], ['Jake Eberts', 'Executive Producer'], ['Philippe Rousselot', 'Director of Photography'], ['Jon Hutman', 'Production Designer'], ['Lynzee Klingman', 'Editor'], ['Annick Smith', 'Co-Producer'], ['William Kittredge', 'Co-Producer'], ['Barbara Maltby', 'Co-Producer'], ['Mark Isham', 'Composer'], ['Bernie Pollack', 'Costume Designer'], [""Kathy O'Rear"", 'Costume Designer']]",8.61 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$96,023,068",,,,"October 9th, 1992 (Wide) by Sony Pictures",,"November 23rd, 1999 by Sony Pictures Home Entertainment","PG for momentary nudity, and some language in a family drama.",123 minutes,vs. Quiz ShowCreate your own comparison chart…,"Life Drama, Fishing, Dysfunctional Family, Romance, Sibling Rivalry, Gambling, Money Troubles, Death of a Sibling, Death of a Son or Daughter, Interracial Romance, Bigotry",Based on Fiction Book/Short Story,Drama,Live Action,Dramatization,United States,English,Columbia Pictures,,"$43,440,294",,,,
