,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Theater counts:,Infl. Adj. Dom. BO,Production Budget:,Domestic Releases:,MPAA Rating:,Comparisons:,Source:,Genre:,Production Method:,Creative Type:,Running Time:,Keywords:,Production Countries:,Languages:,International Releases:,Video Release:,Production/Financing Companies:,Franchise:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
23,https://www.the-numbers.com/movie/Eurotrip,[],"[['Jeff Schaffer', 'Director'], ['Alec Berg', 'Screenwriter'], ['David Mandel', 'Screenwriter'], ['Jeff Schaffer', 'Screenwriter'], ['Alec Berg', 'Producer'], ['Dan Goldberg', 'Producer'], ['Jackie Marcus', 'Producer'], ['Ivan Reitman', 'Executive Producer'], ['Tom Pollock', 'Executive Producer'], ['Joe Medjuck', 'Executive Producer']]","$6,711,384 (37.9% of total gross)",2.64 (domestic box office/biggest weekend),85.5% (domestic box office/worldwide),"2,512 opening theaters/2,544 max. theaters, 3.0 weeks average run per theater","$26,163,624","$25,000,000 (worldwide box office is 0.8 times production budget)","February 20th, 2004 (Wide) by Dreamworks SKG",R,vs. Shrek 2Create your own comparison chart…,Original Screenplay,Comedy,Live Action,Contemporary Fiction,92 minutes,"Teenage Sex Comedy, Road Trip, Twins, Romance, Relationships Gone Wrong, Graduation, Coming of Age","Czech Republic, United States","English, French, German, Italian, Japanese","August 12th, 2004 (Wide) (Australia)
","June 9th, 2004 by Warner Bros / Paramount","DreamWorks Pictures, Montecito Picture Company",,"$17,718,223","$3,000,000","$20,718,223",,
24,https://www.the-numbers.com/movie/Welcome-to-Mooseport,"['Marcia Gay Harden', 'Maura Tierney', 'Christine Baranski', 'Rip Torn', 'Gene Hackman', 'Ray Romano']","[['Donald Petrie', 'Director'], ['John Debney', 'Composer'], ['Tom Schulman', 'Screenwriter']]","$6,775,132 (46.8% of total gross)",2.14 (domestic box office/biggest weekend),99.8% (domestic box office/worldwide),"2,868 opening theaters/2,868 max. theaters, 2.9 weeks average run per theater","$21,366,283","$26,000,000 (worldwide box office is 0.6 times production budget)","February 20th, 2004 (Wide) by 20th Century Fox",PG-13 for some brief sexual comments and nudity,vs. Parental GuidanceCreate your own comparison chart…,Original Screenplay,Comedy,Live Action,Contemporary Fiction,110 minutes,"Political, Satirical Comedy, Satire, Politicians, Political Campaign, Life in a Small Town, Set in Maine, Underdog","Germany, United States",English,"April 29th, 2004 (Wide) (Australia)
",,,,"$14,469,428","$25,342","$14,494,770",,
25,https://www.the-numbers.com/movie/Club-Dread,"['Jay Chandrasekhar', 'Kevin Heffernan', 'Steve Lemme', 'Paul Soter', 'Erik Stolhanske', 'Brittany Daniel', 'Bill Paxton']","[['Jay Chandrasekhar', 'Director'], ['Broken Lizard*', 'Screenwriter'], ['Broken Lizard*', 'Screenwriter'], ['Broken Lizard*', 'Screenwriter'], ['Broken Lizard*', 'Screenwriter'], ['Broken Lizard*', 'Screenwriter'], ['Richard Perello', 'Producer'], ['Lance Hool', 'Executive Producer'], ['Peter E. Lengyel', 'Executive Producer']]","$3,035,688 (60.7% of total gross)",1.65 (domestic box office/biggest weekend),66.0% (domestic box office/worldwide),"1,807 opening theaters/1,807 max. theaters, 2.1 weeks average run per theater","$7,385,692","$8,500,000 (worldwide box office is 0.9 times production budget)","February 27th, 2004 (Wide) by Fox Searchlight","R for violence/gore, sexual content, language and drug use.",vs. Bucky Larson: Born to Be a StarCreate your own comparison chart…,Original Screenplay,Comedy,Live Action,Contemporary Fiction,104 minutes,"Horror Comedy, Ensemble, FBI, Serial Killer, Surprise Twist","Mexico, United States",English,"June 24th, 2004 (Wide) (Australia)
",,Broken Lizard Industries,,"$5,001,655","$2,571,896","$7,573,551",,
26,https://www.the-numbers.com/movie/Dirty-Dancing-Havana-Nights,[],"[['Guy Ferland', 'Director'], ['Victoria Arch', 'Screenwriter'], ['Boaz Yakin', 'Screenwriter'], ['Heitor Pereira', 'Composer']]","$5,811,325 (41.1% of total gross)",2.43 (domestic box office/biggest weekend),99.1% (domestic box office/worldwide),"2,042 opening theaters/2,042 max. theaters, 3.1 weeks average run per theater","$20,880,154",,"February 27th, 2004 (Wide) by Lionsgate, released as Havana Nights: Dirty Dancing 2",PG-13 for sensuality,vs. Dirty DancingCreate your own comparison chart…,Based on Movie,Drama,Live Action,Historical Fiction,86 minutes,"Dancing, Romantic Drama, Romance, Remake, Remake with Returning Cast Member, 1950s, Set in Cuba",United States,"English, Spanish","May 13th, 2004 (Wide), released as Dirty Dancing: Havana Nights (Australia)
","July 20th, 2004 by Lionsgate Home Entertainment, released as Dirty Dancing 2: Havana Nights",,Dirty Dancing,"$14,140,215","$123,084","$14,263,299",,
27,https://www.the-numbers.com/movie/Twisted,[],"[['Philip Kaufman', 'Director'], ['Sarah Thorp', 'Screenwriter'], ['Arnold Kopelson', 'Producer'], ['Anne Kopelson', 'Producer'], ['Barry Baeres', 'Producer'], ['Linne Radmin', 'Producer'], ['Stephen Brown', 'Executive Producer'], ['Robyn Meisinger', 'Executive Producer'], ['Michael Flynn', 'Executive Producer'], ['Dennis Washington', 'Production Designer'], ['Peter Boyle', 'Editor'], ['Mark Isham', 'Composer'], ['Peter Deming', 'Director of Photography']]","$8,904,299 (35.3% of total gross)",2.83 (domestic box office/biggest weekend),62.8% (domestic box office/worldwide),"2,703 opening theaters/2,704 max. theaters, 3.9 weeks average run per theater","$37,204,276","$50,000,000 (worldwide box office is 0.8 times production budget)","February 27th, 2004 (Wide) by Paramount Pictures","R for violence, language and sexuality",vs. PrisonersCreate your own comparison chart…,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,97 minutes,"Serial Killer, Film Noir, Crime Thriller, Faulty Memory, Faked Suicide, One Night Stand, Death of a Girlfriend / Boyfriend, Murder - Suicide, Young Child Dealing with the Death of a Parent, Foster Family, Dysfunctional Family, Police Detective, Surprise Twist, Death of a Mentor, Betrayal, Death of a Partner",United States,English,"May 20th, 2004 (Wide) (Australia)
","August 31st, 2004 by Paramount Home Video",Kopelson Entertainment,,"$25,195,050","$14,924,798","$40,119,848",,
28,https://www.the-numbers.com/movie/Hidalgo,"['Said Taghmaoui', 'Viggo Mortensen', 'Omar Sharif', 'Louise Lombard']","[['Joe Johnston', 'Director'], ['John Fusco', 'Screenwriter'], ['Casey Silver', 'Producer'], ['Don Zepfel', 'Executive Producer'], ['Shelly Johnson', 'Cinematographer'], ['Barry Robison', 'Production Designer'], ['Robert Dalva', 'Editor'], ['James Newton Howard', 'Composer']]","$18,829,435 (28.0% of total gross)",3.57 (domestic box office/biggest weekend),62.3% (domestic box office/worldwide),"3,063 opening theaters/3,065 max. theaters, 5.6 weeks average run per theater","$99,358,986","$78,000,000 (worldwide box office is 1.4 times production budget)","March 5th, 2004 (Wide) by Walt Disney",PG-13 for adventure violence and some mild innuendo,vs. Django UnchainedCreate your own comparison chart…,Original Screenplay,Western,Live Action,Historical Fiction,136 minutes,,United States,"Arabic, English","March 18th, 2004 (Wide) (Australia)
",,,,"$67,286,731","$40,800,000","$108,086,731",,
29,https://www.the-numbers.com/movie/Starsky-and-Hutch,"['Juliette Lewis', 'Ben Stiller', 'Owen Wilson', 'Vince Vaughn', 'Snoop Dogg']","[['Todd Phillips', 'Director'], [""John O'Brien"", 'Screenwriter'], ['Todd Phillips', 'Screenwriter'], ['Scot Armstrong', 'Screenwriter'], ['Stevie Long', 'Story Creator'], [""John O'Brien"", 'Story Creator'], ['William Blinn', 'Character Creator'], ['William Blinn', 'Producer'], ['Stuart Cornfeld', 'Producer'], ['Akiva Goldsman', 'Producer'], ['Tony Ludwig', 'Producer'], ['Alan Riche', 'Producer'], ['Gilbert Adler', 'Executive Producer'], ['Barry Peterson', 'Director of Photography'], ['Ed Verreaux', 'Production Designer'], ['Leslie Jones', 'Editor'], ['Theodore Shapiro', 'Composer']]","$28,103,367 (31.9% of total gross)",3.14 (domestic box office/biggest weekend),51.8% (domestic box office/worldwide),"3,185 opening theaters/3,185 max. theaters, 5.9 weeks average run per theater","$130,240,905","$60,000,000 (worldwide box office is 2.8 times production budget)","March 5th, 2004 (Wide) by Warner Bros.","PG-13 for drug content, sexual situations, partial nudity, language and some violence",vs. Anchorman: The Legend of Ron BurgundyCreate your own comparison chart…,Based on TV,Comedy,Live Action,Historical Fiction,101 minutes,"Buddy Cop, Frat Pack, 1970s, Narcotics, Drug Dealer, Adapted as a Comedy, Hazing, Police Shooting, Scene in End Credits, Asian-Americans, Hallucinations, LGBTQ+, Surprise Twist, Freeze Frame, Police Procedural, Car Accident",United States,English,"April 8th, 2004 (Wide) (Australia)
","February 14th, 2006 by Warner Home Video","Warner Bros., Dimension Films, Riche-Ludwig, Weed Road Pictures, Red Hour Productions",,"$88,200,225","$82,000,000","$170,200,225",,
30,https://www.the-numbers.com/movie/Gegen-die-Wand,"['Birol Unel', 'Sibel Kekilli']","[['Fatih Akin', 'Director']]","$15,216 (3.5% of total gross)",10.73 (domestic box office/biggest weekend),3.1% (domestic box office/worldwide),"2 opening theaters/9 max. theaters, 14.1 weeks average run per theater","$622,863",,"January 21st, 2005 (Limited) by Strand, released as Gegen die Wand (Head-On)",Not Rated,vs. The Broken Circle BreakdownCreate your own comparison chart…,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,121 minutes,,"Germany, Turkey","English, German, Turkish","March 11th, 2004 (Wide) (Germany)
March 12th, 2004 (Wide), released as Duvara Karşı (Turkey)
",,Bavaria Film Intl.,,"$435,395","$13,625,459","$14,060,854",,
31,https://www.the-numbers.com/movie/Agent-Cody-Banks-2-Destination-London,"['Daniel Roebuck', 'Keith David', 'Frankie Muniz', 'Anthony Anderson', 'Hannah Spearritt']",[],"$8,014,005 (34.1% of total gross)",2.93 (domestic box office/biggest weekend),81.9% (domestic box office/worldwide),"2,973 opening theaters/2,973 max. theaters, 3.6 weeks average run per theater","$39,569,061","$26,000,000 (worldwide box office is 1.1 times production budget)","March 12th, 2004 (Wide) by MGM",PG for action violence and some crude humor,vs. Atlantic CityCreate your own comparison chart…,Original Screenplay,Adventure,Live Action,Kids Fiction,100 minutes,"Kid Spies, Undercover",United States,English,"March 18th, 2004 (Wide) (Australia)
",,,Agent Cody Banks,"$23,514,247","$5,188,836","$28,703,083",,
32,https://www.the-numbers.com/movie/NASCAR-The-IMAX-Experience,[],[],"$1,467,406 (6.8% of total gross)",14.69 (domestic box office/biggest weekend),97.1% (domestic box office/worldwide),"68 opening theaters/73 max. theaters, 33.2 weeks average run per theater","$31,730,392",,"March 12th, 2004 (IMAX) by Warner Bros.",PG,vs. Hubble 3DCreate your own comparison chart…,Based on Real Life Events,Documentary,Live Action,Factual,48 minutes,"Auto Racing, 3-D, 3-D - Shot in 3-D","Canada, United States",English,"September 2nd, 2004 (Wide), released as Nascar 3D (Australia)
",,,,"$21,550,235","$649,121","$22,199,356",,
33,https://www.the-numbers.com/movie/Secret-Window,"['John Turturro', 'Maria Bello', 'Timothy Hutton', 'Charles S. Dutton', 'Johnny Depp']","[['David Koepp', 'Director'], ['David Koepp', 'Screenwriter'], ['Stephen King', 'Based on the Novella ""The Secret Window, Secret Garden""'], ['Philip Glass', 'Composer'], ['Geoff Zanelli', 'Composer']]","$18,237,568 (38.0% of total gross)",2.63 (domestic box office/biggest weekend),52.1% (domestic box office/worldwide),"3,018 opening theaters/3,018 max. theaters, 4.2 weeks average run per theater","$70,817,251","$40,000,000 (worldwide box office is 2.3 times production budget)","March 12th, 2004 (Wide) by Sony Pictures","PG-13 for violence/terror, sexual content and language",vs. The Passion of the ChristCreate your own comparison chart…,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Fantasy,95 minutes,"Surprise Twist, Writing and Writers, Film Noir, Writer's Block, Psychological Thriller",United States,English,"April 8th, 2004 (Limited) (Australia)
","June 22nd, 2004","Columbia Pictures, Pariah Productions",,"$47,958,031","$44,152,508","$92,110,539",,
34,https://www.the-numbers.com/movie/Bon-Voyage,[],"[['Jean-Paul Rappeneau', 'Director']]","$27,480 (1.2% of total gross)",12.06 (domestic box office/biggest weekend),28.2% (domestic box office/worldwide),"1 opening theaters/94 max. theaters, 8.8 weeks average run per theater","$3,475,632","$20,000,000 (worldwide box office is 0.4 times production budget)","March 19th, 2004 (Limited) by Sony Pictures",PG-13 for some violence,vs. DinerCreate your own comparison chart…,Original Screenplay,Comedy,Live Action,Historical Fiction,114 minutes,"Foreign Language, World War II",France,"English, French, German, Italian","June 3rd, 2004 (Wide) (Australia)
",,,,"$2,353,728","$6,005,992","$8,359,720",,
35,https://www.the-numbers.com/movie/Dawn-of-the-Dead-(2004),"['Sarah Polley', 'Ving Rhames']","[['Zack Snyder', 'Director'], ['George A. Romero', 'Screenwriter'], ['Tyler Bates', 'Composer'], ['Thomas A. Bliss', 'Executive Producer']]","$26,722,575 (45.3% of total gross)",2.21 (domestic box office/biggest weekend),57.0% (domestic box office/worldwide),"2,745 opening theaters/2,748 max. theaters, 4.2 weeks average run per theater","$87,108,746","$28,000,000 (worldwide box office is 3.7 times production budget)","March 19th, 2004 (Wide) by Universal","R for pervasive strong horror violence and gore, language and sexuality.",vs. Shaun of the DeadCreate your own comparison chart…,Remake,Horror,Live Action,Science Fiction,100 minutes,"Zombies, Action Horror",United States,English,"June 10th, 2004 (Wide) (Australia)
","October 26th, 2004 by Universal Home Entertainment",,,"$58,990,765","$44,462,110","$103,452,875",,
36,https://www.the-numbers.com/movie/Eternal-Sunshine-of-the-Spotless-Mind,"['Mark Ruffalo', 'Elijah Wood', 'Tom Wilkinson', 'Jim Carrey', 'Kate Winslet', 'Kirsten Dunst']","[['Michel Gondry', 'Director'], ['Charlie Kaufman', 'Screenwriter'], ['Charlie Kaufman', 'Story Creator'], ['Michel Gondry', 'Story Creator'], ['Pierre Bismuth', 'Story Creator'], ['Steve Golin', 'Producer'], ['Anthony Bregman', 'Producer'], ['David Bushell', 'Executive Producer'], ['Charlie Kaufman', 'Executive Producer'], ['Glenn Williamson', 'Executive Producer'], ['Georges Bermann', 'Executive Producer'], ['Dan Leigh', 'Production Designer'], ['Valdis Oskarsdottir', 'Editor'], ['Jon Brion', 'Composer'], ['Ellen Kuras', 'Director of Photography']]","$8,175,198 (23.8% of total gross)",4.20 (domestic box office/biggest weekend),47.5% (domestic box office/worldwide),"1,353 opening theaters/1,357 max. theaters, 5.5 weeks average run per theater","$50,747,330","$20,000,000 (worldwide box office is 3.6 times production budget)","March 19th, 2004 (Wide) by Focus Features","R for language, some drug and sexual content.",vs. A Girl Walks Home Alone at NightCreate your own comparison chart…,Based on Fiction Book/Short Story,Comedy,Live Action,Science Fiction,108 minutes,"Faulty Memory, Voiceover/Narration, Romance, Relationships Gone Wrong, Valentine's Day, Infidelity, Non-Chronological, Narcotics, Love Triangle, Comedy Drama",United States,English,"April 15th, 2004 (Limited) (Australia)
November 10th, 2005 (Wide), released as Eternal Sunshine (South Korea)
","September 28th, 2004 by Universal Home Entertainment","Anonymous Content, This is That",,"$34,366,518","$38,034,860","$72,401,378",,
37,https://www.the-numbers.com/movie/Taking-Lives,"['Kiefer Sutherland', 'Olivier Martinez', 'Tcheky Karyo', 'Jean-Hugues Anglade', 'Gena Rowlands', 'Angelina Jolie', 'Ethan Hawke']","[['D.J. Caruso', 'Director'], ['Mark Canton', 'Producer'], ['Bernie Goldmann', 'Producer'], ['Jon Bokenkamp', 'Screenwriter'], ['Jon Bokenkamp', 'Story Creator'], ['Michael Pye', 'Based on the Novel'], ['Bruce Berman', 'Executive Producer'], ['Dana Goldberg', 'Executive Producer'], ['David Heyman', 'Executive Producer'], ['Amir Mokri', 'Director of Photography'], ['Tom Southwell', 'Production Designer'], ['Anne V. Coates', 'Editor'], ['Philip Glass', 'Composer'], ['Alan C. Blomquist', 'Co-Producer']]","$11,458,465 (35.1% of total gross)",2.85 (domestic box office/biggest weekend),50.9% (domestic box office/worldwide),"2,705 opening theaters/2,705 max. theaters, 3.6 weeks average run per theater","$48,260,399",,"March 19th, 2004 (Wide) by Warner Bros.","R for strong violence including disturbing images, language and some sexuality",vs. The Dukes of HazzardCreate your own comparison chart…,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,102 minutes,"Serial Killer, Surprise Twist, Film Noir, Psychological Thriller, 1980s, Twins, Death of a Sibling, Death of a Twin, FBI, Faked Romance, Faked Pregnancies, False Identity","Canada, United States",English,"April 15th, 2004 (Limited) (Australia)
","August 17th, 2004 by Warner Home Video","Taking Lives Pictures, Inc., Village Roadshow Productions, Mark Canton",,"$32,682,342","$31,550,021","$64,232,363",,
38,https://www.the-numbers.com/movie/Dogville,"['Harriet Andersson', 'Lauren Bacall', 'Jean-Marc Barr', 'Paul Bettany', 'Blair Brown', 'James Caan', 'Patricia Clarkson', 'Jeremy Davies', 'Ben Gazarra', 'Philip Baker Hall', 'Siobhan Fallon Hogan*', 'Zeljko Ivanek', 'Udo Kier', 'Cleo King', 'Bill Raymond', 'Chloë Sevigny', 'Shauna Shim', 'Stellan Skarsgård', 'Miles Purinton', 'Nicole Kidman']","[['Lars Von Trier', 'Director'], ['Lars Von Trier', 'Screenwriter'], ['Vibeke Windelov', 'Producer'], ['Peter Grant', 'Production Designer'], ['Karl Juliusson', 'Production Designer'], ['Molly Marlene Stensgard', 'Editor'], ['Joachim Holbek', 'Composer'], ['Anthony Dod Mantle', 'Director of Photography']]","$88,855 (5.8% of total gross)",7.49 (domestic box office/biggest weekend),10.3% (domestic box office/worldwide),"9 opening theaters/70 max. theaters, 7.7 weeks average run per theater","$2,259,836",,"March 26th, 2004 (Limited) by LionsgateApril 2nd, 2004 (Expands Wide) by Lionsgate",R,vs. WimbledonCreate your own comparison chart…,Original Screenplay,Drama,Live Action,Historical Fiction,177 minutes,,United States,English,,,"Zentropa Entertainments, Filmmek",USA - Land of Opportunities,"$1,530,386","$13,321,268","$14,851,654",,
39,https://www.the-numbers.com/movie/Jersey-Girl,"['George Carlin', 'Jason Biggs', 'Raquel Castro', 'Mike Starr', 'Stephen Root', 'Jennifer Lopez', 'Jason Lee', 'Matt Damon', 'Ben Affleck', 'Liv Tyler']","[['Kevin Smith', 'Director'], ['Kevin Smith', 'Screenwriter'], ['Scott Mosier', 'Producer'], ['Bob Weinstein', 'Executive Producer'], ['Harvey Weinstein', 'Executive Producer'], ['Jonathan Gordon', 'Executive Producer'], ['Laura Greenlee', 'Co-Producer']]","$8,319,171 (32.9% of total gross)",3.04 (domestic box office/biggest weekend),68.2% (domestic box office/worldwide),"1,520 opening theaters/1,821 max. theaters, 4.6 weeks average run per theater","$37,309,236","$35,000,000 (worldwide box office is 1.1 times production budget)","March 26th, 2004 (Wide) by Miramax",PG-13 for language and sexual content including frank dialogue,vs. Jay and Silent Bob Strike BackCreate your own comparison chart…,Original Screenplay,Comedy,Live Action,Contemporary Fiction,102 minutes,"Gratuitous Cameos, Advertising and Marketing, Intertitle, Voiceover/Narration, Non-Chronological, Public Relations, Music Industry, Dysfunctional Family, Young Child Dealing with the Death of a Parent, Death of a Spouse or Fiancée / Fiancé, Workaholic, Troubled Pregnancy or Miscarriage, Depression, Widow/Widower, Comedy Drama",United States,English,"August 12th, 2004 (Wide) (Australia)
",,View Askew,,"$25,266,129","$11,800,000","$37,066,129",,
40,https://www.the-numbers.com/movie/Ladykillers-The,"['Tom Hanks', 'Irma P. Hall', 'Marlon Wayans', 'J.K. Simmons', 'Tzi Ma', 'Ryan Hurst']","[['Joel Coen', 'Director'], ['Ethan Coen', 'Director'], ['Ethan Coen', 'Screenwriter'], ['Joel Coen', 'Screenwriter'], ['Ethan Coen', 'Producer'], ['Joel Coen', 'Producer'], ['Tom Jacobson', 'Producer'], ['Barry Sonnenfeld', 'Producer'], ['Barry Josephson', 'Producer'], ['Roger Deakins', 'Director of Photography'], ['Dennis Gassner', 'Production Designer'], ['Roderick Jaynes', 'Editor'], ['Mary Zophres', 'Costume Designer'], ['T-Bone Burnett', 'Executive Music Producer'], ['Carter Burwell', 'Music']]","$12,634,563 (31.8% of total gross)",3.14 (domestic box office/biggest weekend),51.3% (domestic box office/worldwide),"1,583 opening theaters/1,589 max. theaters, 6.2 weeks average run per theater","$58,611,412","$35,000,000 (worldwide box office is 2.2 times production budget)","March 26th, 2004 (Wide) by Walt Disney",R for profanity and violence,"vs. Hail, Caesar!Create your own comparison chart…",Remake,Black Comedy,Live Action,Contemporary Fiction,104 minutes,"Black Comedy, Ensemble, Heist, Found Money, Accidental Death, Covering Up an Accidental Death",United States,"English, Vietnamese","August 19th, 2004 (Wide) (Australia)
",,,,"$39,692,139","$37,700,000","$77,392,139",,
41,https://www.the-numbers.com/movie/Love-Me-If-You-Dare,"['Thibault Verhaeghe', 'Josephine Lebas-Joly', 'Emmanuelle Gronvold', 'Gerard Watkins', 'Gilles Lellouche', 'Julia Faure', 'Laetizia Venezia', 'Guillaume Canet', 'Marion Cotillard']","[['Yann Samuell', 'Director']]","$21,546 (3.9% of total gross)",5.71 (domestic box office/biggest weekend),6.5% (domestic box office/worldwide),"3 opening theaters/56 max. theaters, 5.3 weeks average run per theater","$810,243",,"May 19th, 2004 (Limited) by Paramount Vantage",R for language and some sexuality,Create your own comparison chart…,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,93 minutes,Romance,"Belgium, France",French,"March 26th, 2004 (Wide), released as Cesaretin var mı Aşka? (Turkey)
September 9th, 2004 (Wide) (Australia)
",,,,"$548,707","$7,836,501","$8,385,208",,
42,https://www.the-numbers.com/movie/Never-Die-Alone-(2004),[],"[['Ernest Dickerson', 'Director'], ['James Gibson', 'Screenwriter']]","$3,089,993 (54.7% of total gross)",1.83 (domestic box office/biggest weekend),95.1% (domestic box office/worldwide),"1,161 opening theaters/1,161 max. theaters, 2.3 weeks average run per theater","$8,335,062",,"March 26th, 2004 (Wide) by Fox Searchlight",R,vs. BellyCreate your own comparison chart…,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,88 minutes,"Revenge, Film Noir, Hood Film, Crime Thriller, Narcotics, Drug Dealer, Voiceover/Narration",United States,,,,,,"$5,644,575","$291,902","$5,936,477",,
43,https://www.the-numbers.com/movie/Scooby-Doo-2-Monsters-Unleashed,"['Sarah Michelle Gellar', 'Freddie Prinze, Jr.', 'Matthew Lillard', 'Linda Cardellini', 'Neil Fanning']","[['Raja Gosnell', 'Director'], ['David Newman', 'Composer']]","$29,438,331 (35.0% of total gross)",2.86 (domestic box office/biggest weekend),46.5% (domestic box office/worldwide),"3,312 opening theaters/3,312 max. theaters, 6.4 weeks average run per theater","$124,312,399","$25,000,000 (worldwide box office is 7.2 times production budget)","March 26th, 2004 (Wide) by Warner Bros.","PG for some scary action, rude humor and language",vs. Scooby-DooCreate your own comparison chart…,Based on TV,Adventure,Live Action,Kids Fiction,93 minutes,"Live Action Cartoon, Animal Lead, Monster",United States,English,"April 1st, 2004 (Wide), released as Scooby-doo: Monsters Unleashed (Australia)
","September 14th, 2004 by Warner Home Video",,Scooby-Doo,"$84,185,387","$96,671,609","$180,856,996",,
