,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Theater counts:,Infl. Adj. Dom. BO,Production Budget:,Domestic Releases:,MPAA Rating:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production Countries:,International Releases:,Languages:,Video Release:,Franchise:,Production/Financing Companies:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
64,https://www.the-numbers.com/movie/Judge-Dredd,"['Armand Assante', 'Diane Lane', 'Rob Schneider', 'Joan Chen', 'Jurgen Prochnow', 'Max von Sydow', 'Sylvester Stallone']","[['Danny Cannon', 'Director'], ['Charles M. Lippincott', 'Producer'], ['Beau Marks', 'Producer'], ['William Wisher', 'Screenwriter'], ['Steven E. de Souza', 'Screenwriter'], ['John Wagner', 'Character Creator'], ['Carlos Ezquerra', 'Character Creator'], ['Andrew G. Vajna', 'Executive Producer'], ['Edward R. Pressman', 'Executive Producer'], ['Adrian Biddle', 'Director of Photography'], ['Nigel Phelps', 'Production Designer'], ['Alex Mackie', 'Editor'], ['Harry Keramidas', 'Editor'], ['Alan Silvestri', 'Composer']]","$12,291,536 (35.4% of total gross)",2.82 (domestic box office/biggest weekend),30.6% (domestic box office/worldwide),"2,204 opening theaters/2,204 max. theaters, 4.2 weeks average run per theater","$73,123,707","$85,000,000 (worldwide box office is 1.3 times production budget)","June 30th, 1995 (Wide) by Walt Disney",R for continuous violent action,96 minutes,vs. DreddCreate your own comparison chart…,"Cloning, Independent/Other Comics, Intertitle, Prologue, Voiceover/Narration, Gangs, Life on the Outside, Wrongfully Convicted, Post Apocalypse, Dystopia, Robot, Government Corruption, Cannibalism, Surprise Twist, Action Thriller, Crime",Based on Comic/Graphic Novel,Action,Live Action,Science Fiction,United States,,English,"June 5th, 1996 by Buena Vista Home Entertainment",,"Hollywood Pictures, Cinergi Pictures Entertainment","$34,687,912","$78,800,000","$113,487,912",,
65,https://www.the-numbers.com/movie/Mighty-Morphin-Power-Rangers-The-Movie,[],"[['Bryan Spicer', 'Director'], ['Graeme Revell', 'Composer']]","$13,104,788 (34.7% of total gross)",2.88 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,409 opening theaters/2,409 max. theaters, 4.7 weeks average run per theater","$79,652,931",,"June 30th, 1995 (Wide) by 20th Century Fox",PG for action violence,95 minutes,vs. Power RangersCreate your own comparison chart…,,Based on TV,Adventure,Live Action,Science Fiction,United States,,,"March 13th, 2012 by Fox Home Entertainment",Power Rangers,,"$37,785,198",,,,
66,https://www.the-numbers.com/movie/Clueless,"['Alicia Silverstone', 'Stacey Dash', 'Brittany Murphy']","[['Amy Heckerling', 'Director'], ['Amy Heckerling', 'Screenwriter'], ['Scott Rudin', 'Producer'], ['Robert Lawrence', 'Producer'], ['Bill Pope', 'Director of Photography'], ['Steven Jordan', 'Production Designer'], ['Twink Caplan', 'Associate Producer'], ['Debra Chiate', 'Editor'], ['Adam Schroeder', 'Co-Producer'], ['Barry Berg', 'Co-Producer'], ['David Kitay', 'Composer'], ['Karyn Rachtman', 'Music Supervisor']]",,5.33 (domestic box office/biggest weekend),97.7% (domestic box office/worldwide),,"$119,307,596","$13,700,000 (worldwide box office is 4.2 times production budget)","July 1st, 1995 (Wide) by Paramount PicturesDecember 27th, 2020 (Special Engagement) by Fathom Events, released as Clueless (1995) (Re-Release)",PG-13 for sex related dialogue and some teen use of alcohol and drugs.,97 minutes,vs. Ferris Bueller’s Day OffCreate your own comparison chart…,"Tween, Modern Adaptation, Voiceover/Narration, New Guy/Girl in School, Romance, Relationships Gone Wrong, Matchmaker, Relationship Advice, Ugly Duckling, LGBTQ+, Loss Of Virginity, Directing Yourself, Buddy Comedy",Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction,United States,"September 15th, 1995 (Wide) (Australia)
April 20th, 2023 (Limited) (New Zealand)
",English,"May 28th, 1996 by Paramount Home Video",,,"$56,598,476","$1,358,313","$57,956,789",,
67,https://www.the-numbers.com/movie/First-Knight,"['Sean Connery', 'Richard Gere', 'Julia Ormond']","[['Jerry Zucker', 'Director'], ['William Nicholson', 'Screenwriter'], ['Lorne Cameron', 'Based on a Story By'], ['David Hoselton', 'Based on a Story By'], ['William Nicholson', 'Based on a Story By'], ['Jerry Goldsmith', 'Composer']]","$10,856,442 (29.1% of total gross)",3.44 (domestic box office/biggest weekend),29.3% (domestic box office/worldwide),"2,161 opening theaters/2,161 max. theaters, 4.4 weeks average run per theater","$78,759,571","$75,000,000 (worldwide box office is 1.7 times production budget)","July 7th, 1995 (Wide) by Sony Pictures",PG-13 for some brutal medieval battles,134 minutes,vs. CongoCreate your own comparison chart…,"Action Adventure, Medieval, Romance, Love Triangle, Relationships Gone Wrong",Based on Folk Tale/Legend/Fairytale,Adventure,Live Action,Historical Fiction,United States,,English,"October 7th, 1997 by Sony Pictures Home Entertainment",,,"$37,361,412","$90,000,000","$127,361,412",,
68,https://www.the-numbers.com/movie/Species,[],"[['Roger Donaldson', 'Director'], ['Christopher Young', 'Composer']]","$17,161,943 (28.6% of total gross)",3.50 (domestic box office/biggest weekend),53.0% (domestic box office/worldwide),"2,310 opening theaters/2,310 max. theaters, 5.8 weeks average run per theater","$126,597,535","$35,000,000 (worldwide box office is 3.2 times production budget)","July 7th, 1995 (Wide) by MGM","R for sci-fi violence, strong sexuality and some language.",108 minutes,vs. Aliens vs. Predator - RequiemCreate your own comparison chart…,"Action Horror, Research Scientist, Alien Encounters, Interspecies Romance, Femme Fatale, Scientific Experiment Gone Awry, Sex Crimes",Original Screenplay,Horror,Live Action,Science Fiction,United States,,English,"August 3rd, 1999 by MGM Video",Species,,"$60,054,449","$53,300,000","$113,354,449",,
69,https://www.the-numbers.com/movie/Nine-Months,"['Tom Arnold', 'Joan Cusack', 'Jeff Goldblum', 'Robin Williams', 'Hugh Grant', 'Julianne Moore']","[['Chris Columbus', 'Director'], ['Chris Columbus', 'Producer'], ['Mark Radcliffe', 'Producer'], ['Michael Barnathan', 'Producer'], ['Anne Francois', 'Producer'], ['Chris Columbus', 'Screenwriter'], ['Patrick Braoude', 'Story Creator'], ['Joan Bradshaw', 'Executive Producer'], ['Christopher Lambert', 'Executive Producer'], ['Donald M. McAlpine', 'Director of Photography'], ['Angelo P. Graham', 'Production Designer'], ['Raja Gosnell', 'Supervising Film Editor'], ['Hans Zimmer', 'Composer']]","$12,522,240 (18.0% of total gross)",5.56 (domestic box office/biggest weekend),50.3% (domestic box office/worldwide),"1,458 opening theaters/1,795 max. theaters, 8.8 weeks average run per theater","$146,848,022",,"July 12th, 1995 (Wide) by 20th Century Fox",PG-13 for language and sexual innuendo,102 minutes,vs. JumanjiCreate your own comparison chart…,"Romantic Comedy, Nightmare, Romance, Relationships Gone Wrong, Dysfunctional Family, Unexpected Pregnancy",Remake,Romantic Comedy,Live Action,Contemporary Fiction,United States,,English,,,"20th Century Fox, 1492 Pictures","$69,660,733","$68,825,698","$138,486,431",,
70,https://www.the-numbers.com/movie/Indian-in-the-Cupboard-The,[],"[['Frank Oz', 'Director'], ['Kathleen Kennedy', 'Producer'], ['Frank Marshall', 'Producer'], ['Jane Startz', 'Producer'], ['Melissa Mathison', 'Screenwriter'], ['Russell Carpenter', 'Cinematographer'], ['Ian Crafford', 'Editor'], ['Randy Edelman', 'Music Producer'], ['Leslie McDonald', 'Art Director'], ['Lynne Reid Banks', 'Story Creator']]","$7,716,278 (21.7% of total gross)",4.62 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,723 opening theaters/1,723 max. theaters, 7.7 weeks average run per theater","$75,103,813","$45,000,000 (worldwide box office is 0.8 times production budget)","July 14th, 1995 (Wide) by Paramount Pictures",PG for mild language and brief video images of violence and sexy dancing,,vs. Nanny McPhee and the Big BangCreate your own comparison chart…,Living Toys,Based on Fiction Book/Short Story,Adventure,Live Action,Kids Fiction,United States,,,,,,"$35,627,222",,,,
71,https://www.the-numbers.com/movie/Under-Siege-2-Dark-Territory,[],"[['Basil Poledouris', 'Composer']]","$12,624,402 (25.2% of total gross)",3.96 (domestic box office/biggest weekend),48.0% (domestic box office/worldwide),"2,150 opening theaters/2,150 max. theaters, 6.7 weeks average run per theater","$105,453,065","$60,000,000 (worldwide box office is 1.7 times production budget)","July 14th, 1995 (Wide) by Warner Bros.",R for strong violence and language,,vs. Broken ArrowCreate your own comparison chart…,,Original Screenplay,Action,Live Action,Contemporary Fiction,United States,,,,Under Siege,Regency Enterprises,"$50,024,083","$54,300,000","$104,324,083",,
72,https://www.the-numbers.com/movie/Free-Willy-2-The-Adventure-Home,[],"[['Dwight H. Little', 'Director'], ['Basil Poledouris', 'Composer'], ['Lauren Shuler Donner', 'Producer']]","$7,039,608 (23.4% of total gross)",4.27 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,301 opening theaters/2,301 max. theaters, 5.3 weeks average run per theater","$63,403,929",,"July 19th, 1995 (Wide) by Warner Bros.",PG for mild language and peril,98 minutes,Create your own comparison chart…,"Animal Lead, Family Adventure, Adopted Family, Young Child Dealing with the Death of a Parent, Unexpected Families, Dysfunctional Family",Original Screenplay,Adventure,Live Action,Contemporary Fiction,,,,"December 21st, 1999 by Warner Home Video",Free Willy,"Regency Enterprises, Warner Bros., Alcor Films","$30,077,111",,,,
73,https://www.the-numbers.com/movie/Kids,[],"[['Harmony Korine', 'Director'], ['Harmony Korine', 'Screenwriter']]","$85,709 (1.2% of total gross)",11.15 (domestic box office/biggest weekend),36.3% (domestic box office/worldwide),"2 opening theaters/221 max. theaters, 7.4 weeks average run per theater","$15,625,286","$1,500,000 (worldwide box office is 13.6 times production budget)","July 21st, 1995 (Limited) by Shining Excalibur",Not Rated NC-17 rating surrendered,91 minutes,vs. ThirteenCreate your own comparison chart…,"Coming of Age, Hood Film, Coming-of-Age Drama, AIDS, Loss Of Virginity, Sex Crimes, Juvenile Delinquent",Original Screenplay,Drama,Live Action,Contemporary Fiction,,,,"December 23rd, 1997 by Lionsgate Home Entertainment",,,"$7,412,216","$13,000,000","$20,412,216",,
74,https://www.the-numbers.com/movie/Net-The,[],"[['Irwin Winkler', 'Director'], ['Mark Isham', 'Composer']]","$10,037,745 (19.8% of total gross)",5.04 (domestic box office/biggest weekend),45.8% (domestic box office/worldwide),"1,906 opening theaters/2,027 max. theaters, 7.4 weeks average run per theater","$106,712,941","$22,000,000 (worldwide box office is 5.0 times production budget)","July 28th, 1995 (Wide) by Sony Pictures","PG-13 for violence, some sexuality and brief strong language",,vs. A Time to KillCreate your own comparison chart…,"Techno-Thriller, Internet, Terrorism, Cybercrimes, Suicide, Prologue, FBI, Blackmail, False Identity, Stolen Identity, Conspiracy Theory, Corporate Malfeasance",Original Screenplay,Thriller/Suspense,Live Action,Science Fiction,United States,,,"June 4th, 1996 by Sony Pictures Home Entertainment",,,"$50,621,733","$59,900,000","$110,521,733",,
75,https://www.the-numbers.com/movie/Operation-Dumbo-Drop,[],"[['Simon Wincer', 'Director'], ['David Newman', 'Composer']]","$6,392,155 (25.9% of total gross)",3.86 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,145 opening theaters/2,158 max. theaters, 4.6 weeks average run per theater","$52,006,215",,"July 28th, 1995 (Wide) by Walt Disney",PG for war action and language,108 minutes,vs. Snow White and the Seven DwarfsCreate your own comparison chart…,,Original Screenplay,Adventure,Live Action,Historical Fiction,United States,,English,,,,"$24,670,346",,,,
76,https://www.the-numbers.com/movie/Waterworld,"['Dennis Hopper', 'Jeanne Tripplehorn', 'Tina Majorino', 'Michael Jeter', 'Kevin Costner']","[['Kevin Reynolds', 'Director'], ['Peter Rader', 'Screenwriter'], ['David Twohy', 'Screenwriter'], ['Charles Gordon', 'Producer'], ['John Davis', 'Producer'], ['Kevin Costner', 'Producer'], ['Jeffrey Mueller', 'Executive Producer'], ['Andrew Licht', 'Executive Producer'], ['Ilona Herzberg', 'Executive Producer'], ['Dennis Gassner', 'Production Designer'], ['Peter Boyle', 'Editor'], ['James Newton Howard', 'Composer'], ['Dean Semler', 'Director of Photography']]","$21,171,780 (24.0% of total gross)",4.17 (domestic box office/biggest weekend),33.4% (domestic box office/worldwide),"2,268 opening theaters/2,420 max. theaters, 7.9 weeks average run per theater","$186,027,086","$175,000,000 (worldwide box office is 1.5 times production budget)","July 28th, 1995 (Wide) by Universal","PG-13 for some intense scenes of action violence, brief nudity and language",135 minutes,vs. The Blair Witch ProjectCreate your own comparison chart…,"Post Apocalypse, Mutants, Development Hell",Original Screenplay,Action,Live Action,Science Fiction,United States,,English,"January 10th, 2012 by Universal Home Entertainment",,Universal Pictures,"$88,246,220","$176,000,000","$264,246,220",,
77,https://www.the-numbers.com/movie/Babe-(1995),[],"[['Chris Noonan', 'Director']]","$8,742,545 (13.7% of total gross)",7.28 (domestic box office/biggest weekend),25.9% (domestic box office/worldwide),"1,591 opening theaters/1,790 max. theaters, 15.2 weeks average run per theater","$133,967,088","$30,000,000 (worldwide box office is 8.2 times production budget)","August 4th, 1995 (Wide) by UniversalDecember 20th, 2020 (Special Engagement) by Fathom Events, released as Babe (1995)",G,91 minutes,vs. Charlotte's WebCreate your own comparison chart…,"Talking Animals, Animal Lead, 1996 Oscars Best Picture Nominee",Based on Fiction Book/Short Story,Adventure,Live Action,Contemporary Fiction,"Australia, United States","December 3rd, 2020 (Limited) (Australia)
",English,"January 10th, 2012 by Universal Home Entertainment",Babe,,"$63,658,910","$182,441,090","$246,100,000",,
78,https://www.the-numbers.com/movie/Bushwhacked,[],"[['Greg Beeman', 'Director'], ['John Jordan', 'Screenwriter'], ['Danny Byers*', 'Screenwriter'], ['Tommy Swerdlow', 'Screenwriter'], ['Michael Goldberg', 'Screenwriter']]","$2,988,468 (40.5% of total gross)",2.47 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,674 opening theaters/1,674 max. theaters, 2.5 weeks average run per theater","$15,551,275",,"August 4th, 1995 (Wide) by 20th Century Fox",PG-13 for crude dialogue,90 minutes,vs. MeatballsCreate your own comparison chart…,"Action Comedy, Crime, Fugitive / On the Run, Camping, Corrupt Cops, Mistaken Identity, Bad Role Models",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,,,,,,"$7,377,107",,,,
79,https://www.the-numbers.com/movie/Something-to-Talk-About,"['Robert Duvall', 'Gena Rowlands', 'Kyra Sedgwick', 'Julia Roberts', 'Dennis Quaid']","[['Lasse Hallström', 'Director'], ['Paula Weinstein', 'Producer'], ['Anthea Sylbert', 'Producer'], ['Callie Khouri', 'Screenwriter'], ['Goldie Hawn', 'Executive Producer'], ['Sven Nykvist', 'Cinematographer'], ['Mel Bourne', 'Production Designer'], ['Mia Goldman', 'Editor'], ['William Beasley', 'Co-Producer'], ['Hans Zimmer', 'Composer']]","$11,115,697 (21.9% of total gross)",4.58 (domestic box office/biggest weekend),65.8% (domestic box office/worldwide),"1,510 opening theaters/1,787 max. theaters, 8.1 weeks average run per theater","$107,226,992",,"August 4th, 1995 (Wide) by Warner Bros.",R for brief strong language,105 minutes,vs. Michael CollinsCreate your own comparison chart…,"Comedy Drama, Relationships Gone Wrong, Relationship Advice, Infidelity, You Can't Go Home Again, Dysfunctional Family",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,,English,,,Warner Bros.,"$50,865,589","$26,441,637","$77,307,226",,
80,https://www.the-numbers.com/movie/Virtuosity,"['Russell Crowe', 'Kelly Lynch', 'Stephen Spinella', 'William Forsythe', 'Louise Fletcher', 'Denzel Washington']","[['Brett Leonard', 'Director'], ['Gary Lucchesi', 'Producer'], ['Eric Bernt', 'Screenwriter'], ['Howard W. Koch, Jr.*', 'Executive Producer'], ['Gale Tattersall', 'Director of Photography'], ['Nilo Rodis*', 'Production Designer'], ['B.J. Sears', 'Editor'], ['Rob Kobrin', 'Editor'], ['Gimel Everett', 'Co-Producer'], ['Tim Sexton', 'Executive Music Producer'], ['Richard Rudolph', 'Executive Music Producer'], ['Christopher Young', 'Composer']]","$8,309,869 (34.6% of total gross)",2.89 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,012 opening theaters/2,012 max. theaters, 4.2 weeks average run per theater","$50,589,359","$30,000,000 (worldwide box office is 0.8 times production budget)","August 4th, 1995 (Wide) by Paramount Pictures","R for strong futuristic violence, some brutal beatings and some language",106 minutes,vs. TronCreate your own comparison chart…,"Action Thriller, Serial Killer, Terrorism, Vigilante, Death of a Son or Daughter, Death of a Spouse or Fiancée / Fiancé, Revenge, Prison, Kidnap, Rescue, Spree Killer",Original Screenplay,Action,Live Action,Science Fiction,United States,,English,"July 7th, 2015 by Warner Home Video",,Gary Lucchesi,"$23,998,226",,,"$82,083","$82,083"
81,https://www.the-numbers.com/movie/Brothers-McMullen-The,[],"[['Edward Burns', 'Director'], ['Edward Burns', 'Screenwriter']]","$167,813 (1.6% of total gross)",6.29 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"7 opening theaters/367 max. theaters, 7.6 weeks average run per theater","$21,979,545","$50,000 (worldwide box office is 208.5 times production budget)","August 9th, 1995 (Wide) by Fox Searchlight",R for language and some sexuality,98 minutes,vs. GabrielaCreate your own comparison chart…,"Comedy Drama, Dysfunctional Family, Directing Yourself, Screenplay Written By the Star, Love Triangle, Relationships Gone Wrong, Romance, Adult Child Dealing with the Death of a Parent",Original Screenplay,Drama,Live Action,Contemporary Fiction,,,,"March 6th, 2012 by Fox Home Entertainment",,,"$10,426,506",,,,
82,https://www.the-numbers.com/movie/Dangerous-Minds,[],[],"$14,931,503 (17.6% of total gross)",5.69 (domestic box office/biggest weekend),47.5% (domestic box office/worldwide),"1,348 opening theaters/1,598 max. theaters, 13.0 weeks average run per theater","$178,996,979","$23,000,000 (worldwide box office is 7.8 times production budget)","August 11th, 1995 (Wide) by Walt Disney",R for language.,99 minutes,vs. Star Wars Ep. V: The Empire Strikes BackCreate your own comparison chart…,"Inspirational Teacher, Hood Film, Inspired by a True Story, Biographical Drama",Based on Factual Book/Article,Drama,Live Action,Dramatization,United States,,"English, Spanish",,,,"$84,919,401","$94,000,000","$178,919,401",,
83,https://www.the-numbers.com/movie/Kid-in-King-Arthurs-Court-A,[],[],"$4,315,310 (32.2% of total gross)",3.11 (domestic box office/biggest weekend),97.5% (domestic box office/worldwide),"1,862 opening theaters/1,862 max. theaters, 3.7 weeks average run per theater","$28,261,968",,"August 11th, 1995 (Wide) by Walt Disney",PG for mild adventure action and language,,vs. Jungle 2 JungleCreate your own comparison chart…,,Original Screenplay,Adventure,Live Action,Fantasy,United States,,,,,,"$13,406,717","$340,562","$13,747,279",,
84,https://www.the-numbers.com/movie/Walk-in-the-Clouds-A-(1995),[],"[['Alfonso Arau', 'Director']]","$9,526,010 (19.0% of total gross)",5.25 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,534 opening theaters/1,755 max. theaters, 8.4 weeks average run per theater","$105,419,457","$20,000,000 (worldwide box office is 2.5 times production budget)","August 11th, 1995 (Wide) by 20th Century Fox",PG-13 for moments of sensuality and war action.,102 minutes,vs. The Lake HouseCreate your own comparison chart…,"World War II, Returning Soldiers, Romance, Romantic Drama",Remake,Drama,Live Action,Historical Fiction,United States,,English,,,,"$50,008,143",,,,
85,https://www.the-numbers.com/movie/Usual-Suspects-The,[],"[['Bryan Singer', 'Director'], ['John Ottman', 'Composer']]","$645,363 (2.8% of total gross)",6.26 (domestic box office/biggest weekend),67.8% (domestic box office/worldwide),"42 opening theaters/876 max. theaters, 7.0 weeks average run per theater","$49,192,337","$6,000,000 (worldwide box office is 5.7 times production budget)","August 16th, 1995 (Limited) by Gramercy",R for violence and a substantial amount of strong language.,,vs. Se7enCreate your own comparison chart…,"Surprise Twist, Film Noir, Voiceover/Narration, Non-Chronological, Heist, Secret Identity, Organized Crime, Psychological Thriller",Original Screenplay,Drama,Live Action,Contemporary Fiction,"Germany, United States",,,"June 24th, 1997 by Polygram USA Video, released as Usual Suspects, The",,,"$23,341,568","$11,107,788","$34,449,356",,
86,https://www.the-numbers.com/movie/Baby-Sitters-Club-The,[],"[['Melanie Mayron', 'Director'], ['Dalene Young', 'Screenwriter'], ['Thomas A. Bliss', 'Executive Producer']]","$3,418,908 (35.7% of total gross)",2.80 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,709 opening theaters/1,709 max. theaters, 3.7 weeks average run per theater","$20,182,757",,"August 18th, 1995 (Wide) by Sony Pictures",PG for brief mild language,94 minutes,vs. Ladder 49Create your own comparison chart…,"Summer School, Comedy Drama, Coming of Age, Babysitters, Dysfunctional Family, Romance, First Love, Diabetes, F-Rated, F-Rated, Triple",Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction,,,,,,,"$9,574,155",,,,
87,https://www.the-numbers.com/movie/Mortal-Kombat,[],"[['Paul W.S. Anderson', 'Director'], ['George S. Clinton', 'Composer']]","$23,283,887 (33.1% of total gross)",3.02 (domestic box office/biggest weekend),57.7% (domestic box office/worldwide),"2,421 opening theaters/2,630 max. theaters, 7.2 weeks average run per theater","$148,474,799","$20,000,000 (worldwide box office is 6.1 times production budget)","August 18th, 1995 (Wide) by New Line",PG-13 for non-stop martial arts action and some violence,101 minutes,vs. Mortal Kombat: AnnihilationCreate your own comparison chart…,"Martial Arts, FBI, Death of a Partner, Revenge, Film Actor, Gods and Goddesses, Action Adventure",Based on Game,Action,Live Action,Fantasy,United States,,English,"September 14th, 2004 by Warner Home Video",Mortal Kombat,,"$70,433,227","$51,700,000","$122,133,227",,
88,https://www.the-numbers.com/movie/Amazing-Panda-Adventure-The,[],[],"$2,413,107 (31.8% of total gross)",3.15 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,692 opening theaters/1,692 max. theaters, 3.5 weeks average run per theater","$18,233,850",,"August 25th, 1995 (Wide) by Warner Bros.",PG for adventure action and brief mild language,,vs. CocoCreate your own comparison chart…,,Original Screenplay,Adventure,Live Action,Kids Fiction,,,,,,,"$7,590,169",,,,
89,https://www.the-numbers.com/movie/Beyond-Rangoon,[],"[['John Boorman', 'Director'], ['Alex Lasker', 'Screenwriter'], ['Bill Rubenstein', 'Screenwriter']]","$2,007,527 (35.5% of total gross)",2.82 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"803 opening theaters/803 max. theaters, 3.1 weeks average run per theater","$11,924,457",,"August 25th, 1995 (Wide) by Sony Pictures",R for depiction of violent political oppression,99 minutes,Create your own comparison chart…,"Political Drama, Political Protest, Political Activist, Death of a Spouse or Fiancée / Fiancé, Death of a Son or Daughter, Home Invasion, Depression, Vacation, Inspired by a True Story, 1980s",Original Screenplay,Drama,Live Action,Historical Fiction,,,,,,Castle Rock Entertainment,"$5,656,641",,,,
90,https://www.the-numbers.com/movie/Desperado,[],"[['Robert Rodriguez', 'Director'], ['Robert Rodriguez', 'Screenwriter']]","$7,910,446 (31.0% of total gross)",3.23 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,027 opening theaters/2,027 max. theaters, 4.4 weeks average run per theater","$53,823,443","$7,000,000 (worldwide box office is 3.6 times production budget)","August 25th, 1995 (Wide) by Sony Pictures","R for strong bloody violence, a strong sex sequence and language",105 minutes,vs. Pulp FictionCreate your own comparison chart…,"Revisionist Western, Unnamed Character, Film Noir, Dysfunctional Family, Gangs, Surprise Twist, Death of a Sibling, Familicide, Revenge, Death of a Girlfriend / Boyfriend",Original Screenplay,Western,Live Action,Contemporary Fiction,United States,,,"July 16th, 1996 by Sony Pictures Home Entertainment",El Mariachi,,"$25,532,388",,,,
91,https://www.the-numbers.com/movie/Lord-of-Illusions,[],"[['Clive Barker', 'Director'], ['Clive Barker', 'Screenwriter'], ['Clive Barker', 'Story Creator']]","$4,800,258 (36.2% of total gross)",2.76 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,533 opening theaters/1,533 max. theaters, 4.1 weeks average run per theater","$27,930,793",,"August 25th, 1995 (Wide) by MGM","R for strong violence and gore, and for language and sexuality",109 minutes,Create your own comparison chart…,"Film Noir, Supernatural Horror, Supernatural, Novel or Other Work Adapted by Author, 1980s, Prologue, Cults, Human Sacrifice, Faked Death",Original Screenplay,Horror,Live Action,Fantasy,United States,,English,"December 16th, 2014 by Shout Factory",,,"$13,249,614",,,"$532,388","$532,388"
92,https://www.the-numbers.com/movie/Prophecy-The,[],"[['Gregory Widen', 'Director'], ['Gregory Widen', 'Screenwriter']]","$7,510,332 (46.7% of total gross)",2.14 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,663 opening theaters/1,663 max. theaters, 4.1 weeks average run per theater","$33,921,957",,"September 1st, 1995 (Wide) by Miramax","R for violence and gore, and for some language",97 minutes,vs. DogmaCreate your own comparison chart…,"Supernatural Horror, Supernatural, Prophecy, Religious, Angels, Possessed, Catholic, Heaven and Hell, The Devil",Original Screenplay,Horror,Live Action,Fantasy,United States,,,,,,"$16,091,660",,,,
93,https://www.the-numbers.com/movie/Last-of-the-Dogmen,[],"[['David Arnold', 'Composer']]","$2,520,206 (36.0% of total gross)",2.78 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"929 opening theaters/931 max. theaters, 4.4 weeks average run per theater","$14,774,328",,"September 8th, 1995 (Wide) by Savoy",PG for adventure violence and mild language,,Create your own comparison chart…,,Original Screenplay,Western,Live Action,Historical Fiction,United States,,,,,,"$7,008,542",,,,
94,https://www.the-numbers.com/movie/Tie-That-Binds-The,[],"[['Wesley Strick', 'Director'], ['Michael Auerbach', 'Screenwriter'], ['Graeme Revell', 'Composer']]","$2,625,339 (45.6% of total gross)",2.20 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,783 opening theaters/1,783 max. theaters, 2.5 weeks average run per theater","$12,148,233",,"September 8th, 1995 (Wide) by Walt Disney","R for strong terror/violence, and for language and a scene of sexuality",98 minutes,Create your own comparison chart…,"Psychological Thriller, Fugitive / On the Run, Adopted Family, Familial Murder, Tortured for Information",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,United States,,,"August 23rd, 2011 by Mill Creek Entertainment",,,"$5,762,795",,,,
95,https://www.the-numbers.com/movie/To-Wong-Foo-Thanks-for-Everything-Julie-Newmar,"['Wesley Snipes', 'Patrick Swayze', 'John Leguizamo']","[['Beeban Kidron', 'Director'], ['Douglas Carter Beane', 'Screenwriter'], ['G. Mac Brown', 'Producer']]","$9,019,180 (24.7% of total gross)",4.04 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,294 opening theaters/1,489 max. theaters, 7.9 weeks average run per theater","$76,873,201",,"September 8th, 1995 (Wide) by Universal","PG-13 for subject matter involving men living in drag, a brief scene of spousal abuse and some language",109 minutes,vs. Mortal KombatCreate your own comparison chart…,"Cross-Dressing, Comedy Drama, Road Trip, Performing Arts, Makeover, Sex Crimes, Corrupt Cops, Bigotry, Domestic Abuse, Relationships Gone Wrong",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,,English,"January 7th, 2003 by Universal Home Entertainment",,,"$36,466,570",,,,
