,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Production Budget:,Theater counts:,Infl. Adj. Dom. BO,Domestic Releases:,Video Release:,MPAA Rating:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production/Financing Companies:,Production Countries:,Languages:,International Releases:,Franchise:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic DVD Sales,Total Est. Domestic Video Sales,Est. Domestic Blu-ray Sales
148,https://www.the-numbers.com/movie/Singh-is-Kinng,[],[],"$1,198,721 (47.5% of total gross)",2.11 (domestic box office/biggest weekend),8.6% (domestic box office/worldwide),,"112 opening theaters/112 max. theaters, 2.5 weeks average run per theater","$3,222,916","August 8th, 2008 (Limited) by Studio 18",,Not Rated,138 minutes,vs. We Own the NightCreate your own comparison chart…,,Original Screenplay,Action,Live Action,Contemporary Fiction,,"Australia, India",Hindi,,,"$2,523,511","$26,816,279","$29,339,790",,,
149,https://www.the-numbers.com/movie/Tropic-Thunder,"['Steve Coogan', 'Jay Baruchel', 'Danny McBride', 'Brandon T. Jackson', 'Bill Hader', 'Nick Nolte', 'Ben Stiller', 'Jack Black', 'Robert Downey, Jr.']","[['Ben Stiller', 'Director'], ['Justin Theroux', 'Screenwriter'], ['Ben Stiller', 'Screenwriter'], ['Etan Cohen', 'Screenwriter'], ['Ben Stiller', 'Story Creator'], ['Justin Theroux', 'Story Creator'], ['Stuart Cornfeld', 'Producer'], ['Ben Stiller', 'Producer'], ['Eric McLeod', 'Producer'], ['Justin Theroux', 'Executive Producer'], ['Brian Taylor', 'Co-Producer']]","$25,812,796 (23.4% of total gross)",4.28 (domestic box office/biggest weekend),57.8% (domestic box office/worldwide),"$90,000,000 (worldwide box office is 2.1 times production budget)","3,319 opening theaters/3,473 max. theaters, 6.3 weeks average run per theater","$141,145,603","August 13th, 2008 (Wide) by Paramount Pictures","November 18th, 2008 by Paramount Home Video","R for pervasive language including sexual references, violent content and drug materialR for pervasive language, crude sexual references, violent content, drug material and brief nudity.(Rating bulletin 2684 (cert #53254) (Director's Cut), 6/9/2021)",106 minutes,vs. Meet the FockersCreate your own comparison chart…,"Movie Business, War, Gratuitous Cameos, Farcical / Slapstick Comedy, LGBTQ+, Coming Out, Singers, Comeback",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"DreamWorks Pictures, Red Hour Productions, Goldcrest Films",United States,English,"August 21st, 2008 (Wide) (Australia)
",,"$110,515,313","$80,629,943","$191,145,256","$52,702,205","$52,702,205",
150,https://www.the-numbers.com/movie/Bachna-Ae-Haseeno,[],[],"$322,431 (45.9% of total gross)",2.18 (domestic box office/biggest weekend),9.7% (domestic box office/worldwide),,"71 opening theaters/71 max. theaters, 2.4 weeks average run per theater","$896,771","August 15th, 2008 (Limited) by Yash Raj Films",,Not Rated,153 minutes,vs. Rab Ne Bana Di JodiCreate your own comparison chart…,Romance,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,,India,Hindi,,,"$702,166","$6,500,000","$7,202,166",,,
151,https://www.the-numbers.com/movie/Fille-coupee-en-deux-La,[],[],"$18,658 (4.6% of total gross)",12.38 (domestic box office/biggest weekend),5.2% (domestic box office/worldwide),,"2 opening theaters/21 max. theaters, 9.7 weeks average run per theater","$523,194","August 15th, 2008 (Exclusive) by IFC Films, released as The Girl Cut in Two",,Not Rated,,Create your own comparison chart…,,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,,France,French,,,"$409,658","$7,500,000","$7,909,658",,,
152,https://www.the-numbers.com/movie/Fly-Me-To-the-Moon,[],"[['Ben Stassen', 'Director'], ['Domonic Paris', 'Screenwriter'], ['Ramin Djawadi', 'Composer'], ['Gina Gallo', 'Producer'], ['Charlotte Huggins', 'Producer'], ['Eric Dillens', 'Executive Producer'], ['Domonic Paris', 'Executive Producer'], ['Ben Stassen', 'Executive Producer']]","$1,900,523 (13.1% of total gross)",7.65 (domestic box office/biggest weekend),33.4% (domestic box office/worldwide),"$25,000,000 (worldwide box office is 1.7 times production budget)","452 opening theaters/713 max. theaters, 6.9 weeks average run per theater","$18,467,050","August 15th, 2008 (Limited) by Summit Entertainment","December 2nd, 2008 by Summit Home Video, released as Fly Me to the Moon",G for General Admission,84 minutes,vs. FrozenCreate your own comparison chart…,"Animal Lead, Talking Animals, 3-D, Space Program, IMAX: DMR, 3-D - Shot in 3-D",Original Screenplay,Adventure,Digital Animation,Kids Fiction,,"Belgium, United States",English,"December 19th, 2008 (Wide) (Argentina)
",,"$14,543,943","$28,986,338","$43,530,281",,,
153,https://www.the-numbers.com/movie/Mirrors,"['Paula Patton', 'Amy Smart', 'Kiefer Sutherland']","[['Alexandre Aja', 'Director'], ['Alexandre Aja', 'Screenwriter'], ['Gregory Levasseur', 'Screenwriter']]","$11,161,074 (36.4% of total gross)",2.75 (domestic box office/biggest weekend),39.7% (domestic box office/worldwide),"$35,000,000 (worldwide box office is 2.2 times production budget)","2,664 opening theaters/2,664 max. theaters, 4.2 weeks average run per theater","$39,197,844","August 15th, 2008 (Wide) by 20th Century Fox","January 13th, 2009 by Fox Home Entertainment","R for strong violence, disturbing images, language and brief nudity",111 minutes,vs. StigmataCreate your own comparison chart…,"Haunting, Foreign-Language Remake, Supernatural, Supernatural Horror",Remake,Horror,Live Action,Contemporary Fiction,"Regency Enterprises, New Regency",United States,English,,Mirrors,"$30,691,439","$46,529,157","$77,220,596","$10,590,973","$10,590,973",
154,https://www.the-numbers.com/movie/Star-Wars-The-Clone-Wars,[],"[['Dave Filoni', 'Director'], ['Henry Gilroy', 'Screenwriter'], ['Steven Melching', 'Screenwriter'], ['Scott Murphy', 'Screenwriter'], ['Catherine Winder', 'Producer'], ['George Lucas', 'Executive Producer'], ['Jason A.W. Tucker', 'Editor'], ['Kevin Kiner', 'Composer'], ['John Williams', 'Composer']]","$14,611,273 (41.6% of total gross)",2.41 (domestic box office/biggest weekend),51.2% (domestic box office/worldwide),"$8,500,000 (worldwide box office is 8.1 times production budget)","3,452 opening theaters/3,452 max. theaters, 4.1 weeks average run per theater","$44,906,884","August 15th, 2008 (Wide) by Warner Bros.","November 11th, 2008 by Warner Home Video","PG for sci-fi action violence throughout, brief language and momentary smoking.",98 minutes,vs. Bucky Larson: Born to Be a StarCreate your own comparison chart…,Cloning,Original Screenplay,Adventure,Digital Animation,Science Fiction,Lucasfilm,United States,English,,Star Wars,"$35,161,554","$33,533,889","$68,695,443","$27,338,998","$27,338,998",
155,https://www.the-numbers.com/movie/Vicky-Cristina-Barcelona,"['Patricia Clarkson', 'Kevin Dunn', 'Rebecca Hall', 'Chris Messina', 'Javier Bardem', 'Penélope Cruz', 'Scarlett Johansson']","[['Woody Allen', 'Director'], ['Woody Allen', 'Screenwriter'], ['Letty Aronson', 'Producer'], ['Stephen Tenenbaum', 'Producer'], ['Gareth Wiley', 'Producer'], ['Helen Robin', 'Co-Producer'], ['Jaume Roures', 'Executive Producer'], ['Jack Rollins', 'Co-Executive Producer'], ['Charles H. Joffe', 'Co-Executive Producer'], ['Javier Méndez', 'Co-Executive Producer'], ['Javier Aguirresarobe', 'Director of Photography'], ['Alain Bainee', 'Production Designer'], ['Alisa Lepselter', 'Editor'], ['Sonia Grande', 'Costume Designer'], ['Juliet Taylor', 'Casting Director'], ['Patricia DiCerto', 'Casting Director'], ['Pep Armengol', 'Additional Casting (Spanish)'], ['Luci Lenox', 'Additional Casting (Spanish)']]","$3,755,575 (16.2% of total gross)",6.18 (domestic box office/biggest weekend),22.2% (domestic box office/worldwide),"$16,000,000 (worldwide box office is 6.5 times production budget)","692 opening theaters/726 max. theaters, 8.1 weeks average run per theater","$29,630,379","August 15th, 2008 (Wide) by MGM","January 27th, 2009 by Weinstein Co./Genius","PG-13 for mature thematic material involving sexuality, and smoking.",97 minutes,vs. Hot FuzzCreate your own comparison chart…,"Relationships Gone Wrong, Comedy Drama, Romance, Love Triangle",Original Screenplay,Comedy,Live Action,Contemporary Fiction,Weinstein Company,"Spain, United States","English, Spanish",,,"$23,216,709","$81,288,108","$104,504,817","$9,301,595","$9,301,595",
156,https://www.the-numbers.com/movie/Rocker-The,"['Christina Applegate', 'Jeff Garlin', 'Josh Gad', 'Teddy Geiger', 'Emma Stone', 'Rainn Wilson']","[['Peter Cattaneo', 'Director'], ['Maya Forbes', 'Screenwriter'], ['Wally Wolodarsky*', 'Screenwriter'], ['Ryan Jaffe', 'Story Creator'], ['Shawn Levy', 'Producer'], ['Tom McNulty', 'Producer'], ['Anthony B. Richmond', 'Director of Photography'], ['George Folsey, Jr.', 'Editor'], ['Lyn Lucibello-Brancatella', 'Co-Producer'], ['Chad Fischer', 'Composer'], ['Chad Fischer', 'Song Writer'], ['Patrick Houlihan', 'Music Supervisor']]","$2,636,048 (41.1% of total gross)",2.43 (domestic box office/biggest weekend),73.1% (domestic box office/worldwide),"$15,000,000 (worldwide box office is 0.6 times production budget)","2,784 opening theaters/2,784 max. theaters, 2.3 weeks average run per theater","$8,185,986","August 20th, 2008 (Wide) by 20th Century Fox","January 27th, 2009 by Fox Home Entertainment, released as Rocker, The","PG-13 for drug and sexual references, nudity and language.",102 minutes,vs. Jem and the HologramsCreate your own comparison chart…,"Musicians, Rock 'n' Roll, Delayed Adulthood, Farcical / Slapstick Comedy, Comeback, Fired, Romance",Original Screenplay,Comedy,Live Action,Contemporary Fiction,21 Laps Entertainment,United States,English,,,"$6,409,528","$2,357,810","$8,767,338","$9,488,904","$9,488,904",
157,https://www.the-numbers.com/movie/Death-Race-(2008),[],"[['Paul W.S. Anderson', 'Director'], ['Paul W.S. Anderson', 'Screenwriter'], ['Paul W.S. Anderson', 'Producer'], ['Roger Corman', 'Executive Producer']]","$12,621,090 (34.8% of total gross)",2.88 (domestic box office/biggest weekend),50.1% (domestic box office/worldwide),"$65,000,000 (worldwide box office is 1.1 times production budget)","2,532 opening theaters/2,586 max. theaters, 4.6 weeks average run per theater","$46,381,337","August 22nd, 2008 (Wide) by Universal","December 23rd, 2008 by Universal Home Entertainment",R for strong violence and language.,110 minutes,vs. The Matrix ReloadedCreate your own comparison chart…,"Auto Racing, Reality TV, Prison, Action Thriller, Death Sports",Remake,Action,Live Action,Science Fiction,Relativity Media,United States,English,,Death Race,"$36,316,032","$36,200,787","$72,516,819","$25,979,666","$25,979,666",
158,https://www.the-numbers.com/movie/House-Bunny-The,"['Colin Hanks', 'Emma Stone', 'Anna Faris']","[['Fred Wolf', 'Director'], ['Adam Sandler', 'Producer'], ['Jack Giarraputo', 'Producer'], ['Allen Covert', 'Producer'], ['Heather Parry', 'Producer'], ['Karen McCullah Lutz', 'Screenwriter'], ['Kirsten Smith', 'Screenwriter'], ['Anna Faris', 'Executive Producer'], ['Kirsten Smith', 'Executive Producer'], ['Karen McCullah Lutz', 'Executive Producer'], ['Shelly Johnson', 'Director of Photography'], ['Missy Stewart', 'Production Designer'], ['Debra Chiate', 'Editor'], ['Mona May', 'Costume Designer'], ['Waddy Wachtel', 'Composer'], ['Michael Dilbeck', 'Music Supervisor'], ['Brooks Arthur', 'Music Supervisor']]","$14,533,702 (30.1% of total gross)",3.32 (domestic box office/biggest weekend),67.6% (domestic box office/worldwide),"$25,000,000 (worldwide box office is 2.9 times production budget)","2,714 opening theaters/2,763 max. theaters, 5.9 weeks average run per theater","$61,606,802","August 22nd, 2008 (Wide) by Sony Pictures","December 19th, 2008 by Sony Pictures Home Entertainment","PG-13 for sex-related humor, partial nudity and brief strong language.",97 minutes,vs. OverboardCreate your own comparison chart…,"College, Porn Business, Fraternity/Sorority, Riches to Rags, Farcical / Slapstick Comedy, Female Lead, Romance",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Columbia Pictures, Relativity Media, Happy Madison, Alta Loma Entertainment",United States,English,,,"$48,237,389","$23,153,212","$71,390,601","$17,088,181","$17,088,181",
159,https://www.the-numbers.com/movie/Longshots-The,[],"[['Fred Durst', 'Director'], ['Nick Santora', 'Screenwriter'], ['Doug Atchison', 'Screenwriter'], ['Ice Cube', 'Producer'], ['Bob Weinstein', 'Executive Producer'], ['Harvey Weinstein', 'Executive Producer']]","$4,080,687 (35.4% of total gross)",2.82 (domestic box office/biggest weekend),97.7% (domestic box office/worldwide),"$23,000,000 (worldwide box office is 0.5 times production budget)","2,089 opening theaters/2,089 max. theaters, 3.8 weeks average run per theater","$14,701,784","August 22nd, 2008 (Wide) by MGM","December 2nd, 2008 by Weinstein Co./Genius","PG for some thematic elements, mild language and brief rude humor.",95 minutes,vs. W.Create your own comparison chart…,"Football, Sports Comedy, Biography, Non-Drama Biographies, Underdog, Female Athlete in a Male Dominated Sport, Tournament",Based on Real Life Events,Comedy,Live Action,Dramatization,"Dimension Films, Cube Vision, Blackjack Films",United States,English,,,"$11,511,323","$267,073","$11,778,396","$11,193,931","$11,193,931",
160,https://www.the-numbers.com/movie/Traitor,"['Don Cheadle', 'Guy Pearce', 'Said Taghmaoui', 'Neal McDonough', 'Alyy Khan', 'Jeff Daniels']","[['Jeffrey Nachmanoff', 'Director'], ['Jeffrey Nachmanoff', 'Screenwriter'], ['Jeffrey Silver', 'Producer']]","$7,868,465 (33.4% of total gross)",2.99 (domestic box office/biggest weekend),84.4% (domestic box office/worldwide),"$22,000,000 (worldwide box office is 1.3 times production budget)","2,054 opening theaters/2,108 max. theaters, 4.3 weeks average run per theater","$30,052,603","August 27th, 2008 (Wide) by Overture Films","December 19th, 2008 by Starz / Anchor Bay","PG-13 for intense violent sequences, thematic material and brief language.",114 minutes,vs. BlindnessCreate your own comparison chart…,"Terrorism, Political Thriller, Secret Agent, FBI, Undercover, Muslims, Suicide Bomber",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"Overture Films, Mandeville Films, Hyde Park Entertainment, Crescendo Productions",United States,English,,,"$23,530,831","$4,351,395","$27,882,226","$14,038,451","$14,038,451",
161,https://www.the-numbers.com/movie/Babylon-AD,[],"[['Mathieu Kassovitz', 'Director'], ['Mathieu Kassovitz', 'Screenwriter'], ['Eric Besnard', 'Screenwriter'], ['Maurice G. Dantec', 'Based on the novel ""Babylon Babies""'], ['Ilan Goldman', 'Producer'], ['Avram Butch Kaplan', 'Executive Producer'], ['David Valdes', 'Executive Producer']]","$9,484,627 (42.1% of total gross)",2.38 (domestic box office/biggest weekend),32.1% (domestic box office/worldwide),"$45,000,000 (worldwide box office is 1.6 times production budget)","3,390 opening theaters/3,425 max. theaters, 3.1 weeks average run per theater","$28,777,670","August 29th, 2008 (Wide) by 20th Century Fox","January 6th, 2009 by Fox Home Entertainment","PG-13 for intense sequences of violence and action, language and some sexuality.",100 minutes,vs. The Last Witch HunterCreate your own comparison chart…,"End of the World, Action Adventure, Near Future, 2020s",Based on Fiction Book/Short Story,Action,Live Action,Science Fiction,"Babylon A.D., SAS, Babylon Films, StudioCanal, M6 Films, Canal Plus, Cinecinema",France,English,,,"$22,532,572","$47,683,925","$70,216,497","$18,046,354","$18,046,354",
162,https://www.the-numbers.com/movie/College-(2008),[],"[['Deb Hagan', 'Director'], ['Dan Callahan', 'Screenwriter'], ['Adam Ellison', 'Screenwriter'], ['Adam Rosenfelt', 'Producer'], ['Marc Schaberg', 'Producer'], ['Julie Dangel', 'Producer'], ['Malcolm Petal', 'Producer'], ['Kimberly C. Anderson', 'Producer'], ['Sam Nazarian', 'Executive Producer']]","$2,153,109 (45.9% of total gross)",2.18 (domestic box office/biggest weekend),76.0% (domestic box office/worldwide),"$6,000,000 (worldwide box office is 1.0 times production budget)","2,123 opening theaters/2,124 max. theaters, 2.3 weeks average run per theater","$5,995,612","August 29th, 2008 (Wide) by MGM","January 27th, 2009 by MGM Video","R for pervasive crude and sexual content, nudity, language, drug and alcohol use.",94 minutes,vs. War RoomCreate your own comparison chart…,"Coming of Age, College, Fraternity/Sorority, Farcical / Slapstick Comedy",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Element Films, Lift Productions",United States,English,,,"$4,694,491","$1,481,623","$6,176,114",,,
163,https://www.the-numbers.com/movie/Disaster-Movie,[],"[['Aaron Seltzer', 'Director'], ['Jason Friedberg', 'Director'], ['Jason Friedberg', 'Director'], ['Jason Friedberg', 'Screenwriter'], ['Aaron Seltzer', 'Screenwriter'], ['Peter Safran', 'Producer'], ['Jason Friedberg', 'Producer'], ['Aaron Seltzer', 'Producer'], ['Hal Olofsson', 'Executive Producer']]","$5,836,973 (41.1% of total gross)",2.43 (domestic box office/biggest weekend),38.6% (domestic box office/worldwide),"$20,000,000 (worldwide box office is 1.8 times production budget)","2,642 opening theaters/2,642 max. theaters, 3.3 weeks average run per theater","$18,124,037","August 29th, 2008 (Wide) by Lionsgate","January 6th, 2009 by Lionsgate Home Entertainment","PG-13 for crude and sexual content throughout, language, drug references and comic violence",87 minutes,vs. Mortal Kombat: AnnihilationCreate your own comparison chart…,"Spoof, Disaster, Farcical / Slapstick Comedy, Prehistoric Times, Famously Bad, Prologue, Dream Sequence, Relationships Gone Wrong",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Lionsgate, Grosvenor Park, 3 In The Box Productions",United States,English,,,"$14,190,901","$22,529,851","$36,720,752","$11,226,365","$11,226,365",
