,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Production Budget:,Theater counts:,Infl. Adj. Dom. BO,Domestic Releases:,Video Release:,MPAA Rating:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production/Financing Companies:,Production Countries:,Languages:,International Releases:,Franchise:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic DVD Sales,Total Est. Domestic Video Sales,Est. Domestic Blu-ray Sales
120,https://www.the-numbers.com/movie/Hancock-(2008),"['Charlize Theron', 'Jason Bateman', 'Eddie Marsan', 'Johnny Galecki', 'Thomas Lennon', 'Will Smith']","[['Peter Berg', 'Director'], ['Akiva Goldsman', 'Producer'], ['James Lassiter', 'Producer'], ['Michael Mann', 'Producer'], ['Will Smith', 'Producer'], ['Ian Bryce', 'Executive Producer'], ['Jonathan Mostow', 'Executive Producer'], ['Richard Saperstein', 'Executive Producer'], ['Vincent Ngo', 'Screenwriter'], ['Vince Gilligan', 'Screenwriter'], ['Tobias Schliessler', 'Director of Photography'], ['Neil Spisak', 'Production Designer'], ['John Powell', 'Composer'], ['Colby Parker, Jr', 'Editor'], ['Paul Rubell', 'Editor']]","$62,603,879 (27.5% of total gross)",3.64 (domestic box office/biggest weekend),36.5% (domestic box office/worldwide),"$150,000,000 (worldwide box office is 4.2 times production budget)","3,965 opening theaters/3,965 max. theaters, 5.8 weeks average run per theater","$291,123,575","July 1st, 2008 (Wide) by Sony Pictures","November 25th, 2008 by Sony Pictures Home EntertainmentDecember 1st, 2008 by Sony Pictures","PG-13 for some intense sequences of sci-fi action and violence, and language.",92 minutes,"Blockbusters, 2008vs. Ant-ManCreate your own comparison chart…","Set in Brooklyn, Martial Arts, Trains, Car Accident, Heist, Police Standoff, Faulty Memory, Hostage",Original Screenplay,Action,Live Action,Super Hero,"Columbia Pictures, Relativity Media, Blue Light, Weed Road Pictures, Overbrook Entertainment",United States,English,,Hancock,"$227,946,274","$396,287,998","$624,234,272","$92,090,557","$92,976,781","$886,224"
121,https://www.the-numbers.com/movie/Mamma-Mia,"['Meryl Streep', 'Pierce Brosnan', 'Colin Firth', 'Stellan Skarsgård', 'Julie Walters', 'Dominic Cooper', 'Amanda Seyfried', 'Christine Baranski']","[['Phyllida Lloyd', 'Director'], ['Catherine Johnson', 'Screenwriter'], ['Catherine Johnson', 'Story Creator'], ['Judy Craymer', 'Producer'], ['Gary Goetzman', 'Producer'], ['Benny Andersson', 'Executive Producer'], ['Bjorn Ulvaeus', 'Executive Producer'], ['Rita Wilson', 'Executive Producer'], ['Tom Hanks', 'Executive Producer'], ['Mark Huffam', 'Executive Producer']]","$27,751,240 (19.3% of total gross)",5.19 (domestic box office/biggest weekend),24.4% (domestic box office/worldwide),"$52,000,000 (worldwide box office is 11.3 times production budget)","2,976 opening theaters/3,194 max. theaters, 8.1 weeks average run per theater","$184,076,975","July 18th, 2008 (Wide) by Universal","December 16th, 2008 by Universal Home Entertainment",PG-13 for some sex-related comments.,108 minutes,vs. GreaseCreate your own comparison chart…,Unexpected Families,Based on Musical or Opera,Musical,Live Action,Contemporary Fiction,"Universal Pictures, Littlestar, Playtone",United States,English,"July 2nd, 2008 (Wide) (Netherlands)
July 10th, 2008 (Wide) (United Kingdom)
August 22nd, 2008 (Wide) (Argentina)
September 3rd, 2008 (Wide) (South Korea)
May 11th, 2018 (Wide), released as Mamma Mia! (Re-release) (Australia)
... Show all releases
",Mamma Mia,"$144,130,063","$445,585,985","$589,716,048","$144,721,940","$148,196,703","$3,474,763"
122,https://www.the-numbers.com/movie/Jaane-Tu-Ya-Jaane-Na,[],[],"$63,790 (10.6% of total gross)",3.69 (domestic box office/biggest weekend),3.6% (domestic box office/worldwide),,"33 opening theaters/40 max. theaters, 3.3 weeks average run per theater","$767,465","July 3rd, 2008 (Limited) by UTV Communications",,Not Rated,,vs. Chalte ChalteCreate your own comparison chart…,Foreign Language,Original Screenplay,Comedy,Live Action,Contemporary Fiction,,India,,,,"$600,922","$16,268,582","$16,869,504",,,
123,https://www.the-numbers.com/movie/Asterix-aux-Jeux-Olympiques,[],[],,6.89 (domestic box office/biggest weekend),0.8% (domestic box office/worldwide),"$113,500,000 (worldwide box office is 1.2 times production budget)",,"$1,276,913","July 4th, 2008 (Wide) (Canada)
",,Not Rated,,vs. When Larry Met MaryCreate your own comparison chart…,Foreign Language,Based on Comic/Graphic Novel,Adventure,Live Action,Fantasy,,France,French,"July 4th, 2008 (Wide) (Canada)
",Asterix,"$999,811","$132,000,000","$132,999,811",,,
124,https://www.the-numbers.com/movie/Ne-Le-Dis-a-Personne,"['Kristin Scott Thomas', 'François Cluzet', 'Marie-Josee Croze']","[['Guillaume Canet', 'Director'], ['Guillaume Canet', 'Screenwriter'], ['Philippe Lefebvre', 'Screenwriter']]","$169,707 (2.7% of total gross)",13.47 (domestic box office/biggest weekend),18.3% (domestic box office/worldwide),"$18,500,000 (worldwide box office is 1.8 times production budget)","8 opening theaters/112 max. theaters, 13.3 weeks average run per theater","$7,913,637","July 4th, 2008 (Exclusive) by Music Box Films, released as Tell No One","March 31st, 2009 by Music Box Films Video, released as Tell No One",Not Rated,125 minutes,vs. Match PointCreate your own comparison chart…,"Surprise Twist, Serial Killer, Crime Thriller, Death of a Spouse or Fiancée / Fiancé, Faked Death, Pedophilia, Sex Crimes, Corrupt Cops, Cover Up, Suicide, Framed, Fugitive / On the Run, LGBTQ+",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,,France,French,,,"$6,198,883","$27,755,135","$33,954,018",,,
125,https://www.the-numbers.com/movie/Gegege-no-Kitaro-Sennen-noroi-uta-(Japan),[],"[['Katsuhide Motoki', 'Director']]",,,,,,,,,,,Create your own comparison chart…,,,Adventure,Live Action,Fantasy,,Japan,Japanese,"July 8th, 2008 (Wide) (Japan)
",Kitaro,n/a,"$18,836,036","$18,836,036",,,
126,https://www.the-numbers.com/movie/Dark-Knight-The,"['Michael Caine', 'Gary Oldman', 'Aaron Eckhart', 'Maggie Gyllenhaal', 'Morgan Freeman', 'Christian Bale', 'Heath Ledger']","[['Christopher Nolan', 'Director'], ['Emma Thomas', 'Producer'], ['Charles Roven', 'Producer'], ['Christopher Nolan', 'Producer'], ['Jonathan Nolan', 'Screenwriter'], ['Christopher Nolan', 'Screenwriter'], ['Christopher Nolan', 'Story Creator'], ['David S. Goyer', 'Story Creator'], ['Bob Kane', 'Character Creator'], ['Michael E. Uslan', 'Executive Producer']]","$158,411,483 (29.6% of total gross)",3.38 (domestic box office/biggest weekend),53.5% (domestic box office/worldwide),"$185,000,000 (worldwide box office is 5.4 times production budget)","4,366 opening theaters/4,366 max. theaters, 9.0 weeks average run per theater","$681,038,991","July 18th, 2008 (Wide) by Warner Bros.July 18th, 2008 (IMAX) by Warner Bros.January 23rd, 2009 (Wide) by Warner Bros.July 19th, 2012 (Special Engagement) by Warner Bros.August 24th, 2018 (Limited) by Warner Bros.","December 9th, 2008 by Warner Home Video",PG-13 for intense sequences of violence and some menace.,152 minutes,"All-Time Top-Grossing FilmsBlockbusters, 2008vs. AvatarCreate your own comparison chart…","D.C. Comics, Film Noir, Mental Illness, Visual Effects, IMAX: DMR, Posthumous Release, Filmed in Chicago, IL, Filmed in Illinois, United States, Filmed in United States, Filmed in Pinewood Studios, Buckinghamshire, England, Filmed in Buckinghamshire England, Filmed in England, Filmed in United Kingdom, Filmed in Hong Kong, China, Filmed in China, Filmed in Sears Tower, Chicago, IL, Filmed in Navy Pier, Chicago, IL, Filmed in 330 North Wabash, Chicago, IL, Filmed in James R. Thompson Center, Chicago, IL, Filmed in Trump International Hotel and Tower, Chicago, IL, Filmed in LaSalle Street, Chicago, IL, Filmed in The Berghoff restaurant, Chicago, IL, Filmed in Randolph Street Station, Chicago, IL, Filmed in Brach’s Factory, Chicago, IL, Filmed in Van Buren Street post office, Chicago, IL, Filmed in Chertsey, Surrey, England, Filmed in Surrey, England, Filmed in Criterion Restaurant, Picadilly Circus, London, England, Filmed in Picadilly Circus, London, England, Filmed in London, England, Filmed in Battersea Power Station, London, England, Filmed in International Finance Centre, Hong Kong, China, Filmed in Central to Mid-Levels covered escalator, Hong Kong, China",Based on Comic/Graphic Novel,Action,Live Action,Super Hero,"Legendary Pictures, Warner Bros., Syncopy",United States,"English, Mandarin","July 11th, 2008 (Wide) (Australia)
July 24th, 2008 (Wide) (New Zealand)
July 24th, 2008 (Wide) (United Kingdom)
July 25th, 2008 (Wide) (Netherlands)
August 2nd, 2008 (Limited) (Japan)
... Show all releases
",BatmanDark Knight Trilogy,"$534,987,076","$465,004,537","$999,991,613","$265,797,778","$300,985,482","$35,187,704"
127,https://www.the-numbers.com/movie/Hellboy-2-The-Golden-Army,[],"[['Guillermo del Toro', 'Director'], ['Danny Elfman', 'Composer'], ['Guillermo del Toro', 'Screenwriter']]","$34,539,115 (45.5% of total gross)",2.20 (domestic box office/biggest weekend),47.4% (domestic box office/worldwide),"$82,500,000 (worldwide box office is 1.9 times production budget)","3,204 opening theaters/3,212 max. theaters, 4.3 weeks average run per theater","$97,046,825","July 11th, 2008 (Wide) by Universal, released as Hellboy 2: The Golden Army","November 11th, 2008 by Universal Home Entertainment, released as Hellboy 2: The Golden Army","PG-13 for sequences of sci-fi action and violence, and some language.",120 minutes,vs. DeadpoolCreate your own comparison chart…,"Demons, Good vs. Evil, Dark Horse Comics, Action Horror",Based on Comic/Graphic Novel,Action,Live Action,Super Hero,"Universal Pictures, Relativity Media, Lawrence Gordon, Lloyd Levin, Dark Horse Entertainment","Germany, United States",English,,Hellboy,"$75,986,503","$84,401,560","$160,388,063","$45,305,969","$53,898,559","$8,592,590"
128,https://www.the-numbers.com/movie/Hellboy-2-The-Golden-Army,[],"[['Guillermo del Toro', 'Director'], ['Danny Elfman', 'Composer'], ['Guillermo del Toro', 'Screenwriter']]","$34,539,115 (45.5% of total gross)",2.20 (domestic box office/biggest weekend),47.4% (domestic box office/worldwide),"$82,500,000 (worldwide box office is 1.9 times production budget)","3,204 opening theaters/3,212 max. theaters, 4.3 weeks average run per theater","$97,046,825","July 11th, 2008 (Wide) by Universal, released as Hellboy 2: The Golden Army","November 11th, 2008 by Universal Home Entertainment, released as Hellboy 2: The Golden Army","PG-13 for sequences of sci-fi action and violence, and some language.",120 minutes,vs. DeadpoolCreate your own comparison chart…,"Demons, Good vs. Evil, Dark Horse Comics, Action Horror",Based on Comic/Graphic Novel,Action,Live Action,Super Hero,"Universal Pictures, Relativity Media, Lawrence Gordon, Lloyd Levin, Dark Horse Entertainment","Germany, United States",English,,Hellboy,"$75,986,503","$84,401,560","$160,388,063","$45,305,969","$53,898,559","$8,592,590"
129,https://www.the-numbers.com/movie/Journey-to-the-Center-of-the-Earth-(2008),"['Brendan Fraser', 'Anita Briem', 'Josh Hutcherson']","[['Eric Brevig', 'Director'], ['Michael Weiss', 'Screenwriter'], ['Jennifer Flockett', 'Screenwriter'], ['Mark Levin', 'Screenwriter'], ['Jules Verne', 'Story Creator'], ['Charlotte Huggins', 'Producer'], ['Beau Flynn', 'Producer'], ['Toby Emmerich', 'Executive Producer'], ['Brendan Fraser', 'Executive Producer'], ['Mark McNair', 'Executive Producer'], ['Tripp Vinson', 'Executive Producer'], ['Douglas Jones', 'Co-Producer'], ['Alex Schwartz', 'Co-Producer'], ['Mylan Stepanovich', 'Co-Producer'], ['Evan Turner', 'Co-Producer'], ['Cale Boyter', 'Co-Producer'], ['Michael Disco', 'Co-Producer'], ['Andrew Lockington', 'Composer']]","$21,018,141 (20.7% of total gross)",4.84 (domestic box office/biggest weekend),41.8% (domestic box office/worldwide),"$45,000,000 (worldwide box office is 5.4 times production budget)","2,811 opening theaters/2,830 max. theaters, 7.2 weeks average run per theater","$129,892,628","July 11th, 2008 (Wide) by Warner Bros.","October 28th, 2008 by Warner Home Video",PG for intense adventure action and some scary moments,92 minutes,vs. Space CowboysCreate your own comparison chart…,"3-D, 3-D - Shot in 3-D",Based on Fiction Book/Short Story,Adventure,Live Action,Science Fiction,"New Line Cinema, Walden Media, Charlotte Huggins",United States,English,,Journey to the Center of the Earth,"$101,704,370","$141,476,567","$243,180,937","$27,100,697","$27,100,697",
130,https://www.the-numbers.com/movie/Kenny,[],[],,5.94 (domestic box office/biggest weekend),1.0% (domestic box office/worldwide),,,"$88,399","July 11th, 2008 (Limited) by Arcangelo Entertainment","September 30th, 2008 by Xenon","PG-13 for crude content, language and partial nudity.",,Create your own comparison chart…,Mockumentary,Original Screenplay,Comedy,Live Action,Contemporary Fiction,,Australia,,,,"$69,221","$6,662,831","$6,732,052",,,
131,https://www.the-numbers.com/movie/Meet-Dave,"['Elizabeth Banks', 'Gabrielle Union', 'Scott Caan', 'Ed Helms', 'Kevin Hart', 'Eddie Murphy']","[['Brian Robbins', 'Director'], ['Rob Greenberg', 'Screenwriter'], ['Bill Corbett', 'Screenwriter'], ['Jon Berg', 'Producer'], ['Todd Komarnicki', 'Producer'], ['David T. Friendly', 'Producer'], ['Arnon Milchan', 'Executive Producer'], ['Thomas M. Hammel', 'Executive Producer'], ['Clay A. Griffith', 'Production Designer'], ['Ned Bastille', 'Editor'], ['John Debney', 'Composer'], ['Clark Mathis', 'Director of Photography']]","$5,251,918 (44.5% of total gross)",2.25 (domestic box office/biggest weekend),23.3% (domestic box office/worldwide),"$60,000,000 (worldwide box office is 0.8 times production budget)","3,011 opening theaters/3,011 max. theaters, 2.4 weeks average run per theater","$15,074,627","July 11th, 2008 (Wide) by 20th Century Fox","November 25th, 2008 by Fox Home Entertainment","PG for bawdy and suggestive humor, action and some language.",90 minutes,vs. GhostbustersCreate your own comparison chart…,"Friendly Alien on Earth, Robot, Same Actor, Multiple Roles",Original Screenplay,Adventure,Live Action,Science Fiction,"Twentieth Century Fox, Regency Enterprises, Friendly Films, Guy Walks Into a Bar",United States,English,,,"$11,803,254","$38,845,552","$50,648,806",,,
132,https://www.the-numbers.com/movie/Kismat-Konnection,[],"[['Aziz Mirza', 'Director']]","$282,122 (58.8% of total gross)",1.70 (domestic box office/biggest weekend),4.4% (domestic box office/worldwide),,"62 opening theaters/62 max. theaters, 2.4 weeks average run per theater","$612,721","July 18th, 2008 (Limited) by UTV Communications","October 7th, 2018 by Netflix",Not Rated,153 minutes,vs. PartnerCreate your own comparison chart…,,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,,India,Hindi,,,"$479,759","$10,424,168","$10,903,927",,,
133,https://www.the-numbers.com/movie/Space-Chimps,"['Andy Samberg', 'Cheryl Hines', 'Jeff Daniels', 'Patrick Warburton', 'Kristin Chenoweth', 'Stanley Tucci']",[],"$7,181,374 (23.9% of total gross)",4.19 (domestic box office/biggest weekend),44.9% (domestic box office/worldwide),"$37,000,000 (worldwide box office is 1.8 times production budget)","2,511 opening theaters/2,538 max. theaters, 4.8 weeks average run per theater","$38,450,103","July 18th, 2008 (Wide) by 20th Century Fox","November 25th, 2008 by Fox Home Entertainment",G for General Audiences,81 minutes,vs. DelgoCreate your own comparison chart…,"Animal Lead, Talking Animals",Original Screenplay,Adventure,Digital Animation,Kids Fiction,"Starz Animation, Odyssey Entertainment, Vanguard Animation",United States,English,,Space Chimps,"$30,105,968","$36,923,988","$67,029,956","$14,016,602","$14,016,602",
134,https://www.the-numbers.com/movie/Transsiberian,[],"[['Brad Anderson', 'Director']]","$34,615 (1.6% of total gross)",6.57 (domestic box office/biggest weekend),34.5% (domestic box office/worldwide),"$15,000,000 (worldwide box office is 0.4 times production budget)","2 opening theaters/154 max. theaters, 5.7 weeks average run per theater","$2,814,392","July 18th, 2008 (Limited) by First Look","November 4th, 2008 by First Look DVD","R for some violence, including torture and language.",105 minutes,vs. UnknownCreate your own comparison chart…,,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"Filmax Entertainment, Castelao Producciones, Universum Film, Telecinco Cinema, Future Films, Lithuanian Film Studios, Scout Productions","Germany, Spain, United Kingdom",English,,,"$2,203,641","$4,175,934","$6,379,575",,,
135,https://www.the-numbers.com/movie/Bienvenue-chez-les-Ch-tis,[],[],,7.39 (domestic box office/biggest weekend),0.6% (domestic box office/worldwide),"$16,000,000 (worldwide box office is 15.5 times production budget)",,"$1,887,186","July 25th, 2008 (Wide) (Canada)
",,Not Rated,106 minutes,vs. TakenCreate your own comparison chart…,"Country Mouse, City Mouse, Wheelchair Hoax, Directing Yourself, Screenplay Written By the Star",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,France,"French, Picard (Chti)","July 25th, 2008 (Wide) (Canada)
",,"$1,477,650","$245,996,847","$247,474,497",,,
136,https://www.the-numbers.com/movie/Brideshead-Revisited,[],"[['Julian Jarrold', 'Director'], ['Jeremy Brock', 'Screenwriter'], ['Andrew Davies', 'Screenwriter'], ['Evelyn Waugh', 'Story Creator']]","$339,616 (5.3% of total gross)",5.53 (domestic box office/biggest weekend),47.9% (domestic box office/worldwide),,"33 opening theaters/501 max. theaters, 4.4 weeks average run per theater","$8,215,009","July 25th, 2008 (Limited) by Miramax","January 13th, 2009 by Miramax Video",PG-13 for some sexual content.,133 minutes,Create your own comparison chart…,"World War II, Historical Drama, 1940s, Romance, Romance during Wartime, Remade, Dysfunctional Family, Catholic, Atheism, Addiction, Love Triangle, Terminal Illness, Adult Child Dealing with the Death of a Parent, Relationships Gone Wrong",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,"Miramax Films, UK Film Council, BBC Films, HanWay Films, 2 Entertain, Screen Yorkshire, Ecosse Films","Ireland, Morocco, United Kingdom","Arabic, English, French, Italian, Latin",,,"$6,432,256","$7,000,000","$13,432,256",,,
137,https://www.the-numbers.com/movie/Man-on-Wire,[],"[['James Marsh', 'Director']]","$51,392 (1.7% of total gross)",10.81 (domestic box office/biggest weekend),52.7% (domestic box office/worldwide),"$1,900,000 (worldwide box office is 3.0 times production budget)","2 opening theaters/93 max. theaters, 10.3 weeks average run per theater","$3,782,194","July 25th, 2008 (Exclusive) by Magnolia Pictures","December 9th, 2008 by Magnolia Home Entertainment","PG-13 for some sexuality and nudity, and drug references.",94 minutes,vs. Touching the VoidCreate your own comparison chart…,,Based on Real Life Events,Documentary,Live Action,Factual,"Magnolia Entertainment, Discovery Productions, BBC Storyville, UK Film Council, Wall to Wall Media, Red Box Films",United Kingdom,"English, French",,,"$2,962,242","$2,654,825","$5,617,067",,,
138,https://www.the-numbers.com/movie/Step-Brothers,[],"[['Adam McKay', 'Director'], ['Will Ferrell', 'Screenwriter'], ['Adam McKay', 'Screenwriter'], ['Jimmy Miller', 'Producer'], ['Judd Apatow', 'Producer'], ['Will Ferrell', 'Executive Producer'], ['Adam McKay', 'Executive Producer'], ['David Householter', 'Executive Producer'], ['Josh Church', 'Co-Producer']]","$30,940,732 (30.8% of total gross)",3.25 (domestic box office/biggest weekend),78.4% (domestic box office/worldwide),"$65,000,000 (worldwide box office is 2.0 times production budget)","3,094 opening theaters/3,182 max. theaters, 5.1 weeks average run per theater","$128,314,600","July 25th, 2008 (Wide) by Sony Pictures","December 2nd, 2008 by Sony Pictures Home Entertainment","R for crude and sexual content, and pervasive language.",95 minutes,vs. The Other GuysCreate your own comparison chart…,"Unexpected Families, Dysfunctional Family, Delayed Adulthood, Judd Apatow Buddy Comedy",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Columbia Pictures, Relativity Media, Judd Apatow, Mosaic Media, Gary Sanchez Productions",United States,English,"September 19th, 2008 (Wide) (Australia)
",,"$100,468,793","$27,638,849","$128,107,642","$69,650,708","$69,650,708",
139,https://www.the-numbers.com/movie/X-Files-I-Want-to-Believe-The,"['Amanda Peet', 'Billy Connolly', 'Xzibit', 'David Duchovny', 'Gillian Anderson']","[['Chris Carter', 'Director'], ['Chris Carter', 'Screenwriter'], ['Frank Spotnitz', 'Screenwriter'], ['Frank Spotnitz', 'Producer'], ['Chris Carter', 'Producer'], ['Brent O’Connor', 'Executive Producer'], ['Bill Roe', 'Director of Photography'], ['Mark Freeborn', 'Production Designer'], ['Richard Harris', 'Editor'], ['Mark Snow', 'Composer']]","$10,021,753 (47.8% of total gross)",2.09 (domestic box office/biggest weekend),30.8% (domestic box office/worldwide),"$35,000,000 (worldwide box office is 1.9 times production budget)","3,185 opening theaters/3,185 max. theaters, 2.8 weeks average run per theater","$26,797,959","July 25th, 2008 (Wide) by 20th Century Fox","December 2nd, 2008 by Fox Home Entertainment",PG-13 for violent and disturbing content and thematic material,110 minutes,vs. The Darkest HourCreate your own comparison chart…,"Action Horror, Supernatural, FBI, Priest, Kidnap, Child Abuse, Sex Crimes, Scene in End Credits, Human Experimentation",Based on TV,Action,Live Action,Science Fiction,"Twentieth Century Fox, Ten Thirteen",United States,English,,X-Files,"$20,982,478","$47,188,314","$68,170,792","$17,422,652","$17,422,652",
140,https://www.the-numbers.com/movie/Frozen-River,[],[],"$70,234 (2.8% of total gross)",8.89 (domestic box office/biggest weekend),41.6% (domestic box office/worldwide),"$1,000,000 (worldwide box office is 6.0 times production budget)","7 opening theaters/96 max. theaters, 9.5 weeks average run per theater","$3,196,524","August 1st, 2008 (Limited) by Sony Pictures Classics","February 10th, 2009 by Sony Pictures Home Entertainment",R for some language.,97 minutes,vs. You Can Count on MeCreate your own comparison chart…,,Original Screenplay,Drama,Live Action,Contemporary Fiction,,United States,"English, French, Mandarin, Urdu",,,"$2,511,476","$3,518,653","$6,030,129",,,
141,https://www.the-numbers.com/movie/Graine-et-le-Mulet-La,[],[],"$79,157 (38.9% of total gross)",2.57 (domestic box office/biggest weekend),1.8% (domestic box office/worldwide),,"10 opening theaters/10 max. theaters, 3.4 weeks average run per theater","$259,887","August 1st, 2008 (Wide) (Canada)
December 24th, 2008 (Limited) by IFC Films, released as The Secret of the Grain",,Not Rated,151 minutes,vs. De battre mon coeur s'est arrêtéCreate your own comparison chart…,,Original Screenplay,Drama,Live Action,Contemporary Fiction,,"France, Tunisia",French,"August 1st, 2008 (Wide) (Canada)
",,"$203,490","$11,004,374","$11,207,864",,,
142,https://www.the-numbers.com/movie/Mummy-Tomb-of-the-Dragon-Emperor-The,[],"[['Rob Cohen', 'Director']]","$40,457,770 (39.5% of total gross)",2.53 (domestic box office/biggest weekend),25.3% (domestic box office/worldwide),"$175,000,000 (worldwide box office is 2.3 times production budget)","3,760 opening theaters/3,778 max. theaters, 4.7 weeks average run per theater","$130,898,275","August 1st, 2008 (Wide) by Universal","December 16th, 2008 by Universal Home Entertainment",PG-13 for adventure action and violence.,111 minutes,vs. The MummyCreate your own comparison chart…,"Visual Effects, Treasure Hunters, Monster, Mummy",Remake,Adventure,Live Action,Fantasy,"Universal Pictures, Relativity Media, Sommers Company, Alphaville","Canada, Germany, United States",English,,Mummy,"$102,491,776","$303,268,449","$405,760,225","$44,142,185","$44,142,185",
143,https://www.the-numbers.com/movie/Swing-Vote,"['Kevin Costner', 'Paula Patton', 'Kelsey Grammer', 'Dennis Hopper', 'Nathan Lane', 'Stanley Tucci', 'George Lopez', 'Madeline Carroll']","[['Joshua Michael Stern', 'Director'], ['Jason Richman', 'Screenwriter'], ['Joshua Michael Stern', 'Screenwriter'], ['Jim Wilson', 'Producer'], ['Kevin Costner', 'Producer'], ['Robin Jonas', 'Executive Producer'], ['Ted Field', 'Executive Producer'], ['Terry Dougas', 'Executive Producer'], ['Paris Kasidokostas Latsis', 'Executive Producer'], ['John Debney', 'Composer']]","$6,230,669 (38.2% of total gross)",2.61 (domestic box office/biggest weekend),92.6% (domestic box office/worldwide),"$21,000,000 (worldwide box office is 0.8 times production budget)","2,213 opening theaters/2,213 max. theaters, 3.2 weeks average run per theater","$20,804,740","August 1st, 2008 (Wide) by Walt Disney","January 13th, 2009 by Walt Disney Home Entertainment",PG-13 for language.,120 minutes,vs. Tyler Perry's Madea's Witness ProtectionCreate your own comparison chart…,"Political, News, Gratuitous Cameos, Comedy Drama, Political Campaign",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Touchstone Pictures, Radar Pictures, 1821 Pictures, Treehouse Films",United States,English,,,"$16,289,867","$1,300,000","$17,589,867","$7,791,290","$7,791,290",
144,https://www.the-numbers.com/movie/Pineapple-Express,"['Gary Cole', 'Rosie Perez', 'Seth Rogen', 'James Franco', 'Danny McBride']","[['David Gordon Green', 'Director'], ['Seth Rogen', 'Screenwriter'], ['Evan Goldberg', 'Screenwriter'], ['Judd Apatow', 'Story Creator'], ['Seth Rogen', 'Story Creator'], ['Evan Goldberg', 'Story Creator'], ['Judd Apatow', 'Producer'], ['Shauna Robertson', 'Producer'], ['Seth Rogen', 'Executive Producer'], ['Evan Goldberg', 'Executive Producer'], ['Dara Weintraub', 'Co-Producer']]","$23,245,025 (26.6% of total gross)",3.76 (domestic box office/biggest weekend),85.3% (domestic box office/worldwide),"$26,000,000 (worldwide box office is 3.9 times production budget)","3,072 opening theaters/3,072 max. theaters, 4.7 weeks average run per theater","$111,548,804","August 6th, 2008 (Wide) by Sony Pictures, released as The Pineapple Express","January 6th, 2009 by Sony Pictures Home Entertainment","R for pervasive language, drug use, sexual references and violence.",112 minutes,vs. Long ShotCreate your own comparison chart…,"Organized Crime, Corrupt Cops, Judd Apatow Buddy Comedy, Stoner Comedy",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Columbia Pictures, Relativity Media, Judd Apatow",United States,English,,,"$87,341,380","$15,062,639","$102,404,019","$48,010,001","$48,010,001",
145,https://www.the-numbers.com/movie/Sisterhood-of-the-Traveling-Pants-2-The,[],"[['Sanaa Hamri', 'Director']]","$10,678,430 (24.2% of total gross)",4.13 (domestic box office/biggest weekend),99.6% (domestic box office/worldwide),"$27,000,000 (worldwide box office is 1.6 times production budget)","2,707 opening theaters/2,714 max. theaters, 4.3 weeks average run per theater","$56,309,889","August 6th, 2008 (Wide) by Warner Bros.","November 18th, 2008 by Warner Home Video, released as Sisterhood of the Traveling Pants 2",PG-13 for mature material and sensuality,119 minutes,vs. Catch That KidCreate your own comparison chart…,"College, Tween",Based on Fiction Book/Short Story,Adventure,Live Action,Contemporary Fiction,"Alcon Entertainment, Di Novi Pictures, Debra Martin Chase, Alloy Entertainment",United States,English,,Sisterhood of the Traveling Pants,"$44,089,964","$180,167","$44,270,131","$15,989,213","$15,989,213",
146,https://www.the-numbers.com/movie/Beer-for-My-Horses,[],"[['Michael Salomon', 'Director']]","$209,253 (31.4% of total gross)",3.18 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),,"91 opening theaters/91 max. theaters, 6.1 weeks average run per theater","$850,637","August 8th, 2008 (Limited) by Roadside Attractions","November 11th, 2008 by Lionsgate Home Entertainment","PG-13 for some violence, sexual humor and dialogue, language, drug content and brief nudity.",,Create your own comparison chart…,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,English,,,"$666,045",,,"$9,185,567","$9,185,567",
147,https://www.the-numbers.com/movie/Elegy,[],"[['Isabel Coixet', 'Director']]","$104,168 (2.9% of total gross)",5.73 (domestic box office/biggest weekend),31.2% (domestic box office/worldwide),,"6 opening theaters/142 max. theaters, 6.9 weeks average run per theater","$4,568,659","August 8th, 2008 (Limited) by Samuel Goldwyn Films","March 17th, 2009 by Sony Pictures Home Entertainment","R for sexuality, nudity and language.",112 minutes,Create your own comparison chart…,,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,Lakeshore Entertainment,United States,"English, Spanish",,,"$3,577,210","$7,881,829","$11,459,039",,,
