,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Production Budget:,Theater counts:,Infl. Adj. Dom. BO,Domestic Releases:,International Releases:,Video Release:,MPAA Rating:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production Countries:,Languages:,Franchise:,Production/Financing Companies:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic DVD Sales,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
52,https://www.the-numbers.com/movie/Danny-the-Dog,"['Kerry Condon', 'Michael Jenn', 'Vincent Regan', 'Dylan Brown', 'Phyllida Law', 'Jet Li', 'Bob Hoskins', 'Morgan Freeman']","[['Pierre-Ange Le Pogam', 'Producer'], ['Luc Besson', 'Producer'], ['Steven Chasman', 'Executive Producer'], ['Bernard Grenet', 'Executive Producer'], ['Pierre Spengler', 'Co-Producer'], ['Louis Leterrier', 'Director'], ['Luc Besson', 'Screenwriter']]","$10,900,901 (44.4% of total gross)",2.25 (domestic box office/biggest weekend),50.0% (domestic box office/worldwide),"$43,000,000 (worldwide box office is 1.1 times production budget)","1,957 opening theaters/1,962 max. theaters, 3.3 weeks average run per theater","$35,102,953","May 13th, 2005 (Wide) by Focus/Rogue Pictures",,"June 28th, 2011 by Universal Home Entertainment, released as Unleashed","R for strong violent content, language and some sexuality/nudity.",102 minutes,vs. Extreme OpsCreate your own comparison chart…,"Underground / Illegal Fighting, Action Thriller, Raised by Kidnappers, Loan Shark, Blindness, Musicians, Faulty Memory",Original Screenplay,Action,Live Action,Contemporary Fiction,"France, United Kingdom",English,,"Rogue Pictures, EuropaCorp, Danny the Dog Ltd, TF1 Film Productions, Qian Yian International, Canal Plus, Current Entertainment","$24,537,621","$24,500,000","$49,037,621",,,
53,https://www.the-numbers.com/movie/Kicking-and-Screaming-(2005),"['Kate Walsh', 'Mike Ditka', 'Will Ferrell', 'Robert Duvall']","[['Jesse Dylan', 'Director'], ['Leo Benvenuti', 'Screenwriter'], ['Steve Rudnick', 'Screenwriter'], ['Jimmy Miller', 'Producer'], ['Charles Roven', 'Executive Producer'], ['Judd Apatow', 'Executive Producer'], ['Daniel Lupi', 'Executive Producer'], ['Lloyd Ahern', 'Directory of Photography'], ['Clayton R. Hartley', 'Production Designer'], ['Stuart Pappe', 'Editor'], ['Peter Teschner', 'Editor'], ['Pamela Withers Chilton*', 'Costume Designer'], ['Dave Jordan', 'Music Supervisor'], ['Mark Isham', 'Composer']]","$20,159,925 (38.2% of total gross)",2.62 (domestic box office/biggest weekend),94.6% (domestic box office/worldwide),"$45,000,000 (worldwide box office is 1.2 times production budget)","3,455 opening theaters/3,470 max. theaters, 4.2 weeks average run per theater","$75,595,591","May 13th, 2005 (Wide) by Universal",,"October 11th, 2005 by Universal Home Entertainment","PG for thematic elements, language and some crude humor",95 minutes,vs. The InterpreterCreate your own comparison chart…,"Soccer, Judd Apatow Buddy Comedy, Family Comedy",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,,Universal Pictures,"$52,842,724","$3,000,000","$55,842,724",,,
54,https://www.the-numbers.com/movie/Layer-Cake,[],"[['Matthew Vaughn', 'Director'], ['Ilan Eshkeri', 'Composer']]","$81,706 (3.5% of total gross)",6.77 (domestic box office/biggest weekend),19.9% (domestic box office/worldwide),"$6,500,000 (worldwide box office is 1.8 times production budget)","10 opening theaters/200 max. theaters, 5.1 weeks average run per theater","$3,347,481","May 13th, 2005 (Limited) by Sony Pictures Classics",,"August 23rd, 2005 by Sony Pictures Home Entertainment","R for strong brutal violence, sexuality, nudity, pervasive language and drug use",,vs. Plastic PlanetCreate your own comparison chart…,"Surprise Twist, Film Noir, Unnamed Character, Narcotics, Organized Crime, Gangs, Novel or Other Work Adapted by Author",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,United Kingdom,,,"MARV Films, Columbia Pictures","$2,339,957","$9,405,974","$11,745,931",,,
55,https://www.the-numbers.com/movie/Mad-Hot-Ballroom,[],[],"$45,348 (0.6% of total gross)",15.85 (domestic box office/biggest weekend),86.5% (domestic box office/worldwide),"$500,000 (worldwide box office is 18.8 times production budget)","2 opening theaters/202 max. theaters, 12.3 weeks average run per theater","$11,613,365","May 13th, 2005 (Limited) by Paramount Vantage",,"October 18th, 2005 by Paramount Home Video",PG for some thematic elements,,vs. The Other Dream TeamCreate your own comparison chart…,Dancing,Based on Real Life Events,Documentary,Live Action,Factual,United States,,,,"$8,117,961","$1,269,620","$9,387,581",,,
56,https://www.the-numbers.com/movie/Mindhunters,"['LL Cool J', 'Jonny Lee Miller', 'Kathryn Morris', 'Patricia Velasquez', 'Clifton Collins, Jr.', 'Eion Bailey', 'Will Kemp', 'Christian Slater', 'Val Kilmer']","[['Renny Harlin', 'Director'], ['Wayne Kramer', 'Screenwriter'], ['Kevin Brodbin', 'Screenwriter'], ['Wayne Kramer', 'Based on a Story By'], ['Jeffrey Silver', 'Producer'], ['Bob Weinstein', 'Co-Executive Producer'], ['Harvey Weinstein', 'Co-Executive Producer'], ['Moritz Borman', 'Executive Producer'], ['Guy East', 'Executive Producer']]","$1,911,358 (42.7% of total gross)",2.34 (domestic box office/biggest weekend),27.0% (domestic box office/worldwide),"$27,000,000 (worldwide box office is 0.6 times production budget)","1,040 opening theaters/1,073 max. theaters, 2.4 weeks average run per theater","$6,403,594","May 13th, 2005 (Wide) by Miramax/Dimension",,,"R for violence/strong graphic images, language and sexual content",106 minutes,vs. Suspect ZeroCreate your own comparison chart…,"Surprise Twist, Crime Thriller, FBI, Serial Killer, Death of a Sibling, Young Child Dealing with the Death of a Parent, Child Murderer, Paranoia",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,United States,English,,Dimension Films,"$4,476,235","$12,090,000","$16,566,235",,,
57,https://www.the-numbers.com/movie/Monster-in-Law-(2005),"['Wanda Sykes', 'Adam Scott', 'Monet Mazur', 'Annie Parisse', 'Will Arnett', 'Elaine Stritch', 'Jennifer Lopez', 'Jane Fonda', 'Michael Vartan']","[['Robert Luketic', 'Director'], ['Anya Kochoff', 'Screenwriter'], ['Paula Weinstein', 'Producer'], ['Chris Bender', 'Producer'], ['J.C. Spink', 'Producer'], ['Michael Flynn', 'Executive Producer'], ['Toby Emmerich', 'Executive Producer'], ['Richard Brener', 'Executive Producer']]","$23,105,133 (27.9% of total gross)",3.59 (domestic box office/biggest weekend),53.2% (domestic box office/worldwide),"$45,000,000 (worldwide box office is 3.5 times production budget)","3,424 opening theaters/3,424 max. theaters, 5.5 weeks average run per theater","$118,639,626","May 13th, 2005 (Wide) by New Line",,"August 30th, 2005 by New Line Home Video",PG-13 for sex references and language.,100 minutes,vs. Daddy’s HomeCreate your own comparison chart…,In-Laws / Future In-Laws,Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,,"Benderspink Productions, Spring Creek Prod","$82,931,301","$73,000,000","$155,931,301",,,
58,https://www.the-numbers.com/movie/Star-Wars-Ep-III-Revenge-of-the-Sith,"['Ian McDiarmid', 'Samuel L. Jackson', 'Christopher Lee', 'Ewan McGregor', 'Natalie Portman', 'Hayden Christensen']","[['George Lucas', 'Director'], ['George Lucas', 'Screenwriter'], ['Rick McCallum', 'Producer'], ['George Lucas', 'Executive Producer'], ['John Williams', 'Composer']]","$108,435,841 (28.5% of total gross)",3.51 (domestic box office/biggest weekend),44.8% (domestic box office/worldwide),"$115,000,000 (worldwide box office is 7.4 times production budget)","3,661 opening theaters/3,663 max. theaters, 7.3 weeks average run per theater","$544,006,417","May 19th, 2005 (Wide) by 20th Century Fox","May 20th, 2005 (Wide), released as Star Wars: Episode Iii - Revenge Of The Sith (Australia)
","November 1st, 2005 by Fox Home Entertainment, released as Star Wars - Episode III, Revenge of the Sith",PG-13 for sci-fi violence and some intense images,139 minutes,"Blockbusters, 2005vs. Star Wars Ep. I: The Phantom MenaceCreate your own comparison chart…","Visual Effects, Good vs. Evil, Cyborg, Cloning, War, Betrayal, Death of a Spouse or Fiancée / Fiancé, Space Opera, Filmed in Shepperton Studios, Surrey, England, Filmed in Surrey, England, Filmed in England, Filmed in United Kingdom, Filmed in Elstree Studios, Hertfordshire, England, Filmed in Hertfordshire, England, Filmed in Fox Studios Australia, Sydney, Australia, Filmed in Sydney, Australia, Filmed in New South Wales, Australia, Filmed in Australia, Filmed in Phuket, Thailand, Filmed in Thailand, Filmed in Mount Etna, Italy, Filmed in Italy",Original Screenplay,Adventure,Animation/Live Action,Science Fiction,United States,English,Star Wars,Lucasfilm,"$380,270,577","$468,728,300","$848,998,877",,,
59,https://www.the-numbers.com/movie/Bunty-Aur-Babli,[],[],"$344,000 (36.9% of total gross)",2.71 (domestic box office/biggest weekend),11.8% (domestic box office/worldwide),,"51 opening theaters/51 max. theaters, 3.9 weeks average run per theater","$1,334,024","May 27th, 2005 (Limited) by Yash Raj Films","May 27th, 2005 (Wide) (Australia)
",,Not Rated,,vs. EternalsCreate your own comparison chart…,Foreign Language,Original Screenplay,Adventure,Live Action,Contemporary Fiction,,,,,"$932,509","$6,943,548","$7,876,057",,,
60,https://www.the-numbers.com/movie/Longest-Yard-The-(2005),"['Adam Sandler', 'Chris Rock', 'Burt Reynolds', 'Nelly']","[['Peter Segal', 'Director'], ['Sheldon Turner', 'Screenwriter'], ['Tracy Keenan Wynn', 'Screenwriter'], ['Albert S. Ruddy', 'Story Creator'], ['Jack Giarraputo', 'Producer'], ['Adam Sandler', 'Executive Producer'], ['Van Toffler', 'Executive Producer'], ['David Gale', 'Executive Producer'], ['Barry Bernardi', 'Executive Producer'], ['Allen Covert', 'Executive Producer'], ['Tim Herlihy', 'Executive Producer'], ['Michael Ewing', 'Executive Producer'], ['Albert S. Ruddy', 'Executive Producer'], ['Heather Parry', 'Co-Producer']]","$47,606,480 (30.1% of total gross)",3.32 (domestic box office/biggest weekend),82.5% (domestic box office/worldwide),"$82,000,000 (worldwide box office is 2.3 times production budget)","3,634 opening theaters/3,654 max. theaters, 6.3 weeks average run per theater","$226,202,094","May 27th, 2005 (Wide) by Paramount Pictures","June 3rd, 2005 (Wide) (Australia)
","September 20th, 2005 by Paramount Home Video, released as Longest Yard, The","PG-13 for crude and sexual humor, violence, language and drug references.",113 minutes,vs. ClickCreate your own comparison chart…,"Football, Prison",Remake,Comedy,Live Action,Contemporary Fiction,United States,English,,"Paramount Pictures, Columbia Pictures, Happy Madison, MTV Films, Callahan Filmworks","$158,119,460","$33,439,045","$191,558,505",,,
61,https://www.the-numbers.com/movie/Madagascar,"['Sacha Baron Cohen', 'Cedric the Entertainer', 'Andy Richter', 'Ben Stiller', 'Chris Rock', 'Jada Pinkett Smith']","[['Eric Darnell', 'Director'], ['Tom McGrath', 'Director'], ['Mark Burton', 'Screenwriter'], ['Billy Frolick', 'Screenwriter'], ['Eric Darnell', 'Screenwriter'], ['Tom McGrath', 'Screenwriter'], ['Mireille Soria', 'Producer'], ['Teresa Cheng', 'Co-Producer']]","$47,224,594 (24.4% of total gross)",4.10 (domestic box office/biggest weekend),34.8% (domestic box office/worldwide),"$75,000,000 (worldwide box office is 7.4 times production budget)","4,131 opening theaters/4,142 max. theaters, 7.4 weeks average run per theater","$276,953,340","May 27th, 2005 (Wide) by Dreamworks SKG","June 10th, 2005 (Wide) (Australia)
","November 15th, 2005 by Dreamworks Animated Video","PG for mild language, crude humor and some thematic elements",86 minutes,vs. The WaterboyCreate your own comparison chart…,,Original Screenplay,Adventure,Digital Animation,Kids Fiction,United States,English,Madagascar,"DreamWorks Animation, PDI","$193,595,521","$362,964,045","$556,559,566",,,
62,https://www.the-numbers.com/movie/Sisterhood-of-the-Traveling-Pants-The,[],"[['Ken Kwapis', 'Director']]","$9,833,340 (25.2% of total gross)",3.97 (domestic box office/biggest weekend),94.0% (domestic box office/worldwide),"$25,000,000 (worldwide box office is 1.7 times production budget)","2,583 opening theaters/2,583 max. theaters, 4.4 weeks average run per theater","$55,868,418","June 1st, 2005 (Wide) by Warner Bros.","June 24th, 2005 (Wide), released as The Sisterhood Of The Traveling Pants (Australia)
","October 11th, 2005 by Warner Home Video","PG for thematic elements, some sensuality and language.",,vs. The Perks of Being a WallflowerCreate your own comparison chart…,"Coming of Age, Tween, Coming-of-Age Drama",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,United States,,Sisterhood of the Traveling Pants,,"$39,053,061","$2,507,056","$41,560,117",,,
63,https://www.the-numbers.com/movie/Cinderella-Man-(2005),"['Renée Zellweger', 'Paul Giamatti', 'Craig Bierko', 'Bruce McGill', 'Paddy Considine', 'Russell Crowe']","[['Ron Howard', 'Director'], ['Cliff Hollingsworth', 'Screenwriter'], ['Akiva Goldsman', 'Screenwriter'], ['Cliff Hollingsworth', 'Story Creator'], ['Brian Grazer', 'Producer'], ['Ron Howard', 'Producer'], ['Penny Marshall', 'Producer'], ['Todd Hallowell', 'Executive Producer'], ['Wynn Thomas', 'Production Designer'], ['Mike Hill', 'Editor'], ['Dan Hanley', 'Editor'], ['Thomas Newman', 'Composer'], ['Salvatore Totino', 'Director of Photography']]","$18,320,205 (29.7% of total gross)",3.37 (domestic box office/biggest weekend),58.7% (domestic box office/worldwide),"$88,000,000 (worldwide box office is 1.2 times production budget)","2,812 opening theaters/2,820 max. theaters, 5.2 weeks average run per theater","$88,194,951","June 3rd, 2005 (Wide) by Universal",,"December 6th, 2005 by Universal Home Entertainment",PG-13 for intense boxing violence and some language,144 minutes,vs. Charlie Wilson’s WarCreate your own comparison chart…,"Biography, Boxing, Inspired by a True Story, Inspirational Sports, Biographical Drama",Based on Real Life Events,Drama,Live Action,Dramatization,United States,English,,"Universal Pictures, Imagine Entertainment","$61,649,911","$43,371,577","$105,021,488",,,
64,https://www.the-numbers.com/movie/Lords-of-Dogtown-(2005),[],"[['Catherine Hardwicke', 'Director'], ['Stacy Peralta', 'Screenwriter'], ['Mark Mothersbaugh', 'Composer']]","$5,623,373 (49.9% of total gross)",2.00 (domestic box office/biggest weekend),84.0% (domestic box office/worldwide),"$25,000,000 (worldwide box office is 0.5 times production budget)","1,865 opening theaters/1,865 max. theaters, 2.5 weeks average run per theater","$16,127,637","June 3rd, 2005 (Wide) by Sony Pictures",,,"PG-13 for drug and alcohol content, sexuality, violence, language and reckless behavior - all involving teens",107 minutes,vs. The Right StuffCreate your own comparison chart…,"Biographical Drama, 1970s, Extreme Sports, Skateboarding, Surfing, Epilogue, Cancer, Medical and Hospitals, Autobiographical",Original Screenplay,Drama,Live Action,Dramatization,United States,,,"Columbia Pictures, Tri-Star Pictures","$11,273,517","$2,150,848","$13,424,365",,,
65,https://www.the-numbers.com/movie/5x2,[],[],"$15,667 (12.2% of total gross)",7.87 (domestic box office/biggest weekend),1.7% (domestic box office/worldwide),,"2 opening theaters/5 max. theaters, 6.8 weeks average run per theater","$184,189","June 10th, 2005 (Limited) by ThinkFilm",,,"R for strong graphic sexuality, language and some drug content",,Create your own comparison chart…,Foreign Language,Original Screenplay,Comedy,Live Action,,,,,,"$128,752","$7,300,000","$7,428,752",,,
66,https://www.the-numbers.com/movie/Adventures-of-Sharkboy-and-Lavagirl-in-3-D-The,"['Cayden Boyd', 'David Arquette', 'Kristin Davis', 'George Lopez', 'Taylor Lautner', 'Taylor Dooley']","[['Robert Rodriguez', 'Director'], ['Robert Rodriguez', 'Producer'], ['Elizabeth Avellan', 'Producer'], ['Robert Rodriguez', 'Screenwriter'], ['Marcel Rodriguez', 'Screenwriter'], ['Racer Rodriguez', 'Story by'], ['Bob Weinstein', 'Executive Producer'], ['Harvey Weinstein', 'Executive Producer'], ['Robert Rodriguez', 'Director of Photography'], ['Robert Rodriguez', 'Editor'], ['Graeme Revell', 'Composer'], ['John Debney', 'Composer'], ['Robert Rodriguez', 'Composer'], ['Mary Vernieu', 'Casting Director']]","$12,582,088 (32.1% of total gross)",3.11 (domestic box office/biggest weekend),56.4% (domestic box office/worldwide),"$50,000,000 (worldwide box office is 1.4 times production budget)","2,655 opening theaters/2,655 max. theaters, 4.8 weeks average run per theater","$63,870,013","June 10th, 2005 (Wide) by Miramax/Dimension",,"September 20th, 2005 by Dimension Home, released as Adventures of Sharkboy and Lavagirl in 3-D, The",PG for mild action and some rude humor,94 minutes,vs. ShortsCreate your own comparison chart…,"Visual Effects, 3-D, Voiceover/Narration, Bullies, Same Actor, Multiple Roles, 3-D - Shot in 3-D",Original Screenplay,Adventure,Live Action,Kids Fiction,United States,English,,"Dimension Films, Columbia Pictures, Troublemaker Studios","$39,177,684","$30,248,282","$69,425,966",,,
67,https://www.the-numbers.com/movie/Hauru-no-ugoku-shiro,[],"[['Hayao Miyazaki', 'Director']]","$427,987 (9.1% of total gross)",5.45 (domestic box office/biggest weekend),2.0% (domestic box office/worldwide),"$24,000,000 (worldwide box office is 9.9 times production budget)","36 opening theaters/202 max. theaters, 6.3 weeks average run per theater","$6,738,666","June 10th, 2005 (Limited) by Walt Disney, released as Howl's Moving Castle","December 26th, 2019 (Wide), released as ХОДЯЧИЙ ЗАМОК (Re-Release) (Russia (CIS))
September 25th, 2020 (Limited) (Australia)
January 20th, 2022 (Wide), released as Ходячий замок (Russia (CIS))
August 11th, 2022 (Limited), released as Il Castello Errante di Howl (Italy)
","March 7th, 2006 by Walt Disney Home Entertainment, released as Howl's Moving Castle",PG for frightening images and brief mild language.,119 minutes,vs. The Lion KingCreate your own comparison chart…,Anime,Based on Fiction Book/Short Story,Adventure,Hand Animation,Kids Fiction,Japan,Japanese,,Studio Ghibli,"$4,710,455","$233,103,872","$237,814,327","$18,327,266",,"$18,327,266"
68,https://www.the-numbers.com/movie/High-Tension,"['Maiwenn', 'Philippe Nahon', 'Cécile de France']","[['Alexandre Aja', 'Director'], ['Alexandre Aja', 'Screenwriter'], ['Gregory Levasseur', 'Screenwriter'], ['Alexandre Arcady', 'Producer'], ['Andrei Boncea', 'Producer'], ['Inigo Lezzi', 'Producer'], ['Mehdi Sayah', 'Producer'], ['Robert Benmussa', 'Producer']]","$1,897,705 (51.6% of total gross)",1.94 (domestic box office/biggest weekend),57.2% (domestic box office/worldwide),"$2,850,000 (worldwide box office is 2.3 times production budget)","1,323 opening theaters/1,323 max. theaters, 2.0 weeks average run per theater","$5,266,047","June 10th, 2005 (Wide) by Lionsgate",,"October 11th, 2005 by Lionsgate Home Entertainment","R for graphic bloody killings, terror, sexual content and language",91 minutes,vs. Friday the 13th Part 3Create your own comparison chart…,"Foreign Language, Non-Chronological, Torture Porn, Serial Killer, Mental Illness, Surprise Twist, LGBTQ+",Original Screenplay,Horror,Live Action,Contemporary Fiction,France,English,,"Lionsgate, EuropaCorp, Alexandre Films","$3,681,066","$2,754,196","$6,435,262",,,
69,https://www.the-numbers.com/movie/Honeymooners-The,[],"[['John Schultz', 'Director'], ['Danny Jacobson', 'Screenwriter'], ['Barry W. Blaustein', 'Screenwriter'], ['David Sheffield', 'Screenwriter'], ['Don Rhymer', 'Screenwriter']]","$5,538,835 (43.2% of total gross)",2.32 (domestic box office/biggest weekend),97.4% (domestic box office/worldwide),"$27,000,000 (worldwide box office is 0.5 times production budget)","1,912 opening theaters/1,912 max. theaters, 3.0 weeks average run per theater","$18,361,238","June 10th, 2005 (Wide) by Paramount Pictures",,,PG-13 for some innuendo and rude humor. ,90 minutes,vs. Tyler Perry's A Madea ChristmasCreate your own comparison chart…,"Money Troubles, Family Comedy, Remake, African Americans",Based on TV,Comedy,Live Action,Contemporary Fiction,United States,,,,"$12,834,849","$339,577","$13,174,426",,,
70,https://www.the-numbers.com/movie/Mr-and-Mrs-Smith,"['Vince Vaughn', 'Adam Brody', 'Kerry Washington', 'Keith David', 'Chris Weitz', 'Rachael Huntley', 'Brad Pitt', 'Angelina Jolie']","[['Doug Liman', 'Director'], ['Simon Kinberg', 'Screenwriter'], ['Arnon Milchan', 'Producer'], ['Akiva Goldsman', 'Producer'], ['Lucas Foster', 'Producer'], ['Patrick Wachsberger', 'Producer'], ['Eric McLeod', 'Producer'], ['Erik Feig', 'Executive Producer'], ['Kim H. Winther', 'Co-Producer']]","$50,342,878 (27.0% of total gross)",3.70 (domestic box office/biggest weekend),38.3% (domestic box office/worldwide),"$110,000,000 (worldwide box office is 4.4 times production budget)","3,424 opening theaters/3,451 max. theaters, 7.4 weeks average run per theater","$266,568,434","June 10th, 2005 (Wide) by 20th Century Fox, released as Mr. And Mrs. Smith","June 10th, 2005 (Wide), released as Mr And Mrs Smith (Australia)
","November 29th, 2005 by Fox Home Entertainment","PG-13 for sequences of violence, intense action, sexual content and brief strong language.",120 minutes,vs. GreaseCreate your own comparison chart…,"Hitmen, Secret Agent, Assassination, Nightclub, Car Chase, Family Secrets, Secret Identity",Original Screenplay,Action,Live Action,Contemporary Fiction,United States,English,,"Regency Enterprises, New Regency, Summit Entertainment, Weed Road Pictures","$186,336,279","$299,787,811","$486,124,090",,,
71,https://www.the-numbers.com/movie/Batman-Begins,"['Michael Caine', 'Liam Neeson', 'Katie Holmes', 'Gary Oldman', 'Cillian Murphy', 'Tom Wilkinson', 'Rutger Hauer', 'Ken Watanabe', 'Mark Boone Jr.', 'Linus Roach', 'Morgan Freeman', 'Gus Lewis', 'Christian Bale']","[['Christopher Nolan', 'Director'], ['Christopher Nolan', 'Screenwriter'], ['David S. Goyer', 'Screenwriter'], ['Benjamin Melniker', 'Executive Producer'], ['Michael E. Uslan', 'Executive Producer'], ['Charles Roven', 'Producer'], ['Emma Thomas', 'Producer'], ['Larry Franco', 'Producer'], ['Bob Kane', 'Character Creator']]","$48,745,440 (23.7% of total gross)",4.21 (domestic box office/biggest weekend),57.6% (domestic box office/worldwide),"$150,000,000 (worldwide box office is 2.4 times production budget)","3,858 opening theaters/3,858 max. theaters, 6.8 weeks average run per theater","$293,760,125","June 15th, 2005 (Wide) by Warner Bros.","June 16th, 2005 (Wide) (New Zealand)
June 17th, 2005 (Wide) (Australia)
June 17th, 2005 (Wide) (Italy)
June 17th, 2005 (Wide) (Netherlands)
June 24th, 2005 (Wide) (South Korea)
... Show all releases
","October 18th, 2005 by Warner Home Video","PG-13 for intense action violence, disturbing images and some thematic elements.",140 minutes,"Blockbusters, 2005vs. The Dark KnightCreate your own comparison chart…","D.C. Comics, Visual Effects, Corrupt Cops, Film Noir, Hallucinations, IMAX: DMR",Based on Comic/Graphic Novel,Action,Live Action,Super Hero,United States,English,BatmanDark Knight Trilogy,Legendary Pictures,"$205,343,774","$151,426,819","$356,770,593",,,
72,https://www.the-numbers.com/movie/Me-and-You-and-Everyone-We-Know,"['John Hawkes', 'Miranda July', 'Miles Thompson', 'Brandon Ratcliff']","[['Miranda July', 'Director'], ['Miranda July', 'Screenwriter'], ['Gina Kwon', 'Producer'], ['Jonathan Sehring', 'Executive Producer'], ['Caroline Kaplan', 'Executive Producer'], ['Holly Becker', 'Executive Producer'], ['Peter Carlton', 'Executive Producer'], ['Chuy Chavez', 'Director of Photography'], ['Charles Ireland', 'Editor'], ['Michael Crawford', 'Line Producer'], ['Christie Wittenborn', 'Costume Designer'], ['Michael Andrews', 'Composer'], ['Margaret Yen', 'Music Supervisor'], ['Meg Morman', 'Casting Director']]","$30,801 (0.8% of total gross)",10.51 (domestic box office/biggest weekend),40.4% (domestic box office/worldwide),"$2,000,000 (worldwide box office is 4.8 times production budget)","1 opening theaters/160 max. theaters, 7.1 weeks average run per theater","$5,557,983","June 17th, 2005 (Limited) by IFC Films",,"October 11th, 2005 by MGM Video","R for disturbing sexual content involving children, and for language.",91 minutes,vs. Mi AmericaCreate your own comparison chart…,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,,"IFC Films, Film Four International, IFC Productions","$3,885,134","$5,730,330","$9,615,464",,,
73,https://www.the-numbers.com/movie/Perfect-Man-The,"[""Mike O'Malley"", 'Hilary Duff', 'Heather Locklear', 'Chris Noth', 'Aria Wallace']","[['Christophe Beck', 'Composer']]","$5,300,980 (32.1% of total gross)",3.12 (domestic box office/biggest weekend),84.6% (domestic box office/worldwide),"$10,000,000 (worldwide box office is 2.0 times production budget)","2,087 opening theaters/2,090 max. theaters, 3.1 weeks average run per theater","$23,654,593","June 17th, 2005 (Wide) by Universal",,"November 1st, 2005 by Universal Home Entertainment, released as Perfect Man, The",PG for some mildly suggestive content,100 minutes,vs. HitchCreate your own comparison chart…,"Divorcée Romance, Romance, Tween",Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,United States,English,,,"$16,535,005","$3,000,000","$19,535,005",,,
74,https://www.the-numbers.com/movie/Herbie-Fully-Loaded,"['Justin Long', 'Breckin Meyer', 'Matt Dillon', 'Michael Keaton', 'Lindsay Lohan']","[['Angela Robinson', 'Director'], ['Mark Mothersbaugh', 'Composer']]","$12,709,221 (19.3% of total gross)",5.19 (domestic box office/biggest weekend),45.8% (domestic box office/worldwide),"$50,000,000 (worldwide box office is 2.9 times production budget)","3,521 opening theaters/3,521 max. theaters, 5.1 weeks average run per theater","$94,433,375","June 22nd, 2005 (Wide) by Walt Disney","June 24th, 2005 (Wide) (Australia)
","October 25th, 2005 by Walt Disney Home Entertainment",G,102 minutes,vs. Snake Eyes: G.I. Joe OriginsCreate your own comparison chart…,"Auto Racing, Visual Effects",Original Screenplay,Adventure,Live Action,Kids Fiction,United States,English,Herbie,,"$66,010,682","$78,100,000","$144,110,682",,,
75,https://www.the-numbers.com/movie/Bewitched,"['Shirley MacLaine', 'Michael Caine', 'Jason Schwartzman', 'Kristin Chenoweth', 'Heather Burns', 'Jim Turner', 'Stephen Colbert', 'David Alan Grier', 'Steve Carell', 'Nicole Kidman', 'Will Ferrell']","[['Nora Ephron', 'Director'], ['Douglas Wick', 'Producer'], ['Lucy Fisher', 'Producer'], ['Penny Marshall', 'Producer'], ['Nora Ephron', 'Producer'], ['Nora Ephron', 'Screenwriter'], ['Delia Ephron', 'Screenwriter'], ['James W. Skotchdopole', 'Executive Producer'], ['Steven H. Berman', 'Executive Producer'], ['Bobby Cohen', 'Executive Producer'], ['John Lindley', 'Director of Photography'], ['Neil Spisak', 'Production Designer'], ['Tia Nolan', 'Editor'], ['Mary Zophres', 'Costume Designer'], ['George Fenton', 'Composer']]","$20,131,130 (31.8% of total gross)",3.15 (domestic box office/biggest weekend),48.3% (domestic box office/worldwide),"$80,000,000 (worldwide box office is 1.6 times production budget)","3,174 opening theaters/3,188 max. theaters, 4.4 weeks average run per theater","$90,574,355","June 24th, 2005 (Wide) by Sony Pictures","July 8th, 2005 (Wide) (Australia)
","October 25th, 2005 by Sony Pictures Home Entertainment","PG-13 for some language, including sex and drug references, and partial nudity.",98 minutes,vs. Ted 2Create your own comparison chart…,"Secret Magic, Farcical / Slapstick Comedy, TV Industry, Aspiring Actress / Actor, Witches, Romance, Relationships Gone Wrong",Based on TV,Comedy,Live Action,Fantasy,United States,English,,Columbia Pictures,"$63,313,159","$67,846,147","$131,159,306",,,
76,https://www.the-numbers.com/movie/De-battre-mon-coeurs-est-arrete,[],[],"$65,365 (6.4% of total gross)",9.68 (domestic box office/biggest weekend),11.9% (domestic box office/worldwide),"$5,500,000 (worldwide box office is 1.6 times production budget)","5 opening theaters/37 max. theaters, 9.6 weeks average run per theater","$1,464,082","July 1st, 2005 (Limited) by WellSpring, released as The Beat My Heart Skipped","June 24th, 2005 (Wide), released as The Beat That My Heart Skipped (Australia)
December 16th, 2016 (Wide) (South Korea)
",,Not Rated,,vs. L'inconnu du lacCreate your own comparison chart…,Foreign Language,Original Screenplay,Drama,Live Action,Contemporary Fiction,,,,,"$1,023,424","$7,566,407","$8,589,831",,,
