,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Production Budget:,Theater counts:,Infl. Adj. Dom. BO,Domestic Releases:,International Releases:,Video Release:,MPAA Rating:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production Countries:,Languages:,Franchise:,Production/Financing Companies:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic DVD Sales,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
118,https://www.the-numbers.com/movie/Proof-(2005),[],"[['John Madden', 'Director'], ['David Auburn', 'Screenwriter'], ['David Auburn', 'Story Creator'], ['Bob Weinstein', 'Executive Producer'], ['Harvey Weinstein', 'Executive Producer']]","$193,840 (2.6% of total gross)",5.08 (domestic box office/biggest weekend),91.0% (domestic box office/worldwide),"$20,000,000 (worldwide box office is 0.4 times production budget)","8 opening theaters/517 max. theaters, 4.4 weeks average run per theater","$10,779,867","September 16th, 2005 (Limited) by Miramax",,"February 14th, 2006 by Miramax Video","PG-13 for some sexual content, language and drug references.",100 minutes,vs. The Man Who Knew InfinityCreate your own comparison chart…,"Mental Illness, Academics, Novel or Other Work Adapted by Author, Non-Chronological, Dysfunctional Family, Funeral Reunions, Romance, Family Drama",Based on Play,Drama,Live Action,Contemporary Fiction,United States,English,,,"$7,535,331","$749,000","$8,284,331","$9,567,995",,"$9,567,995"
119,https://www.the-numbers.com/movie/Corpse-Bride,[],"[['Tim Burton', 'Director'], ['John August', 'Screenwriter'], ['Caroline Thompson', 'Screenwriter'], ['Pamela Pettler', 'Screenwriter'], ['Tim Burton', 'Character Creator'], ['Carlos Grangel', 'Character Creator'], ['Tim Burton', 'Producer'], ['Allison Abbate', 'Producer'], ['Jeffrey Auerbach', 'Executive Producer'], ['Joe Ranft', 'Executive Producer'], ['Danny Elfman', 'Composer']]","$385,078 (0.7% of total gross)",2.79 (domestic box office/biggest weekend),46.5% (domestic box office/worldwide),"$30,000,000 (worldwide box office is 3.8 times production budget)","5 opening theaters/3,204 max. theaters, 5.1 weeks average run per theater","$76,334,326","September 16th, 2005 (Special Engagement) by Warner Bros.September 23rd, 2005 (Expands Wide) by Warner Bros.","October 13th, 2005 (Wide) (United Kingdom)
","January 31st, 2006 by Warner Home Video","PG for some scary images and action, and brief mild language.",76 minutes,vs. Wallace & Gromit: The Curse of the Were-RabbitCreate your own comparison chart…,"Kids Horror, Romance, Friendly Ghost, Arranged Marriage, Zombies",Based on Folk Tale/Legend/Fairytale,Adventure,Stop-Motion Animation,Fantasy,United States,English,,"Tim Burton, Laika","$53,359,111","$61,411,543","$114,770,654","$41,919,018","$1,342,272","$43,261,290"
120,https://www.the-numbers.com/movie/Flightplan,['Jodie Foster'],"[['Robert Schwentke', 'Director'], ['Peter A. Dowling', 'Screenwriter'], ['Billy Ray', 'Screenwriter'], ['Brian Grazer', 'Producer'], ['James Whitaker', 'Executive Producer'], ['Charles J.D. Schlissel', 'Executive Producer'], ['Robert Dinozzi', 'Executive Producer'], ['Erica Huggins', 'Executive Producer'], ['Florian Ballhaus', 'Director of Photography'], ['Alexander Hammond', 'Production Designer'], ['Thom Noble', 'Editor'], ['Susan Lyall', 'Costume Designer'], ['James Horner', 'Composer'], ['Deborah Aquila', 'Casting'], ['Tricia Wood', 'Casting'], ['Jennifer Smith', 'Casting'], ['Leigh Shanta', 'Unit Production Manager'], ['Jonathan Watson', 'First Assistant Director'], ['Rob Hodgson', 'Visual Effects Supervisor'], ['Sarah Bowen', 'Associate Producer']]","$24,629,938 (27.5% of total gross)",3.64 (domestic box office/biggest weekend),41.8% (domestic box office/worldwide),"$55,000,000 (worldwide box office is 3.9 times production budget)","3,424 opening theaters/3,424 max. theaters, 6.7 weeks average run per theater","$128,315,196","September 23rd, 2005 (Wide) by Walt Disney",,"January 24th, 2006 by Walt Disney Home Entertainment",PG-13 for violence and some intense plot material.,98 minutes,vs. The Flintstones in Viva Rock VegasCreate your own comparison chart…,"Surprise Twist, In a Plane, Flight Attendant, Kidnap, Psychological Thriller",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,United States,English,,"Touchstone Pictures, Imagine Entertainment, Brian Grazer Productions","$89,706,988","$124,685,916","$214,392,904","$42,686,108",,"$42,686,108"
121,https://www.the-numbers.com/movie/History-of-Violence-A-(2005),[],"[['David Cronenberg', 'Director'], ['Howard Shore', 'Composer']]","$515,992 (1.6% of total gross)",3.89 (domestic box office/biggest weekend),51.2% (domestic box office/worldwide),"$32,000,000 (worldwide box office is 1.9 times production budget)","14 opening theaters/1,348 max. theaters, 6.1 weeks average run per theater","$45,045,250","September 23rd, 2005 (Limited) by New LineSeptember 30th, 2005 (Expands Wide) by New Line",,"March 14th, 2006 by New Line Home Video","R for strong brutal violence, graphic sexuality, nudity, language and some drug use.",96 minutes,vs. Children of MenCreate your own comparison chart…,"Surprise Twist, Film Noir, Action Thriller",Based on Comic/Graphic Novel,Thriller/Suspense,Live Action,Contemporary Fiction,United States,English,,,"$31,493,782","$29,984,015","$61,477,797","$39,611,451",,"$39,611,451"
122,https://www.the-numbers.com/movie/Magnificent-Desolation,[],"[['Mark Cowen', 'Director'], ['Tom Hanks', 'Screenwriter'], ['Mark Cowen', 'Screenwriter'], ['Tom Hanks', 'Producer'], ['Gary Goetzman', 'Producer'], ['Mark Cowen', 'Producer'], ['Hugh Murray', 'Executive Producer'], ['Mark Herzog', 'Executive Producer'], ['Charles Lee', 'Production Designer'], ['William Schinski', 'Editor'], ['James Newton', 'Music by'], ['Blake Neely', 'Music by'], ['Sean MacLeod Phillips', 'Cinematographer']]","$503,253 (1.5% of total gross)",67.81 (domestic box office/biggest weekend),85.6% (domestic box office/worldwide),,"80 opening theaters/82 max. theaters, 33.8 weeks average run per theater","$45,565,088","September 23rd, 2005 (IMAX) by IMAX Films",,,Not Rated,40 minutes,vs. The Da Vinci CodeCreate your own comparison chart…,"3-D, Short Film",Based on Real Life Events,Documentary,Live Action,Factual,United States,English,,IMAX Corporation,"$34,126,126","$5,720,770","$39,846,896",,,
123,https://www.the-numbers.com/movie/Oliver-Twist,[],"[['Roman Polanski', 'Director'], ['Ronald Harwood', 'Screenwriter']]","$68,447 (3.3% of total gross)",2.33 (domestic box office/biggest weekend),7.8% (domestic box office/worldwide),"$65,000,000 (worldwide box office is 0.4 times production budget)","5 opening theaters/779 max. theaters, 2.1 weeks average run per theater","$2,962,607","September 23rd, 2005 (Limited) by Sony/TriStar",,,PG-13 for disturbing images.,,vs. Oliver!Create your own comparison chart…,,Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,United Kingdom,,,"Tri-Star Pictures, R.P. Productions, Runteam II Limited, ETIC Films","$2,070,920","$24,600,000","$26,670,920",,,
124,https://www.the-numbers.com/movie/Roll-Bounce,"['Chi McBride', 'Mike Epps', 'Wesley Jonathan', 'Kellita Smith', 'Meagan Good', 'Khleo Thomas', 'Nick Cannon', 'Rick Gonzalez', 'Marcus T. Paulk', 'Brandon T. Jackson', 'Jurnee Smollett', 'Charlie Murphy', 'Paul Wesley', 'Wayne Brady', 'Darryl ""DMC"" McDaniels', 'Bow Wow']","[['Malcolm D. Lee', 'Director'], ['Norman Vance Jr.', 'Screenwriter'], ['Robert Teitel', 'Producer'], ['George Tillman, Jr', 'Producer'], ['Adam Robinson', 'Executive Producer'], ['Dana J. Reid', 'Executive Producer'], ['Jeremiah Samuels', 'Executive Producer'], ['Paul Millspaugh', 'Editor']]","$7,570,366 (43.6% of total gross)",2.30 (domestic box office/biggest weekend),99.7% (domestic box office/worldwide),"$10,000,000 (worldwide box office is 1.7 times production budget)","1,625 opening theaters/1,661 max. theaters, 3.4 weeks average run per theater","$24,864,556","September 23rd, 2005 (Wide) by Fox Searchlight",,,PG-13 for language and some crude humor. ,107 minutes,vs. The Second Best Exotic Marigold HotelCreate your own comparison chart…,"Roller Skating, Comedy Drama, 1970s, Set in Chicago, Coming of Age, Slobs vs. Snobs",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,,"Fox Searchlight Pictures, Fox 2000 Pictures, State Street Pictures","$17,380,866","$52,206","$17,433,072",,,
125,https://www.the-numbers.com/movie/Capote,['Philip Seymour Hoffman'],"[['Bennett Miller', 'Director'], ['Dan Futterman', 'Screenwriter'], ['Gerald Clarke', 'Story based on the book by'], ['Caroline Baron', 'Producer'], ['William Vince', 'Producer'], ['Michael Ohoven', 'Producer'], ['Danny Rosett', 'Executive Producer'], ['Kerry Rock', 'Executive Producer'], ['Philip Seymour Hoffman', 'Executive Producer'], ['Dan Futterman', 'Executive Producer'], ['Adam Kimmel', 'Director of Photography'], ['Jess Gonchor', 'Production Designer'], ['Christopher Tellefsen', 'Editor'], ['Kasia Walicka Maimone', 'Costume Designer'], ['Mychael Danna', 'Composer'], ['Avy Kaufman', 'Casting Director']]","$324,857 (1.1% of total gross)",12.55 (domestic box office/biggest weekend),57.6% (domestic box office/worldwide),"$7,000,000 (worldwide box office is 7.1 times production budget)","12 opening theaters/1,239 max. theaters, 6.9 weeks average run per theater","$40,615,324","September 30th, 2005 (Limited) by Sony Pictures Classics",,"March 21st, 2006 by Sony Pictures Home Entertainment",R for some violent images and brief strong language.,114 minutes,"vs. Good Night, and Good LuckCreate your own comparison chart…","Biography, Biographical Drama, Writing and Writers, 1950s, 1960s, Set in Kansas, Addiction, LGBTQ+, Death Row, 2006 Oscars Best Picture Nominee",Based on Real Life Events,Drama,Live Action,Dramatization,"Canada, United States",English,,"United Artists, Sony Pictures Classics, A-Line Pictures, Coopers Town Productions, Infinity Media","$28,750,530","$21,173,549","$49,924,079","$17,056,863",,"$17,056,863"
126,https://www.the-numbers.com/movie/Greatest-Game-Ever-Played-The,[],"[['Bill Paxton', 'Director'], ['Mark Frost', 'Screenwriter'], ['Mark Frost', 'Story Creator'], ['Brian Tyler', 'Composer']]","$3,657,322 (23.9% of total gross)",3.93 (domestic box office/biggest weekend),99.1% (domestic box office/worldwide),"$25,000,000 (worldwide box office is 0.6 times production budget)","1,014 opening theaters/1,810 max. theaters, 3.7 weeks average run per theater","$21,932,586","September 30th, 2005 (Wide) by Walt Disney",,"April 11th, 2006 by Walt Disney Home Entertainment, released as Greatest Game Ever Played, The",PG for some brief mild language. ,120 minutes,vs. GoodfellasCreate your own comparison chart…,"Golf, Sports Drama, Biography, Underdog, 1910s, Novel or Other Work Adapted by Author",Based on Factual Book/Article,Drama,Live Action,Dramatization,United States,English,,,"$15,331,289","$136,977","$15,468,266","$40,893,355",,"$40,893,355"
127,https://www.the-numbers.com/movie/Into-the-Blue,"['Scott Caan', 'Ashley Scott', 'Josh Brolin', 'James Frain', 'Paul Walker', 'Jessica Alba']","[['John Stockwell', 'Director'], ['Matt Johnson', 'Screenwriter'], ['David Zelon', 'Producer'], ['Peter Guber', 'Executive Producer'], ['Louis G. Friedman', 'Executive Producer'], ['Ori Marmur', 'Executive Producer'], ['Matt Luber', 'Executive Producer'], ['Shane Hurlbut', 'Director of Photography'], ['Maia Javan', 'Production Designer'], ['Nicolas de Toth', 'Editor'], ['Dennis Virkler', 'Editor'], ['Leesa Evans', 'Costume Designer'], ['Rick Dallago', 'Co-Producer'], ['Dana Sano', 'Music Supervisor'], ['Paul Haslinger', 'Composer']]","$7,057,854 (37.6% of total gross)",2.66 (domestic box office/biggest weekend),44.7% (domestic box office/worldwide),"$50,000,000 (worldwide box office is 0.8 times production budget)","2,789 opening theaters/2,789 max. theaters, 2.9 weeks average run per theater","$26,869,420","September 30th, 2005 (Wide) by Sony Pictures",,"December 26th, 2005 by Sony Pictures Home Entertainment","PG-13 for intense sequences of action violence, drug material, some sexual content and language.",110 minutes,vs. The Karate KidCreate your own comparison chart…,"Underwater, Treasure Hunters",Original Screenplay,Adventure,Live Action,Contemporary Fiction,United States,English,,"Metro-Goldwyn-Mayer Pictures, Columbia Pictures, Mandalay Pictures","$18,782,227","$23,200,000","$41,982,227",,,
128,https://www.the-numbers.com/movie/Serenity,"['Alan Tudyk', 'Adam Baldwin', 'Chiwetel Ejiofor', 'Gina Torres', 'Nathan Fillion', 'Summer Glau']","[['Joss Whedon', 'Director'], ['Joss Whedon', 'Screenwriter'], ['Barry Mendel', 'Producer'], ['Christopher Buchanan', 'Executive Producer'], ['David Lester', 'Executive Producer'], ['Alisa Tager', 'Executive Producer'], ['David Newman', 'Composer']]","$10,086,680 (39.5% of total gross)",2.53 (domestic box office/biggest weekend),63.3% (domestic box office/worldwide),"$39,000,000 (worldwide box office is 1.0 times production budget)","2,188 opening theaters/2,189 max. theaters, 3.5 weeks average run per theater","$36,500,479","September 30th, 2005 (Wide) by Universal",,"December 20th, 2005 by Universal Home Entertainment","PG-13 for sequences of intense violence and action, and some sexual references.",119 minutes,vs. ElektraCreate your own comparison chart…,"Visual Effects, Psychics, Interracial Romance, Fugitive / On the Run, Cannibalism, Action Adventure, Death of a Best Friend, Death of a Spouse or Fiancée / Fiancé",Based on TV,Action,Animation/Live Action,Science Fiction,United States,English,,,"$25,514,517","$14,804,923","$40,319,440",,,
129,https://www.the-numbers.com/movie/Squid-and-the-Whale-The,[],"[['Noah Baumbach', 'Director'], ['Noah Baumbach', 'Screenwriter']]","$129,844 (1.8% of total gross)",17.94 (domestic box office/biggest weekend),65.9% (domestic box office/worldwide),"$1,500,000 (worldwide box office is 7.5 times production budget)","4 opening theaters/151 max. theaters, 13.0 weeks average run per theater","$10,478,889","October 5th, 2005 (Limited) by IDP/Goldwyn/Roadside",,"March 21st, 2006 by Sony Pictures Home Entertainment","R for strong sexual content, graphic dialogue and language. ",81 minutes,vs. Un gallo con muchos huevosCreate your own comparison chart…,"Relationships Gone Wrong, Comedy Drama, Autobiographical, Biography, Dysfunctional Family, 1980s, Children Dealing with Divorce",Based on Real Life Events,Drama,Live Action,Dramatization,United States,English,,,"$7,372,734","$3,818,689","$11,191,423",,,
130,https://www.the-numbers.com/movie/2-For-the-Money,"['Armand Assante', 'Jeremy Piven', 'Al Pacino', 'Matthew McConaughey', 'Rene Russo']","[['D.J. Caruso', 'Director'], ['Dan Gilroy', 'Screenwriter'], ['Christophe Beck', 'Composer']]","$8,703,240 (37.9% of total gross)",2.64 (domestic box office/biggest weekend),75.4% (domestic box office/worldwide),"$20,000,000 (worldwide box office is 1.5 times production budget)","2,391 opening theaters/2,397 max. theaters, 3.1 weeks average run per theater","$37,482,039","October 7th, 2005 (Wide) by Universal",,"January 17th, 2006 by Universal Home Entertainment, released as Two for the Money","R for pervasive language, a scene of sexuality and a violent act.",122 minutes,vs. Jurassic WorldCreate your own comparison chart…,"Gambling, Sports Drama, Former Professional Athlete, Sports Injury, Romance, Addiction, Organized Crime, Infidelity, Relationships Gone Wrong",Original Screenplay,Drama,Live Action,Contemporary Fiction,United States,English,,,"$22,991,379","$7,500,000","$30,491,379","$21,366,571",,"$21,366,571"
131,https://www.the-numbers.com/movie/Good-Night-and-Good-Luck,"['Patricia Clarkson', 'George Clooney', 'Jeff Daniels', 'Robert Downey, Jr.', 'Frank Langella', 'David Strathairn']","[['George Clooney', 'Director'], ['George Clooney', 'Screenplay by'], ['Grant Heslov', 'Screenplay by'], ['Grant Heslov', 'Producer'], ['Todd Wagner', 'Executive Producer'], ['Mark Cuban', 'Executive Producer'], ['Marc Butan', 'Executive Producer'], ['Jeff Skoll', 'Executive Producer'], ['Chris Salvaterra', 'Executive Producer'], ['Steven Soderbergh', 'Executive Producer'], ['Jennifer Fox', 'Executive Producer'], ['Ben Cosgrove', 'Executive Producer'], ['Samuel Hadida', 'Co-Executive Producer'], ['Victor Hadida', 'Co-Executive Producer'], ['Barbara A. Hall', 'Co-Producer'], ['Simon Franks', 'Co-Producer'], ['Zygi Kamasa', 'Co-Producer'], ['Kiyotaka Ninomiya', 'Co-Producer'], ['Robert Elswit', 'Director of Photography'], ['Jim Bissell', 'Production Designer'], ['Stephen Mirrione', 'Editor'], ['Louise Frogley', 'Costume Designer'], ['Ellen Chenoweth', 'Casting Director'], ['Lance Brown', 'Re-recording Mixer']]","$421,446 (1.3% of total gross)",10.27 (domestic box office/biggest weekend),55.7% (domestic box office/worldwide),"$7,000,000 (worldwide box office is 8.1 times production budget)","11 opening theaters/929 max. theaters, 8.9 weeks average run per theater","$44,822,621","October 7th, 2005 (Limited) by Warner Independent, released as Good Night and Good Luck",,"March 14th, 2006 by Warner Home Video",PG for mild thematic elements and brief language,100 minutes,vs. The PostCreate your own comparison chart…,"Historical Drama, 1950s, Communism, TV Industry, TV News, News, Investigative Journalist, Political, Government Corruption, 2006 Oscars Best Picture Nominee",Based on Real Life Events,Drama,Live Action,Dramatization,United States,English,,"Participant Media, Section Eight","$31,501,218","$25,085,683","$56,586,901","$22,072,913",,"$22,072,913"
