,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Production Budget:,Theater counts:,Infl. Adj. Dom. BO,Domestic Releases:,International Releases:,Video Release:,MPAA Rating:,Franchise:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production Countries:,Languages:,Running Time:,Production/Financing Companies:,Domestic Box Office,International Box Office,Worldwide Box Office
95,https://www.the-numbers.com/movie/Spy-Kids-3-D-Game-Over,"['Holland Taylor', 'Mike Judge', 'Cheech Marin', 'Sylvester Stallone', 'Antonio Banderas', 'Carla Gugino', 'Alexa Vega', 'Daryl Sabara', 'Ricardo Montalbán']","[['Robert Rodriguez', 'Director'], ['Robert Rodriguez', 'Screenwriter'], ['Robert Rodriguez', 'Producer'], ['Elizabeth Avellan', 'Producer'], ['Bob Weinstein', 'Executive Producer'], ['Harvey Weinstein', 'Executive Producer'], ['Robert Rodriguez', 'Editor'], ['Robert Rodriguez', 'Composer'], ['Robert Rodriguez', 'Director of Photography']]","$33,417,739 (29.9% of total gross)",3.34 (domestic box office/biggest weekend),66.6% (domestic box office/worldwide),"$40,000,000 (worldwide box office is 4.2 times production budget)","3,344 opening theaters/3,388 max. theaters, 7.1 weeks average run per theater","$169,954,084","July 25th, 2003 (Wide) by Miramax/Dimension","August 1st, 2003 (Wide) (United Kingdom)
January 1st, 2004 (Wide), released as Spy Kids 3D: Game Over (Australia)
","August 2nd, 2011 by Lionsgate Home Entertainment",PG for action sequences and peril,Spy Kids,vs. The Adventures of Sharkboy and Lavagirl in 3-DCreate your own comparison chart…,"Kid Spies, Rescue, Gratuitous Cameos, Same Actor, Multiple Roles, 3-D, Virtual Reality, Video Game, Artificial Intelligence, 3-D - Shot in 3-D",Original Screenplay,Adventure,Live Action,Kids Fiction,United States,English,82 minutes,Troublemaker Studios,"$111,760,631","$56,091,364","$167,851,995"
96,https://www.the-numbers.com/movie/American-Wedding,"['January Jones', 'Fred Willard', 'Jason Biggs', 'Alyson Hannigan', 'Thomas Ian Nicholas', 'Seann William Scott', 'Eddie Kaye Thomas', 'Eugene Levy']","[['Jesse Dylan', 'Director'], ['Christophe Beck', 'Composer']]","$33,369,440 (32.0% of total gross)",3.13 (domestic box office/biggest weekend),44.9% (domestic box office/worldwide),"$55,000,000 (worldwide box office is 4.2 times production budget)","3,172 opening theaters/3,195 max. theaters, 5.5 weeks average run per theater","$158,694,534","August 1st, 2003 (Wide) by Universal","August 15th, 2003 (Wide) (United Kingdom)
","January 2nd, 2004 by Universal Home Entertainment","R for sexual content, language and crude humor",American Pie,vs. American Pie 2Create your own comparison chart…,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Germany, United States",English,96 minutes,,"$104,354,205","$128,000,000","$232,354,205"
97,https://www.the-numbers.com/movie/Gigli,[],"[['Martin Brest', 'Director'], ['John Powell', 'Composer']]","$3,753,518 (61.7% of total gross)",1.62 (domestic box office/biggest weekend),85.4% (domestic box office/worldwide),"$54,000,000 (worldwide box office is 0.1 times production budget)","2,215 opening theaters/2,215 max. theaters, 2.0 weeks average run per theater","$9,257,500","August 1st, 2003 (Wide) by Sony Pictures",,,"R for sexual content, pervasive language and brief strong violence",,vs. SabrinaCreate your own comparison chart…,Romance,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,United States,English,,Revolution Studios,"$6,087,542","$1,038,460","$7,126,002"
98,https://www.the-numbers.com/movie/Freaky-Friday-(2003),"['Harold Gould', 'Chad Michael Murray', 'Mark Harmon', 'Jamie Lee Curtis', 'Lindsay Lohan']","[['Mark Waters', 'Director'], ['Rolfe Kent', 'Composer']]","$22,203,007 (20.1% of total gross)",4.96 (domestic box office/biggest weekend),68.5% (domestic box office/worldwide),"$26,000,000 (worldwide box office is 6.2 times production budget)","2,954 opening theaters/3,067 max. theaters, 8.0 weeks average run per theater","$167,616,679","August 6th, 2003 (Wide) by Walt Disney","September 18th, 2003 (Wide) (Australia)
","December 16th, 2003 by Walt Disney Home Entertainment",PG for mild thematic elements and some language,,vs. About TimeCreate your own comparison chart…,Body Swap,Remake,Comedy,Live Action,Contemporary Fiction,United States,English,97 minutes,Walt Disney Pictures,"$110,222,438","$50,600,000","$160,822,438"
99,https://www.the-numbers.com/movie/Divorce-Le,[],"[['James Ivory', 'Director'], ['Ruth Prawer Jhabvala', 'Screenwriter'], ['James Ivory', 'Screenwriter']]","$516,834 (5.7% of total gross)",5.69 (domestic box office/biggest weekend),69.9% (domestic box office/worldwide),,"34 opening theaters/701 max. theaters, 4.2 weeks average run per theater","$13,799,933","August 8th, 2003 (Limited) by Fox Searchlight",,,PG-13 for mature thematic elements and sexual content,,Create your own comparison chart…,"Comedy Drama, Romance, Set in Paris, Writing and Writers, Relationships Gone Wrong, Infidelity",Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction,,,,,"$9,074,550","$3,910,939","$12,985,489"
100,https://www.the-numbers.com/movie/SWAT-(2003),"['Brian Van Holt', 'Jeremy Renner', 'Josh Charles', 'Olivier Martinez', 'Samuel L. Jackson', 'Colin Farrell', 'Michelle Rodriguez', 'James Todd Smith']","[['Clark Johnson', 'Director'], ['David Ayer', 'Screenwriter'], ['David McKenna', 'Screenwriter'], ['Ron Mita', 'Story Creator'], ['Jim McClain', 'Story Creator'], ['Neal H. Moritz', 'Producer'], ['Dan Halsted', 'Producer'], ['Louis D’Esposito', 'Executive Producer'], ['Mayne Berke', 'Production Designer'], ['Michael Tronick', 'Editor'], ['Elliot Goldenthal', 'Composer'], ['Gabriel Beristain', 'Director of Photography']]","$37,062,535 (31.7% of total gross)",3.15 (domestic box office/biggest weekend),56.4% (domestic box office/worldwide),"$70,000,000 (worldwide box office is 3.0 times production budget)","3,202 opening theaters/3,220 max. theaters, 6.3 weeks average run per theater","$177,739,231","August 8th, 2003 (Wide) by Sony Pictures",,"December 30th, 2003 by Sony Pictures Home Entertainment","PG-13 for violence, language and sexual references.",,vs. Killer EliteCreate your own comparison chart…,,Based on TV,Action,Live Action,Contemporary Fiction,United States,English,111 minutes,Columbia Pictures,"$116,877,597","$90,277,151","$207,154,748"
101,https://www.the-numbers.com/movie/American-Splendor,[],"[['Shari Springer Berman', 'Director'], ['Robert Pulcini', 'Director'], ['Shari Springer Berman', 'Screenwriter'], ['Robert Pulcini', 'Screenwriter']]","$159,705 (2.7% of total gross)",7.14 (domestic box office/biggest weekend),69.1% (domestic box office/worldwide),"$2,000,000 (worldwide box office is 4.3 times production budget)","6 opening theaters/272 max. theaters, 5.9 weeks average run per theater","$10,404,219","August 15th, 2003 (Limited) by Fine Line",,"February 3rd, 2004 by HBO Home Video",R for language.,,vs. BronsonCreate your own comparison chart…,"Artists, Independent/Other Comics, Biography, Breaking the Fourth Wall, Biographical Drama, Adopted Family, 1950s, 1970s, 1980s, 1960s, Non-Chronological, Directing Yourself, Director Cameo, Voiceover/Narration, Autobiographical",Based on Comic/Graphic Novel,Drama,Live Action,Contemporary Fiction,United States,English,101 minutes,,"$6,003,587","$2,682,045","$8,685,632"
102,https://www.the-numbers.com/movie/Freddy-vs-Jason,"['Monica Keena', 'Kelly Rowland', 'Jason Ritter', 'Christopher George Marquette*', 'Lochlyn Munro', 'Robert Englund']","[['Ronny Yu', 'Director'], ['Graeme Revell', 'Composer'], ['Damian Shannon', 'Screenwriter'], ['Mark Swift', 'Screenwriter'], ['Wes Craven', 'Character Creator'], ['Victor Miller', 'Character Creator'], ['Sean Cunningham', 'Producer'], ['Robert Shaye', 'Executive Producer'], ['Stokely Chaffin', 'Executive Producer'], ['Renee Witt', 'Executive Producer'], ['Douglas Curtis', 'Executive Producer'], ['Fred Murphy', 'Director of Photography'], ['John Willett', 'Production Designer'], ['Mark Stevens', 'Editor'], ['Graeme Revell', 'Composer'], ['Matthew Barry', 'Casting Director'], ['Nancy Green-Keyes', 'Casting Director']]","$36,428,066 (44.1% of total gross)",2.27 (domestic box office/biggest weekend),72.1% (domestic box office/worldwide),"$25,000,000 (worldwide box office is 4.6 times production budget)","3,014 opening theaters/3,014 max. theaters, 4.9 weeks average run per theater","$125,646,716","August 15th, 2003 (Wide) by New Line","August 15th, 2003 (Wide) (United Kingdom)
October 23rd, 2003 (Wide) (Australia)
","January 13th, 2004 by New Line Home Video","R for pervasive strong horror violence/gore, gruesome images, sexuality, drug use and language",Friday the 13thNightmare on Elm Street,vs. ScreamCreate your own comparison chart…,"Franchise Crossover, Slasher Horror",Spin-Off,Horror,Live Action,Contemporary Fiction,"Canada, United States",English,97 minutes,New Line Cinema,"$82,622,655","$31,953,748","$114,576,403"
103,https://www.the-numbers.com/movie/Grind-(2003),[],[],"$2,511,403 (49.1% of total gross)",2.04 (domestic box office/biggest weekend),99.8% (domestic box office/worldwide),,"2,253 opening theaters/2,253 max. theaters, 2.2 weeks average run per theater","$7,773,400","August 15th, 2003 (Wide) by Warner Bros.","February 26th, 2004 (Limited) (Australia)
",,"PG-13 for crude humor, sexual content and language",,vs. Out ColdCreate your own comparison chart…,Miscellaneous Sports,Original Screenplay,Adventure,Live Action,Contemporary Fiction,United States,English,105 minutes,,"$5,111,630","$7,999","$5,119,629"
104,https://www.the-numbers.com/movie/Open-Range,"['Michael Gambon', 'Michael Jeter', 'Robert Duvall', 'Kevin Costner', 'Annette Bening']","[['Kevin Costner', 'Director'], ['Michael Kamen', 'Composer']]","$14,047,781 (24.1% of total gross)",4.15 (domestic box office/biggest weekend),85.0% (domestic box office/worldwide),"$26,000,000 (worldwide box office is 2.6 times production budget)","2,075 opening theaters/2,268 max. theaters, 6.5 weeks average run per theater","$88,706,068","August 15th, 2003 (Wide) by Walt Disney","February 12th, 2004 (Wide) (Australia)
","June 15th, 2006 by Walt Disney Home Entertainment",R for violence,,vs. True GritCreate your own comparison chart…,"1800s, Wild West",Based on Fiction Book/Short Story,Western,Live Action,Historical Fiction,United States,English,139 minutes,Tig Productions,"$58,331,254","$10,282,738","$68,613,992"
105,https://www.the-numbers.com/movie/Uptown-Girls,[],"[['Boaz Yakin', 'Director']]","$11,277,367 (30.4% of total gross)",3.29 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),,"2,495 opening theaters/2,495 max. theaters, 4.8 weeks average run per theater","$56,412,465","August 15th, 2003 (Wide) by MGM",,,PG-13 for sexual content and language,,vs. 50 First DatesCreate your own comparison chart…,"Riches to Rags, Spoiled Child, Comedy Drama, Coma, Dysfunctional Family, White Collar Crime, Romance, Relationships Gone Wrong, Young Child Dealing with the Death of a Parent, Workaholic, Musicians, Fashion",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,,92 minutes,,"$37,095,657",,
106,https://www.the-numbers.com/movie/Thirteen,[],"[['Catherine Hardwicke', 'Director'], ['Catherine Hardwicke', 'Screenwriter'], ['Nikki Reed', 'Screenwriter'], ['Mark Mothersbaugh', 'Composer']]","$116,260 (2.5% of total gross)",7.37 (domestic box office/biggest weekend),48.4% (domestic box office/worldwide),"$2,000,000 (worldwide box office is 4.8 times production budget)","5 opening theaters/243 max. theaters, 5.5 weeks average run per theater","$6,996,939","August 20th, 2003 (Limited) by Fox Searchlight","March 11th, 2004 (Limited) (Australia)
","January 27th, 2004 by Fox Home Entertainment","R for drug use, self destructive violence, language and sexuality - all involving teens",,vs. White OleanderCreate your own comparison chart…,"Dysfunctional Family, Coming-of-Age Drama, Coming of Age, Addiction, Rehab / Former Addict, Juvenile Delinquent, Self Harm, Narcotics, Inspired by a True Story, Autobiographical, Screenplay Written By the Star",Original Screenplay,Drama,Live Action,Contemporary Fiction,"United Kingdom, United States","English, Portuguese, Spanish",100 minutes,Fox Searchlight Pictures,"$4,601,043","$4,904,953","$9,505,996"
107,https://www.the-numbers.com/movie/Medallion-The,[],"[['Gordon Chan', 'Director'], ['Gordon Chan', 'Screenwriter'], ['Alfred Cheung', 'Screenwriter'], ['Bennett Joshua Davlin*', 'Screenwriter'], ['Paul Wheeler', 'Screenwriter'], ['Bey Logan', 'Screenwriter']]","$8,111,324 (36.7% of total gross)",2.73 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$41,000,000 (worldwide box office is 0.5 times production budget)","2,648 opening theaters/2,652 max. theaters, 3.5 weeks average run per theater","$33,621,777","August 22nd, 2003 (Wide) by Sony Pictures",,"March 30th, 2004 by Sony Pictures Home Entertainment",PG-13 for action violence and some double entendre,,vs. Parental GuidanceCreate your own comparison chart…,Action Comedy,Original Screenplay,Action,Live Action,Fantasy,Hong Kong,,88 minutes,,"$22,108,977",,
108,https://www.the-numbers.com/movie/My-Bosss-Daughter,[],"[['David Zucker', 'Director'], ['Teddy Castellucci', 'Composer'], ['Bob Weinstein', 'Executive Producer'], ['Harvey Weinstein', 'Executive Producer']]","$4,855,798 (31.2% of total gross)",3.20 (domestic box office/biggest weekend),99.9% (domestic box office/worldwide),"$14,000,000 (worldwide box office is 1.1 times production budget)","2,201 opening theaters/2,206 max. theaters, 3.7 weeks average run per theater","$23,646,890","August 22nd, 2003 (Wide) by Miramax/Dimension","July 22nd, 2004 (Wide) (Australia)
",,"PG-13 for crude and sex-related humor, drug content and language",,vs. Just MarriedCreate your own comparison chart…,Romance,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,United States,English,86 minutes,Dimension Films,"$15,549,702","$15,655","$15,565,357"
109,https://www.the-numbers.com/movie/Jeepers-Creepers-2,"['Ray Wise', 'Justin Long', 'Jonathan Beckerman']","[['Victor Salva', 'Director'], ['Victor Salva', 'Screenwriter'], ['Tom Luse', 'Producer']]","$15,269,324 (42.9% of total gross)",2.33 (domestic box office/biggest weekend),29.7% (domestic box office/worldwide),"$25,000,000 (worldwide box office is 4.8 times production budget)","3,124 opening theaters/3,124 max. theaters, 3.8 weeks average run per theater","$54,174,168","August 29th, 2003 (Wide) by MGM, released as Jeepers Creepers II","February 5th, 2004 (Wide) (Australia)
","January 1st, 2004 by MGM Video, released as Jeepers Creepers II",R for horror violence and language,Jeepers Creepers,vs. Jeepers CreepersCreate your own comparison chart…,"Slasher Horror, Demons, Supernatural, Cheerleaders, Football, High School Sports, Prophetic Dreams",Original Screenplay,Horror,Live Action,Fantasy,United States,English,104 minutes,"United Artists, Myriad Pictures, American Zoetrope","$35,623,801","$84,300,000","$119,923,801"
110,https://www.the-numbers.com/movie/Calendar-Girls-(2022-Sweden),[],"[['Maria Loohufvud', 'Director'], ['Love Martinsen', 'Director'], ['Maria Loohufvud', 'Screenwriter'], ['Love Martinsen', 'Screenwriter'], ['Maria Loohufvud', 'Producer'], ['Love Martinsen', 'Producer']]",,,,,,,"November 4th, 2022 (Limited) by Pink Dolphin","September 5th, 2003 (Wide) (United Kingdom)
June 23rd, 2023 (Limited), released as Calendar Girls (70歳のチア・リーダー) (Japan)
","February 21st, 2023 by Kino Lorber",,,Create your own comparison chart…,Sundance Film Festival 2022,Based on Real Life Events,Documentary,Live Action,Factual,Sweden,English,83 minutes,,n/a,"$25,462,153","$25,462,153"
111,https://www.the-numbers.com/movie/Dickie-Roberts-Former-Child-Star,"['Mary McCormack', 'Jon Lovitz', 'Craig Bierko', 'Alyssa Milano', 'Rob Reiner', 'David Spade']","[['Sam Weisman', 'Director'], ['Fred Wolf', 'Screenwriter'], ['David Spade', 'Screenwriter'], ['Christophe Beck', 'Composer'], ['Waddy Wachtel', 'Composer']]","$6,660,540 (29.3% of total gross)",3.41 (domestic box office/biggest weekend),95.8% (domestic box office/worldwide),"$17,000,000 (worldwide box office is 1.4 times production budget)","2,026 opening theaters/2,083 max. theaters, 5.3 weeks average run per theater","$34,573,000","September 5th, 2003 (Wide) by Paramount Pictures","February 19th, 2004 (Wide) (Australia)
",,"PG-13 for crude and sex-related humor, language and drug references",,vs. Sydney WhiteCreate your own comparison chart…,"Gratuitous Cameos, Delayed Adulthood, Farcical / Slapstick Comedy, Romance, Relationships Gone Wrong, Comeback, Dysfunctional Family, Screenplay Written By the Star",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,98 minutes,Happy Madison,"$22,734,486","$1,000,000","$23,734,486"
112,https://www.the-numbers.com/movie/Order-The,[],"[['Brian Helgeland', 'Director']]","$4,438,899 (58.0% of total gross)",1.73 (domestic box office/biggest weekend),66.3% (domestic box office/worldwide),"$35,000,000 (worldwide box office is 0.3 times production budget)","1,975 opening theaters/1,975 max. theaters, 2.2 weeks average run per theater","$11,648,403","September 5th, 2003 (Wide) by 20th Century Fox","February 19th, 2004 (Limited), released as The Sin Eater (Australia)
","September 14th, 2010 by Fox Home Entertainment","R for violent images, sexuality and language",,vs. Premium RushCreate your own comparison chart…,"Religious, Conspiracy Theory, Secret Identity, Secret Magic, Catholic, Pope, Exorcism, Faked Suicide, Supernatural Horror, Supernatural",Original Screenplay,Horror,Live Action,Contemporary Fiction,"Germany, United States","Aramaic, English, Italian, Latin",102 minutes,,"$7,659,747","$3,900,000","$11,559,747"
113,https://www.the-numbers.com/movie/Cabin-Fever,"['Rider Strong', 'Jordan Ladd', 'Cerina Vincent', 'Joey Kern', 'Arie Verveen', 'Giuseppe Andrews', 'James DeBello']","[['Eli Roth', 'Director']]","$8,633,585 (40.8% of total gross)",2.45 (domestic box office/biggest weekend),69.7% (domestic box office/worldwide),"$1,500,000 (worldwide box office is 20.2 times production budget)","2,087 opening theaters/2,105 max. theaters, 3.7 weeks average run per theater","$32,175,879","September 12th, 2003 (Wide) by Lionsgate",,"January 20th, 2004 by Lionsgate Home Entertainment","R for strong violence and gore, sexuality, language and brief drug use.",Cabin Fever,vs. SawCreate your own comparison chart…,"Accidental Death, Cabin in the Woods, Epidemic, Body Horror, Remade, Covering Up an Accidental Death, Directing Yourself",Original Screenplay,Horror,Live Action,Contemporary Fiction,United States,English,94 minutes,,"$21,158,188","$9,193,476","$30,351,664"
114,https://www.the-numbers.com/movie/Lost-in-Translation,"['Giovanni Ribisi', 'Anna Faris', 'Fumihiro Hayashi', 'Bill Murray', 'Scarlett Johansson']","[['Sofia Coppola', 'Director'], ['Sofia Coppola', 'Producer'], ['Ross Katz', 'Producer'], ['Francis Ford Coppola', 'Executive Producer'], ['Fred Roos', 'Executive Producer'], ['Mitch Glazer', 'Associate Producer'], ['Callum Greene', 'Line Producer'], ['Lance Acord', 'Director of Photography'], ['Sarah Flack', 'Editor'], ['Anne Ross', 'Production Designer'], ['K.K. Barrett', 'Production Designer'], ['Nancy Steiner', 'Costume Designer'], ['Brian Reitzell', 'Music Producer']]","$925,087 (2.1% of total gross)",10.71 (domestic box office/biggest weekend),38.1% (domestic box office/worldwide),"$4,000,000 (worldwide box office is 29.3 times production budget)","23 opening theaters/882 max. theaters, 11.5 weeks average run per theater","$67,229,433","September 12th, 2003 (Limited) by Focus Features","December 25th, 2003 (Limited) (Australia)
January 22nd, 2004 (Wide) (New Zealand)
","February 3rd, 2004 by Universal Home Entertainment",R for some sexual content,,vs. A Hologram for the KingCreate your own comparison chart…,"Advertising and Marketing, Culture Clash, Language Barrier, Comedy Drama, 2004 Oscars Best Picture Nominee",Original Screenplay,Drama,Live Action,Contemporary Fiction,United States,English,102 minutes,"American Zoetrope, Elemental Films","$44,585,453","$72,499,844","$117,085,297"
115,https://www.the-numbers.com/movie/Matchstick-Men,"['Bruce McGill', 'Nicolas Cage', 'Sam Rockwell', 'Alison Lohman']","[['Ridley Scott', 'Director'], ['Jack Rapke', 'Producer'], ['Ridley Scott', 'Producer'], ['Steve Starkey', 'Producer'], ['Sean Bailey', 'Producer'], ['Ted Griffin', 'Producer'], ['Nicholas Griffin', 'Screenwriter'], ['Ted Griffin', 'Screenwriter'], ['Eric Garcia', 'Story Creator'], ['Robert Zemeckis', 'Executive Producer'], ['John Mathieson', 'Director of Photography'], ['Tom Foden', 'Production Designer'], ['Dody Dorn', 'Editor'], ['Charles J.D. Schlissel', 'Co-Producer'], ['Giannina Facio', 'Co-Producer'], ['Hans Zimmer', 'Composer']]","$13,087,307 (35.5% of total gross)",2.82 (domestic box office/biggest weekend),62.3% (domestic box office/worldwide),,"2,711 opening theaters/2,711 max. theaters, 4.5 weeks average run per theater","$56,074,165","September 12th, 2003 (Wide) by Warner Bros.",,,"PG-13 for thematic elements, violence, some sexual content and language",,vs. You Were Never Really HereCreate your own comparison chart…,"Surprise Twist, Confidence Men, Unexpected Families, False Identity, Crime Comedy, Mental Illness, Therapists / Therapy, Anxiety and Phobias, Agoraphobia, No Honor Among Thieves",Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction,United States,English,116 minutes,Warner Bros.,"$36,873,198","$22,292,102","$59,165,300"
116,https://www.the-numbers.com/movie/Once-Upon-a-Time-in-Mexico,"['Antonio Banderas', 'Salma Hayek', 'Johnny Depp']","[['Robert Rodriguez', 'Director'], ['Robert Rodriguez', 'Screenwriter'], ['Elizabeth Avellan', 'Producer'], ['Carlos Gallardo', 'Producer'], ['Robert Rodriguez', 'Producer'], ['Robert Rodriguez', 'Production Designer'], ['Robert Rodriguez', 'Editor'], ['Robert Rodriguez', 'Composer'], ['Robert Rodriguez', 'Cinematographer']]","$23,424,118 (41.6% of total gross)",2.40 (domestic box office/biggest weekend),57.8% (domestic box office/worldwide),"$29,000,000 (worldwide box office is 3.4 times production budget)","3,282 opening theaters/3,289 max. theaters, 4.1 weeks average run per theater","$85,663,701","September 12th, 2003 (Wide) by Sony Pictures","February 26th, 2004 (Wide) (Australia)
","January 20th, 2004 by Sony Pictures Home Entertainment","R for strong violence, and for language",El Mariachi,vs. Freddy vs. JasonCreate your own comparison chart…,"Action Thriller, Set in Mexico, Political, Political Assassination, C.I.A., Death of a Partner, FBI, Revenge, Death of a Son or Daughter, Death of a Spouse or Fiancée / Fiancé, Double-Crossed, Drug Cartels, Government Corruption",Original Screenplay,Action,Live Action,Contemporary Fiction,"Mexico, United States","English, Spanish",102 minutes,,"$56,330,657","$41,082,870","$97,413,527"
117,https://www.the-numbers.com/movie/Anything-Else,[],"[['Woody Allen', 'Director'], ['Woody Allen', 'Screenwriter']]","$1,673,125 (52.2% of total gross)",1.91 (domestic box office/biggest weekend),24.3% (domestic box office/worldwide),"$18,000,000 (worldwide box office is 0.7 times production budget)","1,033 opening theaters/1,033 max. theaters, 2.3 weeks average run per theater","$5,550,873","September 19th, 2003 (Wide) by Dreamworks SKG",,,R for a scene of drug use and some sexual references,,vs. About a BoyCreate your own comparison chart…,Romance,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,,,,DreamWorks Pictures,"$3,203,044","$10,000,000","$13,203,044"
118,https://www.the-numbers.com/movie/Cold-Creek-Manor,"['Stephen Dorff', 'Juliette Lewis', 'Kristen Stewart', 'Christopher Plummer', 'Dennis Quaid', 'Sharon Stone']","[['Mike Figgis', 'Director'], ['Richard Jefferies', 'Screenwriter']]","$8,190,574 (38.3% of total gross)",2.61 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),,"2,035 opening theaters/2,035 max. theaters, 4.1 weeks average run per theater","$32,519,333","September 19th, 2003 (Wide) by Walt Disney",,,"R for violence, language and some sexuality",,vs. The InvitationCreate your own comparison chart…,"Life on the Outside, Dysfunctional Family, Workaholic, Movie Business, Prologue, Bank Foreclosure, Domestic Abuse, Relationships Gone Wrong, Country Mouse, City Mouse, Filmed By a Character, Crime Thriller, Familicide",Original Screenplay,Thriller/Suspense,Live Action,Historical Fiction,"Canada, United Kingdom, United States",English,119 minutes,,"$21,384,035",,
119,https://www.the-numbers.com/movie/Fighting-Temptations-The,"['Mike Epps', 'LaTanya Richardson', 'Cuba Gooding, Jr.', 'Beyoncé Knowles']","[['Jonathan Lynn', 'Director'], ['Elizabeth Hunter', 'Screenwriter'], ['Saladin K. Patterson', 'Screenwriter'], ['Elizabeth Hunter', 'Story by'], ['David Gale', 'Producer'], ['Loretha C. Jones', 'Producer'], ['Jeffrey Pollack', 'Producer'], ['Van Toffler', 'Executive Producer'], ['Benny Medina', 'Executive Producer'], ['Affonso Beato', 'Director of Photography'], ['Victoria Paul', 'Production Designer'], ['Paul Hirsch', 'Editor'], ['Susan Lewis', 'Co-Producer'], ['Momita Sengupta', 'Co-Producer'], ['Jimmy Jam', 'Composer'], ['Terry Lewis', 'Composer'], ['Big Jim Wright*', 'Composer'], ['Spring Aspers', 'Music Supervisor'], ['Jimmy Jam', 'Executive Music Producer'], ['Terry Lewis', 'Executive Music Producer'], ['James Wright', 'Executive Music Producer']]","$11,758,372 (38.9% of total gross)",2.57 (domestic box office/biggest weekend),98.8% (domestic box office/worldwide),,"2,026 opening theaters/2,026 max. theaters, 4.6 weeks average run per theater","$45,984,698","September 19th, 2003 (Wide) by Paramount Pictures","March 4th, 2004 (Wide) (Australia)
","February 3rd, 2004 by Warner Home Video",PG-13 for some sexual references.,,vs. SparkleCreate your own comparison chart…,"Musicians, Comedy Drama, Inheritance, Religious, Gospel Music, 1980s, Prologue, Gratuitous Cameos",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,123 minutes,"MTV Films, Paramount Pictures, Handprint Films","$30,238,577","$358,496","$30,597,073"
120,https://www.the-numbers.com/movie/Secondhand-Lions,"['Nicky Katt', 'Kyra Sedgwick', 'Michael Caine', 'Robert Duvall', 'Haley Joel Osment']","[['Tim McCanlies', 'Director'], ['Tim McCanlies', 'Screenwriter'], ['David Kirschner', 'Producer'], ['Scott Ross', 'Producer'], ['Corey Sienega', 'Producer'], ['Toby Emmerich', 'Executive Producer'], ['Mark Kaufman', 'Executive Producer'], ['Janis Rothbard Chaskin', 'Executive Producer'], ['Karen Loop', 'Executive Producer'], ['Kevin Cooper', 'Executive Producer'], ['David J. Bomba', 'Production Designer'], ['David Moritz', 'Editor'], ['Patrick Doyle', 'Composer'], ['Jack Green', 'Director of Photography']]","$12,139,832 (28.9% of total gross)",3.47 (domestic box office/biggest weekend),87.8% (domestic box office/worldwide),"$30,000,000 (worldwide box office is 1.6 times production budget)","3,013 opening theaters/3,038 max. theaters, 5.3 weeks average run per theater","$63,978,521","September 19th, 2003 (Wide) by New Line","February 26th, 2004 (Limited) (Australia)
","February 3rd, 2004 by New Line Home Video","PG for thematic material, language and action violence",,vs. The VowCreate your own comparison chart…,"Family Drama, Dysfunctional Family, Unexpected Families, Misanthrope, Texas, Medical and Hospitals, Non-Chronological, Animal Lead, Child Abuse, Epilogue, Autumn Years",Original Screenplay,Drama,Live Action,Historical Fiction,United States,English,109 minutes,"David Kirschner, Digital Domain","$42,070,939","$5,831,627","$47,902,566"
121,https://www.the-numbers.com/movie/Underworld-(2003),[],"[['Len Wiseman', 'Director'], ['Danny McBride', 'Screenwriter'], ['Kevin Grevioux', 'Story Creator'], ['Len Wiseman', 'Story Creator'], ['Danny McBride', 'Story Creator'], ['Tom Rosenberg', 'Producer'], ['Gary Lucchesi', 'Producer'], ['Richard S. Wright', 'Producer'], ['Skip Williamson', 'Executive Producer'], ['Henry Winterstern', 'Executive Producer'], ['Terry A. McKay', 'Executive Producer'], ['James McQuaide', 'Executive Producer'], ['Robert Bernacchi', 'Executive Producer'], ['Bruton Jones', 'Production Designer'], ['Martin Hunter', 'Editor'], ['Paul Haslinger', 'Composer'], ['Tony Pierce-Roberts', 'Director of Photography']]","$21,753,759 (41.9% of total gross)",2.39 (domestic box office/biggest weekend),54.3% (domestic box office/worldwide),"$22,000,000 (worldwide box office is 4.4 times production budget)","2,915 opening theaters/2,928 max. theaters, 4.5 weeks average run per theater","$79,029,921","September 19th, 2003 (Wide) by Sony Pictures","January 22nd, 2004 (Wide) (Australia)
","January 6th, 2004 by Sony Pictures Home Entertainment",R for strong violence/gore and some language,Underworld,vs. Underworld: EvolutionCreate your own comparison chart…,"Vampire, Monster, Werewolf, Action Horror",Original Screenplay,Action,Live Action,Contemporary Fiction,"Germany, Hungary, United Kingdom, United States",English,121 minutes,Lakeshore Entertainment,"$51,970,690","$43,737,767","$95,708,457"
