,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Production Budget:,Theater counts:,Infl. Adj. Dom. BO,Domestic Releases:,International Releases:,Video Release:,MPAA Rating:,Franchise:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production Countries:,Languages:,Running Time:,Production/Financing Companies:,Domestic Box Office,International Box Office,Worldwide Box Office
74,https://www.the-numbers.com/movie/Hollywood-Homicide,"['Bruce Greenwood', 'Lena Olin', 'Isaiah Washington', 'Lolita Davidovich', 'Keith David', 'Percy “Master P” Miller', 'Gladys Knight', 'Lou Diamond Phillips', 'Meredith Scott Lynn', 'Tom Dodoroff', 'James MacDonald', 'Kurupt', 'Andre Benjamin', 'Alan Dale', 'Clyde Kusatsu', 'Dwight Yoakam', 'Martin Landau', 'Eric Idle', 'Frank Sinatra, Jr.', 'Robert Wagner', 'Johnny Grant', 'Smokey Robinson', 'Harrison Ford', 'Josh Hartnett']","[['Ron Shelton', 'Producer'], ['Lou Pitt', 'Producer'], ['Joe Roth', 'Executive Producer'], ['David Lester', 'Executive Producer'], ['Robert Souza', 'Co-Producer'], ['Allegra Clegg', 'Co-Producer'], ['Scott Bernstein', 'Co-Producer'], ['Ron Shelton', 'Director'], ['Robert Souza', 'Screenwriter'], ['Ron Shelton', 'Screenwriter']]","$11,112,632 (36.8% of total gross)",2.72 (domestic box office/biggest weekend),59.9% (domestic box office/worldwide),"$75,000,000 (worldwide box office is 0.7 times production budget)","2,840 opening theaters/2,840 max. theaters, 3.3 weeks average run per theater","$45,937,867","June 13th, 2003 (Wide) by Sony Pictures",,,"PG-13 for violence, sexual situations and language",,vs. HulkCreate your own comparison chart…,"Buddy Cop, Music Industry, Action Comedy",Original Screenplay,Action,Live Action,Contemporary Fiction,United States,English,115 minutes,"Columbia Pictures, Revolution Studios, Lou Pitt, Ron Shelton","$30,207,785","$20,201,968","$50,409,753"
75,https://www.the-numbers.com/movie/Rugrats-Go-Wild,[],"[['Mark Mothersbaugh', 'Composer']]","$11,556,869 (29.3% of total gross)",3.41 (domestic box office/biggest weekend),71.1% (domestic box office/worldwide),"$25,000,000 (worldwide box office is 2.2 times production budget)","3,041 opening theaters/3,041 max. theaters, 4.8 weeks average run per theater","$59,920,659","June 13th, 2003 (Wide) by Paramount Pictures","August 8th, 2003 (Wide) (United Kingdom)
","December 16th, 2003 by Paramount Home Video",PG for mild crude humor,Rugrats Movie,vs. Finding NemoCreate your own comparison chart…,"Franchise Crossover, Family Movie",Based on TV,Adventure,Hand Animation,Kids Fiction,United States,,80 minutes,,"$39,402,572","$16,040,460","$55,443,032"
76,https://www.the-numbers.com/movie/Alex-and-Emma,[],"[['Rob Reiner', 'Director']]","$6,111,074 (43.0% of total gross)",2.33 (domestic box office/biggest weekend),92.5% (domestic box office/worldwide),"$30,000,000 (worldwide box office is 0.5 times production budget)","2,310 opening theaters/2,310 max. theaters, 2.7 weeks average run per theater","$21,607,106","June 20th, 2003 (Wide) by Warner Bros.","October 16th, 2003 (Wide) (Australia)
",,PG-13 for sexual content and some language,,vs. Hope SpringsCreate your own comparison chart…,"Writing and Writers, Writer's Block, Romance, Romantic Comedy",Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,United States,"English, French",96 minutes,,"$14,208,384","$1,150,199","$15,358,583"
77,https://www.the-numbers.com/movie/Hulk,"['Jennifer Connelly', 'Sam Elliott', 'Josh Lucas', 'Nick Nolte', 'Eric Bana']","[['Ang Lee', 'Director'], ['John Turman', 'Screenwriter'], ['Michael France', 'Screenwriter'], ['James Schamus', 'Screenwriter'], ['James Schamus', 'Story Creator'], ['Stan Lee', 'Based on the comicbook character by'], ['Jack Kirby', 'Based on the comicbook character by'], ['Gale Anne Hurd', 'Producer'], ['Avi Arad', 'Producer'], ['James Schamus', 'Producer'], ['Larry Franco', 'Producer'], ['Stan Lee', 'Executive Producer'], ['Kevin Feige', 'Executive Producer'], ['Danny Elfman', 'Composer']]","$62,128,420 (47.0% of total gross)",2.13 (domestic box office/biggest weekend),53.9% (domestic box office/worldwide),"$137,000,000 (worldwide box office is 1.8 times production budget)","3,660 opening theaters/3,674 max. theaters, 4.6 weeks average run per theater","$201,005,841","June 20th, 2003 (Wide) by Universal","July 18th, 2003 (Wide) (United Kingdom)
","October 28th, 2003 by Universal Home Entertainment","PG-13 for sci-fi action violence, some disturbing images and brief partial nudity",Hulk,vs. Spider-ManCreate your own comparison chart…,"Marvel Comics, Visual Effects, Split Screen, Motion Capture Performance",Based on Comic/Graphic Novel,Action,Live Action,Super Hero,United States,English,138 minutes,"Universal Pictures, Marvel Studios, Valhalla Motion Pictures, Good Machine","$132,177,234","$112,854,445","$245,031,679"
78,https://www.the-numbers.com/movie/To-Be-and-To-Have,[],"[['Nicolas Philibert', 'Director']]","$20,528 (0.3% of total gross)",174.30 (domestic box office/biggest weekend),34.3% (domestic box office/worldwide),,"3 opening theaters/14 max. theaters, 12.0 weeks average run per theater","$11,262,025","September 17th, 2003 (Limited) by New Yorker","June 20th, 2003 (Wide) (United Kingdom)
January 16th, 2004 (Wide), released as Ser e Ter (Portugal)
April 29th, 2004 (Wide) (Australia)
June 12th, 2023 (Limited), released as Essere E Avere (Italy)
",,Not Rated,,Create your own comparison chart…,,Based on Real Life Events,Documentary,Live Action,Factual,France,French,104 minutes,,"$7,610,471","$14,566,128","$22,176,599"
79,https://www.the-numbers.com/movie/28-Days-Later,[],"[['Danny Boyle', 'Director']]","$10,061,858 (22.3% of total gross)",4.48 (domestic box office/biggest weekend),54.3% (domestic box office/worldwide),"$8,000,000 (worldwide box office is 10.4 times production budget)","1,260 opening theaters/1,407 max. theaters, 6.6 weeks average run per theater","$68,531,546","June 27th, 2003 (Wide) by Fox Searchlight","September 18th, 2003 (Wide) (South Korea)
April 15th, 2016 (Limited), released as 28 Days Later… (Secret Cinema 2016) (United Kingdom)
","October 21st, 2003 by Fox Home Entertainment","R for strong violence and gore, language and nudity.",28 Days Later,vs. AnthropoidCreate your own comparison chart…,"Post Apocalypse, Zombies, Action Horror, Dystopia",Original Screenplay,Horror,Live Action,Science Fiction,United Kingdom,English,112 minutes,"Fox Searchlight Pictures, DNA Films, UK Film Council","$45,064,915","$37,890,718","$82,955,633"
80,https://www.the-numbers.com/movie/Charlies-Angels-Full-Throttle,"['Bernie Mac', 'Crispin Glover', 'Justin Theroux', 'Robert Patrick', 'Demi Moore', 'Cameron Diaz', 'Drew Barrymore', 'Lucy Liu*']","[['McG*', 'Director'], ['John August', 'Screenwriter'], ['Cormac Wibberley', 'Screenwriter'], ['Marianne Wibberley', 'Screenwriter'], ['John August', 'Based on the Film “Charlie’s Angels” by'], ['Ryan Rowe', 'Based on the Film “Charlie’s Angels” by'], ['Ed Solomon', 'Based on the Film “Charlie’s Angels” by'], ['Ivan Geoff', 'Based on the television series created by'], ['Ben Roberts', 'Based on the television series created by'], ['Leonard Goldberg', 'Producer'], ['Drew Barrymore', 'Producer'], ['Nancy Juvonen', 'Producer'], ['Jenno Topping', 'Executive Producer'], ['Patrick Crowley', 'Executive Producer'], ['J. Michael Riva', 'Production Designer'], ['Wayne Wahrman', 'Editor'], ['Edward Shearmur', 'Composer'], ['Russell Carpenter', 'Director of Photography']]","$37,634,221 (37.3% of total gross)",2.68 (domestic box office/biggest weekend),44.4% (domestic box office/worldwide),"$120,000,000 (worldwide box office is 1.9 times production budget)","3,459 opening theaters/3,485 max. theaters, 4.9 weeks average run per theater","$153,311,341","June 27th, 2003 (Wide) by Sony Pictures","July 11th, 2003 (Wide) (United Kingdom)
","October 21st, 2003 by Sony Pictures Home Entertainment","PG-13 for action violence, sensuality and language/innuendo",Charlie's Angels,vs. Charlie's AngelsCreate your own comparison chart…,"Gratuitous Cameos, Visual Effects",Based on TV,Action,Live Action,Contemporary Fiction,United States,English,106 minutes,"Columbia Pictures, Leonard Goldberg, Flower Films, Tall Trees, Wonderland Sound and Vision","$100,814,328","$126,348,945","$227,163,273"
81,https://www.the-numbers.com/movie/Terminator-3-Rise-of-the-Machines,[],"[['Jonathan Mostow', 'Director'], ['Marco Beltrami', 'Composer']]","$44,041,440 (29.3% of total gross)",3.41 (domestic box office/biggest weekend),34.7% (domestic box office/worldwide),"$170,000,000 (worldwide box office is 2.5 times production budget)","3,504 opening theaters/3,504 max. theaters, 5.4 weeks average run per theater","$228,654,317","July 1st, 2003 (Wide) by Warner Bros.","August 1st, 2003 (Wide) (United Kingdom)
","June 1st, 2004 by Warner Home Video, released as Terminator 3: The Rise of the Machines","R for strong sci-fi violence and action, and for language and brief nudity",Terminator,vs. The TerminatorCreate your own comparison chart…,"End of the World, Time Travel, Visual Effects, Delayed Sequel, Motion Capture Performance",Original Screenplay,Action,Animation/Live Action,Science Fiction,United States,,109 minutes,,"$150,358,296","$282,700,000","$433,058,296"
82,https://www.the-numbers.com/movie/Legally-Blonde-2-Red-White-and-Blonde,"['Sally Field', 'Regina King', 'Jennifer Coolidge', 'Bruce McGill', 'Bob Newhart', 'Luke Wilson', 'Reese Witherspoon']","[['Rolfe Kent', 'Composer']]","$22,220,670 (24.5% of total gross)",4.08 (domestic box office/biggest weekend),72.3% (domestic box office/worldwide),"$25,000,000 (worldwide box office is 5.0 times production budget)","3,350 opening theaters/3,375 max. theaters, 5.3 weeks average run per theater","$137,837,544","July 2nd, 2003 (Wide) by MGM","August 1st, 2003 (Wide) (United Kingdom)
","November 4th, 2003 by MGM Video",PG-13 for some sex-related humor,Legally Blonde,vs. Mr. Smith Goes To WashingtonCreate your own comparison chart…,"Epilogue, Fraternity/Sorority",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,95 minutes,,"$90,639,088","$34,700,000","$125,339,088"
83,https://www.the-numbers.com/movie/Sinbad-Legend-of-the-Seven-Seas,"['Catherine Zeta-Jones', 'Michelle Pfeiffer', 'Joseph Fiennes', 'Dennis Haysbert', 'Brad Pitt']","[['Tim Johnson', 'Director'], ['Patrick Gilmore', 'Director'], ['Mirelle Soria', 'Producer'], ['Jeffrey Katzenberg', 'Producer'], ['John Logan', 'Screenwriter'], ['Harry Gregson-Williams', 'Composer']]","$6,874,477 (26.0% of total gross)",3.85 (domestic box office/biggest weekend),32.8% (domestic box office/worldwide),"$60,000,000 (worldwide box office is 1.3 times production budget)","3,086 opening theaters/3,086 max. theaters, 3.4 weeks average run per theater","$40,274,163","July 2nd, 2003 (Wide) by Dreamworks SKG","July 25th, 2003 (Wide) (United Kingdom)
","November 18th, 2003 by Dreamworks Video, released as Sinbad - Legend of the Seven Seas","PG for adventure action, some mild sensuality and brief language",,vs. The Road to El DoradoCreate your own comparison chart…,,Based on Folk Tale/Legend/Fairytale,Adventure,Hand Animation,Kids Fiction,United States,English,85 minutes,"Dreamworks LLC, DreamWorks Animation","$26,483,452","$54,284,432","$80,767,884"
84,https://www.the-numbers.com/movie/Swimming-Pool,[],"[['Francois Ozon', 'Director']]","$286,950 (2.8% of total gross)",10.04 (domestic box office/biggest weekend),42.2% (domestic box office/worldwide),"$7,800,000 (worldwide box office is 3.1 times production budget)","13 opening theaters/259 max. theaters, 8.7 weeks average run per theater","$15,405,151","July 4th, 2003 (Limited) by Focus Features","August 22nd, 2003 (Wide) (United Kingdom)
","January 13th, 2004 by Universal Home Entertainment","R for strong sexual content, nudity, language, some violence and drug use",,vs. Clay PigeonsCreate your own comparison chart…,"Foreign Language, Writer's Block, Writing and Writers, Erotic Thriller",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"France, United Kingdom","English, French",102 minutes,"Focus Features, Mars Films, Fidelite, France 2 Cinema, Gimages Films, Foz, Headforce Ltd, Canal Plus","$10,130,108","$13,891,174","$24,021,282"
85,https://www.the-numbers.com/movie/Pirates-of-the-Caribbean-The-Curse-of-the-Black-Pearl,"['Jack Davenport', 'Kevin R. McNally*', 'Zoe Saldana', 'Jonathan Pryce', 'Treva Etienne', 'David Bailie', 'Lee Arenberg', 'Mackenzie Crook', 'Trevor Goddard', 'Isaac C. Singleton, Jr*', 'Brye Cooper', 'Johnny Depp', 'Geoffrey Rush', 'Orland Bloom*', 'Keira Knightley']","[['Gore Verbinski', 'Director'], ['Mike Stenson', 'Executive Producer'], ['Chad Oman', 'Executive Producer'], ['Bruce Hendricks', 'Executive Producer'], ['Paul Deason', 'Executive Producer'], ['Jerry Bruckheimer', 'Executive Producer'], ['Ted Elliott', 'Screenwriter'], ['Terry Rossio', 'Screenwriter'], ['Ted Elliott', 'Story Creator'], ['Terry Rossio', 'Story Creator'], ['Stuart Beattie', 'Story Creator']]","$46,630,690 (15.3% of total gross)",6.55 (domestic box office/biggest weekend),46.7% (domestic box office/worldwide),"$140,000,000 (worldwide box office is 4.7 times production budget)","3,269 opening theaters/3,416 max. theaters, 10.8 weeks average run per theater","$464,447,295","July 9th, 2003 (Wide) by Walt Disney","August 8th, 2003 (Wide) (United Kingdom)
September 11th, 2003 (Wide) (Australia)
","December 2nd, 2003 by Walt Disney Home Entertainment",PG-13 for action/adventure violence.,Pirates of the Caribbean,Eragonvs. Pirates of the Caribbean: On Stranger TidesCreate your own comparison chart…,"Pirates, Rescue, Treasure Hunters, Visual Effects, Fugitive / On the Run, 1700s, Motion Capture Performance",Based on Theme Park Ride,Adventure,Live Action,Fantasy,United States,English,144 minutes,"Walt Disney Pictures, Jerry Bruckheimer","$305,410,819","$348,900,000","$654,310,819"
86,https://www.the-numbers.com/movie/Grande-Seduction-La,"['David Boutin', 'Lucie Laurier']","[['Jean-Francois Pouliot', 'Director'], ['Ken Scott', 'Screenwriter']]",,26.83 (domestic box office/biggest weekend),98.5% (domestic box office/worldwide),,,"$14,871,961","July 11th, 2003 (Limited) by Odeon Films, released as Grande Seduction, LaJune 18th, 2004 (Limited) by WellSpring, released as Seducing Doctor Lewis","December 17th, 2004 (Wide), released as Seducing Doctor Lewis (Australia)
",,Not Rated,,Create your own comparison chart…,"Comedy Drama, Life in a Small Town, Money Troubles, Government Corruption, Corporate Malfeasance, Corrupt Cops, Remade, Doctors",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,,108 minutes,,"$9,832,874","$144,799","$9,977,673"
87,https://www.the-numbers.com/movie/League-of-Extraordinary-Gentlemen-The-(2003),['Sean Connery'],"[['Stephen Norrington', 'Director'], ['James Dale Robinson', 'Screenwriter']]","$23,075,892 (34.7% of total gross)",2.88 (domestic box office/biggest weekend),37.1% (domestic box office/worldwide),"$78,000,000 (worldwide box office is 2.3 times production budget)","3,002 opening theaters/3,002 max. theaters, 4.8 weeks average run per theater","$101,075,601","July 11th, 2003 (Wide) by 20th Century Fox",,"December 16th, 2003 by Fox Home Entertainment","PG-13 for intense sequences of fantasy violence, language and innuendo.",,vs. Sky HighCreate your own comparison chart…,"D.C. Comics, Steampunk",Based on Comic/Graphic Novel,Adventure,Live Action,Super Hero,United States,English,110 minutes,,"$66,465,204","$112,800,000","$179,265,204"
88,https://www.the-numbers.com/movie/Veronica-Guerin,[],"[['Joel Schumacher', 'Director'], ['Harry Gregson-Williams', 'Composer']]","$611,276 (38.9% of total gross)",2.57 (domestic box office/biggest weekend),16.6% (domestic box office/worldwide),"$17,000,000 (worldwide box office is 0.6 times production budget)","472 opening theaters/472 max. theaters, 2.4 weeks average run per theater","$2,387,419","October 17th, 2003 (Limited) by Walt Disney","July 11th, 2003 (Wide) (United Kingdom)
January 15th, 2004 (Limited) (Australia)
","March 16th, 2004 by Walt Disney Home Entertainment",R,,vs. Find Me GuiltyCreate your own comparison chart…,Biography,Based on Real Life Events,Drama,Live Action,Dramatization,"Ireland, United Kingdom, United States",English,98 minutes,,"$1,569,918","$7,868,156","$9,438,074"
89,https://www.the-numbers.com/movie/Bad-Boys-II,"['Martin Lawrence', 'Will Smith']","[['Michael Bay', 'Director'], ['Ron Shelton', 'Screenwriter'], ['Jerry Stahl', 'Screenwriter'], ['Marianne Wibberley', 'Story Creator'], ['Cormac Wibberley', 'Story Creator'], ['Ron Shelton', 'Story Creator'], ['George Gallo', 'Character Creator'], ['Jerry Bruckheimer', 'Producer'], ['Mike Stenson', 'Executive Producer'], ['Chad Oman', 'Executive Producer'], ['Barry Waldman', 'Executive Producer'], ['Dominic Watkins', 'Production Designer'], ['Amir Mokri', 'Director of Photography'], ['Deborah L. Scott', 'Costume Designer'], ['Trevor Rabin', 'Composer'], ['Mark Goldblatt', 'Editor'], ['Thomas A. Muldoon', 'Editor'], ['Roger Barton', 'Editor']]","$46,522,560 (33.6% of total gross)",2.98 (domestic box office/biggest weekend),50.7% (domestic box office/worldwide),"$130,000,000 (worldwide box office is 2.1 times production budget)","3,186 opening theaters/3,202 max. theaters, 5.7 weeks average run per theater","$210,683,208","July 18th, 2003 (Wide) by Sony Pictures",,"December 9th, 2003 by Sony Pictures Home Entertainment","R for strong violence and action, pervasive language, sexuality and drug content",Bad Boys,vs. Bad Boys For LifeCreate your own comparison chart…,"Mafia, Buddy Cop, Buddy Comedy, African Americans",Original Screenplay,Action,Live Action,Contemporary Fiction,United States,English,140 minutes,Columbia Pictures,"$138,540,870","$134,731,112","$273,271,982"
